Gene,SRR5962043,SRR5962046,SRR5962050,SRR5962052,SRR5962054,SRR5962057,SRR5962058,SRR5962063
ABCB9,14.2429715,9.700423381,10.88255004,6.527113228,11.38118534,9.703640115,9.341358567,10.80813432
ABCC1,0.826270048,1.144355255,1.259154785,0.561428929,1.051736004,1.027297424,0.844174715,0.756238775
ABCC10,10.63325743,5.464202243,7.702037425,4.529532307,8.35479975,7.734128991,5.481976193,7.795946538
ABCC11,1.561044553,0.842852849,0.868844418,1.081486849,1.738333033,1.848704129,0.975685939,0.954423228
ABCC12,2.755745333,2.068426719,3.097805972,1.282886093,2.769183972,1.774023335,2.426876064,3.157621579
ABCC2,1.429101286,0.917302031,0.921949698,0.688553522,0.913002217,1.038872185,0.717822947,0.874171128
ABCC4,7.587183874,16.42440167,12.83294512,18.1781902,14.61635263,18.93695411,17.22939736,10.48031556
ABCC5,90.3022232,66.11190866,80.89827553,48.65746284,77.56138651,63.89678418,61.83252291,79.43656577
ABCC5-AS1,0.75105691,0.419814307,0.610704612,0.621956845,0.600941951,1.091463964,1.097284421,1.078507516
ABCC6P1,0.669861848,0.370145047,0.32724021,0.21867164,0.130895029,0.421182452,0.185674527,0.215086027
ABCC8,31.39786924,18.64512849,22.8088339,14.94729691,31.43638562,14.02946329,16.96162163,28.77426482
ABCC9,39.41388853,30.43752815,39.44308332,52.1632528,54.18547221,39.17724217,53.88465639,36.12065096
ABCD1,2.295474676,1.64357181,1.433940319,1.099489322,1.426628754,1.237629382,1.202336055,0.901997545
ABCD2,51.53708931,71.07057232,81.29769135,85.83756741,65.69054821,65.42393787,63.64458217,59.87311357
ABCD3,89.43787133,100.9194564,89.74422505,124.6762205,96.49400226,116.438994,111.5937938,87.34324433
ABCD4,14.8997227,11.71469949,13.32972673,10.28065317,13.95927723,15.85514387,12.38103888,9.67345401
ABCE1,47.7544539,67.95412347,52.40091627,94.27951042,53.79767808,74.41637027,72.7315247,74.84466998
ABCF2,54.43399014,52.13168591,50.11298211,57.73101492,46.14180828,54.655865,55.09893237,61.37244231
ABCF3,33.79184764,28.78209281,35.29141573,26.70880862,31.44886348,32.20194411,29.0507195,32.79650324
ABCG1,68.82563156,55.21100257,47.97614425,57.61754428,46.62052835,50.06302254,50.10204378,50.20072209
ABCG2,87.82242812,53.26623959,38.28750379,67.64478328,63.02309081,83.66778027,72.23103192,64.53240372
ABCG4,8.754254846,4.986733466,6.335195575,3.289705526,4.207263421,4.745904106,5.454901859,6.355503436
ABCG5,2.18707684,1.254669791,0.808350506,0.905568801,0.991323672,1.453509961,1.234544229,1.205770917
ABCG8,1.701903884,0.989591996,0.730167054,0.619013723,1.036218892,1.504543204,1.063726006,1.122692939
ABHD1,1.79811058,0.775851504,1.279946004,1.529474038,1.374095985,1.246347805,1.132182099,1.448140793
ABHD10,35.93876604,50.95857515,42.85541527,67.96781329,39.55911253,47.56797448,51.31275206,54.80880168
ABHD11,1.865895388,2.423430508,3.310275969,1.872001657,3.501210906,2.625856634,2.692394077,2.476200741
ABHD12,29.64879184,29.25067913,29.31444863,37.68769643,29.21346787,32.5469341,35.8644865,35.27573049
ABHD12B,3.157629381,2.810071186,5.582483827,2.440536665,3.225330501,1.874686553,1.782394226,3.184814999
ABHD13,30.91645694,31.69753276,26.62807417,53.10744722,21.53335575,35.83014109,37.6285299,41.30184115
ABHD14A,3.681986178,4.640796926,3.724970043,5.442995062,3.419027058,4.866520678,4.882220612,5.343463389
ABHD14B,1.214006863,1.150711325,1.081799116,0.859350387,1.331764437,1.414693057,1.926053954,1.118985388
ABHD15,1.998355229,2.266087374,2.506758215,3.583848837,3.21643785,3.013551084,2.638069769,1.614932571
ABHD16B,1.247646146,0.688714498,1.019525253,0.350657327,0.954638675,0.40523969,0.602576815,0.483965461
ABHD17A,13.72283683,9.481233788,10.57066548,10.3007607,13.89674305,13.97835681,12.8913639,10.19724174
ABHD17B,36.48525974,30.14245962,23.65339644,52.1584997,27.05842131,40.97776061,35.38288611,34.5118788
ABHD17C,16.25933793,15.6666725,13.47235908,11.85358502,14.73995062,12.92879459,17.70720684,16.44040241
ABHD18,21.44163336,19.66710143,16.10836744,20.34162324,22.70859266,27.30470388,22.50719085,21.23532621
ABHD2,248.7215488,183.4544731,184.4834929,182.5678082,224.8878689,192.5991398,197.1875114,226.2961764
ABHD3,2.835042848,3.35857768,4.320760943,3.773165312,4.267944503,3.64183124,3.780581757,3.185046721
ABHD4,9.303689576,7.345944321,7.848555537,5.964748889,8.542630254,6.864838339,7.3698392,7.141736077
ABHD5,22.68383482,22.47590578,19.84275452,30.38874923,22.71738119,30.26875682,25.73093199,21.72868489
ABHD6,28.83951362,26.36780979,19.41842346,31.69418404,17.07178364,24.5923749,30.07510191,35.44931285
ABHD8,5.827337634,4.250594028,7.956399416,3.198188899,6.696313431,4.301077033,4.165777179,5.04539829
ABI1,59.73209796,76.11349889,78.31789779,84.04086099,76.7414729,86.83087164,93.45062398,82.74866113
ABI2,281.7672195,314.7348979,303.4130957,288.128849,281.6254515,267.9306779,321.2024414,385.3694592
ABI3,0.803120656,1.731000602,1.262333852,1.381481421,1.606139283,1.636072452,1.639319968,1.370050489
ABI3BP,10.35930804,7.142423632,5.982176617,7.406444901,6.884827768,11.84958505,9.311521547,8.145360661
ABITRAM,8.201868757,10.0273987,9.765701769,9.919113137,10.88541446,9.107728862,11.0543197,11.63097338
ABL1,38.40904238,22.27162888,28.85059816,24.09007698,29.30484126,30.3590259,27.73399356,27.4930571
ABL2,82.08956149,77.40891173,77.01896903,64.21957097,58.23695384,65.76349643,68.66933182,89.82789727
ABLIM1,172.2052258,189.7469632,162.8593817,153.822355,210.1588005,201.0857542,202.6427974,165.6786362
ABLIM2,24.54244996,19.51663958,32.96205799,14.45249356,28.07130403,14.07352121,14.52770895,19.44678584
ABLIM3,50.65164746,46.5679798,50.48361933,28.22172208,37.34669852,34.96538836,36.01384725,44.13139529
ABO,1.47314092,0.529875962,0.723230538,0.576968914,0.715454523,0.401958563,0.295333079,0.159653611
ABR,7.662548541,20.04965467,5.958194113,3.208574239,8.233074564,5.255272705,0.986023145,0.652692965
ABRA,1.086712759,0.97039005,0.756051703,1.538680608,0.914127869,0.435030566,0.882984065,1.311348533
ABRACL,4.830973624,9.766787661,8.39316163,11.31755971,7.171957658,7.581046839,9.947342086,10.24269881
ABRAXAS1,3.840722404,4.614290605,5.220351273,7.717656795,5.512836752,6.791004193,6.003845953,5.676103101
ABRAXAS2,24.64009274,27.21851411,26.846607,33.2280644,24.8561255,28.94452326,28.48725208,31.90852204
ABT1,3.721989649,4.644222979,4.269286945,4.974053153,4.365504757,5.377090404,4.841157202,4.739166405
ABTB1,9.44204869,5.615286568,6.38422774,2.555902462,6.733859551,7.830597054,5.178073295,7.608952561
ABTB2,9.885795875,4.587465752,5.809346179,5.09383135,4.979017426,4.363474108,5.285038685,3.647815274
ABTB3,6.496775891,11.48614357,15.98257945,12.5907221,12.07233845,10.67748446,11.95609735,11.62161973
ACAA1,27.58558938,19.73912392,24.19540592,16.90924401,27.43154678,23.09807936,21.32582195,18.95615696
ACAA2,7.44800513,8.13729209,9.444422563,8.751761671,10.30428257,8.880923888,8.742089658,5.411369229
ACACA,3.480577516,2.457498947,3.344724344,0.960765636,4.334612646,0.711740895,2.453639366,1.839945906
ACACB,36.05097963,29.91049466,35.06623762,20.4877937,42.22548086,35.02037653,31.01969939,26.3852085
ACAD10,10.39696282,8.187912087,8.63140834,7.266306691,10.81827213,11.20133982,11.077497,9.351693927
ACAD11,0.973149185,1.583322878,1.088419966,0.551264133,1.348401573,1.709657584,1.348703583,0.781171494
ACAD8,22.77277505,21.96733748,22.25698581,20.83591249,19.96676907,22.17336403,20.8289481,24.34296931
ACAD9,28.33055761,20.92834613,20.37013949,19.98128479,25.39403235,21.52554066,24.1679866,21.07081774
ACADL,2.135743184,2.660392296,2.77244754,2.523050535,2.965468122,2.717851232,2.656746266,2.393676635
ACADM,25.72772844,28.93105682,29.54590342,30.60953048,31.98859388,32.31615369,31.28138257,25.65274101
ACADS,1.095184568,1.533201349,1.094311727,1.025771355,1.604706891,1.092275457,1.685319622,0.867680087
ACADSB,49.08249614,52.87696068,44.0420686,57.67535418,48.66291826,49.31270204,58.55491486,54.53650011
ACADVL,53.556934,45.44722516,56.10327238,38.97823159,70.99971372,52.18521153,54.99638362,42.55750294
ACAN,1.108560385,0.946534118,0.747037898,0.62623844,1.443060459,1.53515729,0.821780483,0.86733533
ACAP1,1.742196637,1.498481254,1.180132271,0.839405606,1.177738668,1.724560346,1.649203435,1.325613563
ACAP2,81.17155828,75.61690112,75.98243852,98.40981249,107.0487776,99.28535882,105.6567317,80.41582564
ACAP3,62.24337649,33.69755999,55.61813581,25.02744366,67.26911465,38.45289238,43.19682634,40.2615508
ACAT1,34.08253058,41.12410774,44.29294604,46.84285129,41.17434286,45.23510198,43.31820527,42.62375281
ACAT2,10.31301614,14.96283134,26.04987506,19.60797227,17.79240631,20.32775353,20.74660905,16.43476761
ACBD3,57.42845454,68.45298016,69.2983582,88.34861731,67.51210069,75.04368659,75.96123397,65.60792711
ACBD4,2.982782941,2.544079128,3.019820065,2.01294143,3.724329191,1.98930628,1.825525077,2.134275195
ACBD5,98.78955405,99.58675331,102.5576681,115.875489,108.6730708,116.3515374,104.2437398,91.46740084
ACBD6,16.65119012,18.67838722,19.79468565,18.6990725,18.73804399,21.27131191,18.74920824,16.62453377
ACBD7,58.61417726,85.92348789,99.32046177,94.61796786,122.9452694,73.4541915,90.91214999,53.05207787
ACCS,6.034786765,2.910929426,3.286087773,1.622937535,3.259078953,4.142496064,3.269576126,4.902897757
ACCSL,0.73956831,0.326362567,0.601362921,0.462734737,0.365122091,0.366994054,0.458393823,0.379289301
ACD,2.734459051,2.382558593,2.442798082,2.1327394,3.518101313,1.979691406,2.47273301,2.792812075
ACE,3.413071658,1.844048199,2.264086066,0.878230473,2.667738813,1.792544125,1.923627912,2.654522099
ACE2,1.35040644,0.093021356,0.331119853,0.145467769,0.37680073,0.532351136,0.944904848,0.378373716
ACER2,7.660013886,6.098873123,5.165973144,5.398574461,10.09494508,6.017074223,7.065380106,6.419263714
ACER3,82.32098653,74.66824669,66.69783686,108.6866951,64.23639867,100.3005893,84.92070503,75.39493901
ACHE,10.67990404,5.194677144,8.160313835,2.949912652,4.225029023,6.95084781,6.62854622,8.151484337
ACIN1,96.95242149,73.83923179,85.52709231,63.10484891,92.01127352,91.66820787,69.70362698,71.63471032
ACKR1,2.405718403,1.537906397,1.17273142,0.947639467,1.806446232,0.442483411,1.347166724,2.214131672
ACKR2,0.432744164,1.245677921,0.72835859,1.411384143,1.115256543,1.444182185,0.848873113,1.092597342
ACKR3,2.879843568,2.43617669,2.827687133,3.27575802,4.029421671,4.391173265,3.435212939,2.496855081
ACKR4,4.092503895,1.950450372,1.956299055,2.334670991,1.337679738,3.481392919,2.427875022,3.330175321
ACLY,67.1789012,66.96706029,78.08520884,76.58111441,54.89539978,82.12262433,66.55404661,82.67466835
ACMSD,1.238578554,0.575897898,0.625263963,0.480317415,0.320912111,0.642456383,0.385180785,0.991543957
ACO1,34.80662923,30.69739027,31.30087245,30.85584921,40.19523954,38.60905058,37.04981465,28.74084599
ACO2,73.6317821,68.54379853,84.49762458,54.19283085,87.17039047,73.76703524,67.80314709,72.9418596
ACOT1,1.162473465,1.521439944,1.391659343,1.089443163,2.745494627,1.423033564,2.801726961,0.628167173
ACOT11,16.14464478,10.94889758,13.48397561,5.925113333,16.23548616,10.32751126,13.14347465,8.350451558
ACOT12,0.734361246,0.388877704,0.423418687,0.413529093,0.232532956,0.296733993,0.897328083,0.557395893
ACOT13,33.52388706,36.42982402,48.96620051,45.51612866,37.28949711,34.49014641,41.86638943,40.13261731
ACOT2,3.313145631,3.03313667,3.520059748,2.256919351,4.772268934,3.534957317,5.638505286,2.995119483
ACOT4,3.231065506,2.545482132,2.574469687,1.877665835,1.667540782,1.504490471,2.493531836,3.042012097
ACOT6,3.168808037,1.314743651,1.893241117,0.923400923,2.162281694,1.91750819,2.915728969,1.87643929
ACOT7,27.87062789,20.5428191,21.78693199,15.0523306,14.96171531,16.41819698,16.06038187,28.16690176
ACOT8,7.764365227,9.357399837,11.75601337,8.779919814,8.682899149,8.768647824,9.494517548,9.144805771
ACOT9,10.84098896,17.46302343,18.36919094,15.35316932,14.72036146,18.05777028,15.38158051,15.2878569
ACOX1,55.749948,58.5217541,56.36525924,64.90829941,69.3111739,60.06428138,67.74474645,58.74782082
ACOX2,2.145723389,1.383904213,1.78134856,1.448850763,2.149580119,1.720007782,2.21414184,1.015789987
ACOX3,23.40330497,17.24070686,24.02431471,12.40079266,20.43083596,19.33307403,19.27916481,18.21973324
ACOXL,2.25765459,1.335547989,1.443349215,0.565928026,1.358705509,1.245750172,0.972502445,1.276756964
ACP1,45.25374791,85.69332715,93.53100665,102.3529974,81.52114159,79.77769955,85.45541122,85.94455639
ACP2,11.26491004,11.28627021,8.317788627,9.102739927,8.575186922,10.19843699,9.929898736,11.9546805
ACP3,0.59955616,0.917199905,0.689415533,1.206305617,0.830157048,0.963385757,1.238708386,2.733188882
ACP4,0.306875803,0.21667294,0.302459376,0.075296758,0.139313498,0.232045988,0.217377734,0.251811133
ACP5,0.356973126,0.336059587,0.035183572,0.197075061,0.340318351,0.253056919,0.316080676,0.19527945
ACP6,8.132275941,12.28442126,11.38100163,7.111822476,9.7693981,9.260652816,8.985092687,10.26214085
ACP7,1.820054633,0.761522383,1.01652133,2.069148204,1.542345774,1.777650152,1.683186316,1.465813832
ACRBP,0.410297312,0.351772259,0.415946557,0.194154754,0.155663593,0.324099178,0.435955681,0.408819722
ACRV1,0.282979101,0.179820377,0.251015927,0.437429976,0.069371115,0.288868077,0.180405296,0.394744026
ACSBG1,33.70384414,36.09704217,39.3349197,21.88011828,48.03757218,29.71465357,35.64564509,22.60446394
ACSBG2,0.488782084,0.874278195,0.539557467,0.345399254,0.505918636,0.776150589,0.934827443,0.588245999
ACSF2,1.876640122,2.100204639,2.680079463,1.657666368,3.150457762,2.030809607,2.536582185,1.812266434
ACSF3,7.809789279,5.982710711,8.029438524,5.072435542,7.66440224,6.969263135,6.562614967,6.555027355
ACSL1,48.08134866,34.44059287,27.49912621,67.57594162,31.57995127,60.07735315,46.39664736,43.89688983
ACSL3,181.3594568,245.720879,249.2021031,343.6458974,245.5503443,252.8266543,292.6796989,258.7433305
ACSL4,77.95323148,116.2950092,116.6298586,156.6134501,80.07929261,127.3922631,126.24844,147.0572384
ACSL5,8.976316127,4.774216044,4.085978418,8.046293186,6.418140917,8.389478445,6.68263634,7.220264391
ACSL6,177.5861542,244.81777,228.6919951,252.2826614,212.758125,223.5975079,243.2090919,232.3486299
ACSM1,0.3270945,0.092379427,0.077372902,0.057785565,0.280650356,0.22260103,0.347549694,0.161041117
ACSM3,0.832293298,0.740003171,0.218750742,0.476504286,0.466001611,0.97023804,0.425794115,0.455299758
ACSM4,0.430863835,0.351018479,0.372396806,0.24884662,0.704162827,0.253748299,0.457808353,0.543924934
ACSM5,1.138986579,1.522502531,1.575992259,1.177021939,2.602417231,1.843747284,2.761168519,1.261271154
ACSM6,2.419931068,1.46796774,1.955113778,1.144048332,1.587532257,1.188755238,2.353974058,2.321320038
ACSS1,35.44759049,37.7261268,34.81030951,23.43426891,40.14508612,32.53889534,30.70605939,23.02127524
ACSS2,17.23321032,15.35961157,14.17108169,18.55508009,15.08207564,19.63323855,17.15518903,15.67497388
ACSS3,18.51019785,19.54571362,21.93440117,21.29711863,35.50192947,24.79269942,30.69171537,19.42617954
ACTA1,0.923375582,0.355614107,1.141745194,0.271877495,0.41156649,0.809295831,0.327039944,0.459205121
ACTA2,6.462719905,7.161185468,4.022975467,5.244286455,6.569698694,18.22914178,18.85925833,8.449394013
ACTA2-AS1,4.365048207,3.129404144,2.343059702,1.89819924,2.153864632,2.913464992,3.068229296,3.554247639
ACTB,500.8088994,449.5552745,402.6286543,566.8803307,469.4772202,438.9167881,454.255731,599.7066824
ACTC1,1.364085313,0.647100961,1.197404318,0.781314321,0.931790755,1.015344747,0.724694902,1.0143827
ACTG1,315.1281998,288.5253333,310.8404707,323.2447076,346.9086601,301.1547956,290.3341885,343.9514406
ACTG1P17,0.518667598,0.3662108,0.536763309,0.615635598,0.529788085,0.799707323,0.413327261,0.718199636
ACTG1P20,3.012024459,2.458354853,2.647296993,1.391307035,2.743540214,2.021596085,3.053577907,2.857030145
ACTG1P25,0.224055255,0.174016268,0.503494102,0.247389508,0.292939661,0.095299162,0.166646748,0.257392242
ACTG1P4,8.338426751,4.464820829,3.849521843,4.14820872,5.585261198,5.774839164,5.862670814,4.629301932
ACTL10,0.705019857,0.560010154,0.67750167,0.389222104,0.564106399,0.474796653,0.59304463,0.602618413
ACTL6A,8.021953007,8.185760166,9.135784271,13.35808587,9.045191633,11.91199678,10.66204741,7.117498524
ACTL6B,10.06442363,11.10684374,8.568602935,8.663644464,7.37529261,7.827055195,7.740829654,10.40615322
ACTN1,72.29090128,49.21554081,87.68848087,37.65404902,87.90004509,39.18705333,47.8681533,65.28345418
ACTN2,80.21286971,62.59552828,54.83589397,52.70477041,70.45807252,68.87779861,53.95746691,49.4322077
ACTN3,0.265780639,0.164200103,0.137526709,0.190749251,0.271479106,0.084784907,0.211801131,0.081783726
ACTN4,45.14152055,32.39050003,41.83354391,33.89727545,51.45497126,37.33409838,31.87577378,32.44042569
ACTR10,34.65111298,56.4753864,52.42893931,63.86921784,46.59940127,59.64435572,52.55285825,55.69437523
ACTR1A,62.10637769,59.26671763,68.82799074,68.93653981,55.85126964,64.35810478,62.93374462,72.70203302
ACTR1B,24.43566384,24.56707721,28.54834652,19.71677346,27.71353667,26.07406154,23.18947942,28.62102313
ACTR2,183.9466751,226.6386771,209.6607152,231.7711098,192.7766254,208.6914271,210.6758389,292.3983778
ACTR3,73.37511726,104.2701413,98.9348864,140.6017395,100.5001257,111.5757779,110.0786264,118.9943883
ACTR3-AS1,0.83391534,0.623429827,0.594678939,0.574123137,0.691457031,0.959764799,0.729700672,1.167302244
ACTR3B,37.08886584,33.67144515,30.81003963,25.70096064,27.80820118,27.63267889,31.40750015,41.61148952
ACTR3C,20.44777302,14.13119279,17.65485812,18.88685733,14.81453913,22.18994544,15.70120328,15.82069874
ACTR5,10.16692909,9.467578206,9.23261241,7.798952349,12.83485226,12.74553779,9.699044213,9.401581972
ACTR6,28.81195958,41.13892561,34.15924236,45.01187994,28.77444251,45.10436078,41.57897849,46.29996251
ACTR8,38.64643213,35.99084668,44.20397495,41.95827968,34.88460084,42.61340241,40.09295655,42.44304359
ACTRT3,1.206185936,2.039454808,2.590391496,1.471994192,1.776741684,2.322164895,1.989877515,2.057643044
ACVR1,14.73747722,12.17316328,11.31303762,10.14933368,9.360161709,12.9788142,14.32908089,17.46126202
ACVR1B,45.23179353,32.09415738,35.60174641,29.73285903,29.48815368,31.98771288,30.18614363,44.73774668
ACVR1C,20.3717678,38.66547326,27.40105985,52.97540525,21.98841462,30.23775896,45.35563028,48.64108064
ACVR2A,56.16845883,62.95547784,57.59891429,59.59921257,59.34655821,54.23742463,55.30573871,56.07187009
ACVR2B,41.84540807,37.12561433,37.58975466,42.17727833,42.26019737,39.56764355,41.86570516,34.78743579
ACVR2B-AS1,1.74957331,0.480396362,1.034636512,0.686856094,1.204627679,1.102458669,1.067194917,0.957090856
ACVRL1,3.687995653,2.203341241,3.280747919,3.410803945,4.546239432,3.539504022,3.684180444,3.595270905
ACY3,0.254622646,1.730373262,0.677587205,3.809451642,2.3927533,1.353757841,3.821458548,0.835736366
ACYP1,6.94492084,11.72178503,11.85158088,10.96917779,10.49885855,12.40653585,10.54175525,9.742148271
ACYP2,15.08140169,17.65202047,19.09421365,22.143136,17.92051957,17.01973595,15.88113654,14.5900601
ADA,1.92831816,1.657489999,1.536979958,1.19725723,2.135228057,1.592826027,1.573798544,1.811627786
ADA2,10.97711647,12.20344337,9.797704237,12.46662428,12.59139625,12.35395286,12.0982495,7.97240847
ADAD2,0.119039255,0.288167789,0.160904355,0.165234593,0.264027291,0.130196291,0.162621641,0.279083679
ADAL,17.33671104,16.9056977,13.81563311,16.16585869,17.91357712,18.16511586,16.8483661,16.19928157
ADAM10,120.1782799,119.6938874,89.05589296,146.9409538,101.7888945,141.7940435,130.0312722,115.6793031
ADAM11,32.70997001,21.72613507,21.13182023,15.82297516,15.98648773,21.28646368,20.13710905,27.80664757
ADAM12,12.32925171,6.494717216,7.481954774,4.091112164,5.789098472,10.81766476,7.681836222,7.124229765
ADAM15,8.612482901,7.046163453,8.892751651,8.286789554,7.9453523,8.780084895,6.609108612,7.824278788
ADAM17,60.16578574,48.62104399,47.14642618,60.10990422,56.21578387,57.28420006,63.67662934,64.33631041
ADAM19,21.32382355,10.66216441,18.92342384,10.15074364,15.61679127,12.94009104,9.991559717,11.82389888
ADAM1A,12.78974622,9.05448227,7.725193087,9.922973417,8.774513146,12.77082005,13.22620889,11.64530058
ADAM20,29.23730985,19.67951206,14.77434268,20.82046225,18.79400015,24.65542527,26.98431738,30.08652611
ADAM20P1,9.57785593,6.654173366,4.411391836,5.463926967,6.584852783,8.173761923,8.154500878,10.12632917
ADAM21,7.747597243,4.234312372,3.929874229,3.522008305,4.291283489,5.184309545,5.166590763,6.703196599
ADAM21P1,0.501748086,0.448735157,0.39562171,0.251147882,0.25966961,0.54064477,0.675292203,0.878327994
ADAM22,192.8663403,248.8144373,222.6905649,316.0038973,160.1335564,247.5786088,272.2439672,295.9314907
ADAM23,114.2577248,125.2226618,149.6495104,114.0646267,71.02841503,135.36805,105.4894043,159.8840158
ADAM28,6.103539288,35.22678089,25.01133243,38.16452469,26.69669306,36.53881765,34.87493224,21.63354606
ADAM29,0.246605422,0.282942389,0.255209199,0.122529674,0.214108848,0.236003847,0.262027148,0.303533172
ADAM32,0.32551034,0.620541146,0.789231302,0.819456262,1.516151853,0.996853253,0.657146288,0.881436459
ADAM33,0.952916713,1.249517337,1.31105035,0.695712836,1.748053037,0.711362979,1.508430806,0.781928829
ADAM7,1.615873692,0.861060292,0.613007959,1.225346928,0.286505153,1.40051976,1.425370893,2.201539561
ADAM7-AS1,0.771843838,1.419786588,1.020987502,1.462243106,0.804990285,1.831536804,1.165422165,1.083356722
