Geneid,featureCounts on data 326: Counts_HISAT2 on data 22 and data 21: aligned reads (BAM),featureCounts on data 334: Counts_HISAT2 on data 30 and data 29: aligned reads (BAM),featureCounts on data 336: Counts_HISAT2 on data 32 and data 31: aligned reads (BAM),featureCounts on data 344: Counts_HISAT2 on data 40 and data 39: aligned reads (BAM),featureCounts on data 348: Counts_HISAT2 on data 44 and data 43: aligned reads (BAM),featureCounts on data 352: Counts_HISAT2 on data 48 and data 47: aligned reads (BAM),featureCounts on data 358: Counts_HISAT2 on data 54 and data 53: aligned reads (BAM),featureCounts on data 360: Counts_HISAT2 on data 56 and data 55: aligned reads (BAM),featureCounts on data 372: Counts_HISAT2 on data 68 and data 67: aligned reads (BAM)
100847048,0,2,0,3,4,8,7,0,2
100847049,1,0,0,0,0,0,1,0,1
100847050,2,0,1,2,2,0,0,0,1
100847051,19,8,4,8,12,14,23,12,26
100847052,0,0,0,0,0,0,0,0,0
100847053,0,0,0,1,0,0,0,0,1
100847054,0,0,0,1,0,0,1,0,0
100847055,3,1,2,0,1,1,4,3,3
100847056,0,0,0,0,0,0,0,0,0
100847057,1,0,0,0,0,0,0,0,0
100847058,0,0,0,0,0,0,0,0,0
100847059,3,1,0,4,4,0,2,3,2
100847060,0,0,0,0,0,0,0,0,0
100847061,0,0,0,0,0,0,0,0,0
100847062,0,0,0,0,0,0,0,0,0
100847063,0,2,1,2,9,3,0,1,1
100847064,0,0,0,0,0,3,0,0,1
100847065,0,0,0,0,0,0,0,0,0
100847066,5,1,4,5,1,5,3,4,4
100847067,1,1,0,0,2,1,1,0,0
100847068,0,0,0,0,0,0,0,0,0
100847069,0,0,0,0,1,0,0,0,0
100847070,2,0,0,1,4,0,0,3,1
100847071,0,0,0,0,0,0,0,0,0
100847072,0,0,0,0,0,0,0,0,0
100847073,0,0,0,0,0,0,0,0,0
100847074,0,1,0,0,0,0,0,1,0
100847075,1,1,0,0,0,1,3,0,2
100847076,0,0,0,0,0,0,0,0,0
100847077,9,5,6,7,12,16,27,18,16
100847078,0,0,0,0,0,0,0,0,0
100847079,0,0,0,1,0,0,0,0,0
100847080,13,1,3,14,10,6,16,5,25
100847081,0,0,0,0,0,0,0,1,0
100847082,0,0,0,0,0,0,0,1,2
100847083,2,7,11,15,10,10,21,11,22
100847084,0,0,0,0,0,0,0,0,0
100847085,1,6,2,7,15,13,17,6,18
100847086,22,0,2,3,7,11,6,3,5
100847087,1,2,2,6,4,11,3,9,5
100847088,0,3,0,2,2,5,10,1,0
100847089,0,0,0,0,2,0,0,2,3
100847090,2,0,2,2,3,1,4,1,1
100847091,0,0,0,0,0,0,0,0,0
100847092,27,12,7,25,35,14,42,29,25
100847093,0,0,0,0,0,0,0,0,0
10085,5973,4649,4791,14037,7332,7115,20747,14820,18233
100852406,0,0,0,0,0,0,0,0,0
100852408,0,0,1,1,0,0,1,2,0
100852409,38,16,25,31,30,21,24,8,19
100852410,22,19,5,24,34,16,57,39,30
100856811,175,97,214,236,199,155,197,217,224
100859921,5,4,5,1,7,7,19,1,10
100859930,153,125,150,230,255,195,242,229,256
10086,4,0,6,3,15,7,15,19,4
100861402,0,0,0,0,0,0,0,0,0
100861412,0,0,0,0,0,0,0,0,0
100861437,0,0,0,0,0,0,0,0,0
100861468,0,0,0,0,0,0,0,0,0
100861504,23,15,12,19,11,4,25,27,14
100861510,12,4,9,7,0,3,1,2,12
100861514,10,5,1,7,4,10,16,22,13
100861516,28,6,16,14,14,20,13,21,20
100861518,5,2,0,2,4,3,1,0,1
100861519,181,261,304,246,376,420,288,381,378
100861520,4,3,0,5,0,4,1,3,3
100861522,0,0,0,0,0,0,0,0,0
100861523,34,5,12,41,15,37,27,24,50
100861532,0,0,0,0,0,0,0,0,0
100861540,29,5,9,16,7,13,15,4,20
100861541,6,5,7,11,6,9,10,7,5
100861542,0,0,0,0,0,0,0,0,0
100861544,8,0,2,4,2,7,4,4,4
100861546,0,0,0,0,0,0,0,1,0
100861548,120,62,77,135,116,151,138,131,162
100861549,25,9,12,16,23,18,46,36,47
100861550,0,1,0,0,0,0,0,1,0
100861552,5,0,0,2,2,2,2,0,0
100861554,0,0,0,2,0,0,0,0,0
100861555,6,0,6,2,2,0,3,4,4
100861573,0,0,0,0,0,2,1,0,0
100862662,62,42,77,79,93,87,118,49,101
100862671,87,25,41,66,46,95,114,84,103
100862679,7,0,3,3,6,3,6,7,6
100862680,4,1,19,19,8,1,10,13,1
100862692,23,4,6,11,14,14,30,12,26
100862704,8,13,9,15,10,8,11,10,19
100862728,0,0,1,1,8,2,0,1,0
10087,4623,2848,4468,6598,5094,5117,8935,6784,7398
100873065,46,16,55,48,47,30,70,37,67
100873165,57,21,14,29,35,36,34,20,43
100873740,38,9,14,8,12,9,9,8,15
100873741,39,8,15,28,17,16,23,30,32
100873745,10,3,8,2,3,7,13,9,8
100873746,56,2,6,7,10,2,7,16,13
100873747,7,5,4,7,6,6,12,9,6
100873748,21,18,11,26,20,24,15,26,16
100873749,1,0,0,3,0,4,1,2,2
100873750,1,1,0,0,0,0,0,0,0
100873753,31,7,15,19,22,5,16,18,32
100873754,2,0,2,0,0,0,3,5,2
100873755,1,0,0,0,1,1,0,0,1
100873756,8,6,0,7,7,5,5,5,6
100873757,116,30,25,52,79,24,50,62,33
100873758,102,27,18,44,48,20,49,46,41
100873759,11,12,7,12,13,13,15,12,19
100873760,0,1,2,4,1,1,0,0,3
100873761,0,0,0,0,0,0,0,0,0
100873762,3,2,2,4,11,3,3,1,6
100873763,0,0,0,0,0,0,0,0,0
100873764,0,0,0,0,0,0,0,0,0
100873765,14,9,5,12,15,18,15,13,23
100873766,0,0,0,0,0,0,0,0,0
100873767,10,3,5,2,4,4,13,5,19
100873768,0,0,0,0,0,0,0,0,0
100873769,5,0,2,2,3,5,6,4,4
100873770,0,0,0,0,0,0,0,0,0
100873771,0,0,0,0,0,0,0,0,0
100873772,0,0,0,2,1,0,0,0,0
100873773,0,0,4,1,5,4,0,2,1
100873774,0,0,1,0,0,0,0,4,0
100873775,0,0,0,0,0,0,0,0,0
100873776,0,0,0,0,0,0,0,0,0
100873777,0,0,0,0,0,0,0,0,0
100873778,10,4,3,3,1,3,8,2,10
100873779,2,3,3,4,2,4,4,1,4
100873780,0,3,0,0,0,0,3,0,0
100873781,14,9,11,17,12,15,15,11,10
100873782,1,1,1,0,1,8,1,4,2
100873856,80,21,37,48,27,60,74,40,67
100873857,151,112,208,261,234,255,221,167,262
100873917,9,8,7,19,14,8,14,19,14
100873920,9,5,4,3,0,4,1,1,0
100873921,3,0,3,3,5,0,1,0,5
100873922,6,4,0,4,2,3,2,0,3
100873924,5,1,1,3,2,2,2,1,0
100873930,10,6,17,12,7,13,10,8,8
100873932,37,28,30,36,30,42,64,34,44
100873933,23,17,11,28,25,33,37,30,36
100873935,33,4,6,9,16,22,20,10,12
100873937,30,18,32,26,23,17,26,26,21
100873939,115,10,51,55,30,54,49,62,87
100873940,10,2,6,8,6,10,17,20,21
100873941,61,24,52,90,91,71,125,71,103
100873942,37,13,60,89,27,55,54,30,97
100873944,2,0,0,0,0,0,0,0,0
100873945,0,0,0,0,0,0,0,0,0
100873946,11,2,7,2,3,11,2,3,4
100873947,11,1,7,9,3,8,4,2,2
100873948,6,2,0,11,1,6,4,9,10
100873949,27,5,12,19,6,23,16,18,33
100873954,39,18,33,54,34,31,56,42,43
100873955,1,0,2,0,3,2,0,0,0
100873962,7,4,5,10,17,11,17,5,24
100873964,0,0,0,0,0,0,0,0,0
100873965,5,1,3,5,7,6,9,11,7
100873969,139,45,40,86,66,82,110,102,142
100873970,244,71,149,187,207,149,287,224,240
100873972,31,10,13,24,22,39,37,25,36
100873973,53,20,15,36,33,58,46,39,35
100873974,0,0,0,6,2,1,3,2,0
100873975,10,3,5,6,7,11,20,13,15
100873976,50,20,17,34,30,27,45,35,33
100873977,24,6,11,28,21,15,19,13,32
100873979,43,14,24,55,49,42,35,42,39
100873980,78,12,44,82,50,45,94,72,116
100873982,53,14,33,44,43,45,52,40,63
100873983,28,10,1,29,18,19,13,4,19
100873984,9,1,0,11,4,1,6,5,24
100873985,3,1,12,5,10,5,9,3,6
100873986,90,51,79,97,70,96,103,81,124
100873989,294,98,203,237,171,209,239,235,292
100873990,4,7,11,14,12,6,9,16,18
100873993,4,2,1,5,6,2,6,5,3
100873995,53,9,52,54,32,58,43,53,74
100873997,141,38,81,60,52,108,131,93,164
100873998,12,6,11,27,22,11,17,11,16
100874002,33,28,21,63,52,67,58,50,65
100874004,6,4,5,0,1,2,10,2,12
100874007,7,3,5,5,8,12,7,3,5
100874010,434,248,263,447,334,349,583,379,521
100874011,0,0,0,0,0,0,0,0,0
100874012,474,151,224,405,300,413,364,288,451
100874014,13,2,3,3,6,12,9,9,14
100874016,39,20,25,25,27,38,23,34,23
100874018,252,28,81,175,84,127,145,155,187
100874019,2,1,0,2,1,0,4,0,0
100874021,9,2,1,7,5,1,14,5,17
100874027,1,4,2,3,3,3,4,1,6
100874028,0,0,0,1,0,2,1,0,1
100874029,13,5,8,16,11,19,26,14,19
100874031,0,2,0,0,0,2,2,1,0
100874032,33,6,14,20,24,17,20,31,39
100874037,43,25,43,42,53,42,76,86,78
100874038,299,143,135,317,293,224,432,389,422
100874039,82,35,52,81,61,64,103,51,95
100874041,0,0,0,0,5,0,0,2,1
100874042,16,6,13,6,7,10,20,10,12
100874043,7,2,4,17,2,13,14,6,10
100874047,21,4,9,80,24,151,67,40,32
100874048,8,6,7,8,4,5,12,2,9
100874051,89,25,32,56,37,63,61,31,76
100874052,10,24,40,32,24,46,18,17,11
100874053,0,0,0,0,0,0,2,0,0
100874054,41,10,22,30,44,43,44,22,50
100874055,11,2,26,41,31,34,42,21,19
100874056,70,18,28,30,35,37,44,32,55
100874058,214,143,194,324,275,252,325,274,317
100874059,1,4,0,0,0,0,2,0,2
100874063,10,4,3,19,9,10,12,8,18
100874064,362,203,113,432,385,241,551,471,435
100874068,0,0,2,9,3,3,6,5,0
100874070,53,25,37,55,50,55,80,70,74
100874071,5,6,6,3,6,5,7,9,4
100874074,46,47,26,106,144,52,130,152,44
100874078,2,1,4,8,2,13,4,23,12
100874081,142,82,136,201,142,172,257,194,324
100874082,11,0,3,7,19,19,10,4,4
100874083,18,3,4,21,7,10,33,19,17
100874084,189,37,79,139,67,86,135,144,206
100874085,11,2,3,2,8,6,8,5,11
100874086,224,94,72,236,258,133,281,249,270
100874087,397,189,117,496,339,332,597,486,482
100874088,7,4,1,4,4,1,10,5,15
100874089,14,0,6,8,5,9,24,7,15
100874090,232,40,133,124,139,155,134,129,169
100874091,0,0,0,2,1,0,4,2,1
100874092,11,4,3,5,11,5,7,5,7
100874093,19,3,22,25,13,12,28,12,21
100874094,27,12,11,33,31,36,48,24,27
100874095,2,0,0,0,0,0,0,0,0
100874096,68,8,23,44,46,45,70,59,71
100874097,6,6,9,15,16,10,12,6,22
100874100,10,1,3,9,6,11,9,11,22
100874101,0,1,4,5,4,0,5,2,7
100874102,9,7,10,6,9,13,9,8,11
100874107,46,3,20,15,5,29,35,20,36
100874110,0,0,0,0,0,0,0,0,0
100874111,22,6,5,9,11,16,15,11,22
100874114,10,1,10,10,7,6,8,19,14
100874115,3,0,4,7,5,3,18,8,9
100874118,0,0,0,0,0,1,0,0,0
100874120,22,1,6,11,6,15,8,4,3
100874122,1,0,0,2,0,4,0,0,0
100874123,132,18,60,77,62,88,83,66,97
100874126,0,0,0,0,0,0,0,0,1
100874127,17,8,10,30,11,13,29,16,43
100874128,1,0,0,4,0,0,1,0,0
100874130,71,26,37,83,68,46,81,42,85
100874131,56,37,25,49,64,57,61,50,62
100874137,1,0,0,0,0,0,3,0,0
100874139,0,0,0,0,0,0,0,0,0
100874143,0,0,0,0,0,0,0,0,0
100874145,0,0,0,1,0,0,0,0,0
100874147,7,0,2,3,2,2,1,1,1
100874150,0,2,1,0,0,0,0,0,0
100874151,8,6,14,23,12,9,7,7,9
100874155,0,0,0,0,0,0,0,0,0
100874157,2,0,0,0,2,0,1,2,0
100874158,13,1,22,31,10,7,13,27,13
100874159,58,67,66,102,123,90,146,133,127
100874161,0,1,0,1,0,0,0,1,1
100874164,1,0,0,0,0,0,0,0,0
100874167,4,0,10,7,2,4,14,11,20
100874168,0,0,0,0,0,0,0,0,0
100874169,3,4,1,3,3,0,4,9,2
100874172,1,0,1,0,0,0,0,0,0
100874173,24,6,28,33,2,49,7,4,23
100874175,11,3,4,11,12,6,10,2,2
100874176,0,0,0,0,0,0,1,0,0
100874179,15,10,7,49,26,7,44,27,35
100874182,0,0,0,0,0,0,0,0,0
100874184,1,0,1,0,0,0,1,0,2
100874185,0,2,0,1,1,0,8,1,1
100874187,0,2,0,0,2,0,0,0,0
100874188,17,12,100,39,133,109,43,58,65
100874190,0,0,0,2,0,0,2,0,0
100874194,0,0,0,0,0,0,0,0,0
100874195,0,0,0,0,0,0,0,0,1
100874196,0,0,0,0,0,0,0,0,0
100874197,7,6,21,13,10,19,7,5,19
100874198,84,13,28,23,36,56,31,69,57
100874200,0,0,0,2,4,1,4,0,0
100874201,5,6,4,8,13,13,16,15,10
100874203,3,0,0,1,0,2,3,1,0
100874204,7,4,6,2,3,8,2,5,5
100874205,106,18,30,52,27,50,74,69,84
100874206,7,1,2,4,4,3,4,4,4
100874207,39,9,6,22,33,14,40,27,40
100874208,0,1,0,0,0,0,2,0,0
100874211,20,12,20,62,41,34,59,32,34
100874212,65,44,62,85,66,87,86,115,98
100874214,13,6,8,15,5,19,12,11,17
100874216,28,1,10,12,15,19,13,19,28
100874218,8,7,22,10,10,23,13,12,16
100874219,0,0,0,1,1,0,0,1,0
100874221,6,3,5,3,0,0,2,0,0
100874222,217,192,113,397,396,276,321,200,286
100874226,51,13,15,35,22,41,49,48,54
100874231,22,16,20,40,25,42,36,35,38
100874234,112,37,39,75,63,122,77,84,130
100874235,34,11,25,7,17,22,15,23,33
100874236,4,0,0,0,4,0,2,11,5
100874237,594,127,350,371,275,360,369,424,721
100874239,54,16,18,29,34,45,34,21,41
100874241,69,19,20,81,95,53,92,105,99
100874242,59,12,20,36,34,41,30,18,52
100874243,171,69,83,131,143,142,143,118,184
100874244,3,2,4,6,1,1,7,5,5
100874245,5,3,2,1,4,2,13,10,2
100874246,32,12,14,27,38,35,35,28,38
100874249,12,12,8,12,22,11,11,7,15
100874251,499,185,240,450,257,499,483,373,650
100874253,7,6,5,9,3,8,2,3,11
100874255,19,16,19,26,37,26,53,30,31
100874259,3,1,0,2,0,2,0,5,4
100874261,33,17,21,40,24,17,38,26,34
100874264,24,11,8,22,23,31,29,25,40
100874270,0,0,2,0,0,2,3,4,1
100874273,1,2,0,1,2,3,4,4,5
100874275,14,5,12,10,10,2,17,15,17
100874278,159,20,92,149,98,116,123,123,179
100874281,26,3,2,7,6,8,16,13,24
100874282,2,0,2,0,0,0,0,0,0
100874284,101,41,30,75,70,64,82,93,123
100874286,21,3,12,14,12,15,25,15,29
100874291,105,55,93,169,158,129,217,161,191
100874295,34,3,11,12,19,27,12,12,22
100874300,9,1,1,7,5,1,2,3,6
100874309,77,13,33,87,35,55,38,46,79
100874313,49,45,50,56,38,54,92,58,65
100874322,24,0,5,20,16,15,14,6,26
100874323,0,0,0,0,0,0,0,0,0
100874325,26,5,10,4,2,12,6,10,23
100874326,165,39,78,61,59,101,67,45,93
100874330,0,0,1,31,2,2,23,4,2
100874342,7,1,12,15,8,11,6,10,20
100874343,9,9,7,3,4,6,12,5,12
100874353,55,21,16,25,22,46,27,43,56
100874355,43,13,18,27,23,28,28,41,32
100874361,109,60,41,235,176,125,222,173,270
100874362,2,0,0,0,0,0,0,0,3
100874363,0,0,0,0,0,0,0,0,0
100874364,0,0,0,0,0,0,0,0,0
100874365,0,0,0,0,0,0,0,0,0
100874366,0,0,0,0,0,0,0,0,1
100874369,11,2,6,12,1,8,12,4,20
100874370,39,15,17,26,24,42,30,18,49
100874372,51,23,35,41,43,74,61,50,94
100874374,0,0,0,0,0,0,0,0,0
100874375,275,189,160,276,351,353,350,245,340
100874377,2,0,1,4,1,2,0,0,3
100874392,0,0,0,0,0,0,0,0,0
100874433,78,19,47,109,69,24,108,106,98
100874528,6,0,0,1,1,4,5,6,3
100874530,0,0,0,1,0,2,0,0,0
100874531,2,0,8,0,8,6,0,0,3
100885775,0,0,0,0,0,1,2,1,1
100885776,135,44,58,155,129,121,200,122,149
100885777,37,4,26,24,29,37,24,21,51
100885778,43,29,43,60,60,63,58,43,70
100885779,0,0,3,0,0,0,12,13,22
100885780,1,0,4,0,0,1,0,1,1
100885781,0,0,1,1,2,0,12,3,3
100885782,3,3,4,3,2,2,4,4,7
100885789,2,4,0,3,5,3,1,1,4
100885795,77,29,36,40,33,38,38,23,61
100885796,32,14,12,33,27,24,48,41,23
100885798,0,0,0,0,0,2,1,0,0
100885848,89,46,75,76,87,99,123,79,110
100885850,0,0,0,0,2,3,4,2,1
100886964,93,11,28,146,78,134,214,140,127
100887744,0,0,0,0,0,0,0,0,0
100887750,400,299,371,692,603,563,910,683,757
100887754,3,0,4,5,0,4,1,4,0
100887755,0,0,0,0,0,0,0,0,0
10089,9,1,2,1,3,2,10,3,14
1009,4449,3510,4782,7199,5665,4835,8842,6546,8036
10090,1191,1039,1227,2111,1286,1445,2474,1437,1946
10092,1703,2331,2631,4375,3393,2953,4421,3334,3388
10093,459,361,459,805,699,560,878,648,672
10094,2087,2476,3158,6229,4715,3623,6181,4075,5411
10095,66,60,53,188,195,93,150,136,164
10096,3815,4430,4811,8524,7674,5813,10304,7298,8393
10097,11111,7294,10891,17495,15955,12668,19293,16086,20078
10098,2037,1616,1747,3837,2279,2312,3891,3106,3330
10099,5931,6019,5444,12194,9444,8550,13784,8750,10931
100996249,0,0,2,1,1,3,3,0,2
100996251,215,58,98,154,184,193,171,137,246
100996255,15,0,2,3,1,2,1,4,0
100996259,18,2,9,40,23,16,27,26,26
100996263,0,0,0,2,0,0,1,0,1
100996266,0,0,3,0,0,0,0,0,0
100996273,36,5,13,17,24,16,19,13,31
100996274,541,61,117,180,221,267,191,227,288
100996279,25,10,18,46,35,21,52,27,50
100996280,0,0,0,0,0,0,6,0,1
100996286,0,0,0,3,0,5,0,0,0
100996291,4,0,4,2,1,8,2,1,4
100996295,26,2,9,36,20,13,33,20,22
100996301,0,0,0,0,0,0,0,0,0
100996307,125,42,107,100,100,109,179,97,170
100996318,5,2,7,9,5,1,2,3,10
100996324,0,0,0,0,0,0,0,0,2
100996325,0,0,0,0,0,0,0,0,0
100996331,0,0,0,0,0,0,0,0,0
100996335,0,0,0,0,0,0,0,0,0
100996338,0,0,0,0,0,0,0,0,0
100996342,85,48,83,156,121,127,214,138,166
100996348,26,23,50,57,41,34,76,44,68
100996349,0,0,0,0,0,0,0,0,0
100996351,3,2,6,0,1,0,2,1,7
100996365,0,0,0,0,0,0,0,0,0
100996379,0,0,2,11,0,0,9,2,1
100996385,11,14,11,32,19,48,55,63,85
100996401,0,0,0,2,0,0,2,0,0
100996414,0,0,0,0,0,0,0,0,0
100996415,0,0,0,1,0,0,0,0,0
100996425,55,31,44,47,44,60,60,31,60
100996437,68,11,57,48,30,37,30,73,39
100996447,84,92,115,136,207,166,198,167,151
100996455,24,14,27,41,43,24,62,20,48
100996465,8,2,7,0,4,1,6,0,3
100996485,245,103,159,228,162,198,232,178,272
100996490,10,10,15,7,7,25,1,8,28
100996492,1369,723,646,1789,1595,1171,1042,1405,1379
100996511,542,262,349,646,670,546,872,640,862
100996539,126,60,91,96,77,100,156,81,81
100996541,1,1,0,0,3,4,1,5,2
100996567,0,0,1,0,4,0,0,0,1
100996569,47,16,32,49,43,56,55,34,52
100996570,30,11,19,70,74,41,86,21,29
100996571,249,290,315,416,424,326,372,284,294
100996573,196,23,129,110,104,98,79,55,110
100996574,7,0,2,4,2,0,5,3,3
100996579,2,0,2,2,1,0,0,1,9
100996582,2,0,0,11,1,0,6,0,2
100996583,0,0,0,0,0,0,0,0,0
100996590,8,0,5,14,5,10,9,9,12
100996597,0,0,0,0,0,0,0,0,0
100996598,13,3,3,17,5,10,12,10,14
100996609,46,5,25,40,9,20,15,22,47
100996624,0,0,0,0,0,0,5,0,6
100996631,0,0,1,4,0,5,3,0,2
100996634,25,13,40,80,103,28,66,25,31
100996635,6,2,12,20,4,2,7,10,6
100996637,0,0,0,0,0,1,0,0,0
100996643,113,13,26,29,20,72,44,1,49
100996645,6,8,12,20,29,8,14,17,8
100996648,2,0,11,6,4,10,6,2,0
100996654,3,2,1,3,9,4,7,2,6
100996664,231,109,97,279,277,225,329,337,318
100996665,0,0,0,0,0,0,0,0,0
100996669,5,2,2,2,3,4,8,3,1
100996671,1,2,2,3,0,0,0,0,0
100996679,0,0,0,0,0,0,0,0,0
100996693,7,3,11,17,4,11,9,5,5
100996694,0,0,0,0,0,0,0,0,0
100996701,0,0,4,0,0,0,0,0,0
100996702,7,10,31,32,33,38,32,18,35
100996712,247,204,218,208,352,299,287,208,433
100996713,0,2,0,0,5,8,0,0,1
100996721,0,0,2,3,3,2,2,3,2
100996724,3795,1910,3686,4813,4702,4186,5393,4133,6556
100996738,0,0,0,0,0,0,0,0,0
100996746,0,0,0,0,0,0,0,0,0
100996758,4,4,2,2,2,2,2,10,4
100996761,71,43,120,597,192,103,183,143,160
100996763,149,78,88,174,174,143,287,143,99
100996792,4,2,0,3,0,2,0,1,4
100996813,30,10,31,36,32,32,32,31,47
100996876,45,7,18,24,17,15,35,9,46
100996928,0,0,0,0,0,0,0,0,0
100996939,0,0,0,0,0,0,0,0,0
100996941,0,0,0,2,0,0,2,0,0
101,38,16,22,39,37,43,27,42,41
1010,2084,1619,3227,2716,2530,2788,2949,2210,1601
10100,84,137,220,417,153,161,546,408,442
10101,130,69,116,230,190,137,244,166,220
10102,615,495,687,1358,892,933,1438,944,1173
10103,55,24,32,38,33,64,44,58,55
10105,261,142,174,372,222,285,471,342,486
101054525,7,2,3,0,7,5,7,2,2
101055625,49,26,27,49,46,57,43,36,46
101059906,0,0,0,0,0,0,0,0,0
101059914,0,0,0,0,0,0,0,0,0
101059915,0,0,0,0,1,0,0,0,0
101059918,11,3,7,17,10,38,21,18,11
101059938,2,2,13,3,7,6,8,10,34
101059948,1,0,0,0,0,0,0,0,0
101059953,14,2,8,5,32,18,16,5,6
10106,2568,1014,1248,2819,2048,2143,2662,2538,3315
101060004,0,0,0,0,0,0,0,0,0
101060017,0,0,0,0,0,0,0,0,0
101060019,2,0,0,0,0,2,0,0,2
101060022,5,0,2,8,2,2,1,0,0
101060024,1,4,6,7,3,3,7,7,3
101060026,94,52,70,60,79,86,79,91,67
101060091,122,77,92,167,124,112,144,111,137
101060146,7,3,4,0,3,30,5,0,6
101060171,13,3,12,23,12,13,21,12,5
101060179,0,0,0,0,0,0,0,0,0
101060181,15,6,10,19,31,19,6,5,23
101060200,499,353,459,645,514,527,702,531,787
101060211,0,1,0,0,0,4,0,1,0
101060226,227,134,170,322,411,313,412,264,249
101060233,0,0,0,0,0,0,0,0,0
101060254,58,20,44,43,33,46,37,63,46
101060264,4,1,3,15,9,5,6,1,10
101060301,0,0,0,0,2,0,0,0,0
101060321,0,0,0,0,0,0,0,0,0
101060341,2,0,5,0,2,6,0,4,2
101060351,0,1,0,0,5,6,1,4,1
101060376,9,2,3,7,1,6,2,5,8
101060385,0,1,3,0,4,1,1,0,2
101060389,1,0,2,8,39,4,1,28,16
101060391,13,5,2,15,16,13,11,3,4
101060498,9,16,10,8,4,16,12,19,4
101060524,0,0,0,0,0,0,0,0,0
101060542,5,4,2,2,10,7,3,9,7
101060544,179,142,107,216,228,173,258,181,206
101060553,320,51,117,163,144,182,215,159,252
101060569,12,3,2,4,0,0,1,6,2
101060684,591,378,627,573,692,512,690,567,660
101060691,613,165,341,665,425,292,557,455,784
10107,0,0,0,0,0,0,0,0,0
10109,2967,2129,3380,4945,4378,3184,5434,4235,4772
10110,197,85,59,266,210,160,517,490,430
101101772,124,24,39,85,55,110,132,122,170
101101773,160,44,58,315,177,173,398,205,185
101101775,21,6,13,27,29,34,22,25,30
101101776,2,2,8,7,12,13,6,8,13
10111,7274,3492,6498,8318,6613,7284,10037,8041,10226
10112,19,5,9,25,20,24,43,38,24
10113,405,264,433,674,472,498,661,503,690
10114,7736,8478,9314,16843,15672,11901,18992,12690,13995
101154687,0,0,0,0,0,0,0,0,0
101154753,33,11,15,28,20,22,66,55,19
10116,5401,7476,7221,12718,10117,8545,14342,10269,10294
10117,7,10,6,4,14,9,8,10,8
101180901,0,0,0,0,0,0,0,0,0
101180976,0,0,0,4,2,0,0,0,0
1012,154,123,166,307,209,261,482,241,534
10120,969,620,1033,1572,1105,1101,1931,1320,1792
10121,1914,1459,2119,3525,2191,2567,3642,2802,3878
10123,394,394,390,1144,644,490,1300,788,932
10124,887,994,1041,1346,1566,1449,1780,1204,1107
101241891,0,0,1,1,0,2,2,1,2
101241892,1474,627,921,1120,940,1306,1409,1020,1623
101241902,0,0,0,0,0,0,0,0,0
101243544,0,0,2,0,0,2,0,2,0
101243545,222,251,305,492,472,346,501,350,438
101243555,21,30,33,57,39,32,62,29,44
10125,4531,3921,6241,8477,5028,5846,10589,7403,8334
10126,383,335,522,722,571,647,797,553,728
10127,799,589,841,1247,1012,980,1508,1209,1382
10128,7524,7598,10611,16084,11584,12247,18649,12796,14493
10129,11070,6826,11089,16102,8835,12167,18168,14518,18216
1013,1,0,2,3,2,2,4,8,3
10130,1759,1542,1744,4326,3235,2313,3795,2822,3591
10131,1952,1294,2269,3239,2420,2402,3033,2382,3047
10133,5432,2970,4651,8047,6175,5887,11270,8529,10652
10134,1526,1149,1630,3048,2424,1844,3283,2415,3154
101340250,0,0,0,0,0,0,0,0,0
101340251,3,1,2,1,0,0,4,1,0
101340252,0,0,0,1,2,1,0,0,0
10135,1565,1671,1630,2822,2522,2121,4210,2588,3031
10136,0,0,1,0,0,0,0,0,0
10137,2653,2411,3049,5205,4653,3896,5971,4446,5220
10138,1891,1244,1530,2373,2242,2026,2777,2087,2714
10139,460,294,414,772,583,470,697,577,680
1014,0,0,0,1,0,0,0,0,0
10140,1344,551,893,1662,1484,1314,2228,1506,1770
101409253,13,10,3,2,34,23,6,28,16
101409254,0,0,0,0,0,0,0,0,0
101409256,61,13,46,46,36,32,45,41,63
101409257,0,1,0,0,0,8,1,0,2
101409258,56,32,41,59,42,33,51,39,48
101409261,27,8,19,27,17,17,34,24,32
10141,5,1,0,2,4,1,3,1,0
101410533,4,7,8,6,4,1,6,1,9
101410534,155,58,98,122,72,125,103,91,175
101410535,2,15,5,11,17,3,37,9,9
101410536,0,0,0,0,0,0,0,0,0
101410537,7,6,6,3,9,5,4,8,2
101410538,5,4,12,16,8,9,19,7,13
101410540,6,2,0,4,1,5,4,1,6
101410541,12,1,3,10,6,7,10,5,15
101410542,16,13,29,57,23,50,30,24,54
101410543,25,4,13,16,16,29,13,23,36
101410544,11,3,7,1,3,5,0,4,10
101410545,11,2,8,8,9,6,7,8,9
10142,22261,15345,23676,29688,24026,23783,35357,26127,30141
10143,17,5,9,8,17,8,11,15,11
10144,1561,1037,1724,2443,2136,1944,2559,2067,2653
101447996,6,3,35,14,7,9,10,2,5
101448202,4,0,1,1,0,0,0,0,3
10146,3606,3763,3558,7609,6812,5258,9255,5873,7233
10147,7228,3502,6321,8547,6114,7023,8886,7414,9972
10148,7,6,0,21,20,18,16,7,22
10149,92,23,45,81,71,100,93,86,131
1015,20,20,22,15,13,38,43,24,36
10150,12503,10966,13815,22160,16389,15672,27659,20423,23764
10151,64,17,34,40,23,25,34,51,56
101515984,13,8,11,40,26,24,33,15,15
10152,17814,10279,16880,23736,18659,20329,29334,22775,28080
