compound,num_concordant,num_discordant,ratio,HELA,HT29,A375,PC3,HA1E,MCF7,NPC,A549,VCAP,HUH7,FIBRNPC,SKBR3,HEPG2,MDAMB231,BT20,HCC515,MCF10A,NEU,HME1,SKB,ASC,HS578T,LNCAP,YAPC,SW620,AGS,SNGM,WSUDLCL2,HCT116,SW948,RMUGS,HCC15,OV7,H1299,SNUC5,A673,NCIH508,TYKNU,CORL23,SNU1040,U266,NCIH2073,THP1,RMGI,SKMEL28,CL34,NPC.TAK,NPC.CAS9,HUVEC,NCIH596,SKM1,LOVO,MDST8,SKLU1,PHH,HEK293T,PL21,CD34,T3M10,NOMO1,SKMEL1,SKL,ASC.C,SKL.C,HEC108,JHUEM2,U937,COV644,HL60,HT115,JURKAT,EFO27,SNUC4,NCIH1836,HUES3,SW480,NCIH1694,MNEU.E,RKO,DV90,NKDBA,HS27A
Danthron,1,1,1,NA,NA,NA,-0.61053686,0.46284221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Azathioprine,2,3,0.66666667,-0.50409647,-0.60810443,NA,-0.47181742,0.35666743,NA,NA,0.38263941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Danusertib,3,4,0.75,0.72562496,-0.33672052,0.42772839,-0.60803205,0.47335853,-0.43894331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.45224992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carbacyclin,3,3,1,NA,0.4312579,NA,0.56932314,NA,NA,-0.46633712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.33101013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.50803655,NA,-0.60059251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ketanserin,1,1,1,NA,-0.59914882,NA,NA,0.3515482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fedratinib,13,13,1,NA,-0.43371561,-0.59629184,-0.51353471,-0.45630534,0.57370785,NA,0.50803826,NA,NA,NA,0.59129359,0.41240487,-0.45852041,0.44758949,0.57953647,-0.39182707,NA,NA,NA,NA,NA,NA,NA,NA,0.4880068,NA,NA,NA,NA,NA,NA,NA,0.37979216,NA,0.44528414,-0.3398775,NA,0.4593385,NA,NA,NA,NA,NA,-0.40086034,NA,NA,NA,NA,-0.45352148,NA,0.43407023,-0.45005104,-0.39651018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.37315812,NA,0.4835065,NA,NA,NA,NA,0.41910259,NA,NA,NA,NA,NA,NA,-0.46996272,NA,NA
Sepantronium,7,4,1.75,NA,NA,0.4229071,0.4269049,0.37574711,-0.44876158,NA,NA,-0.59076938,NA,NA,NA,NA,NA,NA,-0.49810509,NA,NA,NA,NA,NA,NA,NA,0.41332644,0.47113853,NA,NA,NA,NA,NA,NA,0.4212993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43913967,-0.45919214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Epinephrine HCl,1,1,1,NA,-0.59047055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52937688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chaetocin,4,9,0.44444444,NA,NA,-0.58487824,-0.51916742,NA,0.46748215,NA,0.50284258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.55294572,NA,NA,-0.38281903,NA,NA,-0.41066694,NA,0.44397399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.38358921,NA,NA,0.66837577,NA,NA,NA,NA,NA,NA,NA,-0.39701332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.45087816,NA,NA,NA,NA,-0.42029842,NA,NA,NA,NA,NA
BECLOMETHASONE DIPROPIONATE,1,3,0.33333333,-0.32191649,NA,-0.38119631,-0.58117004,0.42173466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sunitinib,0,5,0,NA,-0.57805597,NA,-0.51219588,-0.55627481,-0.48056397,NA,-0.4873611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Valdecoxib,5,7,0.71428571,NA,-0.36644979,-0.42404917,0.46308987,-0.55219382,0.64424835,NA,-0.34336809,NA,NA,NA,NA,NA,NA,NA,0.44206219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.3429346,NA,NA,NA,NA,NA,-0.56533247,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.40931692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3416411,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.56846939,NA,NA
Toremifene,3,4,0.75,NA,-0.56760624,NA,-0.39389953,-0.43705943,NA,0.34271165,NA,0.39339125,NA,NA,NA,0.43806419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.49231699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Loxapine,3,2,1.5,NA,-0.56591831,NA,0.46932854,NA,0.42532094,NA,0.44088421,-0.40798553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trichostatin A, Streptomyces Sp.",22,2,11,NA,0.49007392,0.54449505,0.5083418,0.61674641,0.50098753,0.44019287,0.5690276,0.49805749,NA,0.35341829,NA,0.55276864,NA,NA,0.52533439,NA,-0.56303853,NA,0.60960063,-0.4945822,NA,NA,NA,0.5289714,NA,NA,NA,NA,NA,NA,NA,0.43925357,0.37048273,NA,NA,NA,NA,NA,NA,NA,0.37585467,0.34989811,0.45165712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58930763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38253131,0.43946094,NA,NA,NA,NA,NA,NA,NA,NA,0.41396074,NA
Alprazolam,0,3,0,NA,-0.47508411,NA,-0.41296111,NA,NA,NA,NA,-0.56020681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycophenolic acid,0,2,0,-0.43035225,-0.55738572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mometasone Furoate,2,2,1,NA,NA,NA,-0.55737316,NA,NA,NA,0.37955602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35113404,-0.50188332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Etazolate,0,5,0,NA,-0.55424732,-0.4774411,-0.52271679,-0.47739101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.50628184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fluticasone,2,1,2,NA,NA,NA,-0.55235813,NA,NA,NA,0.51686702,0.334726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CEFOTETAN,1,3,0.33333333,-0.42054203,NA,NA,0.48297359,NA,-0.33996759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.55230561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tizanidine,1,3,0.33333333,NA,-0.55173237,NA,-0.57454422,0.38145133,-0.33006199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mefloquine,4,1,4,NA,0.59276082,0.50387253,0.38997069,0.49992026,-0.55098383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Canertinib,10,5,2,NA,-0.43945616,0.54440456,-0.51721953,0.54650144,-0.43650015,NA,-0.4577792,NA,NA,NA,0.41673097,0.36212773,0.44750529,0.49424041,0.56969386,0.51980118,NA,-0.5501353,NA,NA,0.47799929,0.33824696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Buparlisib,6,6,1,NA,0.39990771,0.48683659,NA,-0.4816718,0.54420206,NA,0.58785038,NA,NA,NA,-0.54279432,0.44541903,-0.4500234,-0.54991829,-0.60471385,-0.39314757,NA,NA,NA,NA,0.61981312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thioridazine,5,7,0.71428571,0.33102212,-0.3793126,-0.47952262,-0.44454399,-0.54817013,-0.5020711,NA,0.55660394,-0.55050677,NA,NA,NA,0.32148985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33698691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44071197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.51811714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Methandriol,1,1,1,NA,NA,NA,NA,NA,0.42432867,NA,NA,-0.54377154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alvocidib,10,4,2.5,NA,NA,0.38987319,0.50123483,0.38897782,-0.45179219,NA,0.46917315,-0.35722944,NA,NA,0.57974373,NA,0.42533913,-0.52069392,0.44265889,0.43227972,NA,0.49785367,NA,NA,0.37270119,-0.54325513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dexamethasone,1,3,0.33333333,-0.37303159,-0.53721167,NA,NA,0.37570117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.54242533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thiostrepton,2,4,0.5,NA,-0.49605586,-0.3966296,-0.53944172,0.39439581,-0.40365922,NA,0.43032901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
