compound,num_concordant,num_discordant,ratio,HELA,HT29,A375,PC3,HA1E,MCF7,NPC,A549,VCAP,HUH7,FIBRNPC,SKBR3,HEPG2,MDAMB231,BT20,HCC515,MCF10A,NEU,HME1,SKB,ASC,HS578T,LNCAP,YAPC,SW620,AGS,SNGM,WSUDLCL2,HCT116,SW948,RMUGS,HCC15,OV7,H1299,SNUC5,A673,NCIH508,TYKNU,CORL23,SNU1040,U266,NCIH2073,THP1,RMGI,SKMEL28,CL34,NPC.TAK,NPC.CAS9,HUVEC,NCIH596,SKM1,LOVO,MDST8,SKLU1,PHH,HEK293T,PL21,CD34,T3M10,NOMO1,SKMEL1,SKL,ASC.C,SKL.C,HEC108,JHUEM2,U937,COV644,HL60,HT115,JURKAT,EFO27,SNUC4,NCIH1836,HUES3,SW480,NCIH1694,MNEU.E,RKO,DV90,NKDBA,HS27A
Phorbol Myristate Acetate,3,5,0.6,NA,-0.36446889,NA,-0.45953935,-0.58151695,-0.45381494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.58987342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45028661,NA,NA,NA,NA,NA,NA,NA,NA,0.39447177,NA,0.45000112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Purmorphamine,4,12,0.33333333,NA,-0.37536268,-0.43330499,NA,0.4586941,-0.50674927,NA,NA,-0.49763921,NA,NA,NA,-0.34875732,NA,NA,NA,NA,NA,NA,-0.35538171,0.36931933,NA,NA,NA,NA,NA,NA,NA,NA,-0.38101898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.58526741,-0.43961382,0.35302727,NA,NA,NA,NA,NA,-0.37216654,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38115143,NA,NA,NA,NA,NA,NA,NA,NA,-0.35905282,NA,NA,NA,NA,NA,-0.36048217,NA,NA,NA,NA,NA,NA
Saracatinib,12,4,3,0.48734236,0.58539457,0.51660363,0.41813571,-0.58378124,0.49261562,NA,0.43276917,NA,NA,NA,0.54553891,NA,0.40056077,-0.46587596,0.49282522,0.42637811,NA,-0.47164037,NA,NA,-0.4563008,0.35948769,0.50133014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scopolamine,0,2,0,NA,NA,-0.55282283,NA,-0.58318992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Olaparib,14,9,1.55555556,NA,0.3559889,0.58796297,0.46330892,0.45575384,NA,NA,-0.45124709,-0.46456057,NA,NA,NA,-0.37811574,NA,NA,-0.38070699,NA,NA,-0.46964365,NA,0.41034074,0.47793083,NA,NA,NA,0.4937671,NA,NA,NA,NA,NA,0.49855052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35285324,-0.39459798,0.37474936,NA,NA,NA,NA,NA,NA,NA,NA,-0.58208962,NA,-0.36072759,NA,-0.38841449,0.46681759,0.45485959,NA,NA,0.38860651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47249427,NA,NA,NA
Zosuquidar,4,3,1.33333333,0.43445171,-0.58056878,-0.36097429,0.43730646,0.35923805,0.43334295,NA,NA,-0.49194122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rebastinib,6,5,1.2,NA,0.39897593,NA,NA,0.3751377,NA,-0.36226257,-0.44284422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61490802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.39431197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38102599,NA,NA,NA,0.45831234,0.50364527,-0.57830451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.35667734,NA,NA,NA,NA
Daunorubicin,6,1,6,NA,NA,0.42923972,0.51554061,NA,NA,NA,0.39494684,NA,NA,NA,NA,0.36463972,NA,NA,0.37169918,NA,NA,NA,-0.57739165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46491864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nomegestrol Acetate,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.57687542,NA,NA,NA,NA,NA,NA,NA,-0.34675519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dasatinib,15,9,1.66666667,NA,-0.58307261,-0.47817444,0.51397504,-0.57663121,0.58922589,-0.60874137,-0.41213566,NA,NA,NA,0.55676304,0.48064588,-0.37715811,0.5076761,0.43074899,-0.46509908,NA,-0.56158403,NA,0.44138559,0.57280401,-0.41269743,0.36295505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.40924866,NA,0.38809717,NA,NA,NA,NA,NA,NA,NA,NA,0.60167972,NA,NA,NA,NA,0.57818063,NA,NA,NA,NA,NA,NA,NA,0.36137509,NA,NA,NA,0.50893238,NA,NA,NA,NA,NA,NA,NA
Bazedoxifene HCl,3,1,3,NA,NA,0.50203591,-0.57182141,NA,0.46634397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52756254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glyburide,2,6,0.33333333,-0.48361384,-0.56970209,NA,0.46616436,-0.41999575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.52884596,NA,NA,NA,NA,NA,NA,NA,NA,0.46150337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4107731,NA,NA,NA,-0.39920344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TIBOLONE,1,2,0.5,NA,NA,NA,-0.3737392,-0.5681279,0.52574154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nilotinib,4,9,0.44444444,0.36311536,0.48569425,-0.37194104,NA,-0.56771463,-0.42580076,NA,NA,0.34677653,NA,NA,-0.4336134,0.61498236,-0.48405582,-0.51539223,-0.41482662,-0.42939097,NA,NA,NA,NA,-0.40219829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Roflumilast,3,1,3,NA,NA,0.51074972,-0.56725129,NA,0.38823267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.50273002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ioxaglic acid,1,1,1,NA,NA,NA,NA,NA,0.34855227,NA,-0.56004059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alisertib,3,5,0.6,-0.40656109,-0.50195438,NA,0.40543397,-0.55920154,-0.40183475,NA,-0.38826164,NA,NA,NA,NA,0.35796902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51547915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dactolisib,13,10,1.3,-0.35347396,0.52539429,-0.50626033,-0.55849004,NA,0.57004807,NA,0.471142,NA,NA,NA,0.47887907,0.51080214,-0.43412138,0.55556751,0.52571925,-0.5365312,0.35459814,NA,NA,NA,0.3829732,NA,NA,NA,NA,NA,NA,NA,NA,-0.38080799,NA,NA,NA,-0.35821192,-0.45137443,NA,NA,NA,NA,NA,NA,NA,0.66632109,NA,NA,NA,NA,NA,NA,NA,NA,0.36457057,NA,NA,NA,0.39883229,NA,-0.38467942,NA,NA,NA,NA,NA,NA,-0.4188191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36457841,NA,NA,NA
Fentiazac,1,3,0.33333333,-0.37997799,-0.5521086,NA,0.39385709,-0.363284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indomethacin,2,2,1,NA,NA,0.50493015,-0.55146983,NA,NA,NA,0.41402979,-0.47121813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sorafenib,5,3,1.66666667,NA,NA,0.44433804,0.40296227,0.41010942,NA,NA,0.44362121,NA,NA,NA,-0.51390103,NA,0.48066898,-0.54889474,NA,-0.36350744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Avrainvillamide,2,2,1,NA,-0.45594646,NA,0.37309679,-0.54756361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.40968006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leflunomide,1,3,0.33333333,-0.3715375,NA,NA,-0.54508734,-0.42841814,0.46150377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
noscapine,7,3,2.33333333,NA,0.55610369,0.35870145,0.38965884,NA,-0.40073001,NA,0.38269213,NA,NA,NA,NA,0.51318191,NA,NA,0.49294355,-0.54222097,NA,0.37153399,NA,NA,NA,-0.43419155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Licochalcone A,0,5,0,-0.41875055,NA,-0.54163872,-0.41403305,-0.4612029,-0.4288821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ITRACONAZOLE HYDROCHLORIDE,5,2,2.5,0.45683292,0.47543606,0.58538189,0.41070348,-0.54154568,-0.42385087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4478474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Picotamide,0,5,0,NA,NA,-0.39545872,NA,NA,-0.54146465,NA,NA,-0.4957006,NA,NA,NA,NA,NA,NA,-0.46186881,NA,NA,NA,NA,NA,NA,NA,-0.39909005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Menadione,6,4,1.5,0.3461777,NA,0.36783618,NA,NA,-0.54993772,NA,-0.54081791,-0.63780377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48022201,NA,NA,NA,NA,NA,0.68099607,NA,NA,0.45563027,NA,NA,NA,NA,NA,NA,-0.40841051,NA,NA,NA,0.3792231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dinaciclib,6,3,2,NA,-0.40801551,NA,NA,0.46557358,0.45349171,NA,0.55028294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43385613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.57212304,NA,NA,NA,-0.53934651,0.37450769,-0.45267491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mitoxantrone,18,3,6,NA,0.45044841,0.44860073,0.53990826,0.5273591,0.57511123,0.36891849,0.59319702,NA,NA,NA,0.44749055,NA,0.56539797,0.72891824,0.56427693,0.60696941,NA,0.53369344,NA,0.39897053,0.44272585,-0.38706339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35709884,0.38195513,NA,NA,NA,NA,NA,NA,-0.3932931,NA,NA,NA,NA,NA,NA,NA,0.47598663,-0.53715882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fadrozole,1,1,1,NA,NA,0.41455202,-0.53553765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Momelotinib,5,8,0.625,NA,-0.42097749,NA,-0.44761389,-0.5354951,-0.3770911,NA,0.46452134,NA,NA,NA,0.43789052,0.36444199,-0.47798627,0.44005427,0.38000918,-0.45371837,NA,NA,NA,NA,-0.52062135,NA,-0.3727695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Famciclovir,1,4,0.25,NA,-0.36197189,NA,-0.42084699,NA,-0.53433231,NA,0.37377855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.434482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zaprinast,1,2,0.5,NA,NA,NA,0.50499538,NA,NA,NA,-0.43756025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.53320601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Losmapimod,1,3,0.33333333,0.35027176,-0.53160851,-0.37310732,NA,-0.41930252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
