compound,num_concordant,num_discordant,ratio,HELA,HT29,A375,PC3,HA1E,MCF7,NPC,A549,VCAP,HUH7,FIBRNPC,SKBR3,HEPG2,MDAMB231,BT20,HCC515,MCF10A,NEU,HME1,SKB,ASC,HS578T,LNCAP,YAPC,SW620,AGS,SNGM,WSUDLCL2,HCT116,SW948,RMUGS,HCC15,OV7,H1299,SNUC5,A673,NCIH508,TYKNU,CORL23,SNU1040,U266,NCIH2073,THP1,RMGI,SKMEL28,CL34,NPC.TAK,NPC.CAS9,HUVEC,NCIH596,SKM1,LOVO,MDST8,SKLU1,PHH,HEK293T,PL21,CD34,T3M10,NOMO1,SKMEL1,SKL,ASC.C,SKL.C,HEC108,JHUEM2,U937,COV644,HL60,HT115,JURKAT,EFO27,SNUC4,NCIH1836,HUES3,SW480,NCIH1694,MNEU.E,RKO,DV90,NKDBA,HS27A
Ercalcitriol,0,2,0,NA,-0.474413,NA,NA,-0.74648746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fedratinib,4,12,0.33333333,NA,0.34494111,NA,NA,NA,0.64597498,NA,NA,-0.37018753,NA,NA,NA,-0.36431828,-0.42412635,0.42082708,NA,-0.59284293,NA,NA,NA,NA,-0.42335391,NA,NA,NA,NA,NA,NA,NA,NA,-0.37797339,NA,NA,NA,NA,NA,-0.40398614,NA,NA,NA,NA,NA,NA,NA,NA,0.37795422,NA,NA,NA,NA,NA,NA,-0.43434678,NA,NA,NA,NA,NA,-0.38864786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.57637134,NA,-0.44535413,NA,NA,-0.74278499,NA,NA,NA,NA,NA
(S)-Tipifarnib,1,5,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.74217047,NA,NA,NA,NA,NA,NA,NA,-0.44877705,NA,NA,NA,NA,NA,NA,-0.45562208,NA,NA,NA,NA,NA,NA,NA,NA,-0.61072384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.39628678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32908458,NA,NA,NA,NA,NA,NA
Prosteride,2,2,1,NA,0.4577882,NA,0.3688425,-0.7374956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.37405417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tranilast,0,2,0,NA,NA,NA,-0.40716251,NA,-0.73621811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Linifanib,5,7,0.71428571,NA,-0.35885298,0.35775349,NA,-0.44198523,-0.54435293,NA,0.36318753,-0.36683649,NA,NA,0.47936747,NA,-0.44180665,-0.73246611,NA,-0.4023203,NA,0.52430887,NA,NA,NA,0.53781892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alpelisib,3,8,0.375,NA,-0.50907457,-0.58155194,NA,NA,-0.52102694,NA,-0.48886228,NA,NA,NA,-0.37449148,-0.73077091,0.44693851,0.32483289,-0.36764724,-0.44379943,NA,NA,NA,NA,0.35568759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sulbactam,0,2,0,NA,NA,NA,NA,-0.72956008,-0.55603382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vorinostat,2,35,0.05714286,NA,-0.61539876,-0.48055898,-0.70627555,-0.42511838,-0.63813605,-0.47448225,-0.57021953,-0.56092574,NA,-0.32464608,NA,-0.42852135,NA,NA,-0.53926973,NA,-0.36277227,NA,0.44845615,-0.43732892,NA,NA,NA,-0.38329019,NA,-0.36224844,NA,NA,NA,NA,NA,NA,NA,-0.36145768,NA,NA,NA,NA,-0.49664951,NA,-0.39438803,-0.37635656,-0.56465658,NA,NA,-0.33666216,NA,-0.66629823,NA,NA,-0.40458331,NA,NA,-0.32237595,-0.53584845,NA,NA,NA,-0.35495626,NA,NA,0.35469183,-0.33775735,-0.42677871,-0.60051739,NA,NA,NA,-0.45227335,NA,-0.38158684,-0.32705973,-0.40404254,NA,-0.36636358,-0.67686535,NA,NA,NA,NA,NA
Tolcapone,2,1,2,0.32443158,NA,NA,NA,-0.70587215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41521417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Molindone,0,3,0,NA,-0.34091835,NA,NA,-0.70381698,NA,NA,-0.40090264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anamorelin,0,3,0,-0.3591338,-0.70374535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.39409155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sorafenib,2,13,0.15384615,NA,-0.39247452,0.59639755,-0.38383265,-0.36835551,NA,-0.53763123,-0.69638809,-0.36920325,NA,NA,-0.32121641,NA,NA,-0.54393021,NA,-0.69388285,NA,-0.50759186,-0.37371378,NA,-0.34289601,-0.40974696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48644676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Methocarbamol,1,5,0.2,-0.59375911,NA,-0.41829791,0.35538566,NA,-0.69322508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.42371754,NA,NA,NA,-0.38225158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tivozanib,1,19,0.05263158,NA,-0.3357301,-0.48762139,-0.42817958,-0.48092052,-0.40699943,-0.39360531,NA,-0.41141796,NA,NA,NA,-0.42020718,NA,-0.69057377,NA,-0.34450054,NA,NA,NA,NA,-0.68482738,NA,0.39637799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.35821165,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.40429567,NA,NA,NA,NA,NA,NA,-0.42943292,NA,NA,NA,-0.43697558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.36727614,NA,NA,-0.39941405,NA,-0.53974886,NA,-0.43014854,NA,NA
Nefopam,2,4,0.5,-0.35366252,NA,NA,0.40079435,NA,-0.68891579,-0.35752849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.40224859,-0.44498559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MILNACIPRAN HYDROCHLORIDE,0,2,0,NA,-0.6864174,-0.51354472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Asenapine maleate,0,3,0,NA,-0.68611198,NA,NA,-0.5438183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.42269331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Doxorubicin,0,7,0,-0.40040419,-0.39661415,NA,-0.43277681,NA,-0.68477913,NA,NA,-0.38726519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.37482122,NA,NA,NA,-0.4008539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indapamide,0,5,0,-0.3872313,-0.47959974,-0.46229336,-0.48037403,NA,-0.6809737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spironolactone,0,2,0,NA,NA,NA,NA,-0.67448948,NA,NA,NA,-0.34517105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glutamine,0,2,0,NA,NA,NA,NA,NA,-0.37502817,NA,-0.67430092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sn-Glycero-3-phosphocholine,1,3,0.33333333,0.48552065,-0.41058609,-0.37321157,NA,-0.67245133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clocortolone Pivalate,1,2,0.5,NA,NA,NA,NA,-0.67215797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36062884,NA,NA,NA,-0.34929499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clotrimazole,1,3,0.33333333,0.3704576,NA,-0.38592098,-0.400843,NA,-0.67140973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palbociclib,8,4,2,NA,0.36115438,NA,NA,-0.67140828,0.45521082,NA,-0.37398708,NA,NA,NA,NA,0.36628357,0.39318071,0.40833322,NA,-0.35619998,NA,-0.50255709,NA,NA,0.45790002,0.36156287,0.51320361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
