compound,num_concordant,num_discordant,ratio,HELA,HT29,A375,PC3,HA1E,MCF7,NPC,A549,VCAP,HUH7,FIBRNPC,SKBR3,HEPG2,MDAMB231,BT20,HCC515,MCF10A,NEU,HME1,SKB,ASC,HS578T,LNCAP,YAPC,SW620,AGS,SNGM,WSUDLCL2,HCT116,SW948,RMUGS,HCC15,OV7,H1299,SNUC5,A673,NCIH508,TYKNU,CORL23,SNU1040,U266,NCIH2073,THP1,RMGI,SKMEL28,CL34,NPC.TAK,NPC.CAS9,HUVEC,NCIH596,SKM1,LOVO,MDST8,SKLU1,PHH,HEK293T,PL21,CD34,T3M10,NOMO1,SKMEL1,SKL,ASC.C,SKL.C,HEC108,JHUEM2,U937,COV644,HL60,HT115,JURKAT,EFO27,SNUC4,NCIH1836,HUES3,SW480,NCIH1694,MNEU.E,RKO,DV90,NKDBA,HS27A
Inolitazone (dihydrochloride),0,3,0,NA,-0.41561162,NA,-0.66004985,NA,-0.61941549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gliquidone,4,2,2,NA,0.42633829,0.39498139,-0.65503132,0.39574644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44393114,NA,NA,NA,NA,NA,NA,NA,-0.40465956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lapatinib,4,8,0.5,0.37836103,0.43399699,NA,NA,-0.49609973,0.40066671,NA,NA,NA,NA,NA,-0.56341956,NA,-0.48693391,-0.55502614,-0.60703193,-0.65127865,NA,NA,NA,0.44184501,-0.40660053,NA,-0.62349095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zafirlukast,1,3,0.33333333,-0.41758117,NA,-0.46728677,-0.6470201,NA,NA,NA,NA,0.49739778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Veliparib,8,10,0.8,NA,0.53816482,0.39061448,-0.64527892,0.44121936,0.42105919,NA,-0.54390707,NA,NA,NA,NA,NA,NA,NA,0.47604643,NA,NA,-0.44728825,NA,0.52789706,NA,NA,NA,-0.48657398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.43350493,0.38016473,NA,-0.40117175,-0.3988114,NA,NA,NA,NA,NA,-0.39488724,NA,NA,NA,-0.45671684,NA,NA,NA,NA,NA,NA,NA,-0.37116892,NA,NA,NA,NA,NA,NA,0.3953141,NA,NA,NA,NA,NA
Ulipristal,3,1,3,NA,0.45547573,0.55651008,-0.64516851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3746973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Regorafenib,1,8,0.125,-0.55853295,NA,-0.50215122,-0.56921409,-0.64147527,NA,-0.58883412,NA,NA,NA,NA,NA,NA,NA,NA,0.39884921,NA,NA,-0.52389626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.47079055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.52979224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Infigratinib,4,11,0.36363636,NA,-0.44078898,0.53408224,-0.38973368,0.56690344,-0.43731473,-0.57861244,-0.38291158,NA,NA,NA,-0.39383372,0.387141,NA,NA,NA,NA,NA,NA,NA,-0.54922999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.63955747,-0.47075768,-0.39432088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56568641,NA,-0.52375951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quinacrine,9,5,1.8,NA,0.52066618,-0.50429538,-0.63688417,0.56766846,-0.45676579,NA,0.38859007,0.43545863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.50969846,0.45719053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56760813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.50161421,NA,NA,NA,NA,NA,NA,NA,0.42191131,NA,NA,-0.63697006,NA,NA,NA,0.42046575,NA,NA,NA,NA,NA,NA,NA,NA
dexamethasone,0,2,0,NA,NA,-0.4590219,-0.6345592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tubastatin A,2,3,0.66666667,NA,NA,-0.63336238,NA,0.48089487,-0.39144604,NA,NA,NA,NA,NA,NA,0.39912573,NA,NA,-0.51069457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gefitinib,3,12,0.25,NA,-0.40687991,-0.44144077,0.438016,NA,0.50112277,0.44199046,-0.48451435,-0.44136783,NA,NA,-0.51384798,-0.38363999,-0.45572637,-0.56271278,-0.50808682,-0.63330815,NA,NA,NA,NA,NA,-0.54489045,-0.51558548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quetiapine,0,4,0,-0.41133028,NA,-0.49714589,-0.63134349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.41959892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trichostatin,1,7,0.14285714,NA,-0.46188335,-0.49653311,-0.534426,0.41677064,-0.47700582,NA,-0.66385971,NA,NA,NA,NA,NA,NA,NA,-0.63109903999999994,NA,NA,NA,NA,-0.37482696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dovitinib,2,8,0.25,NA,NA,-0.47345097,-0.38532377,-0.50874574,0.41853197,NA,-0.44623861,NA,NA,NA,NA,NA,-0.47089158,NA,-0.60246729,-0.63103324,NA,NA,NA,NA,-0.3857236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39502291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dacinostat,1,5,0.2,NA,NA,-0.62598589,-0.51735441,NA,0.49571685,NA,-0.59996328,-0.37925099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.42117954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pracinostat,4,9,0.44444444,NA,0.40472605,NA,-0.62549242,0.48327079,NA,-0.4134739,-0.4231384,NA,NA,NA,NA,-0.38502093,NA,NA,-0.39236418,NA,-0.57621541,-0.46300853,NA,NA,NA,NA,-0.40859335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38606992,0.49541047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.39986508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dcebio,0,2,0,NA,-0.36558764,NA,NA,NA,NA,NA,NA,-0.62509362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amoxicillin,1,2,0.5,NA,NA,NA,NA,NA,0.44394067,NA,NA,-0.41095298,NA,NA,NA,NA,NA,NA,-0.62396326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vemurafenib,9,9,1,-0.40246685,NA,-0.58936352,0.49373941,NA,0.63834134,NA,0.38330199,0.61203403,NA,NA,0.39187868,NA,-0.41341498,-0.39199948,-0.36545834,NA,NA,NA,NA,NA,NA,NA,0.55578499,NA,NA,NA,NA,0.4415703,NA,NA,NA,NA,-0.45001855,-0.62285371,NA,NA,NA,NA,NA,NA,NA,NA,0.45011728,NA,-0.38882929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38703577,NA,NA,NA,-0.38693645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Meclizine,2,3,0.66666667,-0.38589164,NA,-0.49534956,0.6464305,NA,-0.61975653,NA,NA,0.4790342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
