compound,num_concordant,num_discordant,ratio,HELA,HT29,A375,PC3,HA1E,MCF7,NPC,A549,VCAP,HUH7,FIBRNPC,SKBR3,HEPG2,MDAMB231,BT20,HCC515,MCF10A,NEU,HME1,SKB,ASC,HS578T,LNCAP,YAPC,SW620,AGS,SNGM,WSUDLCL2,HCT116,SW948,RMUGS,HCC15,OV7,H1299,SNUC5,A673,NCIH508,TYKNU,CORL23,SNU1040,U266,NCIH2073,THP1,RMGI,SKMEL28,CL34,NPC.TAK,NPC.CAS9,HUVEC,NCIH596,SKM1,LOVO,MDST8,SKLU1,PHH,HEK293T,PL21,CD34,T3M10,NOMO1,SKMEL1,SKL,ASC.C,SKL.C,HEC108,JHUEM2,U937,COV644,HL60,HT115,JURKAT,EFO27,SNUC4,NCIH1836,HUES3,SW480,NCIH1694,MNEU.E,RKO,DV90,NKDBA,HS27A
Nifedipine,2,8,0.25,NA,NA,NA,0.42945063,-0.45754456,NA,NA,-0.69086578,NA,NA,NA,NA,-0.48453478,NA,NA,-0.43272945,NA,NA,NA,0.53976631,NA,NA,NA,NA,NA,-0.48606155,NA,NA,NA,NA,NA,-0.49838493,NA,NA,NA,-0.45069177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.38386446,NA,NA,NA
Fenticonazole Nitrate,2,3,0.66666667,NA,-0.38728351,0.34690723,-0.69041036,-0.45961207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38915485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Merimepodib,0,5,0,-0.68956711,-0.61994286,-0.53978906,NA,NA,-0.50076706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.61482563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Doxorubicin,5,5,1,0.37085709,-0.4751624,-0.53877902,0.45354543,0.42148171,-0.68927251,NA,0.50684301,0.55393602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.41251833,NA,NA,-0.38645639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clofazimine,1,3,0.33333333,-0.48156272,NA,-0.68055267,NA,0.80449276,NA,NA,-0.40927984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vorinostat,34,8,4.25,NA,0.74035478,0.55307526,0.62124134,-0.49594607,0.70242779,0.67997785,0.70198215,0.6975492,0.51622242,-0.37495078,NA,0.52927254,NA,NA,0.56497676,NA,0.54392765,0.37097147,0.45777669,0.49464033,NA,NA,NA,NA,-0.67421425,NA,NA,NA,NA,NA,0.41429115,NA,0.39060472,NA,NA,NA,NA,0.35512487,NA,NA,0.44061089,-0.36896048,NA,-0.54096734,-0.43972637999999997,-0.33736472,0.50431855,NA,0.58481594,0.33774575,NA,-0.37436849,NA,0.51575498,0.44527511,NA,NA,0.42147022,0.36265383,0.43038186,0.48467494,0.47309061,0.40174188,NA,0.63900813,NA,NA,NA,NA,NA,NA,NA,0.36629294,0.36347868,NA,NA,NA,NA,0.40239628,0.44515878,NA
Mycophenolic acid,1,6,0.16666667,-0.60996163,-0.56542269,-0.49118182,NA,NA,-0.48970683,NA,NA,NA,-0.54076703,NA,NA,0.33622788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.67230087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Epitestosterone,0,2,0,NA,NA,-0.66611757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.39258164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Avicin-D,2,6,0.33333333,NA,NA,-0.48365327,-0.44520334,-0.51032999,0.38900353,NA,0.64117351,NA,NA,NA,NA,-0.38312442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.66135499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.53140301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nalbufina [Dcit],1,1,1,NA,NA,NA,NA,NA,0.67230873,NA,NA,-0.65530122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nefazodone,0,3,0,NA,NA,-0.38556349,NA,NA,-0.65439198,NA,-0.58912131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Avicin-G,1,5,0.2,NA,NA,NA,-0.514802,-0.38092615,NA,NA,0.53371878,NA,NA,NA,NA,-0.47695281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.65037598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.36124709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pinocembrin,1,1,1,NA,NA,NA,NA,NA,NA,NA,0.45814991,NA,NA,NA,NA,NA,NA,NA,-0.64961223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Praziquantel,1,1,1,NA,NA,0.62294188,NA,NA,NA,NA,-0.64701287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pictilisib,7,8,0.875,0.36745004,0.35185984,0.3914532,0.45911878,-0.36768805,-0.60578018,NA,-0.64597174,0.36164465,NA,NA,-0.41561564,NA,-0.47066433,0.38771847,0.51003917,-0.39721007,NA,NA,NA,-0.50381606,-0.3878826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Periplocymarin,2,4,0.5,NA,-0.41904232,NA,0.44791159,0.46669087,-0.64045011,NA,-0.53632473,-0.37824076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gossypol,4,4,1,NA,NA,NA,0.83286912,NA,NA,NA,0.46988043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.63878022,NA,NA,NA,NA,NA,NA,0.41102291,NA,NA,0.33615402,NA,NA,NA,NA,NA,-0.39858073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.3621378,NA,NA,NA,-0.51383034,NA,NA
Kenpaullone,2,7,0.28571429,NA,-0.47301938,NA,-0.46366069,NA,-0.63732981,-0.3840818,-0.34001527,NA,0.46108794,NA,NA,-0.43284104,NA,NA,NA,NA,NA,NA,NA,-0.46605217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44167262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eugenol,2,2,1,0.40252682,NA,-0.37026251,0.70667564,-0.63466021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Triazolothiadiazine, 28",1,1,1,NA,NA,0.40010384,-0.63319673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phloretin,10,8,1.25,NA,-0.63261585,0.55808917,0.3913024,0.39716499,0.59116877,NA,-0.55141296,NA,NA,NA,NA,0.41090343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46279534,-0.51317448,-0.5277757,NA,-0.43475113,NA,NA,NA,NA,-0.35092119,NA,NA,NA,NA,NA,NA,NA,-0.42551605,NA,0.49912557,NA,NA,NA,NA,NA,-0.50122184,NA,NA,NA,NA,NA,NA,0.40418891,NA,NA,NA,0.38960562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3456741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Strophanthidin,1,7,0.14285714,NA,-0.40826018,-0.63048326,0.46869268,NA,-0.394914,NA,-0.38844382,NA,-0.53837601,NA,NA,-0.42034915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.37544409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lanacordin,2,3,0.66666667,NA,NA,NA,0.45101004,0.39250074,-0.62164339,NA,-0.33703543,-0.38347363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Benzbromarone,1,5,0.2,NA,NA,-0.5077343,0.47786392,-0.38058565,-0.34796037,NA,NA,-0.62072558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.3735736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trichostatin A, Streptomyces Sp.",23,10,2.3,NA,0.38588419,0.45284942,-0.59929443,0.42154611,-0.58578398,0.64113042,0.60897486,0.64012489,0.58788161,NA,NA,0.5441561,NA,NA,0.63327955,NA,0.48713351,NA,0.67318757,0.54871408,NA,NA,NA,NA,-0.47741417,NA,0.35837699,NA,NA,0.36408044,0.47500786,NA,0.37460487,NA,0.35629617,NA,NA,NA,NA,-0.61903508,0.36373834,NA,0.42117386,-0.54076272,NA,NA,NA,NA,-0.39564601,NA,NA,NA,NA,0.56950633,NA,NA,-0.40511163,NA,NA,0.45021582,NA,NA,NA,NA,0.68296238,NA,NA,-0.4495665,-0.44616115,0.50506241,NA,-0.35140877,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oxetane,0,8,0,NA,NA,-0.37446499,-0.43127853,NA,-0.34003691,NA,-0.6120112,NA,NA,NA,NA,-0.48108525,NA,NA,-0.35095003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.56302324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.42417752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Triptolide (PG490),1,4,0.25,-0.60992699,-0.38868647,0.4098111,NA,-0.36420173,-0.46368266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Primidone,2,2,1,-0.38059166,0.64845612,NA,NA,0.37848761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.60663739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Purvalanola,0,6,0,NA,-0.46288596,-0.51467211,-0.48419325,-0.38158641,-0.60554941,NA,-0.49022373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Epirubicin HCl,4,2,2,0.48291655,0.3641693,0.41898727,0.44574246,-0.36714952,-0.6029341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pala,3,2,1.5,NA,NA,-0.60261405,NA,0.37967275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.39212618,NA,NA,0.56506764,0.43538475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NORGESTREL,2,2,1,-0.3830333,0.48879299,0.39278176,NA,NA,-0.60250957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carbacyclin,1,2,0.5,NA,NA,NA,-0.6010697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48768176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.38193703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fluspirilene,6,6,1,NA,-0.35331288,-0.56195138,0.52179046,-0.36091113,NA,NA,-0.38509481,0.40736676,NA,NA,NA,NA,NA,NA,0.39514028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79985376,NA,NA,0.47150986,NA,NA,NA,NA,-0.60027032,NA,NA,NA,NA,NA,NA,NA,NA,0.47021274,NA,NA,NA,NA,NA,-0.36847173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alaproclate,1,3,0.33333333,-0.59842638,NA,NA,-0.33386047,NA,-0.33569631,NA,0.37340995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
