region,cellline,time,concentration,n
CG,RMUGS,6h,30uM,1
CG,SKB,24h,10uM,7
CG,SKBR3,24h,0.12uM,1
CG,SKBR3,24h,1.11uM,1
CG,SKBR3,24h,10uM,1
CG,SKBR3,24h,3.33uM,2
CG,SKBR3,3h,10uM,3
CG,SKBR3,3h,3.33uM,2
CG,SKL.C,24h,10uM,2
CG,SKL.C,24h,3.33uM,1
CG,SKLU1,6h,0.5uM,1
CG,SKLU1,6h,10uM,4
CG,SKLU1,6h,80uM,1
CG,SKM1,6h,0.5uM,1
CG,SKM1,6h,10uM,2
CG,SKM1,6h,40uM,1
CG,SKMEL1,6h,100uM,3
CG,SKMEL1,6h,10uM,5
CG,SKMEL28,6h,0.1uM,1
CG,SKMEL28,6h,0.5uM,1
CG,SKMEL28,6h,100uM,2
CG,SKMEL28,6h,10uM,11
CG,SKMEL28,6h,40uM,1
CG,SKMEL28,6h,80uM,1
CG,SNGM,6h,10uM,3
CG,SNU1040,6h,10uM,4
CG,SNU1040,6h,70uM,1
CG,SNUC4,6h,0.1uM,1
CG,SNUC4,6h,10uM,2
CG,SNUC4,6h,80uM,1
CG,SNUC5,6h,100uM,1
CG,SNUC5,6h,10uM,5
CG,SW480,6h,0.5uM,1
CG,SW480,6h,100uM,1
CG,SW480,6h,10uM,2
CG,SW480,6h,80uM,2
CG,SW620,6h,0.5uM,1
CG,SW620,6h,100uM,2
CG,SW620,6h,10uM,11
CG,SW620,6h,80uM,3
CG,SW948,6h,100uM,2
CG,SW948,6h,10uM,9
CG,SW948,6h,80uM,1
CG,T3M10,6h,10uM,4
CG,THP1,6h,0.5uM,1
CG,THP1,6h,10uM,3
CG,TYKNU,6h,100uM,2
CG,TYKNU,6h,10uM,3
CG,TYKNU,6h,90uM,1
CG,U266,6h,3uM,1
CG,U937,6h,10uM,1
CG,VCAP,24h,10uM,26
CG,VCAP,24h,1uM,2
CG,VCAP,24h,20uM,1
CG,VCAP,24h,5uM,2
CG,VCAP,48h,1uM,1
CG,VCAP,48h,5uM,1
CG,VCAP,6h,100uM,1
CG,VCAP,6h,10uM,29
CG,VCAP,6h,1uM,1
CG,VCAP,6h,30uM,1
CG,VCAP,6h,5uM,1
CG,YAPC,24h,0.04uM,5
CG,YAPC,24h,0.12uM,8
CG,YAPC,24h,0.37uM,6
CG,YAPC,24h,1.11uM,16
CG,YAPC,24h,10uM,14
CG,YAPC,24h,3.33uM,10
DLPFC,A375,24h,0.04uM,1
DLPFC,A375,24h,0.12uM,1
DLPFC,A375,24h,0.37uM,3
DLPFC,A375,24h,1.11uM,1
DLPFC,A375,24h,10uM,5
DLPFC,A375,24h,3.33uM,3
DLPFC,A375,6h,10uM,16
DLPFC,A375,6h,80uM,1
DLPFC,A549,24h,0.5uM,1
DLPFC,A549,24h,10uM,12
DLPFC,A549,6h,10uM,19
DLPFC,A549,6h,3uM,2
DLPFC,A673,6h,100uM,1
DLPFC,A673,6h,10uM,1
DLPFC,A673,6h,1uM,1
DLPFC,ASC,24h,10uM,11
DLPFC,ASC.C,24h,10uM,1
DLPFC,BT20,3h,10uM,1
DLPFC,BT20,3h,3.33uM,1
DLPFC,BT20,6h,10uM,1
DLPFC,CL34,6h,10uM,1
DLPFC,CORL23,6h,10uM,2
DLPFC,CORL23,6h,30uM,1
DLPFC,FIBRNPC,24h,10uM,2
DLPFC,FIBRNPC,6h,0.1uM,1
DLPFC,FIBRNPC,6h,10uM,1
DLPFC,HA1E,24h,0.04uM,2
DLPFC,HA1E,24h,0.12uM,1
DLPFC,HA1E,24h,0.37uM,2
DLPFC,HA1E,24h,0.5uM,1
DLPFC,HA1E,24h,10uM,7
DLPFC,HA1E,6h,10uM,6
DLPFC,HCC515,24h,0.04uM,1
DLPFC,HCC515,24h,0.1uM,1
DLPFC,HCC515,24h,0.37uM,1
DLPFC,HCC515,24h,10uM,5
DLPFC,HCC515,24h,3.33uM,1
DLPFC,HCC515,6h,0.1uM,1
DLPFC,HCC515,6h,0.5uM,1
DLPFC,HCC515,6h,10uM,8
DLPFC,HCC515,6h,3uM,1
DLPFC,HCT116,6h,0.5uM,1
DLPFC,HELA,24h,0.12uM,1
DLPFC,HELA,24h,0.37uM,3
DLPFC,HELA,24h,1.11uM,4
DLPFC,HELA,24h,10uM,9
DLPFC,HELA,24h,3.33uM,4
DLPFC,HEPG2,24h,0.12uM,1
DLPFC,HEPG2,24h,1.11uM,1
DLPFC,HEPG2,24h,10uM,1
DLPFC,HEPG2,6h,100uM,2
DLPFC,HEPG2,6h,10uM,8
DLPFC,HEPG2,6h,80uM,1
DLPFC,HME1,24h,10uM,1
DLPFC,HME1,3h,10uM,1
DLPFC,HME1,3h,3.33uM,1
DLPFC,HS578T,24h,0.5uM,1
DLPFC,HS578T,24h,1.11uM,1
DLPFC,HS578T,24h,10uM,3
DLPFC,HS578T,24h,1uM,1
DLPFC,HS578T,3h,1.11uM,1
DLPFC,HS578T,3h,10uM,1
DLPFC,HS578T,3h,3.33uM,1
DLPFC,HT115,6h,10uM,1
DLPFC,HT29,24h,0.04uM,3
DLPFC,HT29,24h,0.12uM,2
DLPFC,HT29,24h,0.37uM,2
DLPFC,HT29,24h,0.5uM,1
DLPFC,HT29,24h,1.11uM,3
DLPFC,HT29,24h,10uM,11
DLPFC,HT29,24h,3.33uM,3
DLPFC,HT29,6h,10uM,11
DLPFC,HUVEC,24h,10uM,2
DLPFC,JURKAT,24h,0.37uM,1
DLPFC,JURKAT,24h,1.11uM,1
DLPFC,JURKAT,24h,3.33uM,1
DLPFC,MCF10A,24h,0.1uM,1
DLPFC,MCF10A,24h,0.5uM,1
DLPFC,MCF10A,3h,0.37uM,1
DLPFC,MCF10A,3h,10uM,1
DLPFC,MCF7,24h,0.01uM,1
DLPFC,MCF7,24h,0.04uM,12
DLPFC,MCF7,24h,0.12uM,3
DLPFC,MCF7,24h,0.1uM,1
DLPFC,MCF7,24h,0.37uM,7
DLPFC,MCF7,24h,0.5uM,3
DLPFC,MCF7,24h,1.11uM,7
DLPFC,MCF7,24h,10uM,32
DLPFC,MCF7,24h,20uM,2
DLPFC,MCF7,24h,3.33uM,6
DLPFC,MCF7,24h,3uM,1
DLPFC,MCF7,24h,40uM,5
DLPFC,MCF7,24h,5uM,2
DLPFC,MCF7,6h,0.001uM,1
DLPFC,MCF7,6h,10uM,18
DLPFC,MCF7,6h,30uM,1
DLPFC,MDAMB231,6h,0.5uM,1
DLPFC,MDAMB231,6h,10uM,1
DLPFC,MDAMB231,6h,1uM,1
DLPFC,MDST8,6h,0.5uM,1
DLPFC,MNEU.E,24h,0.04uM,1
DLPFC,MNEU.E,24h,0.12uM,1
DLPFC,MNEU.E,24h,0.37uM,1
DLPFC,MNEU.E,24h,10uM,1
DLPFC,MNEU.E,24h,3.33uM,1
DLPFC,NCIH1694,6h,10uM,2
DLPFC,NCIH2073,6h,10uM,3
DLPFC,NCIH2073,6h,70uM,1
DLPFC,NCIH508,6h,10uM,1
DLPFC,NEU,24h,10uM,4
DLPFC,NEU,6h,10uM,1
DLPFC,NKDBA,24h,10uM,1
DLPFC,NPC,24h,10uM,14
DLPFC,NPC,6h,10uM,1
DLPFC,NPC.TAK,24h,10uM,1
DLPFC,OV7,6h,10uM,2
DLPFC,PC3,24h,0.04uM,4
DLPFC,PC3,24h,0.12uM,3
DLPFC,PC3,24h,0.1uM,1
DLPFC,PC3,24h,0.37uM,7
DLPFC,PC3,24h,0.5uM,2
DLPFC,PC3,24h,1.11uM,7
DLPFC,PC3,24h,10uM,32
DLPFC,PC3,24h,1uM,2
DLPFC,PC3,24h,3.33uM,5
DLPFC,PC3,6h,10uM,16
DLPFC,PC3,6h,1uM,1
DLPFC,PC3,6h,3uM,1
DLPFC,PHH,24h,10uM,16
DLPFC,PHH,6h,10uM,2
DLPFC,PHH,6h,3uM,1
DLPFC,RMGI,6h,10uM,1
DLPFC,RMUGS,6h,10uM,2
DLPFC,RMUGS,6h,30uM,1
DLPFC,SKB,24h,10uM,7
DLPFC,SKBR3,3h,10uM,2
DLPFC,SKL,24h,10uM,1
DLPFC,SKL.C,24h,10uM,1
DLPFC,SKMEL1,6h,100uM,1
DLPFC,SKMEL1,6h,10uM,1
DLPFC,SKMEL28,6h,0.5uM,1
DLPFC,SKMEL28,6h,100uM,1
DLPFC,SKMEL28,6h,10uM,6
DLPFC,SKMEL28,6h,80uM,1
DLPFC,SNGM,6h,10uM,1
