region,cellline,time,concentration,n
CG,HCC515,6h,80uM,1
CG,HELA,24h,0.04uM,1
CG,HELA,24h,0.12uM,1
CG,HELA,24h,10uM,2
CG,HME1,24h,0.04uM,1
CG,HME1,3h,0.04uM,1
CG,HME1,3h,0.12uM,1
CG,HME1,3h,0.37uM,1
CG,HME1,3h,1.11uM,1
CG,HME1,3h,10uM,2
CG,HME1,3h,3.33uM,2
CG,HS578T,24h,0.37uM,1
CG,HS578T,3h,0.12uM,1
CG,HS578T,3h,1.11uM,1
CG,HS578T,3h,10uM,1
CG,HS578T,3h,3.33uM,2
CG,HT29,24h,0.37uM,1
CG,HT29,24h,3.33uM,3
CG,MCF10A,24h,0.04uM,2
CG,MCF10A,3h,0.04uM,1
CG,MCF10A,3h,0.12uM,2
CG,MCF10A,3h,0.37uM,3
CG,MCF10A,3h,1.11uM,1
CG,MCF10A,3h,10uM,3
CG,MCF10A,3h,3.33uM,1
CG,MCF7,24h,0.04uM,1
CG,MCF7,24h,0.12uM,1
CG,MCF7,24h,10uM,1
CG,MCF7,24h,3.33uM,1
CG,MCF7,6h,10uM,2
CG,MDAMB231,3h,0.12uM,2
CG,MDAMB231,3h,0.37uM,1
CG,MDAMB231,3h,1.11uM,3
CG,MDAMB231,3h,10uM,3
CG,MDAMB231,3h,3.33uM,5
CG,MDAMB231,6h,0.5uM,1
CG,MDAMB231,6h,10uM,1
CG,MDAMB231,6h,1uM,1
CG,NPC,24h,10uM,1
CG,PC3,24h,10uM,1
CG,PC3,24h,3.33uM,1
CG,SKBR3,24h,1.11uM,1
CG,SKBR3,24h,1uM,1
CG,YAPC,24h,0.04uM,1
CG,YAPC,24h,10uM,2
DLPFC,A375,24h,0.04uM,1
DLPFC,A375,24h,1.11uM,1
DLPFC,A375,24h,10uM,2
DLPFC,A375,6h,10uM,3
DLPFC,A549,24h,0.12uM,1
DLPFC,A549,24h,10uM,2
DLPFC,A549,6h,10uM,6
DLPFC,A673,6h,10uM,1
DLPFC,AGS,6h,10uM,2
DLPFC,AGS,6h,80uM,1
DLPFC,ASC,24h,10uM,13
DLPFC,BT20,24h,0.04uM,1
DLPFC,BT20,24h,0.37uM,1
DLPFC,BT20,24h,1.11uM,1
DLPFC,BT20,24h,3.33uM,2
DLPFC,CD34,24h,1uM,1
DLPFC,CL34,6h,10uM,3
DLPFC,CORL23,6h,10uM,1
DLPFC,COV644,6h,10uM,1
DLPFC,DV90,6h,10uM,1
DLPFC,DV90,6h,5uM,1
DLPFC,DV90,6h,90uM,1
DLPFC,EFO27,6h,10uM,1
DLPFC,FIBRNPC,6h,10uM,1
DLPFC,H1299,6h,10uM,2
DLPFC,H1299,6h,30uM,1
DLPFC,HA1E,24h,0.04uM,11
DLPFC,HA1E,24h,0.12uM,3
DLPFC,HA1E,24h,0.37uM,2
DLPFC,HA1E,24h,1.11uM,2
DLPFC,HA1E,24h,10uM,6
DLPFC,HA1E,24h,3.33uM,1
DLPFC,HA1E,6h,10uM,10
DLPFC,HA1E,6h,80uM,1
DLPFC,HCC515,24h,0.04uM,2
DLPFC,HCC515,24h,3.33uM,3
DLPFC,HCC515,6h,0.5uM,1
DLPFC,HCC515,6h,10uM,3
DLPFC,HCC515,6h,1uM,1
DLPFC,HEC108,6h,10uM,1
DLPFC,HELA,24h,1.11uM,1
DLPFC,HELA,24h,10uM,1
DLPFC,HELA,24h,3.33uM,3
DLPFC,HEPG2,24h,3.33uM,1
DLPFC,HEPG2,24h,3uM,1
DLPFC,HEPG2,6h,10uM,12
DLPFC,HS578T,24h,0.5uM,1
DLPFC,HS578T,24h,1uM,1
DLPFC,HS578T,3h,10uM,2
DLPFC,HT29,24h,0.04uM,3
DLPFC,HT29,24h,10uM,7
DLPFC,HT29,24h,3.33uM,1
DLPFC,HT29,6h,10uM,15
DLPFC,HT29,6h,90uM,1
DLPFC,HUH7,6h,10uM,1
DLPFC,HUH7,6h,5uM,1
DLPFC,HUVEC,24h,0.12uM,2
DLPFC,JHUEM2,6h,10uM,1
DLPFC,LNCAP,3h,0.04uM,1
DLPFC,LOVO,6h,10uM,3
DLPFC,LOVO,6h,5uM,1
DLPFC,LOVO,6h,90uM,1
DLPFC,MCF10A,24h,0.37uM,1
DLPFC,MCF10A,24h,3.33uM,1
DLPFC,MCF7,24h,0.1uM,1
DLPFC,MCF7,24h,0.37uM,1
DLPFC,MCF7,24h,0.5uM,1
DLPFC,MCF7,24h,10uM,21
DLPFC,MCF7,3h,10uM,1
DLPFC,MCF7,6h,10uM,4
DLPFC,MDAMB231,24h,0.04uM,1
DLPFC,MDAMB231,24h,0.1uM,1
DLPFC,MDAMB231,24h,0.37uM,1
DLPFC,MDAMB231,24h,0.5uM,1
DLPFC,MDAMB231,24h,10uM,1
DLPFC,MDAMB231,24h,1uM,1
DLPFC,MDAMB231,24h,3.33uM,1
DLPFC,MDAMB231,3h,0.37uM,1
DLPFC,MDAMB231,3h,10uM,1
DLPFC,MDAMB231,3h,3.33uM,1
DLPFC,NCIH1694,6h,10uM,1
DLPFC,NCIH1836,6h,10uM,1
DLPFC,NCIH508,6h,10uM,2
DLPFC,NEU,24h,10uM,1
DLPFC,NEU,6h,10uM,1
DLPFC,NOMO1,6h,10uM,1
DLPFC,NPC,24h,10uM,2
DLPFC,PC3,24h,0.04uM,1
DLPFC,PC3,24h,0.37uM,1
DLPFC,PC3,24h,10uM,3
DLPFC,PC3,24h,40uM,1
DLPFC,PC3,6h,10uM,3
DLPFC,PHH,6h,3uM,2
DLPFC,PL21,6h,10uM,3
DLPFC,SKB,24h,10uM,5
DLPFC,SKBR3,24h,10uM,1
DLPFC,SKBR3,3h,10uM,1
DLPFC,SKL.C,24h,10uM,1
DLPFC,SKLU1,6h,10uM,1
DLPFC,SKM1,6h,10uM,2
DLPFC,SNGM,6h,10uM,1
DLPFC,SNUC5,6h,10uM,1
DLPFC,SW480,6h,10uM,1
DLPFC,SW620,6h,100uM,1
DLPFC,SW620,6h,10uM,5
DLPFC,THP1,6h,10uM,1
DLPFC,U937,24h,10uM,1
DLPFC,U937,6h,10uM,3
DLPFC,U937,6h,40uM,1
DLPFC,VCAP,24h,0.5uM,1
DLPFC,VCAP,24h,10uM,3
DLPFC,VCAP,6h,100uM,1
DLPFC,VCAP,6h,10uM,10
DLPFC,VCAP,6h,20uM,1
DLPFC,YAPC,24h,0.04uM,2
DLPFC,YAPC,24h,0.12uM,1
DLPFC,YAPC,24h,0.37uM,1
DLPFC,YAPC,24h,1.11uM,1
DLPFC,YAPC,24h,10uM,3
DLPFC,YAPC,24h,3.33uM,2
NAC,HME1,24h,10uM,1
NAC,HT29,24h,10uM,1
NAC,HT29,24h,3.33uM,1
NAC,MNEU.E,24h,0.04uM,1
NAC,MNEU.E,24h,0.37uM,1
NAC,NKDBA,24h,1uM,1
NAC,YAPC,24h,10uM,1
OFC,A375,24h,0.04uM,1
OFC,A375,24h,1.11uM,3
OFC,A375,24h,10uM,2
OFC,A375,6h,0.5uM,1
OFC,A375,6h,10uM,6
OFC,A549,24h,0.04uM,1
OFC,A549,6h,0.5uM,1
OFC,A549,6h,10uM,8
OFC,A673,6h,0.5uM,1
OFC,A673,6h,100uM,1
OFC,A673,6h,10uM,4
OFC,AGS,6h,10uM,2
OFC,ASC,24h,10uM,6
OFC,BT20,24h,0.1uM,1
OFC,BT20,24h,0.37uM,1
OFC,BT20,24h,0.5uM,1
OFC,BT20,24h,1.11uM,2
OFC,BT20,24h,3.33uM,1
OFC,CD34,24h,0.12uM,1
OFC,CD34,24h,1uM,1
OFC,CD34,24h,3.33uM,1
OFC,CD34,6h,10uM,1
OFC,CL34,6h,10uM,1
OFC,CORL23,6h,10uM,2
OFC,DV90,6h,10uM,3
OFC,DV90,6h,5uM,1
OFC,DV90,6h,90uM,1
OFC,EFO27,6h,10uM,1
OFC,FIBRNPC,24h,10uM,2
OFC,FIBRNPC,6h,10uM,2
OFC,H1299,6h,100uM,1
OFC,H1299,6h,10uM,3
OFC,H1299,6h,30uM,1
OFC,H1299,6h,80uM,1
OFC,HA1E,24h,10uM,1
OFC,HA1E,6h,10uM,11
OFC,HA1E,6h,80uM,1
OFC,HCC15,6h,10uM,1
OFC,HCC515,24h,3.33uM,1
OFC,HCC515,6h,0.5uM,1
OFC,HCC515,6h,10uM,9
OFC,HCT116,6h,0.5uM,1
OFC,HCT116,6h,10uM,2
OFC,HEC108,6h,10uM,3
OFC,HEPG2,24h,1.11uM,1
OFC,HEPG2,24h,10uM,1
OFC,HEPG2,6h,10uM,27
OFC,HEPG2,6h,3uM,1
OFC,HEPG2,6h,80uM,1
OFC,HME1,3h,0.04uM,1
OFC,HME1,3h,0.37uM,1
OFC,HS578T,3h,10uM,2
OFC,HT115,6h,10uM,1
OFC,HT29,24h,0.04uM,1
OFC,HT29,24h,0.12uM,1
OFC,HT29,24h,0.37uM,2
OFC,HT29,24h,1.11uM,1
OFC,HT29,24h,10uM,2
OFC,HT29,6h,0.5uM,1
OFC,HT29,6h,10uM,24
OFC,HUH7,6h,3uM,1
OFC,HUVEC,24h,0.12uM,2
OFC,LOVO,6h,10uM,2
OFC,MCF10A,24h,3.33uM,1
OFC,MCF7,24h,0.04uM,1
OFC,MCF7,24h,10uM,19
OFC,MCF7,24h,3uM,1
OFC,MCF7,3h,0.37uM,1
OFC,MCF7,3h,10uM,1
OFC,MCF7,6h,10uM,13
OFC,MDAMB231,24h,0.04uM,1
OFC,MDAMB231,24h,0.12uM,1
OFC,MDAMB231,24h,0.37uM,1
OFC,MDAMB231,24h,1uM,1
OFC,MDAMB231,3h,0.37uM,2
OFC,MDAMB231,3h,10uM,1
OFC,NCIH1694,6h,10uM,1
OFC,NCIH1694,6h,30uM,1
OFC,NCIH508,6h,10uM,2
OFC,NEU,6h,10uM,1
OFC,NKDBA,24h,0.5uM,1
OFC,NPC,6h,10uM,2
OFC,PC3,24h,10uM,3
OFC,PC3,6h,10uM,2
OFC,PC3,6h,1uM,1
OFC,PHH,6h,10uM,1
OFC,PHH,6h,3uM,2
OFC,PL21,6h,10uM,1
OFC,RMUGS,6h,40uM,1
OFC,SKB,24h,10uM,8
OFC,SKLU1,6h,0.5uM,1
OFC,SKLU1,6h,10uM,1
OFC,SKMEL1,6h,10uM,1
OFC,SKMEL28,6h,10uM,3
OFC,SKMEL28,6h,80uM,1
OFC,SNUC5,6h,10uM,1
OFC,SW480,6h,80uM,1
OFC,SW620,6h,0.5uM,1
OFC,SW620,6h,100uM,1
OFC,SW620,6h,10uM,5
OFC,T3M10,6h,10uM,1
OFC,TYKNU,6h,10uM,1
OFC,U937,24h,10uM,2
OFC,U937,6h,10uM,2
OFC,VCAP,24h,10uM,1
OFC,VCAP,6h,10uM,10
OFC,YAPC,24h,3.33uM,1
SUB,A375,6h,0.5uM,1
SUB,A375,6h,10uM,3
SUB,A375,6h,80uM,1
SUB,A549,6h,0.5uM,1
SUB,A549,6h,10uM,2
SUB,A549,6h,1uM,1
SUB,A549,6h,80uM,1
SUB,A673,6h,80uM,1
SUB,AGS,6h,80uM,1
SUB,BT20,3h,10uM,1
SUB,BT20,3h,3.33uM,1
SUB,BT20,6h,10uM,1
SUB,EFO27,6h,10uM,1
SUB,HA1E,24h,0.04uM,1
SUB,HA1E,24h,10uM,1
SUB,HA1E,24h,3.33uM,1
SUB,HA1E,6h,10uM,1
SUB,HCC515,24h,10uM,1
SUB,HCC515,6h,10uM,7
SUB,HCC515,6h,80uM,1
SUB,HELA,24h,0.04uM,1
SUB,HELA,24h,0.37uM,1
SUB,HELA,24h,9.58uM,1
SUB,HME1,3h,0.12uM,1
SUB,HME1,3h,0.37uM,1
SUB,HME1,3h,1.11uM,1
SUB,HME1,3h,10uM,1
SUB,HS578T,24h,0.12uM,1
SUB,HS578T,3h,0.12uM,1
SUB,HT29,24h,0.04uM,1
SUB,HT29,24h,10uM,1
SUB,HT29,24h,3.33uM,1
SUB,HT29,6h,10uM,2
SUB,JHUEM2,6h,10uM,1
SUB,MCF10A,24h,0.04uM,1
SUB,MCF10A,3h,0.12uM,1
SUB,MCF10A,3h,0.37uM,1
SUB,MCF10A,3h,10uM,1
SUB,MCF10A,3h,3.33uM,2
SUB,MCF10A,6h,0.1uM,1
SUB,MCF10A,6h,0.5uM,2
SUB,MCF10A,6h,10uM,3
SUB,MCF10A,6h,1uM,1
SUB,MCF7,24h,0.04uM,2
SUB,MCF7,24h,0.12uM,2
SUB,MCF7,24h,1.11uM,4
SUB,MCF7,24h,10uM,2
SUB,MCF7,24h,3.33uM,1
SUB,MCF7,6h,10uM,7
SUB,MCF7,6h,1uM,1
SUB,MDAMB231,24h,0.1uM,1
SUB,MDAMB231,3h,0.04uM,1
SUB,MDAMB231,3h,0.12uM,1
SUB,MDAMB231,3h,0.37uM,1
SUB,MDAMB231,3h,1.11uM,1
SUB,MDAMB231,3h,10uM,3
SUB,MDAMB231,3h,3.33uM,5
SUB,MDAMB231,6h,0.5uM,1
SUB,MDAMB231,6h,10uM,2
SUB,MDAMB231,6h,1uM,1
SUB,MNEU.E,24h,10uM,2
SUB,NCIH2073,6h,80uM,1
SUB,NCIH508,6h,90uM,1
SUB,NPC,24h,0.12uM,1
SUB,NPC,24h,10uM,2
SUB,PC3,24h,0.04uM,1
SUB,PC3,24h,0.12uM,1
SUB,PC3,24h,10uM,1
SUB,PC3,24h,3.33uM,2
SUB,PC3,24h,40uM,1
SUB,SKBR3,24h,10uM,1
SUB,SKMEL1,6h,80uM,1
SUB,SKMEL28,6h,80uM,1
SUB,SNGM,6h,80uM,1
SUB,SNU1040,6h,80uM,1
SUB,SNUC5,6h,80uM,1
SUB,U937,6h,80uM,1
SUB,VCAP,24h,10uM,1
SUB,YAPC,24h,1.11uM,1
SUB,YAPC,24h,10uM,1
SUB,YAPC,24h,3.33uM,1
