region,cellline,time,concentration,n
AI,HA1E,6h,80uM,1
AI,HA1E,6h,90uM,1
AI,HCC15,6h,0.5uM,2
AI,HCC15,6h,10uM,8
AI,HCC15,6h,1uM,1
AI,HCC15,6h,30uM,1
AI,HCC15,6h,40uM,2
AI,HCC15,6h,5uM,1
AI,HCC15,6h,90uM,1
AI,HCC515,24h,0.04uM,16
AI,HCC515,24h,0.12uM,26
AI,HCC515,24h,0.1uM,3
AI,HCC515,24h,0.37uM,20
AI,HCC515,24h,0.5uM,1
AI,HCC515,24h,1.11uM,31
AI,HCC515,24h,100uM,2
AI,HCC515,24h,10uM,151
AI,HCC515,24h,3.33uM,17
AI,HCC515,24h,3uM,2
AI,HCC515,24h,80uM,1
AI,HCC515,6h,0.001uM,2
AI,HCC515,6h,0.01uM,2
AI,HCC515,6h,10uM,126
AI,HCC515,6h,1uM,2
AI,HCC515,6h,40uM,1
AI,HCC515,6h,80uM,2
AI,HCT116,6h,0.1uM,1
AI,HCT116,6h,0.5uM,1
AI,HCT116,6h,100uM,1
AI,HCT116,6h,10uM,9
AI,HCT116,6h,1uM,2
AI,HCT116,6h,30uM,2
AI,HCT116,6h,40uM,1
AI,HCT116,6h,5uM,1
AI,HCT116,6h,80uM,2
AI,HEC108,6h,10uM,6
AI,HEC108,6h,40uM,1
AI,HEC108,6h,80uM,2
AI,HEK293T,24h,0.1uM,1
AI,HEK293T,24h,0.5uM,3
AI,HEK293T,24h,10uM,2
AI,HEK293T,6h,0.1uM,2
AI,HEK293T,6h,0.5uM,2
AI,HEK293T,6h,10uM,2
AI,HEK293T,6h,3uM,3
AI,HELA,24h,0.02uM,1
AI,HELA,24h,0.04uM,103
AI,HELA,24h,0.06uM,1
AI,HELA,24h,0.12uM,84
AI,HELA,24h,0.14uM,1
AI,HELA,24h,0.18uM,1
AI,HELA,24h,0.25uM,1
AI,HELA,24h,0.37uM,61
AI,HELA,24h,0.43uM,1
AI,HELA,24h,1.11uM,94
AI,HELA,24h,1.12uM,1
AI,HELA,24h,1.24uM,2
AI,HELA,24h,1.6uM,1
AI,HELA,24h,10uM,174
AI,HELA,24h,3.33uM,114
AI,HELA,24h,3.35uM,1
AI,HELA,24h,9.58uM,1
AI,HEPG2,24h,0.04uM,20
AI,HEPG2,24h,0.12uM,10
AI,HEPG2,24h,0.1uM,1
AI,HEPG2,24h,0.37uM,17
AI,HEPG2,24h,0.5uM,1
AI,HEPG2,24h,1.11uM,21
AI,HEPG2,24h,10uM,38
AI,HEPG2,24h,3.33uM,20
AI,HEPG2,24h,33.33uM,1
AI,HEPG2,24h,3uM,2
AI,HEPG2,6h,100uM,1
AI,HEPG2,6h,10uM,104
AI,HEPG2,6h,1uM,2
AI,HEPG2,6h,20uM,1
AI,HEPG2,6h,3uM,3
AI,HL60,24h,0.5uM,2
AI,HL60,24h,10uM,5
AI,HL60,24h,3uM,1
AI,HL60,24h,5uM,1
AI,HL60,6h,0.5uM,2
AI,HL60,6h,10uM,6
AI,HL60,6h,1uM,1
AI,HL60,6h,3uM,5
AI,HME1,24h,0.04uM,6
AI,HME1,24h,0.12uM,11
AI,HME1,24h,0.37uM,10
AI,HME1,24h,1.11uM,10
AI,HME1,24h,10uM,18
AI,HME1,24h,3.33uM,13
AI,HME1,3h,0.04uM,4
AI,HME1,3h,0.12uM,2
AI,HME1,3h,0.37uM,3
AI,HME1,3h,1.11uM,2
AI,HME1,3h,10uM,5
AI,HME1,3h,3.33uM,5
AI,HS27A,6h,10uM,1
AI,HS27A,6h,1uM,2
AI,HS578T,24h,0.04uM,10
AI,HS578T,24h,0.12uM,7
AI,HS578T,24h,0.1uM,3
AI,HS578T,24h,0.37uM,4
AI,HS578T,24h,0.5uM,3
AI,HS578T,24h,1.11uM,4
AI,HS578T,24h,10uM,9
AI,HS578T,24h,1uM,9
AI,HS578T,24h,3.33uM,11
AI,HS578T,3h,0.04uM,10
AI,HS578T,3h,0.12uM,10
AI,HS578T,3h,0.37uM,6
AI,HS578T,3h,1.11uM,6
AI,HS578T,3h,10uM,10
AI,HS578T,3h,3.33uM,12
AI,HS578T,6h,0.5uM,1
AI,HS578T,6h,10uM,2
AI,HS578T,6h,1uM,2
AI,HT115,6h,0.1uM,1
AI,HT115,6h,0.5uM,1
AI,HT115,6h,100uM,4
AI,HT115,6h,10uM,9
AI,HT29,24h,0.04uM,119
AI,HT29,24h,0.05uM,1
AI,HT29,24h,0.08uM,1
AI,HT29,24h,0.12uM,94
AI,HT29,24h,0.18uM,1
AI,HT29,24h,0.1uM,3
AI,HT29,24h,0.35uM,1
AI,HT29,24h,0.37uM,124
AI,HT29,24h,0.41uM,1
AI,HT29,24h,0.43uM,1
AI,HT29,24h,0.5uM,3
AI,HT29,24h,0.75uM,1
AI,HT29,24h,0.9uM,1
AI,HT29,24h,1.11uM,112
AI,HT29,24h,1.12uM,1
AI,HT29,24h,100uM,2
AI,HT29,24h,10uM,239
AI,HT29,24h,11.2uM,1
AI,HT29,24h,1uM,3
AI,HT29,24h,2.26uM,1
AI,HT29,24h,3.33uM,146
AI,HT29,24h,3.73uM,1
AI,HT29,24h,3uM,2
AI,HT29,24h,40uM,1
AI,HT29,24h,6.79uM,1
AI,HT29,24h,80uM,1
AI,HT29,6h,0.1uM,2
AI,HT29,6h,0.5uM,1
AI,HT29,6h,100uM,1
AI,HT29,6h,10uM,166
AI,HT29,6h,1uM,1
AI,HT29,6h,3uM,1
AI,HT29,6h,40uM,3
AI,HT29,6h,80uM,1
AI,HT29,6h,90uM,1
AI,HUES3,24h,0.12uM,1
AI,HUES3,24h,10uM,3
AI,HUH7,24h,10uM,2
AI,HUH7,24h,1uM,1
AI,HUH7,24h,20uM,1
AI,HUH7,24h,3uM,4
AI,HUH7,24h,5uM,1
AI,HUH7,6h,10uM,2
AI,HUH7,6h,20uM,2
AI,HUH7,6h,3uM,2
AI,HUVEC,24h,0.04uM,8
AI,HUVEC,24h,0.12uM,5
AI,HUVEC,24h,0.37uM,4
AI,HUVEC,24h,1.11uM,8
AI,HUVEC,24h,10uM,15
AI,HUVEC,24h,3.33uM,3
AI,JHUEM2,6h,0.1uM,1
AI,JHUEM2,6h,10uM,15
AI,JHUEM2,6h,1uM,1
AI,JHUEM2,6h,30uM,1
AI,JHUEM2,6h,40uM,2
AI,JHUEM2,6h,80uM,1
AI,JURKAT,24h,0.04uM,1
AI,JURKAT,24h,0.12uM,3
AI,JURKAT,24h,0.1uM,2
AI,JURKAT,24h,0.37uM,3
AI,JURKAT,24h,0.5uM,3
AI,JURKAT,24h,1.11uM,3
AI,JURKAT,24h,1uM,1
AI,JURKAT,24h,3.33uM,5
AI,JURKAT,24h,3uM,3
AI,JURKAT,6h,0.5uM,2
AI,JURKAT,6h,10uM,2
AI,JURKAT,6h,3uM,2
AI,LNCAP,24h,0.04uM,2
AI,LNCAP,24h,0.12uM,3
AI,LNCAP,24h,0.37uM,3
AI,LNCAP,24h,1.11uM,2
AI,LNCAP,24h,10uM,5
AI,LNCAP,24h,3.33uM,5
AI,LNCAP,3h,0.04uM,1
AI,LNCAP,3h,0.12uM,3
AI,LNCAP,3h,0.37uM,4
AI,LNCAP,3h,1.11uM,1
AI,LNCAP,3h,10uM,3
AI,LNCAP,3h,3.33uM,2
AI,LOVO,6h,0.5uM,1
AI,LOVO,6h,100uM,2
AI,LOVO,6h,10uM,17
AI,LOVO,6h,1uM,1
AI,LOVO,6h,40uM,1
AI,LOVO,6h,80uM,1
AI,MCF10A,24h,0.04uM,1
AI,MCF10A,24h,0.12uM,4
AI,MCF10A,24h,0.1uM,5
AI,MCF10A,24h,0.37uM,9
AI,MCF10A,24h,0.5uM,5
AI,MCF10A,24h,1.11uM,13
AI,MCF10A,24h,10uM,26
AI,MCF10A,24h,1uM,4
AI,MCF10A,24h,3.33uM,13
AI,MCF10A,3h,0.04uM,5
AI,MCF10A,3h,0.12uM,2
AI,MCF10A,3h,0.37uM,3
AI,MCF10A,3h,1.11uM,7
AI,MCF10A,3h,10uM,12
AI,MCF10A,3h,3.33uM,12
AI,MCF10A,6h,0.1uM,8
AI,MCF10A,6h,0.5uM,9
AI,MCF10A,6h,10uM,13
AI,MCF10A,6h,1uM,5
AI,MCF7,24h,0.001uM,8
AI,MCF7,24h,0.01uM,20
AI,MCF7,24h,0.04uM,118
AI,MCF7,24h,0.11uM,1
AI,MCF7,24h,0.12uM,100
AI,MCF7,24h,0.14uM,2
AI,MCF7,24h,0.1uM,22
AI,MCF7,24h,0.37uM,112
AI,MCF7,24h,0.5uM,28
AI,MCF7,24h,1.11uM,110
AI,MCF7,24h,1.12uM,2
AI,MCF7,24h,10.05uM,1
AI,MCF7,24h,100uM,4
AI,MCF7,24h,10uM,495
AI,MCF7,24h,1uM,22
AI,MCF7,24h,20uM,1
AI,MCF7,24h,3.33uM,119
AI,MCF7,24h,3uM,18
AI,MCF7,24h,40uM,1
AI,MCF7,24h,5uM,3
AI,MCF7,24h,80uM,2
AI,MCF7,3h,0.04uM,1
AI,MCF7,3h,0.12uM,3
AI,MCF7,3h,0.37uM,8
AI,MCF7,3h,1.11uM,5
AI,MCF7,3h,10uM,6
AI,MCF7,3h,3.33uM,2
AI,MCF7,6h,0.001uM,7
AI,MCF7,6h,0.01uM,15
AI,MCF7,6h,0.1uM,23
AI,MCF7,6h,0.5uM,42
AI,MCF7,6h,100uM,2
AI,MCF7,6h,10uM,313
AI,MCF7,6h,1uM,31
AI,MCF7,6h,20uM,5
AI,MCF7,6h,30uM,1
AI,MCF7,6h,3uM,32
AI,MCF7,6h,40uM,2
AI,MCF7,6h,5uM,7
AI,MCF7,6h,70uM,1
AI,MDAMB231,24h,0.04uM,7
AI,MDAMB231,24h,0.12uM,3
AI,MDAMB231,24h,0.1uM,5
AI,MDAMB231,24h,0.37uM,5
AI,MDAMB231,24h,0.5uM,4
AI,MDAMB231,24h,1.11uM,8
AI,MDAMB231,24h,10uM,9
AI,MDAMB231,24h,1uM,5
AI,MDAMB231,24h,3.33uM,6
AI,MDAMB231,3h,0.04uM,4
AI,MDAMB231,3h,0.12uM,3
AI,MDAMB231,3h,0.37uM,6
AI,MDAMB231,3h,1.11uM,2
AI,MDAMB231,3h,10uM,11
AI,MDAMB231,3h,3.33uM,6
AI,MDAMB231,6h,0.1uM,4
AI,MDAMB231,6h,0.5uM,5
AI,MDAMB231,6h,10uM,9
AI,MDAMB231,6h,1uM,4
AI,MDST8,6h,0.1uM,2
AI,MDST8,6h,0.5uM,1
AI,MDST8,6h,100uM,1
AI,MDST8,6h,10uM,15
AI,MDST8,6h,40uM,3
AI,MDST8,6h,80uM,3
AI,MNEU.E,24h,0.37uM,4
AI,MNEU.E,24h,10uM,3
AI,MNEU.E,24h,3.33uM,4
AI,NCIH1694,6h,100uM,1
AI,NCIH1694,6h,10uM,7
AI,NCIH1694,6h,1uM,1
AI,NCIH1836,6h,100uM,2
AI,NCIH1836,6h,10uM,6
AI,NCIH1836,6h,1uM,1
AI,NCIH1836,6h,70uM,1
AI,NCIH1836,6h,80uM,1
AI,NCIH2073,6h,0.1uM,2
AI,NCIH2073,6h,0.5uM,1
AI,NCIH2073,6h,10uM,16
AI,NCIH508,6h,10uM,13
AI,NCIH508,6h,1uM,1
AI,NCIH508,6h,5uM,1
AI,NCIH508,6h,80uM,1
AI,NCIH596,6h,0.5uM,2
AI,NCIH596,6h,100uM,1
AI,NCIH596,6h,10uM,6
AI,NCIH596,6h,1uM,1
AI,NEU,24h,0.04uM,2
AI,NEU,24h,0.12uM,6
AI,NEU,24h,0.37uM,5
AI,NEU,24h,0.5uM,1
AI,NEU,24h,1.11uM,8
AI,NEU,24h,10uM,42
AI,NEU,24h,3.33uM,5
AI,NEU,24h,3uM,2
AI,NEU,6h,10uM,16
AI,NKDBA,24h,0.5uM,1
AI,NKDBA,24h,10uM,12
AI,NKDBA,24h,1uM,3
AI,NKDBA,24h,3uM,6
AI,NKDBA,24h,40uM,1
AI,NOMO1,24h,0.5uM,1
AI,NOMO1,6h,0.1uM,1
AI,NOMO1,6h,0.5uM,2
AI,NOMO1,6h,100uM,1
AI,NOMO1,6h,10uM,13
AI,NPC,24h,0.04uM,6
AI,NPC,24h,0.12uM,8
AI,NPC,24h,0.37uM,3
AI,NPC,24h,1.11uM,3
AI,NPC,24h,10uM,86
AI,NPC,24h,1uM,2
AI,NPC,24h,3.33uM,8
AI,NPC,24h,3uM,1
AI,NPC,6h,10uM,22
AI,NPC.CAS9,24h,0.04uM,10
AI,NPC.CAS9,24h,0.12uM,9
AI,NPC.CAS9,24h,0.37uM,5
AI,NPC.CAS9,24h,1.11uM,8
AI,NPC.CAS9,24h,10uM,11
AI,NPC.CAS9,24h,3.33uM,8
AI,NPC.TAK,24h,0.04uM,3
AI,NPC.TAK,24h,0.12uM,8
AI,NPC.TAK,24h,0.37uM,9
AI,NPC.TAK,24h,1.11uM,5
AI,NPC.TAK,24h,10uM,6
AI,NPC.TAK,24h,3.33uM,5
AI,OV7,6h,0.1uM,2
AI,OV7,6h,10uM,9
AI,OV7,6h,40uM,1
AI,OV7,6h,80uM,1
AI,PC3,24h,0.01uM,1
AI,PC3,24h,0.04uM,94
AI,PC3,24h,0.12uM,74
AI,PC3,24h,0.1uM,14
AI,PC3,24h,0.37uM,93
AI,PC3,24h,0.41uM,1
AI,PC3,24h,0.5uM,25
AI,PC3,24h,0.9uM,1
AI,PC3,24h,0uM,1
AI,PC3,24h,1.11uM,93
AI,PC3,24h,100uM,1
AI,PC3,24h,10uM,537
AI,PC3,24h,1uM,16
AI,PC3,24h,3.33uM,122
AI,PC3,24h,3.85uM,1
AI,PC3,24h,33.33uM,2
AI,PC3,24h,3uM,8
AI,PC3,24h,40uM,2
AI,PC3,24h,5uM,6
AI,PC3,6h,0.001uM,1
AI,PC3,6h,0.01uM,3
AI,PC3,6h,0.1uM,21
AI,PC3,6h,0.5uM,23
AI,PC3,6h,100uM,1
AI,PC3,6h,10uM,290
AI,PC3,6h,1uM,20
AI,PC3,6h,20uM,2
AI,PC3,6h,3uM,8
AI,PC3,6h,5uM,9
AI,PC3,6h,80uM,1
AI,PHH,24h,10uM,47
AI,PHH,24h,20uM,1
AI,PHH,24h,3uM,2
AI,PHH,6h,10uM,4
AI,PHH,6h,3uM,3
AI,PHH,6h,50uM,1
AI,PL21,6h,0.1uM,3
AI,PL21,6h,10uM,6
AI,PL21,6h,1uM,2
AI,PL21,6h,30uM,1
AI,PL21,6h,40uM,1
AI,PL21,6h,70uM,1
AI,PL21,6h,80uM,1
AI,RKO,6h,0.5uM,1
AI,RKO,6h,100uM,2
AI,RKO,6h,10uM,6
AI,RKO,6h,1uM,1
AI,RKO,6h,30uM,1
AI,RKO,6h,40uM,1
AI,RKO,6h,80uM,1
AI,RKO,6h,90uM,2
AI,RMGI,6h,10uM,12
AI,RMGI,6h,1uM,1
AI,RMGI,6h,30uM,1
AI,RMGI,6h,80uM,1
AI,RMUGS,6h,0.5uM,1
AI,RMUGS,6h,10uM,8
AI,RMUGS,6h,1uM,1
AI,RMUGS,6h,40uM,1
AI,SKB,24h,10uM,76
AI,SKBR3,24h,0.04uM,9
AI,SKBR3,24h,0.12uM,3
AI,SKBR3,24h,0.1uM,1
AI,SKBR3,24h,0.37uM,5
AI,SKBR3,24h,0.5uM,1
AI,SKBR3,24h,1.11uM,12
AI,SKBR3,24h,10uM,14
AI,SKBR3,24h,1uM,5
AI,SKBR3,24h,3.33uM,8
AI,SKBR3,3h,0.04uM,5
AI,SKBR3,3h,0.12uM,7
AI,SKBR3,3h,0.37uM,2
AI,SKBR3,3h,1.11uM,6
AI,SKBR3,3h,10uM,15
AI,SKBR3,3h,3.33uM,4
AI,SKBR3,6h,0.1uM,2
AI,SKBR3,6h,0.5uM,4
AI,SKBR3,6h,10uM,4
AI,SKBR3,6h,1uM,5
AI,SKL,24h,0.04uM,5
AI,SKL,24h,0.12uM,7
AI,SKL,24h,0.37uM,5
AI,SKL,24h,1.11uM,6
AI,SKL,24h,10uM,14
AI,SKL,24h,3.33uM,8
AI,SKL.C,24h,0.04uM,8
AI,SKL.C,24h,0.12uM,6
AI,SKL.C,24h,0.37uM,4
AI,SKL.C,24h,1.11uM,9
AI,SKL.C,24h,10uM,13
AI,SKL.C,24h,3.33uM,15
AI,SKLU1,6h,0.1uM,1
AI,SKLU1,6h,0.5uM,2
AI,SKLU1,6h,100uM,1
AI,SKLU1,6h,10uM,5
AI,SKLU1,6h,70uM,1
AI,SKM1,6h,0.1uM,1
AI,SKM1,6h,0.5uM,1
AI,SKM1,6h,100uM,1
AI,SKM1,6h,10uM,10
AI,SKM1,6h,1uM,1
AI,SKM1,6h,40uM,2
AI,SKMEL1,6h,0.1uM,1
AI,SKMEL1,6h,10uM,4
AI,SKMEL1,6h,80uM,1
AI,SKMEL28,6h,0.1uM,1
AI,SKMEL28,6h,10uM,7
AI,SKMEL28,6h,1uM,2
AI,SNGM,6h,10uM,12
AI,SNGM,6h,1uM,1
AI,SNGM,6h,40uM,2
AI,SNGM,6h,80uM,1
AI,SNU1040,6h,10uM,12
AI,SNU1040,6h,1uM,1
AI,SNU1040,6h,80uM,2
AI,SNUC4,6h,0.1uM,3
AI,SNUC4,6h,10uM,11
AI,SNUC4,6h,5uM,1
AI,SNUC4,6h,80uM,1
AI,SNUC5,6h,0.5uM,1
AI,SNUC5,6h,100uM,1
AI,SNUC5,6h,10uM,6
AI,SW480,6h,10uM,5
AI,SW480,6h,5uM,1
AI,SW620,6h,0.5uM,2
AI,SW620,6h,10uM,17
AI,SW620,6h,1uM,1
AI,SW620,6h,40uM,4
AI,SW620,6h,80uM,1
AI,SW948,6h,100uM,1
AI,SW948,6h,10uM,12
AI,SW948,6h,1uM,1
AI,SW948,6h,40uM,1
AI,SW948,6h,70uM,1
AI,SW948,6h,80uM,2
AI,T3M10,6h,0.1uM,2
AI,T3M10,6h,100uM,2
AI,T3M10,6h,10uM,13
AI,T3M10,6h,1uM,1
AI,T3M10,6h,5uM,1
AI,T3M10,6h,70uM,1
AI,T3M10,6h,80uM,1
AI,THP1,24h,0.1uM,1
AI,THP1,6h,0.001uM,2
AI,THP1,6h,0.5uM,1
AI,THP1,6h,100uM,1
AI,THP1,6h,10uM,14
AI,THP1,6h,1uM,2
AI,THP1,6h,40uM,2
AI,THP1,6h,80uM,1
AI,TYKNU,6h,100uM,2
AI,TYKNU,6h,10uM,4
AI,TYKNU,6h,80uM,1
AI,TYKNU,6h,90uM,1
AI,U266,24h,0.5uM,2
AI,U266,24h,10uM,2
AI,U266,24h,1uM,2
AI,U266,24h,3uM,1
AI,U266,6h,0.1uM,2
AI,U266,6h,0.5uM,4
AI,U266,6h,10uM,1
AI,U266,6h,3uM,3
AI,U937,24h,0.5uM,1
AI,U937,24h,1uM,1
AI,U937,24h,3uM,1
AI,U937,6h,0.5uM,1
AI,U937,6h,100uM,1
AI,U937,6h,10uM,9
AI,U937,6h,1uM,3
AI,U937,6h,3uM,3
AI,U937,6h,40uM,2
AI,VCAP,24h,0.1uM,4
AI,VCAP,24h,0.5uM,8
AI,VCAP,24h,100uM,1
AI,VCAP,24h,10uM,389
AI,VCAP,24h,1uM,13
AI,VCAP,24h,20uM,8
AI,VCAP,24h,30uM,4
AI,VCAP,24h,3uM,1
AI,VCAP,24h,40uM,2
AI,VCAP,24h,5uM,4
AI,VCAP,24h,70uM,1
AI,VCAP,24h,80uM,2
AI,VCAP,24h,90uM,2
AI,VCAP,48h,1uM,3
AI,VCAP,48h,20uM,2
AI,VCAP,48h,5uM,1
AI,VCAP,6h,0.1uM,4
AI,VCAP,6h,0.5uM,12
AI,VCAP,6h,100uM,2
AI,VCAP,6h,10uM,354
AI,VCAP,6h,1uM,13
AI,VCAP,6h,20uM,5
AI,VCAP,6h,30uM,4
AI,VCAP,6h,40uM,5
AI,VCAP,6h,5uM,5
AI,VCAP,6h,80uM,3
AI,VCAP,6h,90uM,1
AI,WSUDLCL2,6h,10uM,11
AI,WSUDLCL2,6h,1uM,1
AI,YAPC,24h,0.01uM,1
AI,YAPC,24h,0.04uM,76
AI,YAPC,24h,0.12uM,63
AI,YAPC,24h,0.18uM,1
AI,YAPC,24h,0.37uM,72
AI,YAPC,24h,0.43uM,1
AI,YAPC,24h,0.46uM,1
AI,YAPC,24h,1.11uM,87
AI,YAPC,24h,1.12uM,1
AI,YAPC,24h,10.05uM,1
AI,YAPC,24h,10uM,166
AI,YAPC,24h,2.26uM,1
AI,YAPC,24h,3.33uM,96
AI,YAPC,24h,4.17uM,1
CG,A375,24h,0.04uM,118
CG,A375,24h,0.12uM,79
CG,A375,24h,0.1uM,4
CG,A375,24h,0.37uM,89
CG,A375,24h,0.3uM,1
CG,A375,24h,0.5uM,11
CG,A375,24h,1.11uM,122
CG,A375,24h,100uM,2
CG,A375,24h,10uM,309
CG,A375,24h,1uM,10
CG,A375,24h,3.33uM,148
CG,A375,24h,3uM,5
CG,A375,24h,4.17uM,2
CG,A375,24h,40uM,3
CG,A375,24h,8.11uM,2
CG,A375,24h,80uM,3
CG,A375,6h,0.1uM,1
CG,A375,6h,0.5uM,4
CG,A375,6h,10uM,146
CG,A375,6h,1uM,1
CG,A375,6h,40uM,2
CG,A375,6h,5uM,1
CG,A375,6h,80uM,4
CG,A375,6h,90uM,1
CG,A549,24h,0.001uM,8
CG,A549,24h,0.01uM,6
CG,A549,24h,0.04uM,11
CG,A549,24h,0.12uM,12
CG,A549,24h,0.1uM,4
CG,A549,24h,0.37uM,12
CG,A549,24h,0.5uM,12
CG,A549,24h,1.11uM,11
CG,A549,24h,100uM,3
CG,A549,24h,10uM,136
CG,A549,24h,1uM,5
CG,A549,24h,3.33uM,13
CG,A549,24h,30uM,1
CG,A549,24h,33.33uM,1
CG,A549,24h,3uM,7
