region,cellline,time,concentration,n
AI,PC3,6h,30uM,1
AI,PC3,6h,3uM,4
AI,PC3,6h,5uM,1
AI,PHH,6h,10uM,2
AI,PHH,6h,3uM,2
AI,PL21,6h,10uM,2
AI,RKO,6h,10uM,1
AI,RMGI,6h,10uM,2
AI,RMUGS,6h,10uM,3
AI,RMUGS,6h,30uM,1
AI,SKB,24h,10uM,1
AI,SKBR3,24h,0.37uM,1
AI,SKBR3,24h,10uM,1
AI,SKBR3,24h,3.33uM,2
AI,SKBR3,3h,10uM,3
AI,SKBR3,3h,3.33uM,2
AI,SKL.C,24h,10uM,2
AI,SKLU1,6h,0.5uM,1
AI,SKLU1,6h,10uM,3
AI,SKLU1,6h,80uM,1
AI,SKM1,6h,0.5uM,1
AI,SKM1,6h,10uM,2
AI,SKM1,6h,40uM,1
AI,SKMEL1,6h,100uM,1
AI,SKMEL1,6h,10uM,2
AI,SKMEL28,6h,0.5uM,1
AI,SKMEL28,6h,100uM,2
AI,SKMEL28,6h,10uM,9
AI,SKMEL28,6h,40uM,1
AI,SKMEL28,6h,80uM,1
AI,SNU1040,6h,10uM,2
AI,SNU1040,6h,70uM,1
AI,SNUC4,6h,10uM,2
AI,SNUC5,6h,10uM,5
AI,SW480,6h,100uM,1
AI,SW480,6h,80uM,2
AI,SW620,6h,0.5uM,1
AI,SW620,6h,100uM,2
AI,SW620,6h,10uM,9
AI,SW620,6h,80uM,2
AI,T3M10,6h,10uM,4
AI,THP1,6h,10uM,3
AI,TYKNU,6h,100uM,1
AI,TYKNU,6h,10uM,2
AI,U937,6h,0.5uM,1
AI,U937,6h,10uM,2
AI,U937,6h,1uM,1
AI,U937,6h,3uM,1
AI,VCAP,24h,10uM,17
AI,VCAP,24h,1uM,1
AI,VCAP,24h,5uM,1
AI,VCAP,48h,1uM,1
AI,VCAP,48h,5uM,1
AI,VCAP,6h,100uM,1
AI,VCAP,6h,10uM,16
AI,VCAP,6h,1uM,1
AI,VCAP,6h,30uM,1
AI,VCAP,6h,5uM,1
AI,YAPC,24h,0.04uM,2
AI,YAPC,24h,0.12uM,8
AI,YAPC,24h,0.37uM,5
AI,YAPC,24h,1.11uM,6
AI,YAPC,24h,10uM,8
AI,YAPC,24h,3.33uM,5
CG,A375,24h,0.04uM,7
CG,A375,24h,0.12uM,7
CG,A375,24h,0.37uM,5
CG,A375,24h,0.5uM,1
CG,A375,24h,1.11uM,8
CG,A375,24h,10uM,20
CG,A375,24h,3.33uM,9
CG,A375,24h,80uM,2
CG,A375,6h,0.1uM,1
CG,A375,6h,0.5uM,1
CG,A375,6h,100uM,1
CG,A375,6h,10uM,79
CG,A375,6h,1uM,1
CG,A375,6h,80uM,1
CG,A549,24h,0.12uM,2
CG,A549,24h,0.1uM,1
CG,A549,24h,0.37uM,1
CG,A549,24h,0.5uM,4
CG,A549,24h,10uM,35
CG,A549,24h,3uM,2
CG,A549,6h,0.1uM,3
CG,A549,6h,0.5uM,3
CG,A549,6h,100uM,1
CG,A549,6h,10uM,64
CG,A549,6h,1uM,3
CG,A549,6h,3uM,7
CG,A549,6h,70uM,1
CG,A549,6h,80uM,2
CG,A673,6h,0.5uM,1
CG,A673,6h,100uM,1
CG,A673,6h,10uM,7
CG,A673,6h,1uM,1
CG,A673,6h,40uM,1
CG,A673,6h,80uM,1
CG,AGS,6h,10uM,2
CG,AGS,6h,40uM,1
CG,ASC,24h,10uM,9
CG,BT20,24h,3.33uM,1
CG,BT20,3h,10uM,1
CG,BT20,3h,3.33uM,2
CG,BT20,6h,10uM,1
CG,CD34,6h,0.5uM,1
CG,CD34,6h,10uM,1
CG,CD34,6h,1uM,1
CG,CD34,6h,3uM,1
CG,CL34,6h,0.5uM,1
CG,CL34,6h,10uM,3
CG,CORL23,6h,0.5uM,1
CG,CORL23,6h,10uM,6
CG,CORL23,6h,30uM,1
CG,COV644,6h,10uM,2
CG,COV644,6h,30uM,1
CG,DV90,6h,100uM,1
CG,DV90,6h,10uM,2
CG,DV90,6h,80uM,1
CG,EFO27,6h,10uM,4
CG,EFO27,6h,80uM,1
CG,FIBRNPC,24h,10uM,3
CG,FIBRNPC,6h,10uM,5
CG,H1299,6h,100uM,2
CG,H1299,6h,10uM,5
CG,H1299,6h,30uM,1
CG,HA1E,24h,0.04uM,2
CG,HA1E,24h,0.12uM,2
CG,HA1E,24h,0.37uM,1
CG,HA1E,24h,1.11uM,1
CG,HA1E,24h,10uM,18
CG,HA1E,24h,20uM,2
CG,HA1E,24h,3.33uM,1
CG,HA1E,6h,0.5uM,1
CG,HA1E,6h,10uM,31
CG,HA1E,6h,20uM,2
CG,HA1E,6h,80uM,2
CG,HCC15,6h,0.5uM,1
CG,HCC15,6h,10uM,4
CG,HCC515,24h,0.04uM,1
CG,HCC515,24h,0.1uM,1
CG,HCC515,24h,10uM,20
CG,HCC515,24h,3.33uM,1
CG,HCC515,24h,40uM,1
CG,HCC515,6h,0.01uM,1
CG,HCC515,6h,0.1uM,3
CG,HCC515,6h,0.5uM,3
CG,HCC515,6h,10uM,36
CG,HCC515,6h,1uM,1
CG,HCC515,6h,3uM,2
CG,HCT116,6h,0.5uM,1
CG,HCT116,6h,10uM,3
CG,HCT116,6h,80uM,1
CG,HEC108,6h,10uM,3
CG,HELA,24h,0.03uM,1
CG,HELA,24h,0.04uM,2
CG,HELA,24h,0.12uM,1
CG,HELA,24h,0.1uM,1
CG,HELA,24h,0.37uM,2
CG,HELA,24h,0.3uM,1
CG,HELA,24h,1.11uM,1
CG,HELA,24h,10uM,3
CG,HELA,24h,3.33uM,1
CG,HEPG2,24h,0.04uM,1
CG,HEPG2,24h,0.12uM,1
CG,HEPG2,24h,0.5uM,1
CG,HEPG2,24h,10uM,1
CG,HEPG2,24h,1uM,1
CG,HEPG2,24h,3.33uM,1
CG,HEPG2,24h,3uM,1
CG,HEPG2,24h,5uM,1
CG,HEPG2,6h,0.5uM,1
CG,HEPG2,6h,100uM,3
CG,HEPG2,6h,10uM,74
CG,HEPG2,6h,3uM,1
CG,HEPG2,6h,80uM,3
CG,HEPG2,6h,90uM,1
CG,HL60,6h,0.5uM,1
CG,HL60,6h,10uM,1
CG,HL60,6h,1uM,1
CG,HL60,6h,3uM,1
CG,HME1,3h,1.11uM,1
CG,HME1,3h,10uM,2
CG,HME1,3h,3.33uM,1
CG,HS578T,24h,0.12uM,2
CG,HS578T,24h,0.37uM,1
CG,HS578T,24h,0.5uM,1
CG,HS578T,24h,1.11uM,1
CG,HS578T,24h,10uM,2
CG,HS578T,24h,3.33uM,1
CG,HS578T,3h,0.04uM,2
CG,HS578T,3h,0.12uM,1
CG,HS578T,3h,0.37uM,1
CG,HS578T,3h,10uM,5
CG,HT115,6h,10uM,3
CG,HT29,24h,0.04uM,4
CG,HT29,24h,0.12uM,1
CG,HT29,24h,0.37uM,3
CG,HT29,24h,1.11uM,4
CG,HT29,24h,10uM,18
CG,HT29,24h,1uM,1
CG,HT29,24h,3.33uM,2
CG,HT29,24h,5.77uM,1
CG,HT29,6h,0.5uM,1
CG,HT29,6h,10uM,38
CG,HUH7,24h,1uM,1
CG,HUH7,24h,5uM,1
CG,HUH7,6h,10uM,2
CG,HUH7,6h,1uM,1
CG,HUH7,6h,3uM,1
CG,HUH7,6h,5uM,1
CG,HUVEC,24h,10uM,5
CG,JHUEM2,6h,80uM,1
CG,LNCAP,24h,10uM,1
CG,LNCAP,3h,10uM,2
CG,LOVO,6h,10uM,6
CG,MCF10A,24h,0.12uM,1
CG,MCF10A,24h,0.37uM,1
CG,MCF10A,24h,10uM,2
CG,MCF10A,6h,10uM,1
CG,MCF7,24h,0.04uM,6
CG,MCF7,24h,0.12uM,4
CG,MCF7,24h,0.1uM,1
CG,MCF7,24h,0.37uM,7
CG,MCF7,24h,0.5uM,7
CG,MCF7,24h,1.11uM,3
CG,MCF7,24h,1.12uM,1
CG,MCF7,24h,10uM,54
CG,MCF7,24h,1uM,1
CG,MCF7,24h,3.33uM,5
CG,MCF7,3h,10uM,2
CG,MCF7,6h,0.5uM,1
CG,MCF7,6h,100uM,1
CG,MCF7,6h,10uM,52
CG,MCF7,6h,30uM,1
CG,MCF7,6h,3uM,1
CG,MCF7,6h,70uM,1
CG,MDAMB231,24h,0.12uM,1
CG,MDAMB231,24h,1.11uM,1
CG,MDAMB231,24h,10uM,3
CG,MDAMB231,24h,3.33uM,2
CG,MDAMB231,3h,0.04uM,1
CG,MDAMB231,3h,10uM,3
CG,MDST8,6h,0.5uM,1
CG,MDST8,6h,100uM,1
CG,MDST8,6h,10uM,3
CG,MDST8,6h,80uM,1
CG,NCIH1694,6h,10uM,4
CG,NCIH2073,6h,10uM,6
CG,NCIH2073,6h,70uM,1
CG,NCIH2073,6h,80uM,1
CG,NCIH508,6h,0.5uM,1
CG,NCIH508,6h,10uM,2
CG,NCIH508,6h,40uM,1
CG,NCIH596,6h,0.5uM,1
CG,NCIH596,6h,100uM,1
CG,NCIH596,6h,10uM,4
CG,NCIH596,6h,1uM,1
CG,NCIH596,6h,80uM,1
CG,NEU,24h,10uM,10
CG,NEU,6h,10uM,7
CG,NOMO1,6h,10uM,2
CG,NOMO1,6h,1uM,1
CG,NOMO1,6h,80uM,1
CG,NPC,24h,10uM,8
CG,NPC,6h,10uM,17
CG,OV7,6h,100uM,1
CG,OV7,6h,10uM,5
CG,OV7,6h,80uM,1
CG,PC3,24h,0.04uM,2
CG,PC3,24h,0.12uM,3
CG,PC3,24h,0.1uM,2
CG,PC3,24h,0.37uM,6
CG,PC3,24h,0.5uM,4
CG,PC3,24h,1.11uM,9
CG,PC3,24h,10uM,74
CG,PC3,24h,1uM,1
CG,PC3,24h,20uM,1
CG,PC3,24h,3.33uM,14
CG,PC3,24h,3uM,1
CG,PC3,24h,40uM,1
CG,PC3,24h,70uM,1
CG,PC3,6h,10uM,68
CG,PC3,6h,1uM,1
CG,PC3,6h,30uM,1
CG,PC3,6h,3uM,4
CG,PC3,6h,5uM,1
CG,PHH,24h,10uM,6
CG,PHH,24h,3uM,1
CG,PHH,6h,10uM,4
CG,PHH,6h,3uM,2
CG,PL21,6h,10uM,3
CG,PL21,6h,1uM,1
CG,RKO,6h,10uM,4
CG,RMGI,6h,100uM,1
CG,RMGI,6h,10uM,5
CG,RMUGS,6h,0.5uM,1
CG,RMUGS,6h,10uM,3
CG,RMUGS,6h,30uM,1
CG,SKB,24h,10uM,11
CG,SKBR3,24h,0.37uM,1
CG,SKBR3,24h,1.11uM,1
CG,SKBR3,24h,10uM,1
CG,SKBR3,24h,3.33uM,2
CG,SKBR3,3h,10uM,3
CG,SKBR3,3h,3.33uM,2
CG,SKL.C,24h,10uM,2
CG,SKLU1,6h,0.5uM,1
CG,SKLU1,6h,10uM,5
CG,SKLU1,6h,80uM,1
CG,SKM1,6h,0.5uM,1
CG,SKM1,6h,100uM,1
CG,SKM1,6h,10uM,4
CG,SKM1,6h,40uM,1
CG,SKMEL1,6h,100uM,2
CG,SKMEL1,6h,10uM,4
CG,SKMEL28,6h,0.1uM,1
CG,SKMEL28,6h,0.5uM,1
CG,SKMEL28,6h,100uM,2
CG,SKMEL28,6h,10uM,11
CG,SKMEL28,6h,40uM,1
CG,SKMEL28,6h,80uM,1
CG,SNGM,6h,10uM,3
CG,SNU1040,6h,10uM,4
CG,SNU1040,6h,70uM,1
CG,SNU1040,6h,80uM,1
CG,SNUC4,6h,0.1uM,1
CG,SNUC4,6h,10uM,3
CG,SNUC4,6h,80uM,1
CG,SNUC5,6h,100uM,1
CG,SNUC5,6h,10uM,5
CG,SW480,6h,100uM,1
CG,SW480,6h,10uM,2
CG,SW480,6h,80uM,1
CG,SW620,6h,0.5uM,1
CG,SW620,6h,100uM,2
CG,SW620,6h,10uM,12
CG,SW620,6h,80uM,3
CG,SW948,6h,100uM,2
CG,SW948,6h,10uM,5
CG,SW948,6h,80uM,1
CG,T3M10,6h,10uM,4
CG,THP1,6h,10uM,4
CG,TYKNU,6h,100uM,2
CG,TYKNU,6h,10uM,3
CG,TYKNU,6h,90uM,1
CG,U937,6h,10uM,1
CG,VCAP,24h,0.5uM,3
CG,VCAP,24h,10uM,23
CG,VCAP,24h,1uM,2
CG,VCAP,24h,5uM,1
CG,VCAP,48h,1uM,1
CG,VCAP,48h,5uM,1
CG,VCAP,6h,100uM,1
CG,VCAP,6h,10uM,30
CG,VCAP,6h,1uM,1
CG,VCAP,6h,30uM,1
CG,VCAP,6h,5uM,1
CG,YAPC,24h,0.04uM,8
CG,YAPC,24h,0.12uM,11
CG,YAPC,24h,0.37uM,10
CG,YAPC,24h,1.11uM,15
CG,YAPC,24h,10uM,17
CG,YAPC,24h,3.33uM,10
DLPFC,A375,24h,1.11uM,1
DLPFC,A375,24h,10uM,4
DLPFC,A375,24h,3.33uM,2
DLPFC,A375,6h,0.5uM,1
DLPFC,A375,6h,10uM,26
DLPFC,A375,6h,80uM,1
DLPFC,A549,24h,10uM,15
DLPFC,A549,6h,0.1uM,1
DLPFC,A549,6h,0.5uM,1
DLPFC,A549,6h,10uM,32
DLPFC,A549,6h,1uM,2
DLPFC,A549,6h,3uM,4
DLPFC,A673,6h,0.5uM,1
DLPFC,A673,6h,100uM,1
DLPFC,A673,6h,10uM,4
DLPFC,AGS,6h,10uM,2
DLPFC,ASC,24h,10uM,4
DLPFC,BT20,24h,1uM,1
DLPFC,BT20,3h,3.33uM,1
DLPFC,BT20,6h,10uM,1
DLPFC,CL34,6h,0.5uM,1
DLPFC,CL34,6h,10uM,2
DLPFC,CORL23,6h,0.5uM,1
DLPFC,CORL23,6h,10uM,5
DLPFC,CORL23,6h,30uM,1
DLPFC,DV90,6h,10uM,3
DLPFC,DV90,6h,80uM,1
DLPFC,EFO27,6h,10uM,1
DLPFC,FIBRNPC,6h,10uM,3
DLPFC,H1299,6h,100uM,2
DLPFC,H1299,6h,10uM,3
DLPFC,H1299,6h,30uM,1
DLPFC,HA1E,24h,0.04uM,2
DLPFC,HA1E,24h,1.11uM,1
DLPFC,HA1E,24h,10uM,1
DLPFC,HA1E,6h,10uM,13
DLPFC,HA1E,6h,80uM,1
DLPFC,HCC15,6h,10uM,1
DLPFC,HCC515,24h,0.1uM,1
DLPFC,HCC515,24h,10uM,4
DLPFC,HCC515,6h,0.1uM,2
DLPFC,HCC515,6h,0.5uM,1
DLPFC,HCC515,6h,10uM,18
DLPFC,HCC515,6h,1uM,1
DLPFC,HCC515,6h,3uM,1
DLPFC,HCT116,6h,0.5uM,1
DLPFC,HCT116,6h,10uM,1
DLPFC,HEC108,6h,10uM,3
DLPFC,HELA,24h,0.03uM,1
DLPFC,HELA,24h,0.04uM,2
DLPFC,HELA,24h,0.12uM,1
DLPFC,HELA,24h,0.1uM,1
DLPFC,HELA,24h,0.37uM,1
DLPFC,HELA,24h,0.3uM,1
DLPFC,HELA,24h,1.11uM,1
DLPFC,HEPG2,24h,10uM,2
DLPFC,HEPG2,24h,5uM,1
DLPFC,HEPG2,6h,0.5uM,1
DLPFC,HEPG2,6h,100uM,3
DLPFC,HEPG2,6h,10uM,47
DLPFC,HEPG2,6h,80uM,2
DLPFC,HME1,24h,3.33uM,1
DLPFC,HME1,3h,10uM,1
DLPFC,HME1,3h,3.33uM,1
DLPFC,HS578T,24h,0.12uM,1
DLPFC,HS578T,24h,0.5uM,1
DLPFC,HS578T,24h,10uM,1
DLPFC,HS578T,3h,10uM,2
DLPFC,HS578T,3h,3.33uM,1
DLPFC,HT115,6h,10uM,2
DLPFC,HT29,24h,0.04uM,3
DLPFC,HT29,24h,0.12uM,2
DLPFC,HT29,24h,0.37uM,1
DLPFC,HT29,24h,1.11uM,1
DLPFC,HT29,24h,10uM,7
DLPFC,HT29,24h,3.33uM,1
DLPFC,HT29,6h,10uM,24
DLPFC,HUH7,24h,1uM,1
DLPFC,HUH7,24h,3uM,1
DLPFC,HUH7,6h,10uM,1
DLPFC,HUH7,6h,1uM,1
DLPFC,HUH7,6h,3uM,1
DLPFC,HUH7,6h,5uM,1
DLPFC,HUVEC,24h,10uM,1
DLPFC,LNCAP,3h,10uM,1
DLPFC,LOVO,6h,10uM,2
DLPFC,MCF7,24h,0.04uM,4
DLPFC,MCF7,24h,0.12uM,1
DLPFC,MCF7,24h,0.37uM,1
DLPFC,MCF7,24h,0.5uM,2
DLPFC,MCF7,24h,1.11uM,1
DLPFC,MCF7,24h,10uM,19
DLPFC,MCF7,24h,3uM,1
DLPFC,MCF7,24h,40uM,1
DLPFC,MCF7,6h,100uM,1
DLPFC,MCF7,6h,10uM,16
DLPFC,MCF7,6h,30uM,1
DLPFC,MCF7,6h,70uM,1
DLPFC,MDAMB231,3h,10uM,1
DLPFC,MDST8,6h,0.5uM,1
DLPFC,MDST8,6h,10uM,3
DLPFC,NCIH1694,6h,10uM,1
DLPFC,NCIH1694,6h,30uM,1
DLPFC,NCIH2073,6h,10uM,2
DLPFC,NCIH508,6h,10uM,1
DLPFC,NCIH596,6h,0.5uM,1
DLPFC,NCIH596,6h,100uM,1
DLPFC,NCIH596,6h,10uM,2
DLPFC,NEU,24h,10uM,4
DLPFC,NEU,6h,10uM,3
DLPFC,NOMO1,6h,10uM,1
DLPFC,NPC,24h,10uM,3
DLPFC,NPC,6h,10uM,2
DLPFC,OV7,6h,10uM,2
DLPFC,PC3,24h,0.04uM,2
DLPFC,PC3,24h,0.12uM,2
DLPFC,PC3,24h,0.37uM,4
DLPFC,PC3,24h,0.5uM,3
DLPFC,PC3,24h,1.11uM,3
DLPFC,PC3,24h,10uM,14
DLPFC,PC3,24h,3.33uM,3
DLPFC,PC3,6h,10uM,10
DLPFC,PC3,6h,1uM,1
DLPFC,PC3,6h,3uM,3
DLPFC,PHH,24h,10uM,3
DLPFC,PHH,6h,10uM,3
DLPFC,PHH,6h,3uM,2
DLPFC,RKO,6h,10uM,1
DLPFC,RMGI,6h,10uM,1
DLPFC,RMUGS,6h,10uM,2
DLPFC,RMUGS,6h,30uM,1
DLPFC,SKB,24h,10uM,2
DLPFC,SKBR3,3h,10uM,2
DLPFC,SKL.C,24h,0.37uM,1
DLPFC,SKL.C,24h,10uM,2
DLPFC,SKLU1,6h,10uM,1
DLPFC,SKMEL1,6h,100uM,1
DLPFC,SKMEL1,6h,10uM,1
DLPFC,SKMEL28,6h,0.5uM,1
DLPFC,SKMEL28,6h,100uM,2
DLPFC,SKMEL28,6h,10uM,8
DLPFC,SKMEL28,6h,80uM,1
DLPFC,SNGM,6h,10uM,2
DLPFC,SNU1040,6h,10uM,1
DLPFC,SNUC4,6h,10uM,3
DLPFC,SNUC5,6h,10uM,3
DLPFC,SW480,6h,100uM,1
DLPFC,SW480,6h,80uM,1
DLPFC,SW620,6h,0.5uM,1
DLPFC,SW620,6h,100uM,2
DLPFC,SW620,6h,10uM,6
DLPFC,SW620,6h,80uM,2
DLPFC,SW948,6h,100uM,2
DLPFC,SW948,6h,10uM,1
DLPFC,T3M10,6h,10uM,2
DLPFC,THP1,6h,10uM,2
DLPFC,TYKNU,6h,100uM,1
DLPFC,TYKNU,6h,10uM,2
DLPFC,VCAP,24h,0.5uM,1
DLPFC,VCAP,24h,10uM,5
DLPFC,VCAP,6h,10uM,4
DLPFC,YAPC,24h,0.12uM,2
DLPFC,YAPC,24h,0.37uM,1
DLPFC,YAPC,24h,1.11uM,2
DLPFC,YAPC,24h,10uM,3
NAC,A375,24h,0.04uM,3
NAC,A375,24h,0.12uM,8
NAC,A375,24h,0.37uM,9
NAC,A375,24h,1.11uM,5
NAC,A375,24h,10uM,6
NAC,A375,24h,3.33uM,10
NAC,A375,6h,0.5uM,1
NAC,A375,6h,10uM,33
NAC,A375,6h,80uM,1
NAC,A549,24h,0.12uM,1
NAC,A549,24h,0.5uM,1
NAC,A549,24h,10uM,15
NAC,A549,6h,0.01uM,1
NAC,A549,6h,0.1uM,1
NAC,A549,6h,0.5uM,2
NAC,A549,6h,10uM,29
NAC,A549,6h,3uM,3
NAC,A549,6h,80uM,1
NAC,A673,6h,1uM,1
NAC,ASC,24h,10uM,4
NAC,BT20,24h,0.5uM,1
NAC,CD34,24h,0.5uM,1
NAC,CD34,24h,1.11uM,1
NAC,CL34,6h,100uM,1
NAC,CL34,6h,10uM,2
NAC,CL34,6h,40uM,1
NAC,CORL23,6h,10uM,2
NAC,CORL23,6h,30uM,1
NAC,FIBRNPC,6h,10uM,1
NAC,H1299,6h,10uM,1
NAC,HA1E,24h,0.04uM,2
NAC,HA1E,24h,0.12uM,2
NAC,HA1E,24h,0.37uM,2
NAC,HA1E,24h,1.11uM,4
NAC,HA1E,24h,10uM,5
NAC,HA1E,24h,3.33uM,2
NAC,HA1E,6h,10uM,7
NAC,HA1E,6h,3uM,1
NAC,HA1E,6h,80uM,1
NAC,HCC15,6h,10uM,1
NAC,HCC515,24h,1.11uM,1
NAC,HCC515,24h,10uM,11
NAC,HCC515,6h,0.5uM,1
NAC,HCC515,6h,10uM,7
NAC,HCT116,6h,10uM,1
NAC,HELA,24h,0.03uM,1
NAC,HELA,24h,0.04uM,1
NAC,HELA,24h,0.12uM,2
NAC,HELA,24h,0.1uM,1
NAC,HELA,24h,0.37uM,3
NAC,HELA,24h,1.11uM,1
NAC,HELA,24h,10uM,1
NAC,HEPG2,24h,10uM,1
NAC,HEPG2,6h,10uM,6
NAC,HME1,24h,1.11uM,1
NAC,HME1,24h,10uM,1
NAC,HME1,3h,10uM,1
NAC,HME1,3h,3.33uM,1
NAC,HS578T,24h,0.12uM,1
NAC,HS578T,24h,0.37uM,1
NAC,HS578T,24h,1.11uM,1
NAC,HS578T,3h,0.04uM,1
NAC,HS578T,3h,1.11uM,1
NAC,HS578T,3h,10uM,1
NAC,HS578T,3h,3.33uM,2
NAC,HS578T,6h,0.5uM,1
NAC,HT115,6h,10uM,1
NAC,HT29,24h,10uM,2
NAC,HT29,6h,10uM,20
NAC,HUH7,24h,10uM,1
NAC,HUVEC,24h,0.04uM,3
NAC,HUVEC,24h,0.12uM,3
NAC,HUVEC,24h,10uM,6
NAC,HUVEC,24h,3.33uM,1
NAC,JHUEM2,6h,10uM,1
NAC,JURKAT,24h,0.37uM,1
NAC,LOVO,6h,10uM,2
NAC,MCF10A,24h,0.37uM,1
NAC,MCF10A,24h,10uM,1
NAC,MCF10A,6h,0.5uM,1
NAC,MCF10A,6h,10uM,1
NAC,MCF7,24h,0.04uM,9
NAC,MCF7,24h,0.12uM,7
NAC,MCF7,24h,0.1uM,1
NAC,MCF7,24h,0.37uM,9
