region,cellline,time,concentration,n
AI,HEC108,6h,10uM,3
AI,HEK293T,24h,0.1uM,1
AI,HEK293T,24h,10uM,1
AI,HEK293T,6h,0.1uM,2
AI,HEK293T,6h,0.5uM,2
AI,HEK293T,6h,10uM,2
AI,HEK293T,6h,3uM,2
AI,HELA,24h,0.04uM,34
AI,HELA,24h,0.12uM,42
AI,HELA,24h,0.14uM,1
AI,HELA,24h,0.33uM,1
AI,HELA,24h,0.37uM,34
AI,HELA,24h,1.11uM,45
AI,HELA,24h,10uM,47
AI,HELA,24h,3.33uM,42
AI,HEPG2,24h,0.04uM,2
AI,HEPG2,24h,0.12uM,2
AI,HEPG2,24h,0.37uM,3
AI,HEPG2,24h,0.5uM,1
AI,HEPG2,24h,1.11uM,4
AI,HEPG2,24h,10uM,11
AI,HEPG2,24h,3.33uM,8
AI,HEPG2,24h,3uM,2
AI,HEPG2,6h,0.1uM,1
AI,HEPG2,6h,0.5uM,1
AI,HEPG2,6h,100uM,1
AI,HEPG2,6h,10uM,40
AI,HEPG2,6h,1uM,1
AI,HEPG2,6h,30uM,1
AI,HEPG2,6h,3uM,4
AI,HME1,24h,0.04uM,4
AI,HME1,24h,0.12uM,6
AI,HME1,24h,0.37uM,6
AI,HME1,24h,1.11uM,6
AI,HME1,24h,10uM,7
AI,HME1,24h,3.33uM,8
AI,HME1,3h,0.04uM,3
AI,HME1,3h,0.12uM,3
AI,HME1,3h,0.37uM,1
AI,HME1,3h,1.11uM,5
AI,HME1,3h,10uM,2
AI,HME1,3h,3.33uM,4
AI,HS578T,24h,0.04uM,4
AI,HS578T,24h,0.12uM,1
AI,HS578T,24h,0.1uM,1
AI,HS578T,24h,0.37uM,3
AI,HS578T,24h,0.5uM,1
AI,HS578T,24h,1.11uM,3
AI,HS578T,24h,10uM,2
AI,HS578T,24h,1uM,1
AI,HS578T,24h,3.33uM,4
AI,HS578T,3h,0.04uM,5
AI,HS578T,3h,0.12uM,3
AI,HS578T,3h,0.37uM,2
AI,HS578T,6h,10uM,1
AI,HT115,6h,100uM,1
AI,HT115,6h,10uM,7
AI,HT115,6h,90uM,1
AI,HT29,24h,0.04uM,12
AI,HT29,24h,0.12uM,18
AI,HT29,24h,0.37uM,20
AI,HT29,24h,0.5uM,1
AI,HT29,24h,1.11uM,27
AI,HT29,24h,10uM,31
AI,HT29,24h,1uM,1
AI,HT29,24h,3.33uM,19
AI,HT29,6h,0.1uM,2
AI,HT29,6h,0.5uM,1
AI,HT29,6h,100uM,1
AI,HT29,6h,10uM,90
AI,HT29,6h,3uM,2
AI,HUES3,24h,0.12uM,1
AI,HUES3,24h,1.11uM,1
AI,HUES3,24h,3.33uM,1
AI,HUH7,24h,10uM,3
AI,HUH7,24h,3uM,3
AI,HUH7,6h,10uM,3
AI,HUH7,6h,3uM,3
AI,HUVEC,24h,0.04uM,2
AI,HUVEC,24h,0.12uM,1
AI,HUVEC,24h,0.37uM,2
AI,HUVEC,24h,1.11uM,3
AI,HUVEC,24h,10uM,15
AI,HUVEC,24h,3.33uM,7
AI,JHUEM2,6h,10uM,1
AI,JHUEM2,6h,1uM,1
AI,JHUEM2,6h,30uM,1
AI,JURKAT,24h,0.12uM,1
AI,JURKAT,24h,0.1uM,2
AI,JURKAT,24h,0.5uM,2
AI,JURKAT,24h,10uM,1
AI,JURKAT,24h,1uM,1
AI,JURKAT,24h,3.33uM,1
AI,JURKAT,24h,3uM,3
AI,JURKAT,6h,0.1uM,1
AI,JURKAT,6h,0.5uM,1
AI,JURKAT,6h,10uM,1
AI,LNCAP,24h,0.04uM,2
AI,LNCAP,24h,0.37uM,2
AI,LNCAP,24h,3.33uM,1
AI,LNCAP,3h,0.04uM,1
AI,LNCAP,3h,10uM,1
AI,LOVO,6h,0.1uM,1
AI,LOVO,6h,10uM,7
AI,MCF10A,24h,0.04uM,4
AI,MCF10A,24h,0.12uM,5
AI,MCF10A,24h,0.1uM,5
AI,MCF10A,24h,0.37uM,7
AI,MCF10A,24h,0.5uM,7
AI,MCF10A,24h,1.11uM,7
AI,MCF10A,24h,10uM,22
AI,MCF10A,24h,1uM,8
AI,MCF10A,24h,3.33uM,8
AI,MCF10A,3h,0.04uM,3
AI,MCF10A,3h,0.12uM,6
AI,MCF10A,3h,0.37uM,7
AI,MCF10A,3h,1.11uM,5
AI,MCF10A,3h,10uM,14
AI,MCF10A,3h,3.33uM,8
AI,MCF10A,6h,0.1uM,3
AI,MCF10A,6h,0.5uM,3
AI,MCF10A,6h,10uM,8
AI,MCF10A,6h,1uM,5
AI,MCF7,24h,0.001uM,8
AI,MCF7,24h,0.01uM,9
AI,MCF7,24h,0.04uM,25
AI,MCF7,24h,0.12uM,40
AI,MCF7,24h,0.1uM,10
AI,MCF7,24h,0.37uM,24
AI,MCF7,24h,0.5uM,21
AI,MCF7,24h,1.11uM,41
AI,MCF7,24h,100uM,2
AI,MCF7,24h,10uM,201
AI,MCF7,24h,1uM,22
AI,MCF7,24h,3.33uM,50
AI,MCF7,24h,3uM,21
AI,MCF7,24h,40uM,1
AI,MCF7,24h,5uM,2
AI,MCF7,24h,80uM,1
AI,MCF7,3h,0.04uM,2
AI,MCF7,3h,0.12uM,3
AI,MCF7,3h,0.37uM,1
AI,MCF7,3h,1.11uM,4
AI,MCF7,3h,10uM,5
AI,MCF7,3h,3.33uM,4
AI,MCF7,6h,0.001uM,6
AI,MCF7,6h,0.01uM,7
AI,MCF7,6h,0.1uM,13
AI,MCF7,6h,0.5uM,19
AI,MCF7,6h,100uM,1
AI,MCF7,6h,10uM,182
AI,MCF7,6h,1uM,24
AI,MCF7,6h,3uM,22
AI,MCF7,6h,5uM,2
AI,MCF7,6h,80uM,1
AI,MDAMB231,24h,0.04uM,3
AI,MDAMB231,24h,0.12uM,1
AI,MDAMB231,24h,0.1uM,3
AI,MDAMB231,24h,0.37uM,1
AI,MDAMB231,24h,0.5uM,3
AI,MDAMB231,24h,1.11uM,3
AI,MDAMB231,24h,10uM,7
AI,MDAMB231,24h,1uM,3
AI,MDAMB231,24h,3.33uM,3
AI,MDAMB231,3h,0.04uM,4
AI,MDAMB231,3h,0.12uM,2
AI,MDAMB231,3h,0.37uM,5
AI,MDAMB231,3h,1.11uM,3
AI,MDAMB231,3h,10uM,2
AI,MDAMB231,3h,3.33uM,3
AI,MDAMB231,6h,0.1uM,5
AI,MDAMB231,6h,0.5uM,4
AI,MDAMB231,6h,10uM,4
AI,MDAMB231,6h,1uM,5
AI,MDST8,6h,0.1uM,1
AI,MDST8,6h,100uM,1
AI,MDST8,6h,10uM,4
AI,MDST8,6h,80uM,1
AI,MNEU.E,24h,0.12uM,2
AI,MNEU.E,24h,0.37uM,2
AI,MNEU.E,24h,1.11uM,1
AI,MNEU.E,24h,10uM,4
AI,MNEU.E,24h,3.33uM,1
AI,NCIH1694,6h,10uM,4
AI,NCIH2073,6h,10uM,7
AI,NCIH2073,6h,80uM,1
AI,NCIH508,6h,10uM,3
AI,NCIH596,6h,10uM,5
AI,NCIH596,6h,80uM,1
AI,NEU,24h,0.04uM,2
AI,NEU,24h,0.12uM,1
AI,NEU,24h,0.1uM,1
AI,NEU,24h,0.37uM,5
AI,NEU,24h,1.11uM,2
AI,NEU,24h,10uM,21
AI,NEU,24h,3.33uM,1
AI,NEU,24h,3uM,1
AI,NEU,6h,10uM,14
AI,NKDBA,24h,10uM,2
AI,NKDBA,24h,1uM,1
AI,NKDBA,24h,3uM,1
AI,NKDBA,24h,5uM,1
AI,NOMO1,6h,10uM,2
AI,NPC,24h,0.04uM,4
AI,NPC,24h,0.12uM,4
AI,NPC,24h,0.37uM,7
AI,NPC,24h,1.11uM,8
AI,NPC,24h,10uM,48
AI,NPC,24h,1uM,1
AI,NPC,24h,3.33uM,6
AI,NPC,24h,3uM,1
AI,NPC,6h,10uM,15
AI,NPC.CAS9,24h,0.04uM,5
AI,NPC.CAS9,24h,0.12uM,4
AI,NPC.CAS9,24h,0.37uM,3
AI,NPC.CAS9,24h,1.11uM,4
AI,NPC.CAS9,24h,10uM,3
AI,NPC.CAS9,24h,3.33uM,2
AI,NPC.TAK,24h,0.04uM,4
AI,NPC.TAK,24h,0.12uM,7
AI,NPC.TAK,24h,0.37uM,7
AI,NPC.TAK,24h,1.11uM,6
AI,NPC.TAK,24h,10uM,6
AI,NPC.TAK,24h,3.33uM,6
AI,OV7,6h,100uM,1
AI,OV7,6h,10uM,8
AI,OV7,6h,80uM,3
AI,PC3,24h,0.04uM,36
AI,PC3,24h,0.12uM,28
AI,PC3,24h,0.1uM,6
AI,PC3,24h,0.37uM,30
AI,PC3,24h,0.5uM,11
AI,PC3,24h,0uM,1
AI,PC3,24h,1.11uM,27
AI,PC3,24h,100uM,1
AI,PC3,24h,10uM,174
AI,PC3,24h,1uM,5
AI,PC3,24h,3.33uM,32
AI,PC3,24h,3uM,3
AI,PC3,24h,5uM,3
AI,PC3,6h,0.01uM,1
AI,PC3,6h,0.1uM,6
AI,PC3,6h,0.5uM,12
AI,PC3,6h,10uM,107
AI,PC3,6h,1uM,12
AI,PC3,6h,20uM,1
AI,PC3,6h,3uM,4
AI,PC3,6h,40uM,2
AI,PC3,6h,5uM,1
AI,PC3,6h,80uM,1
AI,PHH,24h,10uM,11
AI,PHH,24h,50uM,1
AI,PHH,24h,5uM,1
AI,PHH,6h,10uM,2
AI,PHH,6h,5uM,1
AI,PL21,6h,0.1uM,1
AI,PL21,6h,40uM,1
AI,RKO,6h,10uM,5
AI,RKO,6h,40uM,1
AI,RMGI,6h,100uM,1
AI,RMGI,6h,10uM,2
AI,RMUGS,6h,10uM,3
AI,RMUGS,6h,80uM,1
AI,SKB,24h,10uM,62
AI,SKBR3,24h,0.04uM,5
AI,SKBR3,24h,0.12uM,3
AI,SKBR3,24h,0.1uM,2
AI,SKBR3,24h,0.37uM,2
AI,SKBR3,24h,0.5uM,3
AI,SKBR3,24h,1.11uM,3
AI,SKBR3,24h,10uM,8
AI,SKBR3,24h,1uM,5
AI,SKBR3,24h,3.33uM,4
AI,SKBR3,3h,0.04uM,2
AI,SKBR3,3h,0.12uM,1
AI,SKBR3,3h,0.37uM,5
AI,SKBR3,3h,1.11uM,2
AI,SKBR3,3h,10uM,3
AI,SKBR3,3h,3.33uM,4
AI,SKBR3,6h,0.1uM,5
AI,SKBR3,6h,0.5uM,3
AI,SKBR3,6h,10uM,2
AI,SKBR3,6h,1uM,5
AI,SKL,24h,0.04uM,3
AI,SKL,24h,0.12uM,3
AI,SKL,24h,0.37uM,3
AI,SKL,24h,1.11uM,2
AI,SKL,24h,10uM,8
AI,SKL,24h,3.33uM,5
AI,SKL.C,24h,0.04uM,3
AI,SKL.C,24h,0.12uM,3
AI,SKL.C,24h,1.11uM,3
AI,SKL.C,24h,10uM,2
AI,SKL.C,24h,3.33uM,3
AI,SKLU1,6h,10uM,2
AI,SKLU1,6h,80uM,1
AI,SKM1,6h,10uM,4
AI,SKMEL1,6h,0.5uM,1
AI,SKMEL1,6h,10uM,3
AI,SKMEL1,6h,1uM,1
AI,SKMEL1,6h,70uM,1
AI,SKMEL1,6h,80uM,1
AI,SKMEL28,6h,0.1uM,2
AI,SKMEL28,6h,100uM,1
AI,SKMEL28,6h,10uM,3
AI,SKMEL28,6h,1uM,1
AI,SKMEL28,6h,40uM,1
AI,SKMEL28,6h,80uM,1
AI,SNGM,6h,10uM,3
AI,SNU1040,6h,0.1uM,1
AI,SNU1040,6h,10uM,3
AI,SNU1040,6h,1uM,1
AI,SNU1040,6h,80uM,1
AI,SNUC4,6h,10uM,5
AI,SNUC4,6h,80uM,1
AI,SNUC5,6h,0.5uM,1
AI,SNUC5,6h,10uM,5
AI,SNUC5,6h,1uM,1
AI,SNUC5,6h,80uM,1
AI,SW480,6h,10uM,3
AI,SW620,6h,10uM,10
AI,SW620,6h,1uM,1
AI,SW620,6h,40uM,1
AI,SW620,6h,70uM,1
AI,SW948,6h,10uM,5
AI,SW948,6h,80uM,1
AI,SW948,6h,90uM,1
AI,T3M10,6h,100uM,1
AI,T3M10,6h,10uM,9
AI,THP1,24h,0.01uM,1
AI,THP1,6h,0.001uM,2
AI,THP1,6h,10uM,3
AI,U266,24h,0.5uM,1
AI,U266,24h,10uM,2
AI,U266,6h,0.1uM,2
AI,U266,6h,0.5uM,2
AI,U266,6h,3uM,2
AI,U937,24h,1uM,2
AI,U937,24h,3uM,3
AI,U937,6h,10uM,5
AI,U937,6h,1uM,1
AI,VCAP,24h,0.5uM,3
AI,VCAP,24h,10uM,74
AI,VCAP,24h,1uM,2
AI,VCAP,24h,5uM,1
AI,VCAP,6h,0.1uM,5
AI,VCAP,6h,0.5uM,3
AI,VCAP,6h,100uM,1
AI,VCAP,6h,10uM,92
AI,VCAP,6h,1uM,1
AI,VCAP,6h,30uM,1
AI,WSUDLCL2,6h,10uM,2
AI,YAPC,24h,0.04uM,14
AI,YAPC,24h,0.12uM,20
AI,YAPC,24h,0.37uM,26
AI,YAPC,24h,0.67uM,1
AI,YAPC,24h,1.11uM,36
AI,YAPC,24h,10uM,45
AI,YAPC,24h,3.33uM,34
CG,A375,24h,0.04uM,35
CG,A375,24h,0.08uM,1
CG,A375,24h,0.12uM,48
CG,A375,24h,0.1uM,1
CG,A375,24h,0.37uM,38
CG,A375,24h,0.5uM,1
CG,A375,24h,1.11uM,46
CG,A375,24h,100uM,1
CG,A375,24h,10uM,78
CG,A375,24h,3.33uM,49
CG,A375,24h,30uM,1
CG,A375,24h,3uM,1
CG,A375,24h,90uM,1
CG,A375,6h,0.1uM,5
CG,A375,6h,0.5uM,4
CG,A375,6h,10uM,86
CG,A375,6h,3uM,4
CG,A549,24h,0.001uM,6
CG,A549,24h,0.01uM,5
CG,A549,24h,0.04uM,8
CG,A549,24h,0.12uM,7
CG,A549,24h,0.1uM,4
CG,A549,24h,0.37uM,7
CG,A549,24h,0.5uM,6
CG,A549,24h,1.11uM,10
CG,A549,24h,10uM,83
CG,A549,24h,1uM,2
CG,A549,24h,3.33uM,11
CG,A549,24h,30uM,1
CG,A549,24h,3uM,1
CG,A549,24h,40uM,1
CG,A549,6h,0.001uM,6
CG,A549,6h,0.1uM,4
CG,A549,6h,0.5uM,3
CG,A549,6h,100uM,2
CG,A549,6h,10uM,101
CG,A549,6h,1uM,3
CG,A549,6h,3uM,5
CG,A549,6h,5uM,1
CG,A549,6h,80uM,1
CG,A549,6h,90uM,1
CG,A673,6h,100uM,1
CG,A673,6h,10uM,3
CG,A673,6h,3uM,1
CG,AGS,6h,0.5uM,2
CG,AGS,6h,100uM,1
CG,AGS,6h,10uM,3
CG,AGS,6h,40uM,1
CG,AGS,6h,80uM,1
CG,ASC,24h,0.04uM,3
CG,ASC,24h,0.12uM,3
CG,ASC,24h,0.37uM,2
CG,ASC,24h,1.11uM,4
CG,ASC,24h,10uM,41
CG,ASC,24h,3.33uM,2
CG,ASC.C,24h,0.04uM,1
CG,ASC.C,24h,0.12uM,2
CG,ASC.C,24h,0.37uM,4
CG,ASC.C,24h,10uM,3
CG,ASC.C,24h,3.33uM,3
CG,BT20,24h,0.04uM,4
CG,BT20,24h,0.12uM,2
CG,BT20,24h,0.1uM,5
CG,BT20,24h,0.37uM,3
CG,BT20,24h,0.5uM,6
CG,BT20,24h,1.11uM,6
CG,BT20,24h,10uM,20
CG,BT20,24h,1uM,6
CG,BT20,24h,3.33uM,7
CG,BT20,3h,0.12uM,3
CG,BT20,3h,0.37uM,2
CG,BT20,3h,1.11uM,2
CG,BT20,3h,10uM,7
CG,BT20,3h,3.33uM,5
CG,BT20,6h,0.1uM,1
CG,BT20,6h,0.5uM,4
CG,BT20,6h,10uM,5
CG,BT20,6h,1uM,4
CG,CD34,24h,0.04uM,6
CG,CD34,24h,0.12uM,4
CG,CD34,24h,0.37uM,5
CG,CD34,24h,0.5uM,1
CG,CD34,24h,1.11uM,7
CG,CD34,24h,10uM,11
CG,CD34,24h,1uM,1
CG,CD34,24h,3.33uM,4
CG,CD34,6h,0.5uM,2
CG,CD34,6h,10uM,1
CG,CD34,6h,1uM,4
CG,CD34,6h,3uM,2
CG,CL34,6h,0.5uM,1
CG,CL34,6h,10uM,3
CG,CORL23,6h,10uM,2
CG,CORL23,6h,1uM,1
CG,COV644,6h,100uM,1
CG,COV644,6h,10uM,5
CG,COV644,6h,90uM,1
CG,DV90,6h,100uM,1
CG,DV90,6h,10uM,9
CG,DV90,6h,90uM,1
CG,EFO27,6h,0.5uM,1
CG,EFO27,6h,10uM,3
CG,EFO27,6h,80uM,1
CG,FIBRNPC,24h,0.1uM,2
CG,FIBRNPC,24h,10uM,12
CG,FIBRNPC,6h,10uM,9
CG,H1299,6h,10uM,7
CG,H1299,6h,40uM,1
CG,H1299,6h,80uM,2
CG,HA1E,24h,0.04uM,35
CG,HA1E,24h,0.12uM,30
CG,HA1E,24h,0.37uM,34
CG,HA1E,24h,0.5uM,2
CG,HA1E,24h,1.11uM,41
CG,HA1E,24h,100uM,3
CG,HA1E,24h,10uM,91
CG,HA1E,24h,20uM,4
CG,HA1E,24h,3.33uM,37
CG,HA1E,24h,3.35uM,1
CG,HA1E,24h,30uM,1
CG,HA1E,24h,3uM,2
CG,HA1E,24h,4.8uM,1
CG,HA1E,24h,40uM,1
CG,HA1E,24h,5uM,1
CG,HA1E,6h,0.01uM,1
CG,HA1E,6h,0.5uM,1
CG,HA1E,6h,100uM,1
CG,HA1E,6h,10uM,87
CG,HA1E,6h,1uM,1
CG,HA1E,6h,20uM,2
CG,HA1E,6h,3uM,1
CG,HA1E,6h,5uM,1
CG,HA1E,6h,90uM,1
CG,HCC15,6h,10uM,8
CG,HCC515,24h,0.04uM,11
CG,HCC515,24h,0.12uM,11
CG,HCC515,24h,0.37uM,15
CG,HCC515,24h,0.41uM,1
CG,HCC515,24h,1.11uM,12
CG,HCC515,24h,10uM,52
CG,HCC515,24h,3.33uM,11
CG,HCC515,6h,0.001uM,4
CG,HCC515,6h,0.01uM,3
CG,HCC515,6h,0.5uM,1
CG,HCC515,6h,10uM,46
CG,HCC515,6h,1uM,1
CG,HCC515,6h,80uM,1
CG,HCT116,6h,10uM,6
CG,HCT116,6h,80uM,1
CG,HEC108,6h,10uM,5
CG,HEC108,6h,80uM,1
CG,HEC108,6h,90uM,1
CG,HEK293T,24h,0.5uM,1
CG,HEK293T,24h,10uM,1
CG,HEK293T,6h,0.5uM,1
CG,HELA,24h,0.02uM,1
CG,HELA,24h,0.04uM,35
CG,HELA,24h,0.12uM,27
CG,HELA,24h,0.25uM,1
CG,HELA,24h,0.37uM,34
CG,HELA,24h,1.11uM,33
CG,HELA,24h,1.12uM,1
CG,HELA,24h,10uM,45
CG,HELA,24h,3.33uM,33
CG,HELA,24h,3.35uM,1
CG,HEPG2,24h,0.04uM,7
CG,HEPG2,24h,0.12uM,3
CG,HEPG2,24h,0.1uM,1
CG,HEPG2,24h,0.37uM,5
CG,HEPG2,24h,1.11uM,8
CG,HEPG2,24h,10uM,17
CG,HEPG2,24h,3.33uM,7
CG,HEPG2,24h,3uM,4
CG,HEPG2,6h,0.5uM,1
CG,HEPG2,6h,10uM,82
CG,HEPG2,6h,1uM,2
CG,HEPG2,6h,3uM,3
CG,HL60,24h,0.5uM,1
CG,HL60,24h,10uM,1
CG,HL60,24h,1uM,1
CG,HL60,6h,10uM,1
CG,HME1,24h,0.04uM,5
CG,HME1,24h,0.12uM,1
CG,HME1,24h,0.37uM,6
CG,HME1,24h,1.11uM,5
CG,HME1,24h,10uM,5
CG,HME1,24h,3.33uM,6
CG,HME1,3h,0.04uM,1
CG,HME1,3h,0.12uM,5
CG,HME1,3h,1.11uM,3
CG,HME1,3h,3.33uM,3
CG,HS578T,24h,0.04uM,4
CG,HS578T,24h,0.12uM,1
CG,HS578T,24h,0.1uM,2
CG,HS578T,24h,0.37uM,1
CG,HS578T,24h,0.5uM,3
CG,HS578T,24h,1.11uM,4
CG,HS578T,24h,10uM,10
CG,HS578T,24h,1uM,4
CG,HS578T,24h,3.33uM,1
CG,HS578T,3h,0.04uM,5
CG,HS578T,3h,0.37uM,4
CG,HS578T,3h,1.11uM,4
CG,HS578T,3h,10uM,5
CG,HS578T,3h,3.33uM,2
CG,HS578T,6h,0.1uM,3
CG,HS578T,6h,0.5uM,1
CG,HS578T,6h,10uM,4
CG,HS578T,6h,1uM,3
CG,HT115,6h,10uM,5
CG,HT115,6h,90uM,1
CG,HT29,24h,0.04uM,36
CG,HT29,24h,0.12uM,29
CG,HT29,24h,0.1uM,2
CG,HT29,24h,0.37uM,25
CG,HT29,24h,0.5uM,5
CG,HT29,24h,1.11uM,21
CG,HT29,24h,100uM,2
CG,HT29,24h,10uM,58
CG,HT29,24h,1uM,1
CG,HT29,24h,2.26uM,1
CG,HT29,24h,3.33uM,36
CG,HT29,24h,3uM,1
CG,HT29,24h,70uM,1
CG,HT29,6h,0.1uM,1
CG,HT29,6h,0.5uM,1
CG,HT29,6h,10uM,119
CG,HT29,6h,80uM,1
CG,HUES3,24h,0.04uM,1
CG,HUES3,24h,0.12uM,1
CG,HUES3,24h,10uM,2
CG,HUH7,24h,10uM,1
CG,HUH7,24h,3uM,1
CG,HUH7,6h,10uM,1
CG,HUH7,6h,3uM,2
CG,HUVEC,24h,0.12uM,3
CG,HUVEC,24h,1.11uM,2
CG,HUVEC,24h,10uM,1
CG,HUVEC,24h,3.33uM,1
CG,JHUEM2,6h,10uM,5
CG,JHUEM2,6h,80uM,1
CG,JURKAT,24h,0.04uM,1
CG,JURKAT,24h,0.37uM,1
CG,JURKAT,24h,0.5uM,1
CG,JURKAT,24h,10uM,2
CG,JURKAT,24h,1uM,2
CG,JURKAT,6h,10uM,2
CG,LNCAP,24h,0.04uM,2
CG,LNCAP,24h,0.12uM,1
CG,LNCAP,24h,0.37uM,3
CG,LNCAP,24h,1.11uM,2
CG,LNCAP,3h,0.04uM,1
CG,LNCAP,3h,0.12uM,1
CG,LNCAP,3h,0.37uM,1
CG,LNCAP,3h,1.11uM,1
CG,LNCAP,3h,3.33uM,1
CG,LOVO,6h,10uM,3
CG,MCF10A,24h,0.04uM,1
CG,MCF10A,24h,0.12uM,4
CG,MCF10A,24h,0.1uM,2
CG,MCF10A,24h,0.5uM,1
CG,MCF10A,24h,1.11uM,4
CG,MCF10A,24h,10uM,4
CG,MCF10A,24h,1uM,2
CG,MCF10A,24h,3.33uM,3
CG,MCF10A,3h,0.04uM,5
CG,MCF10A,3h,0.12uM,7
