region,cellline,time,concentration,n
AI,HCC515,6h,0.5uM,2
AI,HCC515,6h,10uM,74
AI,HCT116,6h,10uM,4
AI,HCT116,6h,40uM,2
AI,HCT116,6h,80uM,1
AI,HEC108,6h,10uM,10
AI,HEC108,6h,40uM,2
AI,HEK293T,24h,0.1uM,2
AI,HEK293T,24h,0.5uM,1
AI,HEK293T,24h,10uM,1
AI,HEK293T,24h,3uM,1
AI,HEK293T,6h,0.1uM,1
AI,HEK293T,6h,0.5uM,1
AI,HELA,24h,0.01uM,1
AI,HELA,24h,0.02uM,1
AI,HELA,24h,0.04uM,60
AI,HELA,24h,0.11uM,1
AI,HELA,24h,0.12uM,62
AI,HELA,24h,0.1uM,1
AI,HELA,24h,0.37uM,71
AI,HELA,24h,0.3uM,1
AI,HELA,24h,0.9uM,1
AI,HELA,24h,1.11uM,78
AI,HELA,24h,10uM,161
AI,HELA,24h,1uM,1
AI,HELA,24h,3.33uM,94
AI,HELA,24h,3.73uM,1
AI,HELA,24h,4.17uM,1
AI,HELA,24h,6.79uM,1
AI,HEPG2,24h,0.04uM,2
AI,HEPG2,24h,0.12uM,4
AI,HEPG2,24h,0.1uM,1
AI,HEPG2,24h,0.37uM,6
AI,HEPG2,24h,0.5uM,4
AI,HEPG2,24h,1.11uM,9
AI,HEPG2,24h,10uM,12
AI,HEPG2,24h,3.33uM,9
AI,HEPG2,24h,33.33uM,1
AI,HEPG2,24h,3uM,3
AI,HEPG2,6h,0.1uM,1
AI,HEPG2,6h,0.5uM,1
AI,HEPG2,6h,100uM,1
AI,HEPG2,6h,10uM,44
AI,HEPG2,6h,1uM,1
AI,HEPG2,6h,3uM,2
AI,HEPG2,6h,40uM,1
AI,HEPG2,6h,5uM,1
AI,HEPG2,6h,70uM,1
AI,HL60,24h,0.5uM,3
AI,HL60,24h,10uM,2
AI,HL60,24h,1uM,1
AI,HL60,24h,3uM,2
AI,HL60,6h,10uM,1
AI,HL60,6h,1uM,2
AI,HL60,6h,3uM,2
AI,HME1,24h,0.04uM,5
AI,HME1,24h,0.12uM,1
AI,HME1,24h,0.37uM,3
AI,HME1,24h,1.11uM,3
AI,HME1,24h,10uM,9
AI,HME1,24h,3.33uM,1
AI,HME1,3h,0.04uM,1
AI,HME1,3h,10uM,3
AI,HS578T,24h,0.04uM,6
AI,HS578T,24h,0.12uM,2
AI,HS578T,24h,0.1uM,1
AI,HS578T,24h,0.37uM,3
AI,HS578T,24h,1.11uM,2
AI,HS578T,24h,10uM,3
AI,HS578T,24h,3.33uM,3
AI,HS578T,3h,0.04uM,1
AI,HS578T,3h,0.12uM,1
AI,HS578T,3h,0.37uM,1
AI,HS578T,3h,1.11uM,4
AI,HS578T,3h,3.33uM,2
AI,HS578T,6h,0.1uM,2
AI,HS578T,6h,0.5uM,1
AI,HS578T,6h,10uM,3
AI,HS578T,6h,1uM,1
AI,HT115,6h,0.5uM,1
AI,HT115,6h,100uM,2
AI,HT115,6h,10uM,8
AI,HT115,6h,40uM,1
AI,HT29,24h,0.02uM,1
AI,HT29,24h,0.04uM,62
AI,HT29,24h,0.12uM,61
AI,HT29,24h,0.18uM,1
AI,HT29,24h,0.1uM,2
AI,HT29,24h,0.35uM,1
AI,HT29,24h,0.37uM,60
AI,HT29,24h,0.3uM,1
AI,HT29,24h,0.5uM,2
AI,HT29,24h,1.11uM,61
AI,HT29,24h,100uM,1
AI,HT29,24h,10uM,138
AI,HT29,24h,11.11uM,1
AI,HT29,24h,11.2uM,1
AI,HT29,24h,1uM,1
AI,HT29,24h,3.33uM,72
AI,HT29,24h,3uM,3
AI,HT29,24h,40uM,1
AI,HT29,24h,70uM,1
AI,HT29,24h,80uM,1
AI,HT29,6h,0.5uM,2
AI,HT29,6h,100uM,2
AI,HT29,6h,10uM,143
AI,HT29,6h,80uM,1
AI,HUES3,24h,0.04uM,1
AI,HUES3,24h,0.37uM,1
AI,HUES3,24h,10uM,2
AI,HUES3,24h,3.33uM,1
AI,HUH7,24h,10uM,3
AI,HUH7,24h,1uM,1
AI,HUH7,24h,3uM,5
AI,HUH7,6h,0.5uM,1
AI,HUH7,6h,10uM,3
AI,HUH7,6h,1uM,1
AI,HUH7,6h,3uM,2
AI,HUH7,6h,5uM,1
AI,HUVEC,24h,0.04uM,5
AI,HUVEC,24h,0.12uM,3
AI,HUVEC,24h,0.37uM,2
AI,HUVEC,24h,1.11uM,3
AI,HUVEC,24h,10uM,6
AI,HUVEC,24h,3.33uM,3
AI,JHUEM2,6h,10uM,1
AI,JHUEM2,6h,40uM,1
AI,JURKAT,24h,0.12uM,1
AI,JURKAT,24h,0.1uM,1
AI,JURKAT,24h,0.37uM,2
AI,JURKAT,24h,1.11uM,2
AI,JURKAT,24h,10uM,6
AI,JURKAT,24h,3.33uM,1
AI,JURKAT,24h,3uM,1
AI,JURKAT,6h,3uM,1
AI,LNCAP,24h,0.04uM,1
AI,LNCAP,24h,1.11uM,1
AI,LNCAP,24h,10uM,2
AI,LNCAP,24h,3.33uM,1
AI,LNCAP,3h,0.04uM,1
AI,LNCAP,3h,0.12uM,1
AI,LNCAP,3h,0.37uM,2
AI,LNCAP,3h,10uM,1
AI,LNCAP,3h,3.33uM,3
AI,LOVO,6h,0.1uM,1
AI,LOVO,6h,10uM,10
AI,LOVO,6h,1uM,1
AI,MCF10A,24h,0.04uM,5
AI,MCF10A,24h,0.37uM,1
AI,MCF10A,24h,10uM,4
AI,MCF10A,24h,1uM,1
AI,MCF10A,24h,3.33uM,3
AI,MCF10A,3h,0.04uM,2
AI,MCF10A,3h,0.12uM,2
AI,MCF10A,3h,0.37uM,3
AI,MCF10A,3h,1.11uM,2
AI,MCF10A,3h,10uM,5
AI,MCF10A,3h,3.33uM,1
AI,MCF10A,6h,0.1uM,2
AI,MCF10A,6h,0.5uM,1
AI,MCF10A,6h,1uM,1
AI,MCF7,24h,0.001uM,3
AI,MCF7,24h,0.01uM,2
AI,MCF7,24h,0.04uM,54
AI,MCF7,24h,0.12uM,44
AI,MCF7,24h,0.18uM,1
AI,MCF7,24h,0.1uM,5
AI,MCF7,24h,0.37uM,50
AI,MCF7,24h,0.5uM,6
AI,MCF7,24h,1.11uM,48
AI,MCF7,24h,1.23uM,1
AI,MCF7,24h,10.05uM,1
AI,MCF7,24h,10uM,163
AI,MCF7,24h,1uM,13
AI,MCF7,24h,20uM,1
AI,MCF7,24h,3.33uM,74
AI,MCF7,24h,3uM,4
AI,MCF7,24h,40uM,1
AI,MCF7,24h,5uM,2
AI,MCF7,3h,0.12uM,1
AI,MCF7,3h,0.37uM,1
AI,MCF7,3h,1.11uM,2
AI,MCF7,3h,10uM,1
AI,MCF7,3h,3.33uM,3
AI,MCF7,6h,0.001uM,1
AI,MCF7,6h,0.01uM,4
AI,MCF7,6h,0.1uM,11
AI,MCF7,6h,0.5uM,7
AI,MCF7,6h,100uM,1
AI,MCF7,6h,10uM,177
AI,MCF7,6h,1uM,18
AI,MCF7,6h,20uM,7
AI,MCF7,6h,3uM,17
AI,MCF7,6h,40uM,4
AI,MCF7,6h,5uM,2
AI,MCH58,144h,NA,1
AI,MDAMB231,24h,0.04uM,3
AI,MDAMB231,24h,0.12uM,1
AI,MDAMB231,24h,0.1uM,2
AI,MDAMB231,24h,0.5uM,2
AI,MDAMB231,24h,1.11uM,5
AI,MDAMB231,24h,10uM,6
AI,MDAMB231,24h,1uM,2
AI,MDAMB231,24h,3.33uM,3
AI,MDAMB231,3h,0.04uM,3
AI,MDAMB231,3h,0.12uM,2
AI,MDAMB231,3h,0.37uM,3
AI,MDAMB231,3h,1.11uM,1
AI,MDAMB231,3h,10uM,1
AI,MDAMB231,6h,0.1uM,2
AI,MDAMB231,6h,0.5uM,3
AI,MDAMB231,6h,10uM,3
AI,MDST8,6h,0.5uM,1
AI,MDST8,6h,100uM,1
AI,MDST8,6h,10uM,12
AI,MDST8,6h,40uM,1
AI,MNEU.E,24h,0.04uM,1
AI,MNEU.E,24h,0.37uM,1
AI,MNEU.E,24h,10uM,5
AI,MNEU.E,24h,3.33uM,2
AI,NCIH1694,6h,0.5uM,1
AI,NCIH1694,6h,10uM,1
AI,NCIH1836,6h,10uM,8
AI,NCIH1836,6h,1uM,2
AI,NCIH1836,6h,80uM,1
AI,NCIH2073,6h,100uM,1
AI,NCIH2073,6h,10uM,5
AI,NCIH508,6h,0.5uM,2
AI,NCIH508,6h,100uM,1
AI,NCIH508,6h,10uM,9
AI,NCIH508,6h,3uM,1
AI,NCIH508,6h,40uM,2
AI,NCIH508,6h,5uM,1
AI,NCIH508,6h,90uM,1
AI,NCIH596,6h,0.5uM,1
AI,NCIH596,6h,100uM,1
AI,NCIH596,6h,10uM,8
AI,NEU,24h,0.04uM,3
AI,NEU,24h,0.37uM,2
AI,NEU,24h,1.11uM,6
AI,NEU,24h,10uM,22
AI,NEU,24h,1uM,1
AI,NEU,24h,3.33uM,2
AI,NEU,6h,10uM,17
AI,NKDBA,24h,0.5uM,2
AI,NKDBA,24h,10uM,1
AI,NKDBA,24h,1uM,1
AI,NKDBA,24h,3uM,2
AI,NOMO1,24h,0.01uM,1
AI,NOMO1,24h,0.1uM,1
AI,NOMO1,24h,0.5uM,1
AI,NOMO1,6h,0.001uM,1
AI,NOMO1,6h,0.01uM,1
AI,NOMO1,6h,0.1uM,1
AI,NOMO1,6h,10uM,7
AI,NPC,24h,0.12uM,2
AI,NPC,24h,0.37uM,1
AI,NPC,24h,10uM,46
AI,NPC,24h,3.33uM,3
AI,NPC,24h,3uM,1
AI,NPC,6h,10uM,24
AI,NPC.CAS9,24h,0.04uM,2
AI,NPC.CAS9,24h,0.12uM,6
AI,NPC.CAS9,24h,0.37uM,4
AI,NPC.CAS9,24h,1.11uM,3
AI,NPC.CAS9,24h,10uM,2
AI,NPC.TAK,24h,0.04uM,1
AI,NPC.TAK,24h,0.12uM,1
AI,NPC.TAK,24h,1.11uM,3
AI,NPC.TAK,24h,10uM,1
AI,NPC.TAK,24h,3.33uM,2
AI,OV7,6h,10uM,4
AI,PC3,24h,0.01uM,1
AI,PC3,24h,0.04uM,47
AI,PC3,24h,0.12uM,53
AI,PC3,24h,0.18uM,1
AI,PC3,24h,0.1uM,8
AI,PC3,24h,0.35uM,1
AI,PC3,24h,0.37uM,42
AI,PC3,24h,0.41uM,1
AI,PC3,24h,0.53uM,1
AI,PC3,24h,0.5uM,8
AI,PC3,24h,1.11uM,71
AI,PC3,24h,100uM,2
AI,PC3,24h,10uM,229
AI,PC3,24h,1uM,5
AI,PC3,24h,3.33uM,88
AI,PC3,24h,33.33uM,1
AI,PC3,24h,3uM,2
AI,PC3,24h,40uM,2
AI,PC3,24h,5uM,2
AI,PC3,6h,0.001uM,1
AI,PC3,6h,0.01uM,1
AI,PC3,6h,0.1uM,5
AI,PC3,6h,0.5uM,7
AI,PC3,6h,10uM,113
AI,PC3,6h,1uM,7
AI,PC3,6h,20uM,1
AI,PC3,6h,3uM,1
AI,PC3,6h,40uM,1
AI,PC3,6h,5uM,1
AI,PHH,24h,10uM,19
AI,PHH,24h,3uM,1
AI,PHH,6h,0.5uM,1
AI,PHH,6h,10uM,2
AI,PHH,6h,3uM,1
AI,PL21,6h,0.5uM,1
AI,PL21,6h,100uM,1
AI,PL21,6h,10uM,4
AI,RKO,6h,0.1uM,1
AI,RKO,6h,10uM,9
AI,RKO,6h,80uM,1
AI,RMGI,6h,0.5uM,2
AI,RMGI,6h,10uM,3
AI,RMGI,6h,80uM,1
AI,RMUGS,6h,0.1uM,1
AI,RMUGS,6h,10uM,1
AI,RMUGS,6h,30uM,1
AI,SKB,24h,10uM,67
AI,SKBR3,24h,0.04uM,1
AI,SKBR3,24h,0.12uM,2
AI,SKBR3,24h,0.1uM,2
AI,SKBR3,24h,0.37uM,1
AI,SKBR3,24h,1.11uM,3
AI,SKBR3,24h,10uM,6
AI,SKBR3,24h,3.33uM,1
AI,SKBR3,3h,0.04uM,2
AI,SKBR3,3h,0.12uM,1
AI,SKBR3,3h,0.37uM,1
AI,SKBR3,3h,10uM,4
AI,SKBR3,3h,3.33uM,5
AI,SKBR3,6h,0.1uM,3
AI,SKBR3,6h,10uM,3
AI,SKBR3,6h,1uM,3
AI,SKL,24h,0.04uM,2
AI,SKL,24h,0.12uM,4
AI,SKL,24h,0.37uM,1
AI,SKL,24h,10uM,4
AI,SKL,24h,3.33uM,1
AI,SKL.C,24h,0.04uM,4
AI,SKL.C,24h,0.12uM,4
AI,SKL.C,24h,0.37uM,2
AI,SKL.C,24h,1.11uM,3
AI,SKL.C,24h,10uM,7
AI,SKL.C,24h,3.33uM,3
AI,SKLU1,6h,10uM,2
AI,SKM1,6h,0.5uM,2
AI,SKM1,6h,10uM,5
AI,SKM1,6h,1uM,1
AI,SKM1,6h,80uM,1
AI,SKMEL1,6h,0.1uM,1
AI,SKMEL1,6h,100uM,1
AI,SKMEL1,6h,10uM,1
AI,SKMEL1,6h,80uM,1
AI,SKMEL28,6h,10uM,6
AI,SKMEL28,6h,90uM,1
AI,SNGM,6h,0.1uM,1
AI,SNGM,6h,0.5uM,2
AI,SNGM,6h,100uM,1
AI,SNGM,6h,10uM,3
AI,SNGM,6h,80uM,1
AI,SNU1040,6h,10uM,2
AI,SNU1040,6h,1uM,1
AI,SNUC4,6h,10uM,7
AI,SNUC4,6h,1uM,1
AI,SNUC5,6h,10uM,6
AI,SW480,6h,40uM,1
AI,SW480,6h,80uM,3
AI,SW620,6h,10uM,9
AI,SW620,6h,1uM,1
AI,SW620,6h,30uM,1
AI,SW948,6h,0.5uM,1
AI,SW948,6h,10uM,4
AI,SW948,6h,1uM,1
AI,T3M10,6h,10uM,4
AI,T3M10,6h,80uM,1
AI,THP1,24h,3uM,1
AI,THP1,6h,0.001uM,1
AI,THP1,6h,0.1uM,1
AI,THP1,6h,0.5uM,1
AI,THP1,6h,10uM,2
AI,THP1,6h,1uM,1
AI,THP1,6h,40uM,2
AI,THP1,6h,80uM,1
AI,TYKNU,6h,100uM,1
AI,U266,24h,0.5uM,2
AI,U266,24h,10uM,1
AI,U266,24h,1uM,3
AI,U266,24h,3uM,2
AI,U266,6h,0.1uM,1
AI,U266,6h,0.5uM,3
AI,U937,24h,0.5uM,2
AI,U937,24h,10uM,1
AI,U937,24h,3uM,2
AI,U937,6h,0.5uM,1
AI,U937,6h,10uM,5
AI,U937,6h,1uM,2
AI,U937,6h,70uM,1
AI,U937,6h,80uM,1
AI,VCAP,24h,0.1uM,1
AI,VCAP,24h,0.5uM,3
AI,VCAP,24h,10uM,84
AI,VCAP,24h,1uM,3
AI,VCAP,24h,3uM,1
AI,VCAP,24h,40uM,1
AI,VCAP,24h,5uM,3
AI,VCAP,48h,20uM,1
AI,VCAP,48h,5uM,2
AI,VCAP,6h,0.1uM,1
AI,VCAP,6h,0.5uM,5
AI,VCAP,6h,100uM,1
AI,VCAP,6h,10uM,89
AI,VCAP,6h,1uM,4
AI,VCAP,6h,20uM,2
AI,VCAP,6h,40uM,1
AI,VCAP,6h,5uM,2
AI,VCAP,6h,90uM,1
AI,WSUDLCL2,6h,10uM,3
AI,WSUDLCL2,6h,40uM,1
AI,YAPC,24h,0.04uM,47
AI,YAPC,24h,0.12uM,48
AI,YAPC,24h,0.37uM,62
AI,YAPC,24h,1.11uM,56
AI,YAPC,24h,1.6uM,1
AI,YAPC,24h,10uM,93
AI,YAPC,24h,3.33uM,64
AI,YAPC,24h,4.17uM,1
CG,A375,24h,0.04uM,27
CG,A375,24h,0.12uM,28
CG,A375,24h,0.1uM,2
CG,A375,24h,0.21uM,1
CG,A375,24h,0.37uM,44
CG,A375,24h,0.5uM,3
CG,A375,24h,1.11uM,50
CG,A375,24h,1.24uM,1
CG,A375,24h,10uM,105
CG,A375,24h,1uM,3
CG,A375,24h,3.33uM,41
CG,A375,24h,3uM,2
CG,A375,24h,40uM,1
CG,A375,24h,5uM,1
CG,A375,6h,0.1uM,2
CG,A375,6h,100uM,1
CG,A375,6h,10uM,114
CG,A375,6h,1uM,1
CG,A549,24h,0.01uM,1
CG,A549,24h,0.04uM,9
CG,A549,24h,0.12uM,6
CG,A549,24h,0.1uM,2
CG,A549,24h,0.37uM,7
CG,A549,24h,0.5uM,9
CG,A549,24h,1.11uM,9
CG,A549,24h,10uM,157
CG,A549,24h,1uM,1
CG,A549,24h,3.33uM,10
CG,A549,24h,33.33uM,1
CG,A549,24h,3uM,1
CG,A549,24h,5uM,1
CG,A549,24h,80uM,1
CG,A549,24h,90uM,1
CG,A549,6h,0.001uM,4
CG,A549,6h,0.01uM,3
CG,A549,6h,0.1uM,6
CG,A549,6h,0.5uM,2
CG,A549,6h,10uM,118
CG,A549,6h,1uM,9
CG,A549,6h,3uM,6
CG,A549,6h,5uM,1
CG,A673,6h,10uM,3
CG,A673,6h,80uM,2
CG,AGS,6h,100uM,1
CG,AGS,6h,10uM,7
CG,AGS,6h,1uM,1
CG,AGS,6h,40uM,1
CG,ASC,24h,0.04uM,3
CG,ASC,24h,0.12uM,3
CG,ASC,24h,0.37uM,5
CG,ASC,24h,1.11uM,7
CG,ASC,24h,10uM,80
CG,ASC,24h,3.33uM,6
CG,ASC.C,24h,0.04uM,3
CG,ASC.C,24h,0.12uM,6
CG,ASC.C,24h,0.37uM,7
CG,ASC.C,24h,1.11uM,8
CG,ASC.C,24h,10uM,10
CG,ASC.C,24h,3.33uM,8
CG,BT20,24h,0.04uM,4
CG,BT20,24h,0.12uM,5
CG,BT20,24h,0.1uM,7
CG,BT20,24h,0.37uM,5
CG,BT20,24h,0.5uM,6
CG,BT20,24h,1.11uM,5
CG,BT20,24h,10uM,4
CG,BT20,24h,1uM,5
CG,BT20,24h,3.33uM,5
CG,BT20,3h,0.04uM,5
CG,BT20,3h,0.12uM,2
CG,BT20,3h,0.37uM,4
CG,BT20,3h,1.11uM,3
CG,BT20,3h,10uM,6
CG,BT20,3h,3.33uM,3
CG,BT20,6h,0.1uM,3
CG,BT20,6h,0.5uM,2
CG,BT20,6h,1uM,1
CG,CD34,24h,0.04uM,5
CG,CD34,24h,0.12uM,2
CG,CD34,24h,0.37uM,5
CG,CD34,24h,1.11uM,5
CG,CD34,24h,10uM,8
CG,CD34,24h,3.33uM,4
CG,CD34,24h,3uM,2
CG,CD34,6h,10uM,1
CG,CD34,6h,1uM,2
CG,CD34,6h,3uM,1
CG,CL34,6h,100uM,1
CG,CL34,6h,10uM,5
CG,CORL23,6h,100uM,1
CG,CORL23,6h,10uM,8
CG,CORL23,6h,1uM,1
CG,CORL23,6h,40uM,1
CG,COV644,6h,100uM,1
CG,COV644,6h,10uM,5
CG,DV90,6h,100uM,1
CG,DV90,6h,10uM,2
CG,EFO27,6h,100uM,1
CG,EFO27,6h,10uM,4
CG,FIBRNPC,24h,10uM,11
CG,FIBRNPC,6h,10uM,10
CG,H1299,6h,100uM,1
CG,H1299,6h,10uM,1
CG,HA1E,24h,0.01uM,2
CG,HA1E,24h,0.04uM,73
CG,HA1E,24h,0.12uM,59
CG,HA1E,24h,0.18uM,1
CG,HA1E,24h,0.1uM,4
CG,HA1E,24h,0.37uM,61
CG,HA1E,24h,0.41uM,1
CG,HA1E,24h,0.43uM,1
CG,HA1E,24h,0.5uM,8
CG,HA1E,24h,1.11uM,57
CG,HA1E,24h,100uM,1
CG,HA1E,24h,10uM,171
CG,HA1E,24h,1uM,1
CG,HA1E,24h,20uM,2
CG,HA1E,24h,2uM,1
CG,HA1E,24h,3.33uM,67
CG,HA1E,24h,33.33uM,1
CG,HA1E,24h,3uM,8
CG,HA1E,24h,4.52uM,1
CG,HA1E,24h,4.8uM,1
CG,HA1E,24h,40uM,1
CG,HA1E,6h,0.01uM,2
CG,HA1E,6h,0.1uM,1
CG,HA1E,6h,0.5uM,2
CG,HA1E,6h,100uM,2
CG,HA1E,6h,10uM,137
CG,HA1E,6h,1uM,1
CG,HA1E,6h,20uM,1
CG,HA1E,6h,40uM,1
CG,HA1E,6h,5uM,1
CG,HA1E,6h,80uM,1
CG,HCC15,6h,0.1uM,1
CG,HCC15,6h,100uM,1
CG,HCC15,6h,10uM,5
CG,HCC15,6h,70uM,1
CG,HCC515,24h,0.04uM,7
CG,HCC515,24h,0.12uM,4
CG,HCC515,24h,0.37uM,11
CG,HCC515,24h,1.11uM,6
CG,HCC515,24h,100uM,1
CG,HCC515,24h,10uM,77
CG,HCC515,24h,11.11uM,1
CG,HCC515,24h,3.33uM,10
CG,HCC515,24h,80uM,1
CG,HCC515,6h,0.01uM,1
CG,HCC515,6h,0.1uM,1
CG,HCC515,6h,0.5uM,2
CG,HCC515,6h,10uM,56
CG,HCC515,6h,1uM,1
CG,HCC515,6h,3uM,1
CG,HCC515,6h,40uM,1
CG,HCC515,6h,90uM,1
CG,HCT116,6h,100uM,3
CG,HCT116,6h,10uM,3
CG,HCT116,6h,90uM,1
CG,HEC108,6h,10uM,5
CG,HEC108,6h,80uM,1
CG,HEK293T,24h,0.1uM,1
CG,HEK293T,24h,0.5uM,1
CG,HEK293T,24h,3uM,1
CG,HEK293T,6h,0.1uM,1
CG,HEK293T,6h,0.5uM,1
CG,HEK293T,6h,10uM,1
CG,HELA,24h,0.01uM,1
CG,HELA,24h,0.02uM,1
CG,HELA,24h,0.04uM,41
CG,HELA,24h,0.07uM,1
CG,HELA,24h,0.12uM,36
CG,HELA,24h,0.37uM,42
CG,HELA,24h,1.11uM,58
CG,HELA,24h,1.92uM,1
CG,HELA,24h,10uM,53
CG,HELA,24h,3.33uM,39
CG,HEPG2,24h,0.04uM,8
CG,HEPG2,24h,0.12uM,8
CG,HEPG2,24h,0.1uM,2
CG,HEPG2,24h,0.37uM,8
CG,HEPG2,24h,0.41uM,1
CG,HEPG2,24h,0.5uM,3
CG,HEPG2,24h,1.11uM,15
CG,HEPG2,24h,10uM,9
CG,HEPG2,24h,3.33uM,12
CG,HEPG2,24h,3uM,5
CG,HEPG2,6h,10uM,75
CG,HEPG2,6h,1uM,2
CG,HEPG2,6h,3uM,2
CG,HL60,24h,0.5uM,2
CG,HL60,24h,1uM,1
CG,HL60,24h,3uM,1
CG,HL60,24h,5uM,1
CG,HL60,6h,0.5uM,1
CG,HL60,6h,10uM,1
CG,HL60,6h,1uM,1
CG,HL60,6h,3uM,1
CG,HME1,24h,0.04uM,7
CG,HME1,24h,0.12uM,4
CG,HME1,24h,0.37uM,9
CG,HME1,24h,1.11uM,7
CG,HME1,24h,10uM,7
CG,HME1,24h,3.33uM,5
CG,HME1,3h,0.04uM,3
CG,HME1,3h,0.12uM,5
CG,HME1,3h,0.37uM,2
CG,HME1,3h,1.11uM,2
CG,HME1,3h,10uM,7
CG,HME1,3h,3.33uM,3
CG,HS27A,6h,10uM,1
CG,HS578T,24h,0.04uM,6
CG,HS578T,24h,0.12uM,5
CG,HS578T,24h,0.1uM,4
CG,HS578T,24h,0.37uM,10
CG,HS578T,24h,0.5uM,15
