Gene,SRR5961806,SRR5961810,SRR5961811,SRR5961815,SRR5961817,SRR5961819,SRR5961822,SRR5961823,SRR5961829
ABCA12,2.455586245,1.59755792,1.048211398,1.096460415,1.351236498,1.401411671,1.798219271,2.15644846,0.764007316
ABCA17P,4.9182937,3.706843226,4.470286418,4.428324842,3.033757392,3.258860851,2.818887503,5.069591737,2.54030904
ABCA2,200.9895397,61.15532173,112.7568947,95.81378258,68.06599429,111.2149267,69.70989227,81.04374918,73.12852982
ABCA3,105.8459801,59.93123222,93.05784564,68.21787263,53.91838434,63.74767447,60.78776175,69.8682398,51.12568905
ABCA4,1.523305287,1.323712061,1.901126859,1.040883568,2.035365501,0.991345893,1.390044356,2.601284018,1.17676954
ABCA5,131.9531407,187.6771726,160.9313202,154.3281538,170.5526642,181.8120041,200.8846162,222.8869918,221.8643311
ABCA6,27.88070611,26.01977566,27.83670992,22.77961552,31.10823222,27.74731745,26.21957744,36.22067962,26.03351216
ABCA7,13.44503979,6.370534279,10.3287735,8.090379781,6.030401307,7.754265668,5.28208739,6.880414037,2.749137997
ABCA8,28.01085304,17.87161763,15.09630848,39.649422,41.76173851,46.21765834,29.36618016,24.66394942,29.90578328
ABCA9,38.06249432,31.30823346,38.68554935,30.69019674,39.68311451,37.89438978,33.52915527,38.94211157,28.52456295
ABCB1,24.82739681,26.64431939,18.56413903,28.09505886,34.5061386,26.4377097,24.51664909,24.48953811,19.31737514
ABCB10,16.58492933,18.65449494,17.39616665,17.17899186,21.74851229,19.11537158,17.30209253,19.34935212,18.91389333
ABCB11,0.247769202,0.336229558,0.393556256,0.101581302,0.134047621,0.276419572,0.166595576,0.151559996,0.330902425
ABCB4,1.595834898,2.055066836,1.728287684,1.363054354,3.567667589,2.023143808,1.439971234,1.516020766,1.405657292
ABCB6,21.220198,16.01319126,22.27953954,16.96015732,16.59091474,16.0485325,16.97354698,19.8766624,17.27250262
ABCB7,15.13169653,15.08375673,13.46265708,17.94177183,20.495752,17.77205122,18.94737803,15.71527872,15.65047849
ABCB8,18.7971325,8.020581539,13.78666076,9.198099151,7.897088327,10.30496029,9.155889759,10.49671986,6.669014357
ABCB9,23.33689023,11.46614935,15.80966152,13.03431463,11.20064708,14.17064283,11.58709373,12.55108551,9.370483782
ABCC1,0.571156096,1.060628106,1.166430278,0.819576155,0.698272808,0.561343526,0.674020851,0.424241319,0.435882463
ABCC10,13.95646333,7.618309513,12.16026579,9.641910526,8.495010659,9.510401317,8.690330974,10.80899993,4.765311116
ABCC11,1.31700699,0.869647509,0.563863093,1.120653493,1.209947456,0.947188223,1.551471033,0.646008754,0.488040571
ABCC12,5.811508065,10.85423959,7.491280699,11.43770818,6.293629747,6.138536317,6.60431663,5.549299356,6.837599074
ABCC2,0.721585412,0.68716566,0.515471151,0.739595409,0.709801391,1.242322088,0.949825464,0.858263308,0.398915847
ABCC3,0.672384574,0.905055976,0.880231916,0.901217825,1.068421909,0.408727197,0.993624952,1.107336705,0.264114019
ABCC4,8.49337758,14.45954254,11.78048129,15.96354321,15.90806942,15.57034639,15.50281598,15.61272834,11.65542423
ABCC5,105.9692031,88.05120085,109.7773955,100.7183282,82.26077669,95.71328979,79.33535632,104.6077495,82.8754905
ABCC5-AS1,0.733593073,0.756817266,1.1714035,0.863295772,0.334080073,0.934616414,0.548060947,1.2464934,0.341519219
ABCC6P1,0.723661736,0.533008995,0.615783909,0.440398362,0.155715833,0.357416646,0.304110749,0.311247171,0.230957831
ABCC8,48.09815596,28.91170005,52.5927595,30.18133869,27.09790153,31.77231181,26.61001096,31.77353121,19.5309513
ABCC9,24.97481032,12.36621248,10.74414633,26.71363748,39.63106979,23.75769471,22.19736944,29.87108262,24.11732731
ABCD1,2.136780051,1.191134789,1.773898153,1.762772903,0.922778719,1.453574986,1.076297987,0.637592532,0.85980302
ABCD2,43.9771154,62.91802652,37.89280136,49.40475112,71.12177944,45.6176691,61.99933488,58.56732873,53.26469117
ABCD3,49.00877032,60.23375067,38.94302476,55.8784908,79.42073448,58.45057589,60.52767476,62.09067356,60.22532014
ABCD4,16.0604141,11.02346013,12.37698411,13.72807367,11.06863094,12.02014776,11.46819834,12.14113901,9.062112017
ABCE1,41.41349077,76.70590404,54.41639618,67.41602534,83.80624376,70.76944688,91.20866188,74.18707058,86.59432035
ABCF2,51.05082882,48.99247765,56.81775286,53.18240977,58.91283461,58.87517225,60.61174682,57.87774265,75.23822112
ABCF3,37.10150616,32.16162198,42.29143491,32.88445372,30.3738357,34.7354031,30.60919387,28.90015671,32.13347558
ABCG1,56.20534547,48.01758544,52.67457641,49.2040215,58.54368211,56.6576396,47.5752625,52.10482684,53.40400656
ABCG2,38.41631452,42.70372073,21.44196633,39.46085445,65.16413684,40.92425766,48.77245027,50.05215719,35.7508978
ABCG4,10.94656785,5.991110204,9.461263189,8.19422313,5.867847342,6.769395613,6.639607189,8.915456378,4.560722761
ABCG5,1.723238411,1.836702051,1.293397236,1.711902482,1.303920507,2.292214105,2.011764801,1.581152969,1.166336171
ABCG8,2.272316531,1.146645904,2.073691671,1.746773335,0.923238058,1.12516782,1.803070455,1.737465154,0.620918624
ABHD1,1.496729997,0.918966445,0.893760845,1.507172969,1.291480083,1.025316909,1.488122636,1.847156573,0.928292472
ABHD10,35.04900488,62.92684687,43.4886979,50.59290706,64.73522792,52.47932086,65.79605228,59.79758477,73.5701312
ABHD11,5.355964625,4.709617915,5.893501462,4.827576167,6.817277278,4.729188773,4.911977047,4.733253175,3.953938753
ABHD12,28.85712912,27.02582001,29.92651647,25.95319933,27.1742789,30.80114541,27.70249914,27.54899187,24.78985595
ABHD12B,3.286118949,5.591448748,4.276617736,3.640559793,4.266364192,4.78480449,3.922375614,6.022949846,4.9543717
ABHD13,26.59363488,35.32214925,21.19671111,32.82338699,35.22718012,32.05803426,37.28624622,37.72915554,39.64225818
ABHD14A,3.859070635,5.498057825,5.15778627,3.45837668,3.964983295,4.752368449,6.152147326,5.190819331,8.364956433
ABHD14B,3.458592886,3.299143596,2.712575676,3.402167372,3.756022447,3.280174783,4.347763287,4.011149878,2.407081606
ABHD15,2.321748071,2.176453397,1.811003372,2.400943701,2.559115563,2.100698817,1.971289322,2.219077049,1.481979413
ABHD16B,0.950389735,0.549498271,1.103957527,0.927724231,0.345011242,0.589048019,0.630330829,0.415251264,0.337761197
ABHD17A,17.73945765,15.96691369,15.57485732,15.0114749,14.3116554,11.88612169,14.78774029,16.22505095,10.17683599
ABHD17B,27.04465599,30.55017742,25.76733236,24.73109273,37.81256822,31.16173279,34.50836817,30.19005741,35.915017
ABHD17C,14.69078465,10.96501314,10.04204848,11.66718631,10.97279045,10.60399103,11.67896719,11.7561819,9.265169649
ABHD18,14.88876653,15.46088191,14.49907718,16.89766328,17.41559866,15.93639146,16.77998021,18.69717147,13.32166025
ABHD2,217.6063283,199.7638694,173.6197661,180.0196621,205.8922552,178.0576538,192.4791167,203.4835336,176.4510533
ABHD3,3.930207691,6.081946143,2.613127004,4.678027499,5.88217707,3.889627118,4.972636867,5.040857567,3.718384388
ABHD4,8.192960898,4.364571975,4.049520929,5.34886978,5.439270627,5.253935803,5.064667854,3.845550095,3.377528992
ABHD5,20.46479101,23.08870661,15.14367865,19.79146546,25.16323238,18.3547216,23.30349539,25.90097244,20.06411434
ABHD6,21.48127569,32.65892076,29.33956589,26.53310104,32.3013564,30.88512199,33.51341629,37.20227032,42.15719566
ABHD8,12.94972931,10.759997,14.25597272,11.03888134,8.807470368,7.271254975,10.3040958,8.071649418,8.880705044
ABI1,72.64343388,92.5658836,75.65784422,88.63760603,101.8576274,89.65456701,101.8815865,98.33819158,106.4259265
ABI2,288.9770501,343.7696117,351.9406998,308.6041551,316.1195812,316.6955788,342.1830583,380.3329483,339.7643295
ABI3,0.654267459,1.263424759,1.017243078,2.508530539,1.704302573,1.50940777,1.210355657,0.889365071,1.218358894
ABI3BP,6.940144865,2.985150539,4.654197871,5.103639936,4.682326864,5.132988028,5.823743279,4.695052881,3.932074098
ABITRAM,8.338323091,8.539592715,9.130126073,9.356325647,11.08620064,11.34782605,10.96540799,14.81827104,10.78156957
ABL1,38.39769987,17.98855331,25.17893744,25.7640221,18.84881345,21.20726367,17.39573079,18.4255188,15.68522436
ABL2,91.62408348,77.45432976,83.38569513,94.3748072,77.99615826,85.86030475,86.87399973,97.16587994,89.24444834
ABLIM1,277.0098532,245.2006231,204.9015092,216.7976831,270.2128984,259.1028809,256.8687315,242.5358721,189.6073999
ABLIM2,63.49222546,59.31385117,65.69338683,60.39590441,46.22831971,52.00059983,47.39806747,51.497792,45.52893149
ABLIM3,58.4964879,45.69587315,62.05428444,62.32877528,38.89383794,41.21697019,38.72061336,41.20936511,35.58650347
ABO,1.496916227,0.255315772,0.912549975,0.801488324,0.461520599,0.851621805,0.25752657,0.649162711,0.052655975
ABR,0.862814412,8.733050872,1.118769971,8.894027592,6.668545854,10.13005581,5.872447348,0.904769307,0.852129756
ABRA,0.501394918,1.405908303,0.821698007,0.513909197,0.538874063,0.897758921,0.749175486,1.902690883,1.240048858
ABRACL,3.802426159,8.351046004,7.792379807,9.475385109,10.80020213,9.633132145,8.742943757,8.46786642,10.88461492
ABRAXAS1,6.067251799,7.196159432,5.980430356,5.909156642,10.08647585,7.452857527,7.330990312,10.91566916,7.591823742
ABRAXAS2,20.92005649,29.10522372,23.0049614,26.11126913,29.05331475,27.43611544,29.15511229,31.76474519,32.34462355
ABT1,3.324982635,4.292313768,4.006739236,4.297006451,3.849655095,4.512025962,5.03866316,4.610984181,5.80831605
ABTB1,13.2260862,6.735092993,9.903362759,8.426154188,6.053142676,8.249930862,6.874701373,9.650766342,5.983541176
ABTB2,6.08310636,3.47937023,4.209758332,3.854793324,2.929810129,4.458637768,3.00640965,3.0493883,3.014086161
ABTB3,20.08566021,30.8172616,24.11815265,25.99195896,29.32523508,29.6553898,25.61920541,27.8486136,21.85544815
ACAA1,24.26498241,17.2781367,25.83401832,24.92085399,21.43362601,24.04016632,18.66964576,18.81593371,18.04214151
ACAA2,16.4936572,16.24131343,8.138587961,12.70399876,20.88039078,16.34725831,15.18669875,13.28304173,12.25466162
ACACA,3.212366335,2.684547823,2.900848554,2.21742729,0.870586355,6.1965191,2.665812232,7.652802132,2.128791483
ACACB,49.74982649,26.90322643,30.80823057,40.08989159,32.89411254,45.18127359,30.06107686,20.61272897,20.5814963
ACAD10,11.84222266,9.156550905,10.94660724,8.778224451,10.12772201,10.07579418,9.191404589,9.176104205,7.081304917
ACAD11,1.679193641,1.436030116,1.554212299,1.585227841,1.238828379,1.294100367,1.252152729,1.824560294,1.110889522
ACAD8,31.30036582,27.56921769,26.25233346,27.91263928,28.65622051,30.22670291,31.15213932,31.34766616,29.47800644
ACAD9,28.01944463,23.3383089,28.82531203,23.97209329,21.91206559,25.47224649,26.24297633,24.13449258,22.49999361
ACADL,3.556613762,2.948789165,3.611953078,3.313984568,4.660631311,4.601442143,4.467456967,4.526107863,3.165332882
ACADM,44.9762807,56.25512225,52.63754688,57.33969065,64.34673398,62.14454794,62.78091211,67.69557099,61.45948631
ACADS,1.612729011,1.833227908,0.87622054,1.420166772,2.759428266,2.175106351,2.203649543,2.292578716,1.534635388
ACADSB,66.81703298,82.77819802,74.79333613,71.04177357,87.6255907,88.56555639,88.43096539,92.64178687,89.730183
ACADVL,88.44461591,80.09659627,79.09195967,76.19840353,78.30528776,82.39393283,77.8363806,70.67657111,55.93771668
ACAN,1.52483404,1.540262351,1.804175835,0.893081292,1.146376888,1.174607459,1.318205721,1.032674619,0.650297138
ACAP1,1.931465716,1.04772216,1.442429909,0.902129481,0.577191937,1.045581682,1.315122002,0.635603244,0.825908766
ACAP2,71.35447812,66.05895367,55.22335112,70.42040574,79.46272296,81.5071513,76.40209088,80.90355533,71.56254847
ACAP3,99.79369892,60.64981405,81.53116897,66.5102122,43.79899878,54.35604509,53.91143175,49.63673165,33.77441865
ACAT1,37.40260939,54.66317458,43.94333617,53.62434371,66.25975816,58.70856543,60.48822185,56.73774421,72.75011386
ACAT2,13.00761069,17.88908165,21.58773188,20.87022835,24.74079385,23.28591466,29.56422967,27.1361422,29.87517538
ACBD3,36.31552688,49.22921966,43.62620103,53.99275256,56.44507551,52.92532418,54.3760187,49.55784021,56.39867591
ACBD4,5.210991569,4.141436695,5.796310765,4.450876939,3.56802303,4.773385205,4.760033807,5.078211988,3.451615079
ACBD5,62.24944082,62.11817554,55.47097784,64.60651718,72.44496483,69.59329411,68.78128172,60.68286925,68.06964974
ACBD6,19.51413721,23.41046785,22.34875153,26.38111085,25.68005955,22.73266981,23.00771469,22.53204827,25.68819562
ACBD7,62.68409872,81.63626702,32.09029063,60.65218239,105.4662554,56.81365148,73.50366479,65.69489914,56.04616213
ACCS,6.118403882,2.982641216,4.875760115,3.185327074,2.698765477,3.182709027,3.311647091,3.230235046,2.708505071
ACCSL,0.594765605,0.217578636,0.197503455,0.193291076,0.556513491,0.148352509,0.278682751,0.44367939,0.307701392
ACD,5.680666247,4.743009394,6.11226962,4.756367264,4.69593204,3.669624345,5.635863368,5.546714981,4.378946755
ACE,6.090638944,3.449407235,3.866091976,3.905096808,4.407604019,4.065976128,3.401958671,3.323527585,2.634818587
ACE2,0.649280944,0.270510681,0.306939568,0.776400683,0.319338854,0.100605478,0.155916031,0.951538844,0.595090687
ACER2,7.976189252,7.066907411,7.359917628,7.631973359,7.734202162,8.002081468,5.818857387,8.684966678,5.413457381
ACER3,36.82015997,44.82557846,36.14274125,47.59073744,54.11010358,45.91694792,49.40891917,51.9136341,44.94078474
ACHE,8.694033387,3.890285925,5.799552662,4.960113898,3.915397952,4.674387058,5.070979466,4.805534915,4.048666663
ACIN1,129.1503551,88.27251766,113.6040896,117.5012709,91.75200285,104.6423283,88.19623965,92.19241165,73.26692153
ACKR1,4.532920033,1.847293225,3.02524533,2.705644873,1.665528094,1.80964013,1.280611049,2.854331742,1.403484583
ACKR2,0.83724532,1.027780579,0.5046417,0.616789609,0.977992329,0.972977873,0.502632828,0.48013268,0.493307479
ACKR3,3.901989686,3.561036417,1.844617559,3.399472288,5.043056787,3.748579954,4.685050045,4.243271815,2.333124353
ACKR4,2.700973371,1.438652598,0.727156331,1.21996705,1.925100963,2.064192766,1.758921212,3.500383002,1.402608949
ACLY,79.46051411,74.86899155,93.29811502,83.47288227,91.44154591,93.10746268,93.89149731,89.65064052,98.15674391
ACMSD,2.009782353,0.570494007,0.730846039,0.633829035,0.975807736,0.670737641,0.643496039,1.339709429,0.384602174
ACO1,32.95229206,23.82639623,24.54618403,26.1236933,32.53258971,26.84701574,31.11842399,24.10552037,24.3013197
ACO2,80.65715263,57.70400074,81.49258471,70.2905346,60.64481781,74.4675122,64.88197393,57.30039836,59.36442968
ACOT1,2.18820175,2.128160823,0.792341175,1.407725512,1.419712147,2.575411858,1.721743043,2.669918729,0.896105814
ACOT11,20.64813021,9.806108469,11.42175966,13.34792439,10.5557847,17.44407819,13.04400806,11.39882828,7.050524515
ACOT12,0.527069633,0.454872538,0.249165677,0.652771543,0.302436282,0.163337898,0.379705915,0.369425364,0.517585041
ACOT13,33.21476231,41.79298899,35.28032715,36.68667296,44.63880534,38.9020984,41.39466753,42.08718551,47.6946219
ACOT2,5.333419685,5.230332414,6.176552535,3.937038965,4.580337259,6.731160777,7.591587252,6.67702202,4.797825317
ACOT4,2.202194011,3.932154312,2.925124942,2.284684733,3.77769476,2.69653277,2.914998077,3.819459809,3.249123006
ACOT6,4.015506561,1.450857759,1.688353688,2.445227405,2.683629171,2.195996485,2.31424692,3.35932203,1.280395729
ACOT7,29.52430481,24.29701756,34.01561819,25.78568818,22.63526572,25.68208845,23.91951029,22.21174729,25.01724137
ACOT8,7.458725748,12.12398927,14.2720939,10.32898599,9.510395348,8.651616295,11.38675612,7.65182449,11.29673079
ACOT9,16.55138292,19.38861711,14.29334914,17.28864987,20.89578956,18.94062731,19.77168946,16.92782669,20.04258378
ACOX1,68.78600596,70.51533434,51.0342457,60.02697705,84.24509544,65.02768873,74.83886167,69.73596911,64.29986278
ACOX2,2.807544147,1.964844332,1.560610946,2.723114487,2.641218261,1.821855328,1.900411846,1.469561524,1.15461883
ACOX3,30.7882863,19.72425706,25.42029166,25.64790558,16.03422352,19.98743904,18.57113229,22.02076282,13.64620395
ACOXL,2.911012944,1.039558916,1.23853096,1.701623557,1.062617289,1.226315966,1.660220849,1.252027704,0.89332169
ACOXL-AS1,0.101798286,0.109060301,0.211745098,0.069559375,0.208616344,0.205056146,0.065187948,0.077837296,0.10663086
ACP1,51.58124503,104.48146,93.07165839,95.08307297,92.01252174,84.29820133,99.01685168,97.65953808,103.4659113
ACP2,12.17443463,11.62994229,13.66887077,9.878650571,13.22307727,10.23381393,11.13376035,10.16216231,10.5804903
ACP3,0.081185134,0.405891091,0.491254682,0.776639993,0.652184454,0.754773657,0.727832413,0.496608071,1.849601705
ACP6,9.776638038,10.75869866,9.223475689,9.966192366,10.44017078,9.262179808,9.748172036,8.775517569,10.87384527
ACP7,0.678766424,0.34066455,0.666039627,0.676904795,0.279704483,1.00626151,0.47577377,0.504973286,0.70618488
ACRV1,0.192878623,0.223857902,1.203589108,0.172981083,0.284593159,0.268977268,0.602123478,0.516177912,0.606104901
ACSBG1,53.10278253,45.93935301,24.42942526,41.58127011,50.78619722,37.33295322,39.9493939,38.57567439,35.43617387
ACSBG2,0.802823357,0.465884579,1.053181467,0.745717751,0.493570413,0.536460906,0.554263093,0.537124952,0.256222392
ACSF2,5.380766561,5.453015063,4.784889226,5.490222087,6.81877423,5.385540544,4.190653817,6.07872219,4.074822144
ACSF3,15.57589662,9.573745865,13.80906391,11.89792652,9.308950703,11.16593666,8.188835517,8.814397962,7.897904882
ACSL1,25.26540406,24.42761358,24.45833744,32.22246305,32.56691161,37.66393419,32.40972526,31.98031522,38.1411633
ACSL3,203.0573952,337.0436983,249.1475434,271.4715568,398.1333841,353.7994538,411.4764963,359.7777811,438.7599813
ACSL4,89.76613411,202.9769734,151.8353381,181.6072574,180.6477978,167.3114941,192.6639155,178.8652995,240.2407291
ACSL5,7.201275369,3.997474159,3.247457216,4.708898461,8.930808288,4.864457815,4.307899212,5.269281468,4.96987545
ACSL6,215.209549,237.1198218,171.5816722,191.9652654,255.9894142,205.3754934,239.8813332,235.4701312,199.2871114
ACSM3,0.481535024,0.32582301,0.172526969,0.389647596,0.361485918,0.47124255,0.730320747,0.271299873,0.278744318
ACSM4,0.533562665,0.285812793,0.605364426,0.929695688,0.669182722,0.942495437,0.666264831,0.897543258,0.440127434
ACSM5,1.493194408,2.863416564,1.18357323,3.270578333,2.263576197,3.49906121,1.984417154,3.002907805,1.751554682
ACSM6,3.559779671,1.388448252,1.661358901,1.319716493,2.793866368,1.666489481,1.067025471,2.625368013,1.646212162
ACSS1,41.04245403,31.05779737,16.82419881,28.79488896,30.86675949,32.76661912,25.3651577,19.02264971,20.53842426
ACSS2,16.02347387,11.61776294,14.01739051,13.60322234,13.46651997,15.12264529,14.74350027,14.47953513,14.38943406
ACSS3,22.18381284,16.03837384,7.710070932,18.51194446,20.54403178,17.61969331,18.79911924,19.14459566,14.58041842
ACTA1,0.497506326,0.796432424,1.343015926,0.650592115,0.784698213,0.350883957,0.362527866,0.367287303,0.52561642
ACTA2,4.815822762,5.576932785,4.946731809,5.911036933,13.8216394,5.32478757,6.301012186,5.546162401,5.636071574
ACTA2-AS1,6.468794117,2.964611405,3.210944873,3.895270863,2.889932417,4.460384642,4.919078945,4.204259654,4.721942105
ACTB,735.292135,588.5583682,771.310936,690.0838804,658.0709022,770.0308757,713.4820937,681.7294587,585.9082401
ACTC1,3.245737628,3.052278926,3.191515563,3.493085144,2.820246903,3.118128951,3.481409153,4.673991075,2.231131516
ACTG1,314.2293291,323.9986681,360.7291431,295.2906571,292.4963285,304.4255815,321.8306792,283.6496154,259.8696161
ACTG1P17,0.929593132,0.313526529,0.556641356,0.449930868,0.393705249,0.360098976,0.248032454,0.197441154,0.142001245
ACTG1P20,4.724414439,3.263661676,2.841188811,3.678054507,3.910810033,2.688160178,3.149334013,3.671614852,1.561677421
ACTG1P25,0.880862039,0.664085438,0.638505574,0.978084694,0.505444866,0.750688142,0.893114405,0.93545451,0.38444932
ACTG1P4,6.514022975,4.413011456,7.227589556,4.295610478,6.643219338,7.280619874,5.93496541,6.702066654,5.11744276
ACTL10,1.373117792,0.465424007,0.871367155,0.524789245,0.446415737,0.540923705,0.625938866,0.854169964,0.438804156
ACTL6A,2.733410735,2.39775433,2.070966964,2.72642209,3.275249266,2.600930174,2.933938251,2.58097457,2.723855967
ACTL6B,9.339550819,9.053634874,12.21879023,7.40468605,8.842698642,11.16178654,10.30170358,8.109343889,10.77759319
ACTN1,123.4118686,95.15797157,130.4191209,106.675965,83.48686662,99.5501179,82.8050607,93.79496223,75.03623783
ACTN2,61.57986916,46.59532881,67.00577818,56.56807617,43.5377239,53.97195502,52.72170097,52.2172174,53.09895609
ACTN3,0.293673491,0.171612745,0.393773854,0.355731133,0.420185581,0.372309006,0.461596673,0.530753277,0.125842408
ACTN4,91.73178831,63.00377631,95.55075438,74.84823487,68.77492348,78.98534988,63.73994067,63.92936291,63.27240964
ACTR10,35.48573354,76.56036722,65.79171597,61.67206082,75.31266306,60.32692026,86.38006806,62.81722301,83.14036442
ACTR1A,70.63660619,67.08312114,79.44030281,69.5915022,70.78708828,70.06629129,74.19535495,75.21242989,80.90400093
ACTR1B,36.71021204,41.75914488,42.34750586,36.36680126,36.69277693,39.2920467,47.67890749,38.91092905,50.84939913
ACTR2,235.9271596,288.4877835,290.2211381,316.1085564,287.4010725,323.3181801,277.4561647,332.352631,263.9663728
ACTR3,73.07090663,114.9506772,89.46287152,111.3131759,135.927427,116.5282975,120.7669644,117.2917008,133.2414609
ACTR3-AS1,0.955709796,1.042848434,0.963840072,1.088403652,0.731190718,0.740431717,0.612002058,1.380319822,1.02193512
ACTR3B,39.2210113,42.43986452,51.50031575,45.36408817,44.88933634,42.20060244,41.35879761,46.65392077,39.50931899
ACTR3C,17.51488936,13.14423394,14.56563384,14.23700009,16.10173675,13.69639752,14.62260247,16.80740672,14.09044315
ACTR5,12.4137123,8.8293164,13.11795319,14.28422959,12.21098724,13.02856703,11.75041068,14.24757897,11.3337105
ACTR6,23.86722862,45.3745169,30.76058603,41.00976418,47.48250176,43.00721381,48.78766863,46.91538471,62.21271306
ACTR8,34.71732936,37.11973047,39.38925554,41.8429696,42.99470212,39.30679435,41.03550372,37.95076145,52.07796648
ACTRT3,1.577125738,2.424671991,1.698375819,2.411034597,1.72228377,2.186941682,2.413572037,3.147620056,2.456992762
ACVR1,17.62692196,14.11559642,16.10307846,15.40767788,16.01298594,16.03293984,13.29107935,15.24777887,15.12665264
ACVR1B,32.58285634,28.59028424,35.63698002,28.18734126,28.66687143,32.36366487,31.5038488,34.88202434,34.1808156
ACVR1C,23.98415878,43.02255773,35.17459336,41.63212344,45.16002904,54.30626952,42.43960503,50.03037278,41.63485687
ACVR2A,41.90771167,56.46449397,47.30060793,54.61430842,59.11448978,54.32135052,55.07991825,59.76545861,61.80390757
ACVR2B,27.03932759,24.06761691,20.32478577,27.01021066,28.886624,26.19388639,26.9554035,29.7958467,25.66904084
ACVR2B-AS1,1.252849388,1.325653611,1.263507446,1.141439257,1.049813222,1.078488036,1.114277122,1.490155763,1.202964326
ACVRL1,4.752921517,3.019209054,2.534734897,5.567484958,5.806424457,3.522793891,3.345154167,3.650939852,3.406981749
ACY3,0.369886008,1.350262456,1.468816053,1.032043351,2.759161685,0.840597892,1.125092832,1.256992424,0.500450122
ACYP1,7.235049697,15.29640804,12.9673248,14.75065289,15.08472524,14.25701232,16.0394685,15.59406388,16.22790145
ACYP2,10.71059507,15.48012072,13.89908964,14.06398767,15.88265541,14.70132045,16.13849993,13.98904369,13.57841981
ADA,2.231912973,1.698049991,1.92672145,2.038964874,1.455688214,1.533693455,1.048624613,0.593590146,1.124462945
