Name_GeneSymbol,AI,AI_Pval,CG,CG_Pval,DLPFC,DLPFC_Pval,NAC,NAC_Pval,OFC,OFC_Pval,SUB,SUB_Pval
PRKCD,0.22396122,0.258561616,0,0,0,0,0,0,0,0,0,0
IL4R,0.221260425,0.533653513,0,0,0.558610649,0.165778424,1.590937337,0.012855272,0.367772292,0.319382384,0.375471332,0.529771599
PPARG,0.22109589,0.416981285,0,0,0,0,0,0,0,0,0,0
NET1,0.218112976,0.055902968,-0.024353754,0.915018709,0,0,0,0,0.293117807,0.017885125,0,0
COG7,0.212005991,0.290189972,0,0,0,0,0,0,0,0,0,0
CD40,0.211958695,0.657107043,0.326549926,0.688233972,0,0,0,0,0.183478854,0.710664713,0,0
MAMLD1,0.209780426,0.316477996,0,0,0,0,-0.025471661,0.973571686,0.192340018,0.379141058,0,0
PTK2B,0.205784322,0.112394109,0,0,0.367942113,0.092430976,0,0,0,0,0,0
STAP2,0.195070622,0.731933955,0.237165351,0.812406942,-0.013615204,0.990890581,0,0,0,0,0,0
TARBP1,0.191711965,0.059166479,-0.009096726,0.952276973,-0.023075036,0.923911542,0,0,-0.015227222,0.892717143,-0.013653746,0.947260583
BUB1B,0.188996557,0.752707168,0,0,0,0,0,0,0.172143059,0.726451534,0,0
IGF2BP2,0.184241225,0.800088313,0.300229437,0.8090772,0,0,2.842352656,0.007295672,0,0,0.701631978,0.563375855
GPC1,0.182045255,0.111476366,0,0,0,0,0,0,0,0,0,0
LPAR2,0.180631082,0.729654058,0.218498528,0.805393388,0,0,0,0,0.318213964,0.585870254,-0.015059759,0.98720806
COL4A1,0.179524262,0.319887176,0,0,0,0,0,0,-0.01412797,0.941605107,0,0
MOK,0.175883744,0.189480771,0,0,0,0,0,0,0,0,0,0
PAK6,0.174633656,0.141378439,0.239675101,0.214883894,0,0,0,0,0,0,-0.022479348,0.918375004
STK10,0.173758994,0.408147275,0,0,0,0,0,0,0,0,0,0
FAS,0.170103989,0.594027873,0.257117183,0.633428075,0,0,0,0,0,0,0.488578674,0.205828528
IKBKB,0.166529947,0.193502085,0,0,0,0,0.987146498,0.001768789,0,0,0,0
PRKX,0.16626256,0.382448823,0.258938077,0.417343871,0,0,1.651624598,2.95E-05,0.147076736,0.433627121,0.224610741,0.488577173
NFKB2,0.164004361,0.7200679,0,0,-0.020408317,0.971898603,0,0,0,0,0,0
PRKCH,0.16368049,0.452094923,0.239449928,0.509347777,0,0,0,0,0,0,0,0
PTPN6,0.16317164,0.703345573,0,0,0.357034678,0.446310922,0.904723045,0.235522046,0.183543212,0.662475446,0,0
SYNE2,0.158717747,0.03816676,0,0,0,0,1.392906885,2.56E-05,0,0,0,0
CHERP,0.158373431,0.482070881,0,0,0,0,-0.04452961,0.930125309,0.26417785,0.20337142,0,0
MAP2K5,0.152185984,0.202986118,0,0,0,0,0,0,0,0,0,0
PPP1R13B,0.149326794,0.136114696,0,0,0,0,0,0,0,0,0,0
TGFBR2,0.148987594,0.354537021,0,0,0,0,0,0,0.214426815,0.170153391,0,0
ZNF586,0.148446222,0.381750109,0,0,0,0,0,0,0,0,0,0
BAG3,0.147974946,0.429532251,0,0,0,0,0,0,0.152904084,0.447478084,0.307523068,0.359652872
HSPB1,0.147779952,0.585443587,-0.004386443,0.99267382,0.499718159,0.200846947,1.151356061,0.007005275,0.400271004,0.108329596,0,0
GAA,0.147720066,0.498178362,0,0,0.338056774,0.289299607,0,0,0,0,0,0
RRS1,0.147601271,0.557033118,0,0,0,0,-0.035089786,0.955292885,0.224802599,0.285978783,0,0
MCOLN1,0.146404367,0.638092155,0,0,0,0,-0.0330017,0.968724872,0,0,0,0
MSRA,0.145901141,0.121135535,0,0,0,0,0,0,0,0,0,0
TRAPPC6A,0.143994713,0.740422563,0,0,0,0,0,0,0.150535998,0.721753509,0,0
MRPL12,0.143669966,0.674249777,-0.012745326,0.983191944,0,0,-0.009900814,0.991118491,0.315163107,0.266325648,0,0
CASP10,0.143568489,0.600704514,0,0,0,0,0,0,0,0,0,0
SLC5A6,0.141327891,0.425383541,0,0,0,0,0,0,0,0,0,0
DFFB,0.14029183,0.547053869,0,0,0,0,0,0,0,0,0,0
PLSCR1,0.139459297,0.497679985,0,0,0,0,0,0,0.172661925,0.417880794,0.214228103,0.554451773
PTPRC,0.136492874,0.551486915,0,0,0.74539381,0.178565087,2.578725723,5.37E-07,0.179010512,0.370014283,0,0
LIG1,0.136194032,0.448520361,0,0,0,0,0,0,0,0,0,0
PLK1,0.135806195,0.796209863,0,0,0,0,0,0,0,0,0,0
PRSS23,0.134140462,0.353375091,0,0,0,0,0,0,0,0,0,0
ICAM3,0.133229228,0.771833953,0,0,0.44039391,0.555006917,0,0,0.213427054,0.63480416,0,0
TICAM1,0.132316022,0.751427396,0,0,0,0,-0.036435435,0.973941095,0,0,0,0
RBM6,0.131667748,0.045937507,0,0,0,0,0,0,0,0,0,0
TP53,0.131360174,0.685861445,0,0,0,0,0,0,0,0,0,0
NOL3,0.128671601,0.680057623,0,0,0,0,0,0,0.260802021,0.37896606,0,0
EPHA3,0.127167494,0.303539949,0,0,0.674245736,0.156307513,0,0,0,0,0,0
PMM2,0.125837349,0.590843961,-0.017351827,0.965262516,0,0,0,0,0,0,0,0
HEBP1,0.125588491,0.600565728,0,0,0,0,0,0,0,0,-0.019937406,0.963517292
BACE2,0.125530893,0.582184164,0,0,0,0,0,0,0.297602477,0.229457777,0,0
PUF60,0.124737047,0.723843731,0,0,0.346104169,0.636933735,0,0,0,0,0.283809505,0.68990186
CBR3,0.123182318,0.773390293,0,0,0,0,0,0,0,0,0.275163749,0.688694929
NFATC4,0.122862334,0.558011175,0,0,0,0,0,0,0,0,0.384665316,0.333259552
PTPN12,0.122548513,0.202947217,0,0,0,0,-0.132154421,0.579007634,0,0,0,0
CDH3,0.122432607,0.691771899,0,0,-0.035793381,0.941401994,0,0,0,0,0,0
PAK4,0.121956331,0.778851935,0.570300611,0.438854048,0.316598228,0.521969612,0,0,0.171207185,0.684015331,-0.000998887,0.998839801
RAB27A,0.119206943,0.703978699,0.27352577,0.60244357,0,0,0,0,0,0,0,0
CCND1,0.11786255,0.436259071,0,0,-0.037635266,0.876563304,0,0,0.181630756,0.216692274,0,0
PROS1,0.117611263,0.513792887,0.248271203,0.422259903,0,0,1.371603304,0.000342004,0,0,0.211214533,0.432677953
HOOK2,0.116964539,0.512105173,0,0,0,0,-0.051756764,0.910948117,0,0,0,0
CFLAR,0.116574666,0.243378282,0,0,0,0,0.987189092,0.000241454,0,0,0,0
NISCH,0.115380084,0.18783363,0,0,0,0,0,0,0,0,0,0
CXCL2,0.115307096,0.880139405,0.82698234,0.547215513,0,0,-0.062356611,0.973278381,0,0,1.05924936,0.442340217
SORBS3,0.115246065,0.63559945,0,0,0,0,1.087386576,0.016210028,0.225642567,0.334429566,-0.013325157,0.972893635
PPP2R3C,-0.000297178,0.997950197,0,0,0,0,0,0,0,0,0,0
PSMD9,-0.000405534,0.998345353,0,0,-0.028034966,0.931386748,0,0,-0.015966725,0.933492018,0,0
DNAJB2,-0.000510091,0.995850492,0,0,0,0,0,0,0.166443858,0.018249683,0,0
RNF167,-0.000689983,0.996652305,0,0,0,0,-0.049229083,0.888576857,0,0,0,0
UBE2L6,-0.000925956,0.994996539,0,0,0,0,0,0,0,0,0,0
DDX10,-0.001231367,0.99026607,0,0,0,0,0,0,0,0,0,0
PKIG,-0.001560606,0.990177883,0,0,0,0,0,0,0,0,-0.000420057,0.998250718
RPS6KA1,-0.001590068,0.995623225,0,0,0.291083286,0.428084261,1.132807936,0.060063851,0.261511685,0.329293125,-0.004295763,0.992305117
CCDC85B,-0.001653067,0.995957941,0,0,0.369979069,0.200466294,0,0,0,0,0.275676208,0.601454966
FCHO1,-0.002000396,0.990994295,0,0,0,0,0,0,0.265913778,0.093722123,0,0
XPO7,-0.002419545,0.952363575,0,0,-0.009974741,0.931840884,0,0,0,0,-0.008617301,0.932757839
GNA11,-0.00245846,0.982541572,0,0,0,0,0,0,0,0,0,0
CAPN1,-0.002609758,0.984821262,0,0,0,0,0,0,0,0,0,0
MAPKAPK3,-0.002730116,0.991130659,0,0,-0.0135456,0.971007006,0,0,0.201042781,0.417449726,0.226498766,0.584998502
FPGS,-0.002757996,0.991994606,0,0,0.257762533,0.500968445,0,0,0,0,0,0
CENPE,-0.002770439,0.988985723,0,0,0,0,0,0,0,0,0,0
SPR,-0.002796843,0.99275635,0,0,0.505576263,0.276993667,0,0,0.240989451,0.406529715,-0.01047705,0.982433345
LRRC16A,-0.003191743,0.968231497,0.215886339,0.197428748,0,0,0,0,0,0,0.274081186,0.132976735
ELAVL1,-0.003437592,0.976767879,0,0,0,0,0,0,0,0,0,0
POLR2K,-0.003898335,0.969281511,0,0,0,0,0,0,0,0,0,0
NOLC1,-0.004063071,0.939146923,0,0,-0.011294031,0.921597353,0,0,0,0,0,0
DPH2,-0.004309122,0.984006218,0,0,0,0,0,0,-0.005015812,0.983291058,0,0
USP6NL,-0.004489351,0.97613549,0,0,0,0,0,0,0,0,0,0
PDIA5,-0.00456861,0.990159374,0,0,-0.000535119,0.99915408,0,0,0,0,0,0
CDCA4,-0.004586956,0.99202129,0,0,-0.038842558,0.964902622,-0.031255424,0.98420821,0,0,0,0
ABCB6,-0.004635675,0.976679515,0,0,0,0,-0.098644058,0.797246889,0,0,0,0
PECR,-0.005000906,0.982823541,-0.02868456,0.942596806,0,0,-0.001918919,0.997772468,0,0,0,0
DSG2,-0.005559026,0.991738644,0,0,0.698265059,0.295856185,2.977870767,0.002218521,0,0,0,0
CDK5R1,-0.005743494,0.95561295,0,0,0,0,0,0,0,0,0,0
ADRB2,-0.006275728,0.985518992,0,0,0,0,1.062682667,0.150649147,0,0,0,0
WIPF2,-0.006340091,0.952232227,0.259768674,0.147320398,0,0,0,0,0,0,0,0
ABL1,-0.006403018,0.958435928,0,0,0,0,0,0,0,0,0,0
TATDN2,-0.006642328,0.945919433,0,0,0,0,0,0,-0.001160895,0.989465413,0,0
NOSIP,-0.006963806,0.975059591,0,0,0,0,0,0,0,0,0,0
FYN,-0.00709521,0.922333911,0,0,0,0,0,0,0,0,0,0
ZW10,-0.007511387,0.948605099,-0.029229707,0.886468756,0,0,0,0,0,0,-0.019763742,0.92321264
CDC25A,-0.007607159,0.988100413,0,0,0,0,0,0,0,0,0,0
PLA2G4A,-0.007717922,0.963583741,0,0,0.363166987,0.337282557,0,0,0,0,0,0
CGRRF1,-0.008534826,0.953696395,0,0,0,0,0,0,0,0,0.296067675,0.243036867
ATF1,-0.00866307,0.954999977,0,0,0,0,0,0,0,0,0,0
GNAS,-0.008732378,0.903430652,-0.029742538,0.85078013,0,0,0,0,0,0,0,0
NIT1,-0.009270298,0.95787586,0,0,0,0,-0.073041685,0.892774297,0,0,-0.00042465,0.998925483
NR2F6,-0.00934464,0.970274664,0.290797545,0.508040636,0,0,0,0,0,0,0,0
KEAP1,-0.009393576,0.943373527,-0.017792889,0.939203686,-0.032879422,0.886515412,0,0,0,0,0,0
ARHGEF12,-0.009451257,0.830986655,0,0,0,0,0,0,0,0,0,0
CTTN,-0.009552772,0.857741677,0,0,0,0,0,0,0,0,0,0
CALM3,-0.009887665,0.901168905,0,0,0,0,0,0,0,0,0,0
ADH5,-0.01016945,0.908313525,0,0,0,0,-0.119151087,0.599817645,-0.004146969,0.95649258,0,0
SPEN,-0.010173525,0.933274096,0,0,0,0,0,0,0,0,0,0
GHR,-0.010508446,0.960935474,0.541548928,0.139847988,0,0,0,0,0,0,0,0
LRRC41,-0.01057866,0.931324047,0,0,0.315224957,0.163873965,0,0,0,0,0,0
CASK,-0.010597846,0.86754803,0,0,0,0,0,0,0,0,0,0
ADAT1,-0.010829214,0.932851653,0,0,0,0,0,0,0,0,0,0
MEST,-0.011477042,0.913750143,-0.001696271,0.991958436,0,0,0,0,0,0,0,0
MYCBP2,-0.011551401,0.843148811,0,0,0,0,0,0,0,0,0,0
NCOA3,-0.011637269,0.892629945,0,0,0,0,0,0,0,0,0,0
ZFP36,-0.011814487,0.980358121,0.613499959,0.476344113,0,0,1.089249102,0.205744407,0,0,0,0
PIK3R3,-0.011973633,0.877997348,0,0,-0.02399979,0.929658795,0,0,0,0,0,0
IKZF1,-0.011980895,0.96822448,0,0,0,0,1.043460744,0.062316759,0,0,0,0
ALDOC,-0.012088343,0.894973028,0.304496493,0.090234943,0,0,0,0,0,0,0.281010263,0.096409757
YTHDF1,-0.012140072,0.909254155,0,0,0,0,-0.108441684,0.760009839,-0.001401751,0.988961825,0,0
FKBP14,-0.012265046,0.942169581,0.247358828,0.404695671,0,0,0,0,0,0,0.22289044,0.431669081
NUDT9,-0.01253739,0.926803035,0,0,0,0,0,0,0,0,-0.024824039,0.912004489
TIPARP,-0.012710415,0.917399385,0.300750737,0.16666081,0,0,0,0,0,0,0.229432142,0.348151075
HEATR1,-0.012872078,0.893987605,0,0,0,0,0,0,0,0,0,0
SESN1,-0.013062688,0.874320662,-0.013272835,0.925822149,0,0,-0.130152531,0.617955003,0,0,0,0
ARID4B,-0.013600356,0.767024002,0,0,0,0,0,0,-0.011364126,0.820095597,0,0
RSU1,-0.013736064,0.896751864,-0.018169366,0.921500299,0,0,0,0,0,0,0,0
PAF1,-0.014342824,0.904860413,0,0,0,0,0,0,0,0,0,0
KIF20A,-0.014820675,0.982757178,0,0,0,0,-0.136117721,0.946954981,0,0,0,0
EBP,-0.014947556,0.954549754,0,0,0,0,0,0,0,0,0,0
BECN1,-0.014960597,0.882714529,0,0,0,0,0,0,0,0,0,0
PCM1,-0.015051343,0.774888573,0,0,0,0,0,0,0,0,0,0
DHRS7,-0.015370299,0.882298383,0,0,0,0,0,0,0,0,0,0
SCP2,-0.015654187,0.835096077,-0.016097018,0.904330472,0,0,0,0,0,0,-0.016695395,0.889512646
MAP7,-0.015853236,0.839946938,0,0,0,0,0.885553631,0.000592733,0,0,0,0
STK25,-0.016047449,0.829509529,-0.014697326,0.914350987,-0.003380144,0.984346976,0,0,0,0,-0.010535873,0.942738054
MAPKAPK2,-0.016159366,0.929494932,0,0,0,0,0.973150059,0.017545851,0,0,-0.004774244,0.987420175
CCDC92,-0.016399281,0.95880469,0,0,1.038442234,0.026996517,1.391753668,0.044871881,0.218294371,0.648150029,-0.0179696,0.982546515
FBXO11,-0.016467558,0.733878753,0,0,0,0,0,0,0,0,0,0
ECD,-0.017223844,0.854298741,0,0,0,0,-0.061945076,0.819310509,0,0,0,0
CD320,-0.017649703,0.961411666,0,0,0,0,0,0,0,0,0,0
UGDH,-0.017808661,0.913804541,0,0,0,0,0,0,0,0,0,0
TERF2IP,-0.017857307,0.825428493,0,0,0,0,0,0,0,0,0,0
RAP1GAP,-0.017887215,0.880649901,0,0,0,0,0,0,0,0,0,0
CNOT4,-0.018173795,0.819553248,0,0,0,0,0,0,-0.014718966,0.838193296,-0.010691667,0.930226814
TRAPPC3,-0.018326492,0.890663193,0,0,0,0,0,0,-0.017593629,0.868538079,0,0
KDM5A,-0.018404406,0.714057492,0,0,0,0,0,0,-0.009182538,0.886201032,0,0
MRPS2,-0.018453033,0.947340762,0,0,0,0,0,0,0,0,0,0
USP22,-0.018576992,0.75501871,0,0,0,0,0,0,0,0,-0.010811144,0.92894817
SDHB,-0.01863075,0.843156413,0,0,0,0,0,0,0,0,0,0
PLEKHJ1,-0.018672132,0.949094032,0,0,0,0,0,0,0,0,0,0
NUP62,-0.018834626,0.901099683,0,0,0,0,-0.002028674,0.996110886,0.184565942,0.217793464,0,0
DUSP4,0,0,0.868151978,0.011279457,0,0,0,0,0,0,0.986624589,0.005305925
EGR1,0,0,0.728247547,0.138735712,0,0,0,0,0,0,0.790981016,0.052653226
TOP2A,0,0,0.631048654,0.655238883,0,0,0,0,0,0,0,0
APOE,0,0,0.616171344,0.021373536,0,0,0,0,0,0,0.502720574,0.076282264
DDIT4,0,0,0.611371242,0.042629077,0,0,0,0,0,0,0.407619832,0.152006646
FOS,0,0,0.566241655,0.197308567,0,0,0,0,0,0,0.700382813,0.022876555
MBOAT7,0,0,0.55594256,0.694818998,0,0,0,0,0,0,0.29416295,0.825128038
CASP7,0,0,0.546961809,0.211453539,0,0,0,0,-0.001787773,0.994160638,0.42180026,0.309336341
FUT1,0,0,0.516883948,0.248581706,0,0,0,0,0,0,0,0
POLE2,0,0,0.503687376,0.46023444,0,0,0,0,0,0,0.305251029,0.643194997
TRAM2,0,0,0.499815108,0.12321418,0,0,0,0,-0.005054541,0.980117589,0,0
KIF14,0,0,0.479054395,0.666568493,0,0,0,0,0,0,0.227635248,0.840071683
TRIB1,0,0,0.468024929,0.10498404,0,0,0,0,0,0,0.569952393,0.064147033
BHLHE40,0,0,0.467273122,0.06422546,0.303971382,0.089689671,-0.055851197,0.803719469,0,0,0.489932698,0.013578713
PLP2,0,0,0.461709376,0.701355441,0.904471449,0.203660679,2.243420313,0.044171839,0.172788245,0.81800912,0,0
HES1,0,0,0.44078727,0.229180719,0,0,0,0,0,0,0.435260931,0.302261853
TUBB6,0,0,0.409135368,0.45734527,0,0,0,0,0,0,0,0
EGFR,0,0,0.393203407,0.080021234,0,0,0,0,0,0,0.515807762,0.025676986
BCL2,0,0,0.388303631,0.059835988,0,0,0,0,0,0,0.454388789,0.042916644
DYRK3,0,0,0.388030701,0.415711009,0,0,1.375184049,0.032546076,0,0,0.278562935,0.579969046
FZD1,0,0,0.374286804,0.3060392,0.311027581,0.344668991,0,0,0,0,0.2444314,0.566218854
SOX2,0,0,0.373118722,0.109314176,0,0,1.335204082,4.00E-05,0,0,0.383254677,0.15091142
HMOX1,0,0,0.369650624,0.709266612,0,0,0,0,0,0,0,0
LOXL1,0,0,0.360420974,0.778408877,0,0,0.913542086,0.637009936,0,0,0.424173359,0.748468589
GLI2,0,0,0.357000568,0.677974402,0,0,0.901491577,0.315556391,0.15641752,0.755161807,0.330461957,0.703120987
HTRA1,0,0,0.354514078,0.142877666,0,0,0,0,0,0,0.357097479,0.152338865
SLC1A4,0,0,0.353282596,0.032443579,0,0,0,0,0,0,0.248825463,0.170945818
CDKN1A,0,0,0.344156726,0.646181407,0.434263188,0.360022402,1.280195477,0.093296794,0,0,0.246411634,0.703445413
TP53BP2,0,0,0.339101848,0.09703294,0,0,0,0,0,0,0.355104063,0.184139527
GPER1,0,0,0.334833838,0.520046415,0,0,0,0,0,0,0,0
TLR4,0,0,0.331303735,0.354592769,0,0,0,0,0,0,0.48025492,0.206128449
JUN,0,0,0.328236354,0.145815014,0,0,0,0,-0.005736817,0.963991647,0,0
SPRED2,0,0,0.327710846,0.133952142,0,0,0,0,0,0,0,0
PNP,0,0,0.322052715,0.498909964,0,0,0,0,0,0,0.306800495,0.536614212
GMNN,0,0,0.314752962,0.419043846,0,0,0,0,0,0,0.312674444,0.414777966
RAB31,0,0,0.314436365,0.132406785,0,0,0,0,-0.01255855,0.910108885,0.314988057,0.124304814
METRN,0,0,0.311718285,0.466315571,0,0,0.992047584,0.08556023,0,0,0.25838356,0.551338166
PRKAG2,0,0,0.30458166,0.142386773,0,0,0,0,0,0,0,0
LYN,0,0,0.300277701,0.436359307,0,0,0,0,0,0,0.33723289,0.336797572
NFE2L2,0,0,0.295426593,0.13877341,0,0,0,0,0,0,0,0
CTNNAL1,0,0,0.292719942,0.113326672,0,0,0,0,0,0,0.368993814,0.052051748
PRAF2,0,0,0.281075674,0.536144294,0,0,0,0,0,0,0,0
CCDC86,0,0,0.278479711,0.643774722,0,0,0,0,0.160324999,0.637242999,0,0
FZD7,0,0,0.275347871,0.680443897,0,0,1.387632666,0.054504075,-0.011939179,0.976564779,0.85853253,0.233467629
PHKA1,0,0,0.273203777,0.309634936,0,0,0,0,0,0,0.356725288,0.201756401
DUSP6,0,0,0.272953934,0.154193169,-0.003427609,0.990535618,0,0,0,0,0.386570187,0.018447832
CEBPD,0,0,0.272330911,0.700666642,0.428928946,0.491134032,0,0,-0.012499884,0.972566361,0.277897562,0.66269216
TLE1,0,0,0.266994109,0.199896967,0,0,0,0,0,0,0,0
GADD45B,0,0,0.266202153,0.545907678,0,0,-0.083179885,0.904161405,0,0,0.366962868,0.371604205
MMP2,0,0,0.265679273,0.7083282,0,0,1.042759264,0.236496184,-0.012780739,0.977793831,0,0
SIRT3,0,0,0.26104689,0.321277553,0,0,-0.043391375,0.915131639,0,0,0,0
ZNF395,0,0,0.25725834,0.240903292,-0.029635837,0.875683111,0,0,0,0,0.282110789,0.210562137
RPA2,0,0,0.257253904,0.185675517,0,0,-0.115964864,0.725160825,0,0,0.279534948,0.165786332
NFKBIA,0,0,0.254335498,0.328162225,0,0,0,0,0,0,0,0
MFSD10,0,0,0.24657141,0.607062052,0,0,0,0,-0.005670109,0.984873983,0,0
SMAD3,0,0,0.245822108,0.179589007,0,0,0,0,0,0,0,0
RPIA,0,0,0.243849862,0.635574273,0,0,-0.034566204,0.96733105,0,0,0,0
RRP8,0,0,0.242810314,0.33614774,-0.00160184,0.99998042,0,0,0,0,0,0
CRK,0,0,0.239633566,0.768493131,-0.037436416,0.942495783,0,0,0,0,0.388029813,0.583090755
PGAM1,0,0,0.239100139,0.246483135,0,0,0,0,0,0,0,0
ARID5B,0,0,0.236400417,0.070619904,0,0,0,0,0,0,0,0
HIST2H2BE,0,0,0.233431497,0.57997699,0,0,1.459261533,0.000442298,0,0,0,0
VGLL4,0,0,0.230107549,0.256239872,-0.001712172,0.989156046,0,0,-0.003778602,0.975449774,0,0
CDK2,0,0,0.228996271,0.8042245,0,0,1.689279745,0.157407241,0,0,0.232121397,0.800552214
KDM3A,0,0,0.228623938,0.091305165,0,0,0,0,0,0,0,0
C5,0,0,0.223608121,0.451149557,0,0,1.203261531,0.001669096,0,0,0.25157279,0.390656826
FAM57A,0,0,0.223482579,0.663791125,0,0,0,0,0,0,0,0
CASP3,0,0,0.223217675,0.340853604,0,0,0,0,0,0,0,0
FAH,0,0,0.221072825,0.677664851,-0.013864129,0.975724681,0,0,0,0,0.242982357,0.663142254
C2CD5,0,0,-0.000765077,0.994369986,0,0,0,0,0,0,-0.00403448,0.967327125
PPP2R5A,0,0,-0.000830697,0.996950248,0,0,-0.099338281,0.719938825,0,0,0,0
XPNPEP1,0,0,-0.000995318,0.995489551,0,0,-0.038650662,0.902118785,0,0,0,0
NFIL3,0,0,-0.001299352,0.997021134,0,0,0,0,0,0,0,0
BZW2,0,0,-0.001365837,0.994689953,-0.03245955,0.894345685,0,0,0,0,0,0
SHC1,0,0,-0.001558435,0.99564149,0,0,0,0,0,0,0,0
EPHB2,0,0,-0.002299083,0.993555475,0,0,0,0,0,0,0,0
NRIP1,0,0,-0.002658784,0.983392446,0,0,0,0,0,0,0,0
TCERG1,0,0,-0.003707973,0.976881217,0,0,0,0,0,0,0,0
YKT6,0,0,-0.003867057,0.983614955,-0.036408196,0.790436137,0,0,0,0,0,0
PAN2,0,0,-0.004263623,0.98236394,0,0,0,0,0.17088965,0.160689225,0,0
TWF2,0,0,-0.004547864,0.990635996,0,0,0,0,0,0,0,0
SMC1A,0,0,-0.004772469,0.972463679,-0.019700535,0.881031479,0,0,0,0,0,0
TIMELESS,0,0,-0.004933875,0.992765233,-0.025828383,0.951316656,0,0,0,0,0,0
LRP10,0,0,-0.006769094,0.980460175,0,0,1.1495357,0.00065811,0,0,0,0
GOLT1B,0,0,-0.007235008,0.963968414,0,0,0,0,0,0,0,0
EIF4G1,0,0,-0.007259031,0.964570788,-0.005002477,0.962233452,-0.039848998,0.809926855,0,0,0,0
RPA3,0,0,-0.007266907,0.985466815,0,0,0,0,0,0,0,0
CLPX,0,0,-0.007451427,0.956514502,0,0,0,0,0,0,0,0
MBTPS1,0,0,-0.007567473,0.948296774,-0.022003903,0.853154189,0,0,0,0,0,0
AKT1,0,0,-0.007757414,0.96183236,0,0,0,0,0,0,0,0
ABCF3,0,0,-0.008152934,0.964800753,0,0,0,0,0,0,0,0
CRTAP,0,0,-0.008207652,0.94574863,0,0,0,0,0,0,-0.024021357,0.849427513
UBE3B,0,0,-0.008841848,0.95754714,0,0,-0.074382171,0.794695575,0,0,0,0
LAGE3,0,0,-0.009651049,0.988203515,0.248363826,0.68090955,0,0,0.149379673,0.630557709,0,0
TMEM5,0,0,-0.009773013,0.976547796,0,0,0,0,0,0,0,0
COG2,0,0,-0.00980088,0.956809649,-0.012473996,0.949451049,0,0,0,0,0,0
TSEN2,0,0,-0.010045806,0.968828396,0,0,0,0,0,0,0,0
UBE2A,0,0,-0.010103028,0.955896924,0,0,0,0,0,0,0,0
NUP88,0,0,-0.01068244,0.963758937,0,0,0,0,0,0,0,0
SLC11A2,0,0,-0.011009052,0.945895468,0,0,0,0,0,0,0,0
TCTN1,0,0,-0.011806069,0.977637562,0.403597076,0.264482692,1.548392549,0.000276583,0,0,0,0
NCK1,0,0,-0.012099011,0.9555026,0,0,0,0,0,0,-0.014292192,0.943175476
ADO,0,0,-0.012304046,0.931394416,0,0,0,0,0,0,0,0
