Name_GeneSymbol,AI,AI_Pval,CG,CG_Pval,DLPFC,DLPFC_Pval,NAC,NAC_Pval,OFC,OFC_Pval,SUB,SUB_Pval
PRKX,0.187755007,0.165719447,0,0,0,0,0.12466791,0.34830782,0,0,0,0
NOS3,0.184911627,0.613923235,0.249484211,0.584601093,0.231842892,0.556265532,0,0,0.266721424,0.463692473,0.142040824,0.705315992
CCDC92,0.1822052,0.44530788,0.30034135,0.287096734,0,0,0,0,0.167490619,0.46417972,0,0
PPIC,0.18061644,0.529813322,0.206437579,0.530728583,0,0,0,0,0,0,0,0
TGFBR2,0.17719785,0.146994628,0.156314891,0.366103138,0.125085096,0.296811563,0.112060706,0.301533882,0.126804193,0.413934081,0.118209062,0.391408031
PLCB3,0.173364804,0.30400866,0,0,0.115347247,0.527502913,0,0,0,0,0,0
FAS,0.172765012,0.464778405,0,0,0,0,0.195482442,0.167665922,0.17472584,0.22528456,0.216025634,0.152300014
SYNE2,0.171858068,0.029721292,0,0,-0.009689316,0.891009207,0.139765545,0.049297142,0,0,0,0
NET1,0.16659115,0.055644115,0,0,0.213070285,0.021814333,0.146650264,0.108137083,0.177673986,0.035686367,0,0
BDH1,0.163092083,0.311218697,0,0,0,0,0,0,-0.005421966,0.969853981,0,0
BUB1B,0.161269195,0.70849674,0,0,0,0,0.139521834,0.598346794,0,0,0,0
TP53,0.160994647,0.504125641,0.233056592,0.415003632,0,0,0.144219853,0.522063889,-0.010439635,0.966075259,0.102355781,0.651450132
IKBKB,0.160097036,0.09338934,0,0,0,0,0,0,-0.012992623,0.892586524,0,0
SLC5A6,0.159618832,0.224728676,0,0,0,0,-0.000146423,0.999203016,0.120601127,0.417194338,0,0
HOOK2,0.158444932,0.217340019,-0.009905777,0.948284728,0,0,-0.006224542,0.974877554,0,0,0,0
RRS1,0.158095276,0.392943549,0,0,0.148677599,0.344936897,-0.010650777,0.946330969,0,0,0,0
RAB27A,0.155978065,0.504368185,0,0,0,0,0,0,0,0,0.097655606,0.63287325
CD58,0.155911269,0.591363956,0,0,0,0,0.191132445,0.330972175,0.232508958,0.441885429,0,0
CD40,0.148198104,0.665390932,0,0,0,0,0,0,0.228441859,0.530150083,0,0
CCL2,0.146833797,0.762684617,0,0,0.16511784,0.75018303,0.293252304,0.48913528,0,0,0,0
POLD4,0.145681148,0.49961605,0,0,0,0,0,0,0,0,0,0
GPC1,0.139702199,0.149398233,0,0,0,0,0,0,0,0,0,0
PTPRC,0.139159045,0.358968971,0.309344645,0.347670232,0.103609224,0.467276471,0.162214031,0.319973757,0.17202557,0.274015288,0.176920068,0.318303426
NPEPL1,0.138726307,0.804377577,0.16321811,0.797553178,0,0,0,0,0,0,0,0
CFLAR,0.138443359,0.093418758,0,0,0,0,0,0,0,0,0,0
AKAP8L,0.137629593,0.029241692,0,0,0,0,0,0,0,0,0,0
RBM6,0.132111126,0.081211806,-0.018940332,0.828280455,-0.010063943,0.888786432,0,0,0,0,0,0
EZH2,0.131924898,0.567488161,0,0,0,0,0,0,0,0,0,0
STK10,0.130923348,0.402456296,-0.002115764,0.989393367,0,0,0,0,0,0,0.125264326,0.40342963
NFKB2,0.129294635,0.69316884,0,0,0,0,0,0,0,0,0,0
PPARD,0.129129362,0.223200876,0,0,0,0,0,0,0,0,0,0
PXN,0.126886366,0.474833224,0,0,0,0,0,0,0,0,0,0
EPB41L2,0.124821418,0.037962132,0,0,-0.003502731,0.950903049,-0.011233857,0.839776943,-0.002465509,0.964828792,0,0
NOL3,0.12396821,0.588248478,0,0,0.186389283,0.39983625,0,0,0,0,0,0
LYN,0.122703809,0.468907166,0,0,0,0,-0.005821951,0.968288212,0,0,0.118188125,0.544364482
CDH3,0.121629829,0.587249322,-0.009252169,0.972793348,0,0,0,0,0,0,0,0
S100A13,0.120408133,0.298873892,0,0,0,0,0,0,0,0,0.143237115,0.247369909
PXMP2,0.120341111,0.611329856,0,0,0,0,0,0,0,0,-0.013816781,0.972646403
TES,0.117606199,0.713601001,-0.013877086,0.97279162,0,0,0,0,0,0,0,0
KIF20A,0.116976942,0.815456008,0.173176554,0.788533333,0,0,0,0,0.119442111,0.813440953,0.115762368,0.821226443
COG7,0.115147867,0.423842177,0,0,0,0,0,0,0,0,0,0
PAK6,0.114030877,0.179081505,0,0,-0.002579392,0.979293696,0,0,0,0,0,0
CASP7,0.113902298,0.550186906,0.147884412,0.480788247,0,0,0.110890335,0.414547093,0,0,0.146641793,0.424276198
BTK,0.113486927,0.706651221,0,0,0,0,0,0,0,0,0.141231912,0.629344333
CRYZ,0.112706242,0.360595682,0.166528994,0.200734801,0.22524412,0.100100235,0.100702032,0.382629034,0.281430118,0.02742923,-0.012079961,0.93879965
EDN1,0.111890593,0.579962536,0,0,0,0,-0.002501316,0.989457401,-0.014467366,0.940007773,0,0
BACE2,0.111459751,0.509353768,0.24516384,0.286705949,0.243555982,0.19998967,0,0,0.169938222,0.344827239,0,0
NFATC4,0.110698727,0.474619374,0,0,-0.016400181,0.924482729,0,0,-0.017422111,0.919703094,0,0
CHMP4A,0.110610022,0.14584432,0,0,0,0,-0.010489701,0.877497096,-0.00590305,0.948399383,0,0
POLG2,0.110500119,0.551262265,0,0,-0.013386498,0.946295903,0,0,0,0,0,0
HEBP1,0.109801914,0.531184463,0,0,-0.012046264,0.950111692,0,0,0,0,0,0
CCND1,0.109617949,0.327805847,-0.015263682,0.907849192,0.138119145,0.218159702,0,0,0,0,0,0
FZD1,0.107084829,0.489265969,0,0,0,0,0,0,0,0,0,0
TBX2,0.106331397,0.788390173,0,0,0.181579907,0.657895705,0.293444035,0.429079585,0,0,0.156333894,0.664269206
DSG2,0.10631506,0.782561012,0.230228055,0.553883319,0,0,0.102892906,0.737942587,-0.001398185,0.997634512,0,0
IKZF1,0.105944503,0.641848288,0.219441864,0.370986552,0.190516433,0.405929543,0.093727304,0.565249417,0.227505491,0.309033702,0.252944661,0.21527471
MSRA,0.105606326,0.171472852,0,0,0,0,0,0,0,0,0,0
KIAA0753,0.104419809,0.205663554,0,0,0,0,0,0,0,0,0,0
ICAM3,0.103418375,0.761936912,0.259991371,0.539544861,0.171276769,0.615624473,0,0,0.1579651,0.652569291,0,0
CAT,0.102450832,0.357897824,0,0,0,0,0.133283466,0.141346087,0.127092099,0.273064064,0.140110595,0.154528121
PRR7,0.099981307,0.509773944,-0.002291957,0.988188322,0,0,0,0,0,0,0,0
MOK,0.09904711,0.312894125,0,0,0,0,0,0,0,0,0,0
PRKCD,0.098681586,0.474694013,0,0,0,0,0,0,0,0,0,0
PPP1R13B,0.096982989,0.2010961,0,0,-0.006426126,0.923855102,0,0,0,0,0,0
TBC1D31,0.096438862,0.156452228,0,0,0,0,0,0,0,0,0,0
TCFL5,-0.00046489,0.996118995,0,0,0.102500834,0.219739779,0.079618589,0.333060702,0,0,0.202758111,0.027934079
MPZL1,-0.000605596,0.994966,0,0,-0.004843422,0.949482624,0,0,0,0,0,0
DPH2,-0.000616862,0.996862468,0,0,0,0,0,0,0,0,0,0
ENOSF1,-0.000639987,0.99605488,0,0,0.135817085,0.332614274,-0.007298866,0.947474538,0,0,0,0
PIK3R3,-0.000736087,0.992887802,0,0,0,0,0,0,0,0,0.125725983,0.351464422
YKT6,-0.001082801,0.991557703,0,0,0,0,0,0,0,0,0,0
RPS5,-0.001384471,0.991655716,0,0,0,0,0,0,0,0,0,0
IFRD2,-0.001669229,0.99520887,0.22960974,0.511578057,0.1018042,0.708712181,0,0,0.142353779,0.632565701,0,0
PLS1,-0.002057431,0.988808977,0,0,-0.006130014,0.961063739,0,0,0,0,0,0
STK25,-0.002466622,0.960697733,0,0,0,0,0,0,0,0,0,0
WRB,-0.00250212,0.969917085,0,0,0,0,0,0,0,0,0,0
KDM5B,-0.002545687,0.971920775,0,0,0,0,0,0,0,0,0,0
CRELD2,-0.002890743,0.984333979,0,0,0,0,-0.005296448,0.964780374,0,0,0,0
KDM3A,-0.003298413,0.951230932,-0.015092639,0.864992169,0,0,0,0,0,0,0,0
PCK2,-0.003309756,0.989658573,0,0,0.094389305,0.707990468,0.086975473,0.774760594,0,0,0,0
RPS6,-0.003400998,0.955715777,0,0,0,0,0,0,0,0,0,0
CLTB,-0.003429516,0.956086042,0,0,0,0,0,0,0,0,0,0
ATF1,-0.003480715,0.975251645,0,0,0,0,0,0,0,0,0,0
POLR2K,-0.003504632,0.966153923,0,0,0,0,0,0,0.163292692,0.037792533,0,0
NIPSNAP1,-0.003604644,0.958176375,0,0,0,0,0,0,0,0,-0.00395615,0.957164267
PHGDH,-0.004003464,0.95821402,0,0,0,0,0,0,-0.018349925,0.841041004,0,0
CSNK2A2,-0.004104714,0.972616906,0,0,0,0,0,0,0,0,-0.014150453,0.897240029
DHRS7,-0.004430103,0.957659321,-0.014481543,0.905975443,0,0,0,0,0,0,0.130286105,0.116235193
RFC5,-0.004496515,0.968659184,0,0,0,0,0,0,0,0,0,0
UBE2A,-0.004560881,0.958205407,0,0,0,0,0,0,0.119712579,0.158059234,0,0
CHAC1,-0.00464295,0.985068723,0.469652413,0.240259547,0,0,0,0,0.162889847,0.555776828,0,0
KCTD5,-0.004874144,0.975840956,0.157703151,0.386161653,0,0,0,0,-0.012309752,0.938125357,0,0
INPP4B,-0.004885037,0.952435879,0,0,0,0,0,0,0,0,-0.005453868,0.932733547
DNAJB6,-0.004888839,0.932788996,0,0,0,0,0,0,0,0,0,0
GHR,-0.004999123,0.973663333,0,0,0,0,0,0,0,0,0,0
CTTN,-0.005089491,0.886171843,0,0,0,0,-0.006612744,0.879580057,0,0,-0.003900078,0.92202039
EED,-0.005218365,0.954354391,0,0,0,0,0,0,0,0,0,0
TOR1A,-0.005407121,0.949034285,0,0,0,0,0,0,0,0,0,0
HTATSF1,-0.005520008,0.929304474,-0.011087501,0.856697026,0,0,0,0,0,0,0,0
CSK,-0.005620111,0.970765735,0,0,-0.017002329,0.912214014,0,0,0,0,0.127429295,0.433186885
GRN,-0.005932064,0.97337864,0,0,0,0,0,0,0,0,0,0
RAB31,-0.006141314,0.940647957,0,0,0,0,0,0,0,0,0,0
HEATR1,-0.006166829,0.933899358,0,0,0,0,0,0,0,0,-0.004439021,0.949148983
WFS1,-0.006249178,0.938255854,0,0,0,0,0,0,-0.017625406,0.859451416,-0.007561519,0.919250977
RBM34,-0.006261345,0.939482229,-0.020849918,0.817072243,0,0,0,0,0,0,0,0
GLOD4,-0.006284027,0.91837847,0,0,0,0,-0.002422404,0.970148047,0,0,0,0
PCM1,-0.006365983,0.87268668,0,0,0,0,0,0,0,0,0,0
NCK1,-0.006384435,0.943621534,0,0,0,0,0,0,0,0,0,0
GTF2E2,-0.006884938,0.953963106,0,0,-0.00963474,0.933779826,0,0,0,0,0,0
IFNAR1,-0.007348515,0.851101569,-0.011034946,0.885865175,0,0,0,0,0,0,0,0
HDAC2,-0.00739278,0.908017613,-0.011297865,0.910296757,0,0,0,0,0,0,0,0
DFFA,-0.007626726,0.935290387,0,0,0,0,0,0,0,0,-0.001161947,0.992891319
SPAG7,-0.007638183,0.928252578,0,0,0,0,0,0,0,0,-0.002023937,0.979329649
TMEM109,-0.007998257,0.955190108,0,0,0,0,0,0,0,0,0,0
PGM1,-0.0082033,0.916806196,0,0,0,0,0,0,0,0,0,0
LBR,-0.00836716,0.948564065,0,0,0,0,0,0,0,0,0,0
WASF3,-0.008444926,0.809789764,0,0,0,0,0,0,0,0,0,0
MAP7,-0.009043913,0.864966002,0,0,0,0,0,0,0,0,0,0
CXCR4,-0.010006336,0.970763074,0,0,0.142167183,0.652600312,0,0,0.117424357,0.638817132,0,0
TMEM50A,-0.010178691,0.934336508,0,0,0,0,0,0,0,0,0,0
TRAP1,-0.010197998,0.860117711,0,0,0,0,-0.009684678,0.857189025,0,0,0,0
MCUR1,-0.010539519,0.863925612,0,0,0,0,0,0,0,0,0.104246553,0.132026434
PDIA5,-0.010573746,0.968612299,0.257571255,0.374629517,0,0,0,0,0,0,0,0
CYTH1,-0.010647729,0.867664973,0,0,0,0,0,0,0,0,0,0
DUSP22,-0.010697434,0.885651597,0,0,0,0,0,0,-0.006121924,0.938457398,0,0
NFKBIE,-0.011396034,0.951996549,0,0,0,0,0,0,0,0,0,0
SH3BP5,-0.011544911,0.924716627,0,0,0,0,0,0,0,0,0,0
GRWD1,-0.01191893,0.939932611,0,0,0,0,0,0,0,0,0,0
PHKG2,-0.012092449,0.929388531,0.132022231,0.445909308,0,0,-0.003160342,0.984613811,0,0,0,0
RSU1,-0.012455166,0.878124022,0,0,0,0,0.094722169,0.151131789,0,0,-0.015354455,0.849742308
CBR3,-0.013020439,0.966059909,0,0,0,0,0,0,0,0,0,0
WDTC1,-0.01316203,0.845960456,0,0,0,0,0,0,0,0,0,0
CASK,-0.01354533,0.785676432,-0.016395773,0.817491646,0,0,-0.011579119,0.822168756,0,0,0,0
BLMH,-0.013660774,0.904180355,0,0,0,0,0,0,0,0,0,0
SMNDC1,-0.013703231,0.905916005,0,0,0,0,0,0,-0.008155209,0.940776861,0,0
ZW10,-0.013835206,0.872611463,0,0,0,0,0,0,0,0,-0.008239879,0.928627114
RAB4A,-0.013907359,0.83902038,0,0,0,0,0,0,0,0,0,0
FEZ2,-0.014057601,0.828390641,0,0,0,0,0,0,0,0,0,0
STUB1,-0.014070819,0.904686645,0,0,0,0,0,0,0,0,0,0
IARS2,-0.014157994,0.809593183,0,0,0,0,0,0,0,0,0,0
FAT1,-0.014189918,0.843593369,0,0,0,0,0,0,-0.011998016,0.879201324,0,0
OXA1L,-0.014362475,0.869684514,0,0,0,0,0,0,0,0,0,0
MFSD10,-0.014527344,0.941277789,0,0,0,0,-0.00509593,0.986219792,0,0,0,0
MEF2C,-0.014654306,0.839282148,0,0,0,0,0,0,0,0,0.10162935,0.588068803
SSBP2,-0.014804231,0.777362625,0,0,0,0,0,0,0,0,0,0
NFKBIB,-0.015187663,0.935397421,0.163635478,0.469475624,0.115444382,0.569949155,0,0,-0.006741726,0.970694166,0,0
EBNA1BP2,-0.015188383,0.822223288,-0.017264773,0.827828882,0,0,-0.000497281,0.99100573,0,0,-0.015630784,0.814422594
TMEM97,-0.015329156,0.907192847,0,0,0.108262055,0.487428476,-0.001780284,0.992201485,0.185995949,0.147354073,0,0
SMC3,-0.015342735,0.772433398,0,0,0,0,0,0,0,0,-0.00821224,0.858363424
DDX42,-0.015379211,0.731742139,0,0,0,0,0,0,0,0,-0.009261702,0.803616193
HK1,-0.016005004,0.797840226,0,0,0,0,0,0,0,0,-0.013686992,0.855871197
VAT1,-0.016103755,0.9019201,0.175378417,0.342148169,0,0,0,0,0,0,0,0
ACBD3,-0.016512864,0.779432669,-0.005225348,0.966682856,0,0,0,0,0,0,0,0
IGF1R,-0.016513028,0.839801022,0,0,-0.013411318,0.831378294,0,0,0,0,0,0
GALE,-0.016724102,0.946496114,0.128833908,0.658940319,0,0,0,0,0,0,0.136976696,0.627895648
KDM5A,-0.016850045,0.62992501,0,0,0,0,0,0,0,0,0,0
RUVBL1,-0.017133845,0.859796903,0.247625937,0.135895447,0,0,0,0,0,0,0,0
NCK2,-0.017252156,0.818643532,-0.007884105,0.943267555,0,0,-0.006719143,0.948648118,0,0,0,0
FAIM,0,0,2.38E-06,0.999947341,0,0,0,0,0,0,0,0
PTPRK,0,0,0.835649895,0.056490355,0,0,0,0,0.52828738,0.234675198,0.588837534,0.11906425
PUF60,0,0,0.549135072,0.196268948,0,0,0,0,0,0,0.097200028,0.74877504
PDLIM1,0,0,0.478244041,0.346658603,0.234502006,0.611704976,0,0,0,0,0,0
ST6GALNAC2,0,0,0.471823832,0.374896382,0,0,0.37624085,0.230746275,0,0,0,0
SPR,0,0,0.428509942,0.124793264,0.202216728,0.345538422,0,0,0.188230093,0.346083049,0,0
SCAND1,0,0,0.413530082,0.185584481,0.098953293,0.730432085,0.158530561,0.637625398,0.205819681,0.396821989,0,0
DENND2D,0,0,0.400299174,0.337156301,0,0,0.119776465,0.701995307,0,0,0,0
STXBP2,0,0,0.356270501,0.415263549,0.161145403,0.704617418,0,0,0,0,0.233156802,0.513635013
MTHFD2,0,0,0.346075938,0.168373803,0.178569157,0.369909117,0,0,0,0,0,0
PCBD1,0,0,0.283579398,0.160151675,0.108878963,0.565003605,0,0,0.219521758,0.240912522,0.129392761,0.561316149
BAX,0,0,0.274268265,0.458638066,0,0,0,0,0,0,0,0
EPHA3,0,0,0.2738355,0.240364029,-0.009059458,0.910605268,0,0,0,0,0.12969925,0.35864111
CEBPA,0,0,0.273568719,0.321032728,0.098845322,0.70570048,0,0,0,0,0,0
HMG20B,0,0,0.264885176,0.195228861,-0.002220022,0.9914209,0,0,0,0,-0.013307196,0.946983174
ZFP36,0,0,0.252368993,0.555217555,0.215316079,0.53324332,0,0,0.163015564,0.688871938,0,0
PIP4K2B,0,0,0.238323729,0.732436231,0.378221827,0.251460611,0,0,0,0,0.239233887,0.66402342
PLP2,0,0,0.229163665,0.637157494,0,0,0,0,0,0,-0.004018839,0.994380275
CD44,0,0,0.225837881,0.6269826,0,0,0.615887549,0.118795271,0.122389876,0.585594844,0.181052586,0.486839126
BAD,0,0,0.220357231,0.482722357,0.191752019,0.40013663,0.197381583,0.508237322,0,0,0,0
IKBKE,0,0,0.207128109,0.551947095,0.0940792,0.798575593,0,0,0,0,0,0
ATP6V0B,0,0,0.197532245,0.176451502,0,0,-0.007165315,0.95239793,0.241854277,0.022885418,0,0
EXOSC4,0,0,0.189797537,0.524961944,0,0,0,0,0,0,0,0
CD320,0,0,0.189183668,0.623928204,0.140015101,0.565562303,-0.013510497,0.970356202,0.226447538,0.437202959,0,0
MEST,0,0,0.186181261,0.221259256,0,0,0,0,0,0,0,0
TIMM17B,0,0,0.185818895,0.495187683,0.093248124,0.682165099,0,0,0.129197026,0.502096004,-0.012327171,0.958100095
HSPB1,0,0,0.184982967,0.322118552,0.109713541,0.544736479,0,0,0,0,0,0
CDK2,0,0,0.183849454,0.64477501,0,0,0,0,0,0,0,0
TRAPPC3,0,0,0.181621794,0.134917378,0,0,0,0,0.121158489,0.119305911,0,0
PAFAH1B3,0,0,0.181071867,0.442183255,0.143173439,0.495623663,0,0,0,0,0,0
NPRL2,0,0,0.179533908,0.318661754,0,0,0,0,0,0,0,0
HERC6,0,0,0.176494892,0.121678976,0,0,0.119673597,0.12267342,0.173507341,0.012440872,0.115125884,0.183957468
ATF5,0,0,0.173281248,0.603111523,0,0,0,0,0,0,0,0
NARFL,0,0,0.166746852,0.423974665,0,0,0,0,0,0,0,0
ALDOA,0,0,0.164801821,0.13928915,0,0,0,0,0,0,0,0
CDC20,0,0,0.163265392,0.809446907,0,0,0,0,0,0,0.269714222,0.617364367
HN1L,0,0,0.162124348,0.440795035,0.15530856,0.332007721,0,0,-0.017442908,0.911472944,0.179101172,0.120301717
CCNA1,0,0,0.160340131,0.409130889,0,0,0,0,0,0,0,0
PLA2G4A,0,0,0.158832981,0.514342828,0,0,0.124781838,0.535326445,0.200001585,0.382620521,0.209272132,0.26696824
SLC37A4,0,0,0.158474454,0.520200426,0,0,0,0,0,0,0,0
NT5DC2,0,0,0.157265959,0.463366274,0,0,0,0,0,0,0,0
CHEK2,0,0,0.150015271,0.700876166,0,0,0,0,0.137257992,0.6565229,0.171316135,0.699078562
TIMM9,0,0,0.147553344,0.467424366,0,0,0,0,0,0,0,0
SPDEF,0,0,0.146975779,0.821106782,0.10481703,0.856177309,0,0,0,0,0.214589784,0.710754711
FSD1,0,0,0.14663379,0.337269171,0,0,0,0,0,0,0,0
CCNA2,0,0,0.144784285,0.650676764,0,0,0,0,0,0,0,0
IL13RA1,0,0,0.141710545,0.5202242,0.113489007,0.417727641,0.151929987,0.263661998,0.135430322,0.292455282,0.196179784,0.205290147
ISOC1,0,0,0.141215087,0.337471134,0,0,0,0,0,0,0.151615668,0.23955156
CTSD,0,0,0.140811232,0.371755544,0,0,0,0,0,0,0,0
RPS6KA1,0,0,0.139732828,0.537555861,0.121928837,0.548228779,0.136123386,0.474573518,0,0,0.158543167,0.40590838
GDPD5,0,0,0.139513842,0.569707617,0,0,-0.013526846,0.950795034,0,0,0,0
RPA3,0,0,0.137423657,0.466753973,0.11143925,0.437801972,0,0,0.125678934,0.369402281,0,0
MVP,0,0,0.135979421,0.498691328,0.127953587,0.457462595,0.088722724,0.534196174,0,0,0,0
PIN1,0,0,0.135488602,0.282723232,0,0,0,0,0,0,-0.010867849,0.871570633
NUP62,0,0,0.133847159,0.336765057,0,0,0,0,0,0,-0.014302511,0.909144522
PLSCR1,0,0,0.129378688,0.425385733,0,0,0.101456149,0.369155193,0.148243388,0.316386694,0.158294852,0.28564525
TOMM34,0,0,0.128813168,0.381760418,0.108813463,0.17436854,-0.004598597,0.942266384,0,0,0,0
CDKN2A,0,0,0.128163848,0.837919746,0,0,0,0,0,0,0,0
TRIM13,0,0,-0.001279475,0.988944744,0,0,0,0,-0.015097283,0.85705224,0,0
HSPD1,0,0,-0.001701465,0.983658204,0,0,0,0,0,0,-0.01275991,0.829226809
GFPT1,0,0,-0.001870929,0.982044037,0,0,0,0,0,0,0,0
SKP1,0,0,-0.002571769,0.9750747,0,0,-0.001402786,0.971027468,0,0,0,0
NUP133,0,0,-0.002600266,0.974975507,0,0,0,0,0,0,0,0
PCNA,0,0,-0.002855903,0.991984572,0,0,0,0,0,0,0,0
BCL7B,0,0,-0.002982015,0.988744241,0,0,0,0,0,0,0,0
FZD7,0,0,-0.003312143,0.988995167,0,0,0,0,0,0,0,0
KEAP1,0,0,-0.003682516,0.981929695,0,0,0,0,0,0,0,0
RNPS1,0,0,-0.00376349,0.965459039,0,0,0,0,0,0,0,0
RALB,0,0,-0.003764361,0.966751251,0.108450827,0.068396471,0,0,0,0,0,0
ZNF451,0,0,-0.003856146,0.94401476,-0.014114389,0.734478494,0,0,-0.00803552,0.84233367,0,0
SPTLC2,0,0,-0.00389704,0.977040225,0,0,0,0,0,0,0,0
MYLK,0,0,-0.003909866,0.979549001,0,0,0.082397134,0.419971851,0,0,0.149300699,0.031153977
ATP5S,0,0,-0.004111764,0.974866043,0,0,0,0,-0.001494878,0.987175568,0,0
P4HA2,0,0,-0.00459881,0.97652351,0,0,0,0,0,0,0,0
SLC35B1,0,0,-0.00487674,0.977538324,0,0,0,0,0,0,-0.010606481,0.928884637
SOCS2,0,0,-0.004931094,0.981851798,0,0,0,0,0,0,-0.01456142,0.918339857
APOE,0,0,-0.005088135,0.9728774,0,0,0,0,0,0,0,0
USP14,0,0,-0.005151144,0.96070342,0,0,0,0,-0.007541797,0.879793289,0,0
EIF5,0,0,-0.005163371,0.945396873,0,0,0,0,0,0,0,0
TMEM5,0,0,-0.005172384,0.977723155,0,0,0,0,0,0,0,0
TIMP2,0,0,-0.005325569,0.955725492,0,0,0,0,0,0,0,0
KIF14,0,0,-0.005713077,0.99274317,0,0,0,0,0,0,0,0
RB1,0,0,-0.006035074,0.95559196,0,0,0,0,0,0,0,0
HACD3,0,0,-0.006576339,0.934113193,0,0,0,0,0,0,0,0
ADI1,0,0,-0.007210443,0.964627873,0,0,-0.004446674,0.973764241,0,0,0,0
AKR7A2,0,0,-0.007300877,0.964173732,0,0,0,0,0,0,0,0
MAT2A,0,0,-0.007375433,0.946267026,0,0,0,0,0,0,0,0
EDEM1,0,0,-0.007641758,0.927953601,0,0,0,0,0,0,0,0
TIAM1,0,0,-0.007699875,0.909597543,0,0,0,0,0,0,0,0
NFKBIA,0,0,-0.007823658,0.968305912,0,0,-0.011798374,0.917116602,0,0,0,0
PPP2R3C,0,0,-0.008196353,0.939525448,0,0,0,0,0,0,0,0
KLHDC2,0,0,-0.008431505,0.930820154,0,0,0,0,0.134978329,0.118595157,0,0
CDK6,0,0,-0.008685545,0.934335646,-0.011615632,0.8633394,0,0,0,0,0,0
KIF1BP,0,0,-0.008716773,0.924207207,0,0,0,0,-0.006356789,0.927190877,-0.009946056,0.896058095
PWP1,0,0,-0.00900926,0.922685571,0,0,0,0,0,0,0,0
ERBB3,0,0,-0.009048929,0.977116645,0.10544776,0.50967119,0.146306312,0.445951405,0,0,0,0
NISCH,0,0,-0.009343431,0.931312225,0,0,0,0,0,0,0,0
MTA1,0,0,-0.009566217,0.93602076,0,0,0,0,0,0,0,0
EVL,0,0,-0.010097295,0.935678591,0,0,0,0,0,0,0,0
INPP1,0,0,-0.010227395,0.942597595,0,0,0,0,0,0,0,0
