Name_GeneSymbol,AI,AI_Pval,CG,CG_Pval,DLPFC,DLPFC_Pval,NAC,NAC_Pval,OFC,OFC_Pval,SUB,SUB_Pval
ACOT9,-0.010226304,0.944310481,0,0,0,0,0,0,0,0,0,0
PSMD10,-0.010439539,0.938621966,0,0,0,0,0,0,0,0,0,0
STK25,-0.010543754,0.907410304,0,0,0,0,0,0,0,0,0,0
OXA1L,-0.011222809,0.930043062,0,0,0,0,0,0,0,0,0,0
SMAD3,-0.011420484,0.908693175,0,0,0,0,0,0,0,0,0,0
G3BP1,-0.011857091,0.894388024,0,0,0,0,0,0,0,0,0,0
PDS5A,-0.012065608,0.865662896,0,0,0,0,0,0,0,0,0,0
CTTN,-0.012150383,0.853174421,0,0,-0.009241887,0.888497425,0,0,0,0,-0.006761983,0.91536568
LRRC41,0,0,6.02E-05,0.999417401,0,0,0,0,0,0,0,0
PUF60,0,0,0.754333721,0.191955576,0.794333255,0.067840615,0,0,0,0,0.483425589,0.308461866
CD44,0,0,0.73321399,0.185826252,0,0,0.546040385,0.25214779,0,0,0.513293699,0.171360281
COL1A1,0,0,0.690002039,0.307849663,0,0,0,0,0,0,0.312661617,0.705018782
CCL2,0,0,0.656073494,0.320164992,0,0,0,0,0.322410376,0.611672274,0.391740617,0.587800304
STXBP2,0,0,0.600305258,0.322307581,0,0,0,0,0,0,0.496919993,0.383257098
ICAM1,0,0,0.544570535,0.227516256,0,0,0,0,0,0,0,0
PDIA5,0,0,0.539444495,0.176048539,0,0,0.238175999,0.513396383,0,0,0,0
ST6GALNAC2,0,0,0.528537666,0.306202425,0,0,0.296711233,0.548301038,0,0,0,0
TJP1,0,0,0.50933653,0.1824747,0,0,0.860078647,0.047945646,0.548385875,0.193803849,0.254770625,0.497350807
IKBKE,0,0,0.493702763,0.291102903,0,0,0,0,0,0,0,0
SPP1,0,0,0.48767684,0.220736194,0,0,0,0,0.429562289,0.265695939,0.383302796,0.183339818
SPR,0,0,0.483606222,0.202072417,0,0,0,0,0,0,0,0
MTHFD2,0,0,0.476827588,0.149479409,0.262146407,0.379948996,0,0,0,0,0,0
CHAC1,0,0,0.47361378,0.358456209,0,0,0,0,0,0,0,0
CDK2,0,0,0.46851475,0.39235142,0,0,0,0,0,0,0,0
CD320,0,0,0.406961995,0.441212087,0.216101275,0.558451859,0,0,0.364352044,0.439208477,0,0
DENND2D,0,0,0.384822558,0.492285672,0,0,0,0,0,0,0,0
VAT1,0,0,0.365949649,0.143182054,0,0,0,0,0,0,0,0
PTPRC,0,0,0.339524567,0.304667082,0,0,0,0,0.360054038,0.104558586,0.467931179,0.048785316
BTK,0,0,0.331337202,0.390529348,0,0,0,0,0,0,0.41799209,0.377505377
SYK,0,0,0.330075377,0.30179134,0,0,0,0,0.42279471,0.149554127,0.564623833,0.030011215
PLA2G4A,0,0,0.328584895,0.347526038,0.294667005,0.235648011,0,0,0.305788102,0.389238995,0,0
MTFR1,0,0,0.310766373,0.235895735,0,0,0.22999955,0.275734096,0,0,0,0
BACE2,0,0,0.306362543,0.317250052,0.22160643,0.460046025,0,0,0.312088864,0.276605212,0,0
CLIC4,0,0,0.30183837,0.245101025,0,0,0.397078958,0.015537788,0.306010354,0.124546597,0,0
CHEK2,0,0,0.291793204,0.586639715,0,0,0,0,0.469705154,0.323915407,0.32241583,0.64334933
VAV3,0,0,0.289054962,0.1344572,0,0,0,0,0,0,0,0
IL13RA1,0,0,0.276602184,0.287929093,0,0,0,0,0.297286462,0.113884226,0.289705213,0.183374791
CAT,0,0,0.269848487,0.194045048,-0.001574218,0.993497173,0,0,0,0,0,0
DSG2,0,0,0.265663725,0.641503073,0,0,0,0,0.586464353,0.425965384,0,0
SMC4,0,0,-0.000163958,0.999983457,0,0,0,0,0,0,0,0
TRAK2,0,0,-0.000501353,0.994346913,-0.001807461,0.978595343,0,0,0,0,-0.009213179,0.899685827
PDGFA,0,0,-0.001769723,0.991086744,0,0,0,0,0,0,0,0
TMEM109,0,0,-0.00177167,0.994669224,-0.007667669,0.974960784,0,0,0,0,0,0
PSMG1,0,0,-0.002173746,0.991921851,0,0,0,0,0,0,0,0
CHP1,0,0,-0.002188037,0.979216587,0.210018197,0.021556237,-0.005662506,0.958825227,0,0,0,0
EED,0,0,-0.002207869,0.988538555,0,0,0,0,0,0,0,0
UBE2A,0,0,-0.002794044,0.986800955,0,0,0,0,0,0,0,0
FEZ2,0,0,-0.002879166,0.980729232,0,0,0,0,0,0,0,0
PSIP1,0,0,-0.003506132,0.968692146,0,0,0,0,0,0,0,0
EDEM1,0,0,-0.003657377,0.974704539,0,0,0,0,0,0,-0.010166346,0.940846456
NFATC4,0,0,-0.003884351,0.986965219,0,0,0,0,0,0,0,0
TLK2,0,0,-0.004251871,0.961690367,0,0,0,0,-0.006217554,0.951797312,0,0
PIK3C2B,0,0,-0.004520109,0.977579966,0,0,0,0,0,0,0,0
DFFB,0,0,-0.004739285,0.985588746,0,0,0,0,0,0,0,0
SMC1A,0,0,-0.004912634,0.957639818,0,0,0,0,0,0,0,0
TM9SF3,0,0,-0.004925632,0.956235848,0,0,0,0,0,0,0,0
OXCT1,0,0,-0.00502157,0.975499444,0,0,0,0,0,0,0,0
CRK,0,0,-0.005038617,0.989326929,0.44272228,0.322851971,0,0,0,0,0,0
PCM1,0,0,-0.005170071,0.951614529,0,0,0,0,0,0,-0.002646457,0.968775459
ADI1,0,0,-0.005272238,0.979523259,0,0,0,0,0,0,0,0
CCNB2,0,0,-0.005392847,0.994216893,0,0,0,0,0,0,0,0
PAFAH1B1,0,0,-0.005606941,0.966652471,0,0,0,0,0,0,0,0
CLTC,0,0,-0.005637324,0.971492425,0,0,0,0,0,0,0,0
RPA1,0,0,-0.006774801,0.966369802,0,0,0,0,0,0,0,0
PIK3CA,0,0,-0.007032671,0.934402725,0,0,-0.003213736,0.990145817,0,0,0,0
CRKL,0,0,-0.007163794,0.933493904,0,0,-0.009513228,0.8713084,0,0,0,0
BNIP3,0,0,-0.007263013,0.95042753,0,0,0,0,0,0,0,0
FSD1,0,0,-0.00752622,0.968566193,0,0,0,0,0,0,0,0
POLR2I,0,0,-0.007921275,0.966451523,0,0,0,0,0,0,0,0
SLC25A46,0,0,-0.008735661,0.953276826,0.215895238,0.04172731,-0.003223586,0.972279241,0,0,0,0
KLHDC2,0,0,-0.008786582,0.941296735,0,0,0,0,0.285295732,0.04087056,0,0
HOOK2,0,0,-0.008883927,0.958875608,0,0,0,0,0,0,0,0
CANT1,0,0,-0.009158343,0.961276703,0,0,0,0,0,0,0,0
ZNF451,0,0,-0.009256785,0.910623209,0,0,0,0,0,0,0,0
CHMP4A,0,0,-0.009301372,0.940726317,0,0,0,0,-0.010078529,0.931234129,0,0
LGALS8,0,0,-0.009657031,0.938742367,0,0,0,0,0,0,0,0
CGRRF1,0,0,-0.009679863,0.958802165,0,0,-0.006270948,0.96617506,0,0,0,0
LAGE3,0,0,-0.010082887,0.982235048,0,0,0,0,0,0,0,0
DCTD,0,0,-0.010185761,0.942610271,0,0,0,0,0,0,0,0
KIF1BP,0,0,-0.010276791,0.932208425,0,0,0,0,0,0,0,0
RNF167,0,0,-0.01031987,0.949434252,0,0,0,0,0,0,0,0
TMEM97,0,0,-0.010770731,0.966310586,0.295815009,0.232084242,0,0,0.315431549,0.112237398,0,0
HS2ST1,0,0,-0.012056715,0.908121033,0,0,0,0,0,0,0,0
COG2,0,0,0,0,2.66E-05,0.999688338,-0.012949234,0.913746699,0,0,-0.014733474,0.917035818
ZFP36,0,0,0,0,0.58869939,0.377547198,0,0,0.361649204,0.637865701,0,0
HMOX1,0,0,0,0,0.455151182,0.465446589,0,0,0,0,0,0
ACAT2,0,0,0,0,0.373570339,0.017173026,0,0,0.428458509,0.006515727,0,0
INSIG1,0,0,0,0,0.359748841,0.030265298,0.596787729,0.217596528,0.394336681,0.031145094,0.305616754,0.262510944
ITFG1,0,0,0,0,0.316905693,0.015207571,0,0,0.291474491,0.053252812,0,0
HMGCS1,0,0,0,0,0.307932278,0.015413926,0,0,0,0,0,0
HES1,0,0,0,0,0.307329309,0.296051865,0,0,0,0,0,0
CDKN1A,0,0,0,0,0.288508571,0.462265785,0,0,0,0,0,0
FUT1,0,0,0,0,0.26310608,0.335526822,0,0,0,0,0,0
BAMBI,0,0,0,0,0.262874885,0.462444088,0,0,0,0,0,0
PRKCQ,0,0,0,0,0.262861263,0.151940735,0.306258414,0.175213393,0.292721322,0.098483905,0,0
MPC2,0,0,0,0,0.259233906,0.013893362,-0.002921439,0.975841473,0,0,0,0
CDH3,0,0,0,0,0.246705202,0.529211602,0,0,0,0,0,0
ARPP19,0,0,0,0,0.246062011,0.029368577,0,0,0,0,0,0
PROS1,0,0,0,0,0.244475563,0.179237596,0,0,0,0,0,0
ENOPH1,0,0,0,0,0.243790609,0.003060564,0,0,0,0,0,0
HMGCR,0,0,0,0,0.238716453,0.06154647,0,0,0,0,0,0
GNAI1,0,0,0,0,0.238374547,0.008553084,0,0,0,0,0,0
PGRMC1,0,0,0,0,0.233391034,0.02366458,0,0,0,0,0.275086475,0.105529266
DDIT4,0,0,0,0,0.232118589,0.403931332,0,0,0,0,0,0
SNCA,0,0,0,0,0.223044427,0.04413814,0,0,0,0,0,0
FDFT1,0,0,0,0,0.219090413,0.019174471,0,0,0,0,0,0
CHN1,0,0,0,0,0.212066921,0.088451787,0,0,0,0,0,0
TOMM70A,0,0,0,0,0.212045917,0.045656548,0,0,0,0,0,0
TMEM5,0,0,0,0,0.210450664,0.37930173,0,0,0.285919487,0.157617076,0,0
PCMT1,0,0,0,0,0.209662981,0.080622733,0,0,0,0,0,0
SHC1,0,0,0,0,-0.000402525,0.998378709,0,0,-0.009726424,0.968947362,-0.012371494,0.955495416
UBE3B,0,0,0,0,-0.001500426,0.99304945,0,0,0,0,-0.011621837,0.921611336
TNFRSF21,0,0,0,0,-0.001794795,0.999569702,0,0,0,0,0,0
SOX4,0,0,0,0,-0.002202691,0.992814405,0,0,0,0,0,0
PIK3C3,0,0,0,0,-0.002850913,0.984141776,0,0,-0.006269041,0.921113814,0,0
IDE,0,0,0,0,-0.004186008,0.969627444,0,0,0,0,0,0
TIPARP,0,0,0,0,-0.00481334,0.975787316,0,0,0,0,0,0
PIGB,0,0,0,0,-0.005058041,0.983324729,0,0,0,0,0,0
RFNG,0,0,0,0,-0.007110201,0.984931477,0,0,0,0,0,0
SQSTM1,0,0,0,0,-0.007237761,0.946344524,0,0,0,0,-0.006590967,0.93496376
SATB1,0,0,0,0,-0.008034646,0.925416191,0,0,0,0,0,0
TESK1,0,0,0,0,-0.008077229,0.96578925,0,0,0,0,0,0
ARHGAP1,0,0,0,0,-0.00878954,0.95628855,0,0,0,0,0,0
ALDOA,0,0,0,0,-0.008827056,0.923803861,0,0,0,0,0,0
ASCC3,0,0,0,0,-0.009209404,0.964390441,0,0,0,0,0,0
PLOD3,0,0,0,0,-0.009501588,0.974767716,0.294108183,0.357780064,0,0,-0.012019265,0.965245323
SLC1A4,0,0,0,0,-0.009560311,0.922511722,0,0,-0.011628746,0.902646481,-0.018716867,0.828789762
PNKP,0,0,0,0,-0.00989404,0.973639006,0,0,0,0,0,0
KCTD5,0,0,0,0,-0.010041418,0.97394274,0,0,-0.017585568,0.94128284,0,0
SCARB1,0,0,0,0,-0.010757163,0.958590466,0,0,0,0,0,0
RRP8,0,0,0,0,-0.011990098,0.946118703,0,0,0,0,0,0
FRS2,0,0,0,0,-0.012439587,0.868471583,0,0,0,0,0,0
SGCB,0,0,0,0,-0.013080186,0.902249394,0,0,0,0,0,0
CDK4,0,0,0,0,-0.013303522,0.953332211,0,0,0,0,0,0
AKT1,0,0,0,0,-0.013303875,0.920621654,0,0,0,0,0,0
NUP93,0,0,0,0,-0.013357424,0.899016153,0,0,-0.001036493,0.987403659,0,0
MEST,0,0,0,0,-0.013401318,0.889336386,0,0,-0.015122528,0.869522766,0,0
TIAM1,0,0,0,0,-0.013526145,0.812445996,0,0,0,0,0,0
MAPK13,0,0,0,0,-0.013691899,0.933844755,0,0,0,0,0,0
RFC5,0,0,0,0,-0.01386436,0.931870647,0,0,0,0,0,0
HYOU1,0,0,0,0,-0.01455785,0.873004866,0,0,-0.016525817,0.807955096,0,0
TCEA2,0,0,0,0,-0.015341906,0.928209811,0,0,0,0,0,0
ECD,0,0,0,0,-0.015498388,0.880962947,0,0,-0.013210063,0.897592926,0,0
MAP4K4,0,0,0,0,-0.015735471,0.857244666,0.239118994,0.046333263,0,0,0,0
NUP88,0,0,0,0,-0.015880958,0.909326992,-0.000970519,0.993534943,0,0,0,0
DHDDS,0,0,0,0,-0.016181268,0.89707295,0,0,-0.005032079,0.964463229,0,0
P4HA2,0,0,0,0,-0.01630548,0.92146481,0,0,0,0,0,0
ILK,0,0,0,0,-0.017715992,0.882924319,0,0,0,0,0,0
FOXJ3,0,0,0,0,-0.017797185,0.809129261,0,0,0,0,0,0
IKBKB,0,0,0,0,-0.017987461,0.910680303,0,0,-0.003704335,0.980566797,0,0
EIF4G1,0,0,0,0,0,0,5.42E-05,0.99946363,0,0,0,0
PECR,0,0,0,0,0,0,3.09E-05,0.999911643,0,0,0,0
GADD45B,0,0,0,0,0,0,0.561341848,0.462031001,0,0,0,0
ERBB3,0,0,0,0,0,0,0.546691629,0.014887283,0,0,0,0
NPC1,0,0,0,0,0,0,0.435884117,0.001476142,0,0,0,0
ID2,0,0,0,0,0,0,0.321591487,0.21041618,0,0,0,0
TSPAN4,0,0,0,0,0,0,0.306357106,0.557989496,0,0,0,0
FCHO1,0,0,0,0,0,0,0.295163373,0.201517575,0,0,0,0
PPIC,0,0,0,0,0,0,0.289870861,0.561495296,0,0,0,0
CCNE2,0,0,0,0,0,0,0.289528105,0.133034218,0,0,0,0
LIPA,0,0,0,0,0,0,0.264294001,0.111590694,0.324246525,0.02583968,0.289635728,0.107524133
RPS6KA1,0,0,0,0,0,0,0.263603199,0.394135725,0,0,0,0
DUSP14,0,0,0,0,0,0,0.262099983,0.763360496,0,0,0,0
TIMELESS,0,0,0,0,0,0,0.258194223,0.522294438,0,0,-0.010859187,0.973007109
TCFL5,0,0,0,0,0,0,0.25736655,0.048260839,0.323814336,0.016535372,0.29165946,0.063470161
FAM63A,0,0,0,0,0,0,0.249798473,0.219082651,0,0,0,0
ICAM3,0,0,0,0,0,0,0.24766421,0.685929537,0,0,0,0
MYLK,0,0,0,0,0,0,0.245843499,0.043489554,-0.009472484,0.925066753,0,0
CDK1,0,0,0,0,0,0,0.24443057,0.752941659,0.326595065,0.601910076,0,0
CDC45,0,0,0,0,0,0,0.237203781,0.769524122,0,0,0.43967593,0.633062452
RAI14,0,0,0,0,0,0,0.235448527,0.115301571,0,0,0,0
ETS1,0,0,0,0,0,0,0.234175839,0.246124879,0,0,0,0
FBXL12,0,0,0,0,0,0,0.230449437,0.598621206,0,0,0,0
DLD,0,0,0,0,0,0,-0.000339265,0.995755604,0,0,0,0
POLR1C,0,0,0,0,0,0,-0.000552789,0.998012363,0,0,0,0
MSRA,0,0,0,0,0,0,-0.00061383,0.996938417,0,0,0,0
CEP57,0,0,0,0,0,0,-0.001246443,0.993529162,0,0,0,0
CSNK1A1,0,0,0,0,0,0,-0.001970931,0.998396595,0,0,0,0
UBE3C,0,0,0,0,0,0,-0.002177862,0.991010394,0,0,0,0
ARHGEF12,0,0,0,0,0,0,-0.003454456,0.945353002,0,0,0,0
ZMYM2,0,0,0,0,0,0,-0.003731149,0.935157882,0,0,0,0
GFPT1,0,0,0,0,0,0,-0.00376426,0.971281379,0,0,-0.001002701,0.992057814
WASF3,0,0,0,0,0,0,-0.004102751,0.948780804,0,0,0,0
ERO1L,0,0,0,0,0,0,-0.004532702,0.967148882,0,0,0,0
SLC35A1,0,0,0,0,0,0,-0.004609736,0.969953655,0,0,0,0
RAD51C,0,0,0,0,0,0,-0.005170123,0.978307546,0,0,0,0
PLP2,0,0,0,0,0,0,-0.005765533,0.994598203,0,0,0,0
NFKBIB,0,0,0,0,0,0,-0.005827163,0.98557485,0,0,0,0
ALDOC,0,0,0,0,0,0,-0.005877548,0.946087623,0,0,0,0
TMEM50A,0,0,0,0,0,0,-0.006566886,0.966466788,0,0,0,0
TBC1D31,0,0,0,0,0,0,-0.007074401,0.942094305,0,0,-0.002183407,0.980291963
SMARCD2,0,0,0,0,0,0,-0.008329708,0.969381015,0,0,0,0
EPRS,0,0,0,0,0,0,-0.008495437,0.895366063,0,0,0,0
SENP6,0,0,0,0,0,0,-0.009181907,0.870190772,0,0,0,0
TUBB6,0,0,0,0,0,0,-0.009232323,0.974602728,0,0,0,0
TLR4,0,0,0,0,0,0,-0.00932511,0.952030786,0,0,0,0
NIT1,0,0,0,0,0,0,-0.009720829,0.966135622,0,0,0,0
MFSD10,0,0,0,0,0,0,-0.009724625,0.982578998,0,0,0,0
RBM34,0,0,0,0,0,0,-0.009769312,0.923166735,0,0,0,0
NUP62,0,0,0,0,0,0,-0.009867974,0.962104577,0,0,0,0
AKR7A2,0,0,0,0,0,0,-0.009931939,0.950891174,0,0,0,0
ATMIN,0,0,0,0,0,0,-0.010540147,0.890034896,0,0,0,0
TXLNA,0,0,0,0,0,0,-0.010653291,0.92260317,0,0,0,0
ZDHHC6,0,0,0,0,0,0,-0.011201939,0.930263706,0,0,0,0
ST7,0,0,0,0,0,0,-0.01131361,0.944456265,0,0,0,0
RAB21,0,0,0,0,0,0,-0.011494071,0.893754267,0,0,0,0
MAPKAPK5,0,0,0,0,0,0,-0.01212377,0.916906164,-0.002355109,0.981237883,0,0
REEP5,0,0,0,0,0,0,-0.012696187,0.863611469,0,0,0,0
TXNRD1,0,0,0,0,0,0,-0.012726106,0.89937773,0,0,0,0
INPP4B,0,0,0,0,0,0,-0.012749241,0.899502239,0,0,0,0
ATP6V0B,0,0,0,0,0,0,0,0,0.566795949,0.002424468,0,0
LYPLA1,0,0,0,0,0,0,0,0,0.3872261,0.029737816,0,0
TES,0,0,0,0,0,0,0,0,0.378569018,0.483760563,0,0
RPL39L,0,0,0,0,0,0,0,0,0.371260716,0.411666839,0.359991922,0.459469641
POP4,0,0,0,0,0,0,0,0,0.349356174,0.028601532,0,0
PLA2G15,0,0,0,0,0,0,0,0,0.301907996,0.350852061,0,0
STUB1,0,0,0,0,0,0,0,0,0.2989018,0.047909624,0,0
PPP2R5A,0,0,0,0,0,0,0,0,0.297921248,0.026761793,0,0
CREG1,0,0,0,0,0,0,0,0,0.2940992,0.007610976,0,0
CENPE,0,0,0,0,0,0,0,0,-0.000239555,0.999191555,0,0
SMNDC1,0,0,0,0,0,0,0,0,-0.000598647,0.997128069,0,0
AARS,0,0,0,0,0,0,0,0,-0.001743406,0.984858924,0,0
FOXO3,0,0,0,0,0,0,0,0,-0.003548557,0.965390933,0,0
NFKBIA,0,0,0,0,0,0,0,0,-0.004319324,0.979020803,0,0
PTK2,0,0,0,0,0,0,0,0,-0.005150273,0.925068188,0,0
GSTZ1,0,0,0,0,0,0,0,0,-0.005966228,0.986894786,0,0
STAT5B,0,0,0,0,0,0,0,0,-0.006158697,0.952024304,0,0
SH3BP5,0,0,0,0,0,0,0,0,-0.00693007,0.965122476,-0.004238787,0.98160836
MAP2K5,0,0,0,0,0,0,0,0,-0.007087673,0.945571667,0,0
NSDHL,0,0,0,0,0,0,0,0,-0.008645432,0.964198988,0,0
ZNF395,0,0,0,0,0,0,0,0,-0.009252801,0.953771302,0,0
PDLIM1,0,0,0,0,0,0,0,0,-0.009920424,0.988306811,0,0
DMTF1,0,0,0,0,0,0,0,0,-0.011330191,0.82990162,0,0
PSRC1,0,0,0,0,0,0,0,0,-0.011719051,0.931864302,-0.009662976,0.949166773
ACAA1,0,0,0,0,0,0,0,0,-0.013138423,0.928036144,0,0
TOR1A,0,0,0,0,0,0,0,0,-0.013285173,0.930459985,-0.002129119,0.991024362
