compound,num_concordant,num_discordant,ratio,mechanism,HELA,HT29,A375,PC3,HA1E,MCF7,NPC,A549,VCAP,HUH7,FIBRNPC,SKBR3,HEPG2,MDAMB231,BT20,HCC515,MCF10A,NEU,HME1,SKB,ASC,HS578T,LNCAP,YAPC,SW620,AGS,SNGM,WSUDLCL2,HCT116,SW948,RMUGS,HCC15,OV7,H1299,SNUC5,A673,NCIH508,TYKNU,CORL23,SNU1040,U266,NCIH2073,THP1,RMGI,SKMEL28,CL34,NPC.TAK,NPC.CAS9,HUVEC,NCIH596,SKM1,LOVO,MDST8,SKLU1,PHH,HEK293T,PL21,CD34,T3M10,NOMO1,SKMEL1,SKL,ASC.C,SKL.C,HEC108,JHUEM2,U937,COV644,HL60,HT115,JURKAT,EFO27,SNUC4,NCIH1836,HUES3,SW480,NCIH1694,MNEU.E,RKO,DV90,NKDBA,HS27A
Amuvatinib,5,13,0.38461538,FLT3 inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|RAD51 inhibitor|RET tyrosine kinase inhibitor,NA,-0.66438794,0.42821975,-0.43840589,-0.57883265,-0.45977356,0.35299115,NA,NA,NA,NA,-0.40881663,NA,-0.47559444,-0.40371424,NA,NA,NA,-0.42288639,NA,-0.43672181,-0.49503721,NA,-0.34006149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34143639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.45267432,NA,0.43999149,NA,NA,NA,NA,NA,NA,-0.45679341,NA,NA,NA,NA,NA,NA,0.38579402,NA,NA,NA,NA
Iopanoic acid,0,4,0,Radiopaque medium,NA,NA,-0.62966839,-0.66368344,NA,-0.38376484,NA,NA,-0.38419686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Volasertib (BI 6727),0,2,0,Serine/threonine-protein kinase PLK1 inhibitor,-0.37751058,NA,NA,-0.65762337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BECLOMETHASONE DIPROPIONATE,0,4,0,NA,NA,NA,-0.450994,-0.65743484,-0.49380481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.57871612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rimexolone,1,3,0.33333333,Glucocorticoid receptor agonist,NA,NA,-0.42527275,-0.65689552,0.42692487,NA,NA,-0.4207205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Withaferin A,12,3,4,IKK inhibitor,NA,-0.56164495,0.44649256,-0.65502963,0.43180025,0.6336698,NA,0.50907333,0.54251288,NA,NA,0.43421127,0.59999721,-0.44982904,0.61939929,0.53319931,0.52354029,NA,0.50106129,NA,NA,0.57093656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guggulsterone,2,3,0.66666667,Cholesterol inhibitor|Estrogen receptor agonist|FXR antagonist|IKK inhibitor|Pregnane X receptor agonist|Progesterone receptor agonist,NA,NA,NA,-0.64926021,NA,NA,-0.33748407,NA,0.4454007,NA,NA,NA,NA,NA,NA,0.50153327,NA,NA,NA,NA,-0.45719222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gatifloxacin,1,1,1,Bacterial DNA gyrase inhibitor,NA,NA,NA,0.38717425,-0.64604778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cyclohexanecarboxamide, 4-(1-aminoethyl)-n-4-pyridinyl-, trans-",5,12,0.41666667,Rho associated kinase inhibitor,0.37344461,-0.46635835,-0.45577489,-0.64207838,NA,-0.60129733,-0.37260232,0.33599041,NA,NA,NA,-0.41868999,NA,-0.64761697,NA,NA,-0.59291973,NA,NA,NA,NA,-0.38676677,NA,-0.409019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.44260119,NA,0.32732385,NA,NA,NA,NA,NA,NA,NA,0.53830962,NA,NA,NA,NA,0.47639701,-0.34732591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Venlafaxine,0,3,0,Adrenergic inhibitor|Norepinephrine reuptake inhibitor|Serotonin reuptake inhibitor,NA,-0.384537,NA,NA,NA,NA,NA,NA,-0.6417651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.36248856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Olanzapine,1,1,1,Dopamine receptor antagonist|Serotonin receptor antagonist,NA,NA,NA,0.53183264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.64172124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tioconazole,0,3,0,NA,-0.64171526,-0.42200586,NA,-0.3688038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Duloxetine,1,4,0.25,Norepinephrine reuptake inhibitor|Serotonin reuptake inhibitor,NA,-0.42073971,NA,-0.46762602,-0.64108602,0.5020872,NA,NA,-0.52379562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dictamnine,0,2,0,Furoquinoline alkaloid,NA,NA,NA,-0.64096505,-0.4137799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Penitrem A,0,2,0,Potassium channel blocker,-0.64035204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.3757432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ritanserin,0,3,0,Serotonin receptor antagonist,NA,-0.63213045,NA,NA,NA,NA,NA,-0.50780695,NA,NA,NA,NA,NA,NA,NA,-0.42447556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pentoxifylline,0,4,0,Phosphodiesterase inhibitor,NA,NA,-0.34449367,NA,-0.62968098,NA,-0.38461402,-0.33369316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Raloxifene,1,6,0.16666667,Estrogen receptor beta modulator,NA,-0.33964032,-0.41447626,NA,-0.47080414,-0.59552342,NA,0.42775232,NA,NA,NA,NA,-0.62904103,NA,NA,-0.45463818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alvocidib,4,6,0.66666667,CDK inhibitor,-0.43076116,-0.45852472,NA,0.39556571,NA,-0.44119351,NA,0.43756,NA,NA,NA,NA,0.38269358,-0.33984103,-0.62895347,0.41802262,-0.41387836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colchicine,2,3,0.66666667,Tubulin inhibitor,-0.36488681,-0.38435181,0.51914521,-0.62768356,NA,0.37066365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moxifloxacin,1,2,0.5,Bacterial DNA gyrase inhibitor,NA,NA,-0.54978361,0.41061314,NA,-0.62726073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C.I. MORDANT BLACK 11,0,2,0,Azo dye used in titrations to detect metal ions,NA,NA,NA,NA,NA,NA,NA,-0.37762894,-0.62544319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mebendazole,5,4,1.25,Tubulin inhibitor,NA,-0.43828314,0.47582009,-0.33708454,NA,0.50389816,NA,NA,0.36924904,NA,NA,NA,0.50291941,NA,NA,-0.62427611,NA,NA,NA,NA,NA,NA,NA,-0.41431233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.40922912,NA
Ethamivan,0,3,0,Respiratory stimulant,NA,-0.62422209,NA,-0.4730651,-0.35311717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mepivacaine,0,2,0,Potassium channel blocker|Sodium channel blocker,NA,-0.62219585,NA,-0.40741113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ioxaglic acid,1,2,0.5,Radiopaque medium,NA,NA,NA,NA,NA,-0.62162233,-0.3901142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41151061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L-Sulforaphane,19,1,19,Anticancer agent|Aryl hydrocarbon receptor antagonist,NA,0.4535048,0.59366859,0.53081857,0.49472115,-0.62116155,NA,NA,0.57497878,NA,NA,NA,0.56481086,NA,NA,0.53779165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43384271,NA,0.35314823,NA,NA,NA,NA,0.57199947,NA,NA,NA,0.38136286,NA,0.50759236,NA,0.77022646,NA,NA,NA,NA,NA,NA,NA,NA,0.46070679,NA,NA,0.45864386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41246258,0.42607574,NA,0.61331293,0.37146208,NA,NA,NA,NA,NA,NA,NA,NA
Deoxycholic acid,3,3,1,Biliverdin reductase A activator|G protein coupled receptor agonist|G protein-coupled receptor agonist|Unidentified pharmacological activity,0.34099402,-0.50316244,NA,-0.38879136,0.56885494,NA,NA,NA,-0.62077406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.50524729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hbdde,0,2,0,PKC inhibitor,NA,NA,NA,NA,NA,NA,-0.40255757,NA,-0.62065585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
(S)-Tipifarnib,0,9,0,Farnesyltransferase inhibitor,NA,NA,NA,NA,NA,-0.55143437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.40703113,NA,NA,NA,NA,-0.61970282,-0.41332201,NA,NA,NA,NA,NA,-0.50385125,NA,NA,NA,NA,-0.41777711,NA,NA,NA,-0.42573168,NA,NA,NA,NA,NA,NA,NA,-0.35676161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.45677116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Estradiol,2,7,0.28571429,Estrogen receptor alpha agonist,NA,-0.61778336,-0.5530044,-0.33413963,-0.50585404,0.70902567,NA,-0.41626723,-0.55189419,NA,0.33819368,NA,-0.36816805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
