compound,num_concordant,num_discordant,ratio,mechanism,HELA,HT29,A375,PC3,HA1E,MCF7,NPC,A549,VCAP,HUH7,FIBRNPC,SKBR3,HEPG2,MDAMB231,BT20,HCC515,MCF10A,NEU,HME1,SKB,ASC,HS578T,LNCAP,YAPC,SW620,AGS,SNGM,WSUDLCL2,HCT116,SW948,RMUGS,HCC15,OV7,H1299,SNUC5,A673,NCIH508,TYKNU,CORL23,SNU1040,U266,NCIH2073,THP1,RMGI,SKMEL28,CL34,NPC.TAK,NPC.CAS9,HUVEC,NCIH596,SKM1,LOVO,MDST8,SKLU1,PHH,HEK293T,PL21,CD34,T3M10,NOMO1,SKMEL1,SKL,ASC.C,SKL.C,HEC108,JHUEM2,U937,COV644,HL60,HT115,JURKAT,EFO27,SNUC4,NCIH1836,HUES3,SW480,NCIH1694,MNEU.E,RKO,DV90,NKDBA,HS27A
Ruxolitinib,2,10,0.2,Tyrosine-protein kinase JAK1  inhibitor|Tyrosine-protein kinase JAK2 inhibitor,NA,NA,NA,NA,-0.46579985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neratinib,7,14,0.5,EGFR inhibitor,NA,-0.49395699,-0.50237759,-0.80110815,-0.59188707,-0.5025288,NA,-0.47370287,-0.57501336,NA,NA,-0.40601279,-0.55641105,-0.60094888,-0.5665698,NA,NA,NA,NA,NA,NA,-0.38448422,NA,0.43085474,NA,NA,NA,NA,0.36107934,NA,0.39502774,NA,NA,NA,NA,0.42715704,NA,NA,NA,NA,NA,0.59127549,0.38918044,NA,NA,NA,NA,NA,NA,0.322072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.41872382,NA,-0.43822819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anacetrapib (MK-0859),1,3,0.33333333,NA,0.45168947,-0.79853221,NA,-0.42189021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.40560092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
noscapine,1,11,0.09090909,NA,NA,NA,-0.35703099,-0.79134895,-0.43837436,NA,NA,-0.36123713,NA,NA,NA,NA,-0.47727609,0.35373419,-0.3989361,-0.38922907,-0.40693888,NA,-0.40423553,NA,NA,-0.56550273,-0.35577065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rosiglitazone,2,7,0.28571429,Peroxisome proliferator-activated receptor gamma agonist,NA,NA,-0.46099526,-0.78958678,-0.37013883,-0.41010608,NA,0.49727861,NA,NA,NA,NA,NA,NA,NA,-0.44742986,NA,NA,NA,NA,NA,NA,NA,-0.69519791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34646645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4083629,NA,NA
Trametinib,2,6,0.33333333,MEK inhibitor,NA,NA,0.35898628,-0.500784,NA,-0.4001808,NA,NA,NA,NA,NA,0.38843228,NA,-0.43830457,-0.78835084,NA,-0.39497849,NA,NA,NA,NA,-0.65873277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sertaconazole,0,3,0,Cytochrome P450 51 inhibitor,-0.48397707,NA,NA,-0.78270685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.41546478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sulfadoxine,0,2,0,Dihydropteroate synthase inhibitor,NA,NA,NA,-0.32775964,-0.7822327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hesperidin,1,1,1,NA,-0.78018374,NA,NA,NA,NA,0.54311707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Linifanib,4,9,0.44444444,PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor,NA,NA,NA,-0.47566411,0.34936533,-0.47210739,-0.46577689,-0.77747069,-0.47423052,NA,NA,0.53272422,0.40371738,NA,NA,-0.40667817,-0.33219787,NA,-0.48226369,0.58286695,NA,-0.65058028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dactolisib,5,14,0.35714286,MTOR inhibitor|PI3K inhibitor,NA,-0.34763888,0.42071444,NA,NA,0.42833236,NA,-0.52193718,NA,NA,NA,-0.34923616,NA,-0.63649428,NA,-0.59133591,0.38781759,NA,NA,NA,NA,-0.41624522,NA,NA,NA,-0.59675318,-0.62451175,NA,-0.43490337,NA,0.36484622,NA,NA,-0.39252041,NA,-0.5796943,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.77031178,NA,NA,NA,-0.39457098,NA,NA,NA,NA,NA,NA,NA,NA,0.39122145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.47943023,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wortmannin,6,19,0.31578947,PI3K inhibitor,NA,0.52361317,-0.46298256,-0.768397,-0.47877173,0.50711173,-0.39241169,-0.44980201,-0.51430777,-0.40581165,NA,NA,0.51989302,NA,NA,-0.41850043,NA,-0.42554938,NA,-0.42464369,0.43132955,NA,NA,NA,NA,-0.47072158,-0.51543804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.38662712,NA,NA,NA,NA,NA,NA,-0.39575669,NA,NA,NA,NA,NA,-0.55845243,NA,NA,0.45060851,NA,NA,NA,-0.4359018,-0.56044988,-0.4313587,NA,0.34966273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.54096019,NA,NA
Zosuquidar,2,4,0.5,P-glycoprotein inhibitor,0.34204001,-0.46146675,-0.35610594,NA,-0.38722376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45746815,NA,NA,NA,NA,NA,NA,NA,-0.76740561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mirtazapine,0,2,0,Adrenergic receptor antagonist|Serotonin receptor antagonist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.76196998,NA,NA,NA,-0.5066213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calcitriol,2,11,0.18181818,Vitamin D receptor agonist,NA,NA,NA,-0.61114041,0.32440961,NA,NA,NA,-0.35536191,NA,NA,NA,NA,NA,NA,NA,NA,-0.40185896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.35272675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.3606067,NA,NA,NA,NA,-0.43131828,NA,NA,NA,NA,NA,NA,NA,NA,-0.75596791,NA,-0.52104036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calcitriol,2,11,0.18181818,NA,-0.5087524,-0.42713758,-0.46400101,NA,NA,0.35316874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alizapride,0,2,0,Dopamine receptor antagonist,NA,NA,NA,NA,-0.43367148,-0.75528091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Enzastaurin,1,10,0.1,PKC inhibitor,-0.56552697,-0.35580699,NA,-0.52043425,-0.61707627,-0.46604934,NA,-0.55666813,NA,NA,NA,NA,0.45191765,NA,-0.59551657,-0.74884472,-0.3356621,NA,NA,NA,NA,-0.59037909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aripiprazole,3,3,1,Serotonin receptor agonist|Serotonin receptor antagonist,-0.74663426,-0.36054147,0.33086754,-0.37623239000000003,NA,0.4523397,NA,0.32381484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dasatinib,4,21,0.19047619,Bcr-Abl kinase inhibitor|Ephrin inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|Src inhibitor|Tyrosine kinase inhibitor,0.47724332,-0.5423357,-0.55535062,-0.57189132,-0.57724939,-0.46558545,-0.41361057,0.48644046,NA,NA,NA,-0.47096372,-0.44812675,-0.47642507,-0.67068567,-0.54063639,-0.74517981,-0.61811271,-0.44659457,NA,-0.47335452,-0.41160041000000003,-0.4232263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.48691431,0.37738559,-0.52971119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.61563491,NA,NA,NA,NA,NA,NA,0.46272775,NA,NA,NA,-0.34691671,NA,NA,NA,NA,NA,NA,NA
Epigalocatechin Gallate,3,4,0.75,Bacterial DNA gyrase inhibitor,NA,NA,0.38426917,NA,NA,-0.38945578,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5443062,NA,-0.74438032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.47615714,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.56367393,NA,NA,NA,NA,0.33652796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Selumetinib,9,13,0.69230769,MEK inhibitor,NA,NA,-0.58882203,-0.41513806,-0.57792638,0.38307772,NA,0.49639891,0.42720261,NA,NA,-0.46822785,-0.40264905,0.44942679,-0.74149137,-0.4376394,-0.61595852,NA,0.41958988,NA,NA,-0.52279301,0.35215589,0.45851211,NA,NA,NA,NA,0.48765437,NA,NA,-0.33568537,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.64156309,NA,NA,NA,NA,NA,NA,NA,-0.35613833,NA,NA,NA,0.35896498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.34594823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chelerythrine,0,8,0,NA,NA,-0.49143836,NA,-0.32327321,-0.42714323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.40609809,-0.44273323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.35664887,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.53958658,NA,NA,NA,-0.74115868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Radicicol,7,8,0.875,HSP inhibitor,NA,-0.74025739,-0.48923873,0.52027565,-0.5079596,0.58455522,NA,NA,-0.4529656,NA,NA,0.54982155,0.4272165,-0.56682766,0.52790726,-0.5616273,0.35258492,NA,-0.41149719,NA,NA,-0.5655311,0.42152887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pramipexole,0,4,0,Dopamine receptor agonist,NA,-0.42531264,NA,-0.73698533,NA,NA,NA,NA,-0.46380322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.37704401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tivantinib,4,8,0.5,Tyrosine kinase inhibitor,-0.73491727,NA,0.44066919,NA,-0.4100028,NA,NA,NA,NA,NA,NA,NA,NA,-0.35684382,NA,-0.39861776,-0.3526735,-0.46126278,-0.3750097,NA,NA,-0.34927328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33969313,0.34234353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34550626,NA,NA,NA,NA
rifampicin,1,9,0.11111111,NA,NA,0.51033343,-0.41627105,-0.43944746,-0.46006763,NA,NA,-0.43039279,NA,NA,NA,NA,NA,-0.45056245,-0.47464093,-0.42207877,NA,NA,-0.73094336,NA,NA,NA,-0.37576407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pinaverium bromide,2,1,2,NA,0.33555978,-0.73037827,NA,NA,0.42442117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tasquinimod,2,5,0.4,NA,-0.72967578,-0.32955793,0.42770801,-0.53521358,-0.35978447,-0.37732054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37173949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cerulenin,6,4,1.5,Fatty acid synthase inhibitor,NA,NA,NA,NA,NA,-0.35897005,0.3458097,NA,-0.56920825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49872417,NA,NA,NA,NA,NA,NA,NA,0.54823818,NA,NA,0.38229159,NA,NA,NA,NA,NA,NA,-0.35153107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.72746384,NA,NA,0.37770419,0.32565728,NA,NA
apigenin,1,8,0.125,Casein kinase inhibitor|Cell proliferation inhibitor|Cytochrome P450 inhibitor,NA,NA,-0.43358796,NA,-0.49650829,-0.35938515,NA,-0.39113417,NA,NA,NA,0.34798338,NA,-0.38176087,-0.47705023,-0.72395981,-0.56805218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
