region,cellline,time,concentration,n
AI,HA1E,24h,100uM,2
AI,HA1E,24h,10uM,120
AI,HA1E,24h,1uM,2
AI,HA1E,24h,20uM,8
AI,HA1E,24h,3.33uM,43
AI,HA1E,24h,30uM,1
AI,HA1E,24h,3uM,1
AI,HA1E,24h,40uM,2
AI,HA1E,24h,70uM,2
AI,HA1E,24h,80uM,3
AI,HA1E,6h,0.1uM,3
AI,HA1E,6h,0.5uM,2
AI,HA1E,6h,10uM,78
AI,HA1E,6h,20uM,5
AI,HA1E,6h,3uM,1
AI,HA1E,6h,40uM,3
AI,HA1E,6h,5uM,2
AI,HA1E,6h,90uM,1
AI,HCC15,6h,10uM,5
AI,HCC15,6h,1uM,1
AI,HCC515,24h,0.04uM,4
AI,HCC515,24h,0.12uM,7
AI,HCC515,24h,0.1uM,1
AI,HCC515,24h,0.37uM,8
AI,HCC515,24h,0.5uM,1
AI,HCC515,24h,1.11uM,12
AI,HCC515,24h,100uM,2
AI,HCC515,24h,10uM,84
AI,HCC515,24h,3.33uM,7
AI,HCC515,24h,3uM,2
AI,HCC515,24h,80uM,1
AI,HCC515,6h,0.001uM,1
AI,HCC515,6h,0.01uM,2
AI,HCC515,6h,10uM,65
AI,HCC515,6h,1uM,1
AI,HCC515,6h,40uM,1
AI,HCC515,6h,80uM,1
AI,HCT116,6h,0.5uM,1
AI,HCT116,6h,100uM,1
AI,HCT116,6h,10uM,4
AI,HCT116,6h,1uM,2
AI,HCT116,6h,40uM,1
AI,HCT116,6h,80uM,2
AI,HEC108,6h,10uM,5
AI,HEC108,6h,40uM,1
AI,HEC108,6h,80uM,1
AI,HEK293T,24h,0.1uM,1
AI,HEK293T,24h,0.5uM,2
AI,HEK293T,24h,10uM,1
AI,HEK293T,6h,0.1uM,1
AI,HEK293T,6h,0.5uM,2
AI,HEK293T,6h,3uM,1
AI,HELA,24h,0.04uM,20
AI,HELA,24h,0.12uM,22
AI,HELA,24h,0.14uM,1
AI,HELA,24h,0.37uM,20
AI,HELA,24h,1.11uM,29
AI,HELA,24h,1.24uM,1
AI,HELA,24h,10uM,100
AI,HELA,24h,3.33uM,49
AI,HEPG2,24h,0.04uM,5
AI,HEPG2,24h,0.12uM,4
AI,HEPG2,24h,0.37uM,8
AI,HEPG2,24h,0.5uM,1
AI,HEPG2,24h,1.11uM,11
AI,HEPG2,24h,10uM,21
AI,HEPG2,24h,3.33uM,11
AI,HEPG2,24h,33.33uM,1
AI,HEPG2,24h,3uM,1
AI,HEPG2,6h,100uM,1
AI,HEPG2,6h,10uM,54
AI,HEPG2,6h,1uM,2
AI,HEPG2,6h,20uM,1
AI,HEPG2,6h,3uM,1
AI,HL60,24h,0.5uM,1
AI,HL60,24h,10uM,4
AI,HL60,6h,0.5uM,2
AI,HL60,6h,10uM,5
AI,HL60,6h,1uM,1
AI,HL60,6h,3uM,5
AI,HME1,24h,0.04uM,2
AI,HME1,24h,0.12uM,6
AI,HME1,24h,0.37uM,9
AI,HME1,24h,1.11uM,7
AI,HME1,24h,10uM,16
AI,HME1,24h,3.33uM,12
AI,HME1,3h,0.04uM,1
AI,HME1,3h,0.12uM,1
AI,HME1,3h,0.37uM,3
AI,HME1,3h,1.11uM,1
AI,HME1,3h,10uM,4
AI,HME1,3h,3.33uM,3
AI,HS27A,6h,1uM,1
AI,HS578T,24h,0.04uM,2
AI,HS578T,24h,0.12uM,4
AI,HS578T,24h,0.1uM,1
AI,HS578T,24h,0.37uM,1
AI,HS578T,24h,0.5uM,1
AI,HS578T,24h,1.11uM,2
AI,HS578T,24h,10uM,6
AI,HS578T,24h,1uM,1
AI,HS578T,24h,3.33uM,4
AI,HS578T,3h,0.04uM,3
AI,HS578T,3h,0.12uM,2
AI,HS578T,3h,0.37uM,1
AI,HS578T,3h,1.11uM,2
AI,HS578T,3h,3.33uM,5
AI,HS578T,6h,10uM,1
AI,HS578T,6h,1uM,1
AI,HT115,6h,0.5uM,1
AI,HT115,6h,100uM,2
AI,HT115,6h,10uM,4
AI,HT29,24h,0.04uM,17
AI,HT29,24h,0.12uM,18
AI,HT29,24h,0.18uM,1
AI,HT29,24h,0.1uM,2
AI,HT29,24h,0.37uM,34
AI,HT29,24h,0.5uM,2
AI,HT29,24h,1.11uM,34
AI,HT29,24h,10uM,121
AI,HT29,24h,1uM,1
AI,HT29,24h,3.33uM,42
AI,HT29,24h,3uM,1
AI,HT29,24h,80uM,1
AI,HT29,6h,0.1uM,2
AI,HT29,6h,0.5uM,1
AI,HT29,6h,100uM,1
AI,HT29,6h,10uM,119
AI,HT29,6h,1uM,1
AI,HT29,6h,3uM,1
AI,HT29,6h,40uM,2
AI,HT29,6h,80uM,1
AI,HUES3,24h,0.12uM,1
AI,HUES3,24h,10uM,2
AI,HUH7,24h,10uM,2
AI,HUH7,24h,3uM,3
AI,HUH7,24h,5uM,1
AI,HUH7,6h,20uM,2
AI,HUH7,6h,3uM,1
AI,HUVEC,24h,0.04uM,5
AI,HUVEC,24h,0.12uM,4
AI,HUVEC,24h,0.37uM,4
AI,HUVEC,24h,1.11uM,3
AI,HUVEC,24h,10uM,10
AI,HUVEC,24h,3.33uM,3
AI,JHUEM2,6h,0.1uM,1
AI,JHUEM2,6h,10uM,10
AI,JHUEM2,6h,1uM,1
AI,JHUEM2,6h,40uM,1
AI,JHUEM2,6h,80uM,1
AI,JURKAT,24h,0.1uM,1
AI,JURKAT,24h,0.37uM,1
AI,JURKAT,24h,0.5uM,2
AI,JURKAT,24h,1.11uM,1
AI,JURKAT,24h,1uM,1
AI,JURKAT,24h,3uM,1
AI,JURKAT,6h,0.5uM,1
AI,JURKAT,6h,10uM,1
AI,JURKAT,6h,3uM,2
AI,LNCAP,24h,0.04uM,2
AI,LNCAP,24h,0.12uM,2
AI,LNCAP,24h,0.37uM,3
AI,LNCAP,24h,1.11uM,2
AI,LNCAP,24h,10uM,4
AI,LNCAP,24h,3.33uM,5
AI,LNCAP,3h,0.12uM,2
AI,LNCAP,3h,0.37uM,3
AI,LNCAP,3h,1.11uM,1
AI,LNCAP,3h,10uM,3
AI,LNCAP,3h,3.33uM,1
AI,LOVO,6h,10uM,15
AI,LOVO,6h,1uM,1
AI,LOVO,6h,40uM,1
AI,LOVO,6h,80uM,1
AI,MCF10A,24h,0.12uM,1
AI,MCF10A,24h,0.1uM,2
AI,MCF10A,24h,0.37uM,5
AI,MCF10A,24h,0.5uM,4
AI,MCF10A,24h,1.11uM,7
AI,MCF10A,24h,10uM,20
AI,MCF10A,24h,1uM,3
AI,MCF10A,24h,3.33uM,8
AI,MCF10A,3h,0.04uM,3
AI,MCF10A,3h,0.12uM,1
AI,MCF10A,3h,0.37uM,3
AI,MCF10A,3h,1.11uM,7
AI,MCF10A,3h,10uM,11
AI,MCF10A,3h,3.33uM,11
AI,MCF10A,6h,0.1uM,2
AI,MCF10A,6h,0.5uM,4
AI,MCF10A,6h,10uM,9
AI,MCF10A,6h,1uM,2
AI,MCF7,24h,0.001uM,2
AI,MCF7,24h,0.01uM,9
AI,MCF7,24h,0.04uM,35
AI,MCF7,24h,0.11uM,1
AI,MCF7,24h,0.12uM,48
AI,MCF7,24h,0.1uM,13
AI,MCF7,24h,0.37uM,50
AI,MCF7,24h,0.5uM,18
AI,MCF7,24h,1.11uM,52
AI,MCF7,24h,100uM,2
AI,MCF7,24h,10uM,335
AI,MCF7,24h,1uM,15
AI,MCF7,24h,20uM,1
AI,MCF7,24h,3.33uM,57
AI,MCF7,24h,3uM,16
AI,MCF7,24h,5uM,1
AI,MCF7,24h,80uM,1
AI,MCF7,3h,0.04uM,1
AI,MCF7,3h,0.12uM,1
AI,MCF7,3h,0.37uM,4
AI,MCF7,3h,1.11uM,3
AI,MCF7,3h,10uM,4
AI,MCF7,3h,3.33uM,1
AI,MCF7,6h,0.001uM,3
AI,MCF7,6h,0.01uM,7
AI,MCF7,6h,0.1uM,17
AI,MCF7,6h,0.5uM,26
AI,MCF7,6h,100uM,1
AI,MCF7,6h,10uM,225
AI,MCF7,6h,1uM,25
AI,MCF7,6h,20uM,5
AI,MCF7,6h,3uM,23
AI,MCF7,6h,40uM,2
AI,MCF7,6h,5uM,7
AI,MCF7,6h,70uM,1
AI,MDAMB231,24h,0.04uM,1
AI,MDAMB231,24h,0.1uM,3
AI,MDAMB231,24h,0.37uM,1
AI,MDAMB231,24h,0.5uM,1
AI,MDAMB231,24h,1.11uM,4
AI,MDAMB231,24h,10uM,8
AI,MDAMB231,24h,1uM,2
AI,MDAMB231,24h,3.33uM,3
AI,MDAMB231,3h,0.04uM,1
AI,MDAMB231,3h,0.37uM,3
AI,MDAMB231,3h,1.11uM,2
AI,MDAMB231,3h,10uM,9
AI,MDAMB231,3h,3.33uM,5
AI,MDAMB231,6h,0.5uM,1
AI,MDAMB231,6h,10uM,6
AI,MDAMB231,6h,1uM,1
AI,MDST8,6h,0.1uM,1
AI,MDST8,6h,0.5uM,1
AI,MDST8,6h,10uM,7
AI,MDST8,6h,40uM,2
AI,MDST8,6h,80uM,2
AI,MNEU.E,24h,0.37uM,2
AI,MNEU.E,24h,10uM,3
AI,MNEU.E,24h,3.33uM,2
AI,NCIH1694,6h,100uM,1
AI,NCIH1694,6h,10uM,7
AI,NCIH1694,6h,1uM,1
AI,NCIH1836,6h,100uM,1
AI,NCIH1836,6h,10uM,1
AI,NCIH1836,6h,1uM,1
AI,NCIH1836,6h,80uM,1
AI,NCIH2073,6h,10uM,7
AI,NCIH508,6h,10uM,6
AI,NCIH508,6h,5uM,1
AI,NCIH596,6h,100uM,1
AI,NCIH596,6h,10uM,2
AI,NCIH596,6h,1uM,1
AI,NEU,24h,0.12uM,3
AI,NEU,24h,0.37uM,4
AI,NEU,24h,0.5uM,1
AI,NEU,24h,1.11uM,3
AI,NEU,24h,10uM,24
AI,NEU,24h,3.33uM,3
AI,NEU,24h,3uM,1
AI,NEU,6h,10uM,6
AI,NKDBA,24h,0.5uM,1
AI,NKDBA,24h,10uM,7
AI,NKDBA,24h,1uM,3
AI,NKDBA,24h,3uM,4
AI,NOMO1,6h,100uM,1
AI,NOMO1,6h,10uM,6
AI,NPC,24h,0.04uM,3
AI,NPC,24h,0.12uM,4
AI,NPC,24h,0.37uM,3
AI,NPC,24h,1.11uM,2
AI,NPC,24h,10uM,51
AI,NPC,24h,1uM,1
AI,NPC,24h,3.33uM,3
AI,NPC,24h,3uM,1
AI,NPC,6h,10uM,15
AI,NPC.CAS9,24h,0.04uM,5
AI,NPC.CAS9,24h,0.12uM,5
AI,NPC.CAS9,24h,0.37uM,2
AI,NPC.CAS9,24h,1.11uM,3
AI,NPC.CAS9,24h,10uM,7
AI,NPC.CAS9,24h,3.33uM,4
AI,NPC.TAK,24h,0.04uM,3
AI,NPC.TAK,24h,0.12uM,3
AI,NPC.TAK,24h,0.37uM,7
AI,NPC.TAK,24h,1.11uM,2
AI,NPC.TAK,24h,10uM,3
AI,NPC.TAK,24h,3.33uM,4
AI,OV7,6h,0.1uM,1
AI,OV7,6h,10uM,4
AI,PC3,24h,0.04uM,34
AI,PC3,24h,0.12uM,28
AI,PC3,24h,0.1uM,6
AI,PC3,24h,0.37uM,40
AI,PC3,24h,0.41uM,1
AI,PC3,24h,0.5uM,7
AI,PC3,24h,0uM,1
AI,PC3,24h,1.11uM,46
AI,PC3,24h,100uM,1
AI,PC3,24h,10uM,242
AI,PC3,24h,1uM,3
AI,PC3,24h,3.33uM,56
AI,PC3,24h,33.33uM,1
AI,PC3,24h,3uM,2
AI,PC3,24h,40uM,2
AI,PC3,24h,5uM,4
AI,PC3,6h,0.001uM,1
AI,PC3,6h,0.01uM,1
AI,PC3,6h,0.1uM,9
AI,PC3,6h,0.5uM,6
AI,PC3,6h,10uM,156
AI,PC3,6h,1uM,5
AI,PC3,6h,20uM,1
AI,PC3,6h,3uM,1
AI,PC3,6h,5uM,5
AI,PC3,6h,80uM,1
AI,PHH,24h,10uM,20
AI,PHH,6h,10uM,1
AI,PHH,6h,3uM,1
AI,PHH,6h,50uM,1
AI,PL21,6h,0.1uM,2
AI,PL21,6h,10uM,5
AI,PL21,6h,1uM,2
AI,PL21,6h,30uM,1
AI,PL21,6h,40uM,1
AI,PL21,6h,80uM,1
AI,RKO,6h,0.5uM,1
AI,RKO,6h,10uM,4
AI,RKO,6h,1uM,1
AI,RKO,6h,40uM,1
AI,RKO,6h,90uM,2
AI,RMGI,6h,10uM,4
AI,RMGI,6h,80uM,1
AI,RMUGS,6h,0.5uM,1
AI,RMUGS,6h,10uM,7
AI,RMUGS,6h,1uM,1
AI,RMUGS,6h,40uM,1
AI,SKB,24h,10uM,30
AI,SKBR3,24h,0.37uM,1
AI,SKBR3,24h,0.5uM,1
AI,SKBR3,24h,1.11uM,6
AI,SKBR3,24h,10uM,11
AI,SKBR3,24h,1uM,2
AI,SKBR3,24h,3.33uM,4
AI,SKBR3,3h,0.04uM,1
AI,SKBR3,3h,0.12uM,2
AI,SKBR3,3h,0.37uM,1
AI,SKBR3,3h,1.11uM,1
AI,SKBR3,3h,10uM,10
AI,SKBR3,3h,3.33uM,2
AI,SKBR3,6h,0.1uM,2
AI,SKBR3,6h,0.5uM,1
AI,SKBR3,6h,10uM,3
AI,SKBR3,6h,1uM,4
AI,SKL,24h,0.04uM,2
AI,SKL,24h,0.12uM,1
AI,SKL,24h,0.37uM,1
AI,SKL,24h,1.11uM,1
AI,SKL,24h,10uM,7
AI,SKL,24h,3.33uM,3
AI,SKL.C,24h,0.04uM,1
AI,SKL.C,24h,0.37uM,2
AI,SKL.C,24h,1.11uM,3
AI,SKL.C,24h,10uM,4
AI,SKL.C,24h,3.33uM,9
AI,SKLU1,6h,0.1uM,1
AI,SKLU1,6h,0.5uM,1
AI,SKLU1,6h,100uM,1
AI,SKLU1,6h,10uM,3
AI,SKLU1,6h,70uM,1
AI,SKM1,6h,0.1uM,1
AI,SKM1,6h,100uM,1
AI,SKM1,6h,10uM,5
AI,SKM1,6h,40uM,1
AI,SKMEL1,6h,0.1uM,1
AI,SKMEL1,6h,10uM,3
AI,SKMEL1,6h,80uM,1
AI,SKMEL28,6h,10uM,4
AI,SNGM,6h,10uM,6
AI,SNGM,6h,1uM,1
AI,SNGM,6h,40uM,1
AI,SNGM,6h,80uM,1
AI,SNU1040,6h,10uM,9
AI,SNU1040,6h,1uM,1
AI,SNU1040,6h,80uM,2
AI,SNUC4,6h,0.1uM,3
AI,SNUC4,6h,10uM,4
AI,SNUC4,6h,5uM,1
AI,SNUC4,6h,80uM,1
AI,SNUC5,6h,100uM,1
AI,SNUC5,6h,10uM,1
AI,SW480,6h,10uM,3
AI,SW620,6h,0.5uM,1
AI,SW620,6h,10uM,11
AI,SW620,6h,40uM,2
AI,SW948,6h,100uM,1
AI,SW948,6h,10uM,8
AI,T3M10,6h,100uM,2
AI,T3M10,6h,10uM,10
AI,T3M10,6h,1uM,1
AI,T3M10,6h,5uM,1
AI,T3M10,6h,70uM,1
AI,THP1,6h,0.001uM,2
AI,THP1,6h,100uM,1
AI,THP1,6h,10uM,8
AI,THP1,6h,40uM,2
AI,THP1,6h,80uM,1
AI,TYKNU,6h,10uM,2
AI,TYKNU,6h,90uM,1
AI,U266,24h,0.5uM,2
AI,U266,24h,10uM,2
AI,U266,24h,1uM,2
AI,U266,24h,3uM,1
AI,U266,6h,0.1uM,2
AI,U266,6h,0.5uM,4
AI,U266,6h,10uM,1
AI,U266,6h,3uM,3
AI,U937,24h,3uM,1
AI,U937,6h,0.5uM,1
AI,U937,6h,100uM,1
AI,U937,6h,10uM,6
AI,U937,6h,1uM,3
AI,U937,6h,3uM,3
AI,U937,6h,40uM,2
AI,VCAP,24h,0.1uM,4
AI,VCAP,24h,0.5uM,4
AI,VCAP,24h,100uM,1
AI,VCAP,24h,10uM,260
AI,VCAP,24h,1uM,8
AI,VCAP,24h,20uM,6
AI,VCAP,24h,30uM,3
AI,VCAP,24h,40uM,2
AI,VCAP,24h,5uM,2
AI,VCAP,24h,70uM,1
AI,VCAP,24h,80uM,2
AI,VCAP,48h,1uM,1
AI,VCAP,48h,20uM,1
AI,VCAP,48h,5uM,1
AI,VCAP,6h,0.1uM,4
AI,VCAP,6h,0.5uM,9
AI,VCAP,6h,100uM,1
AI,VCAP,6h,10uM,232
AI,VCAP,6h,1uM,6
AI,VCAP,6h,20uM,5
AI,VCAP,6h,30uM,2
AI,VCAP,6h,40uM,4
AI,VCAP,6h,5uM,5
AI,VCAP,6h,80uM,3
AI,VCAP,6h,90uM,1
AI,WSUDLCL2,6h,10uM,7
AI,WSUDLCL2,6h,1uM,1
AI,YAPC,24h,0.04uM,26
AI,YAPC,24h,0.12uM,23
AI,YAPC,24h,0.37uM,25
AI,YAPC,24h,0.46uM,1
AI,YAPC,24h,1.11uM,39
AI,YAPC,24h,10uM,100
AI,YAPC,24h,3.33uM,45
AI,YAPC,24h,4.17uM,1
CG,A375,24h,0.04uM,56
CG,A375,24h,0.12uM,39
CG,A375,24h,0.1uM,4
CG,A375,24h,0.37uM,43
CG,A375,24h,0.5uM,5
CG,A375,24h,1.11uM,62
CG,A375,24h,10uM,107
CG,A375,24h,1uM,3
CG,A375,24h,3.33uM,75
CG,A375,24h,3uM,2
CG,A375,24h,4.17uM,1
CG,A375,24h,40uM,1
CG,A375,24h,8.11uM,1
CG,A375,24h,80uM,2
CG,A375,6h,0.1uM,1
CG,A375,6h,0.5uM,2
CG,A375,6h,10uM,81
CG,A375,6h,40uM,1
CG,A375,6h,5uM,1
CG,A375,6h,80uM,3
CG,A549,24h,0.001uM,2
CG,A549,24h,0.01uM,2
CG,A549,24h,0.04uM,8
CG,A549,24h,0.12uM,9
CG,A549,24h,0.1uM,1
CG,A549,24h,0.37uM,9
CG,A549,24h,0.5uM,7
CG,A549,24h,1.11uM,8
CG,A549,24h,100uM,1
CG,A549,24h,10uM,83
CG,A549,24h,1uM,2
CG,A549,24h,3.33uM,8
CG,A549,24h,33.33uM,1
CG,A549,24h,3uM,5
CG,A549,24h,40uM,1
CG,A549,24h,5uM,1
CG,A549,6h,0.001uM,1
CG,A549,6h,0.01uM,2
CG,A549,6h,0.1uM,4
CG,A549,6h,0.5uM,7
CG,A549,6h,100uM,2
CG,A549,6h,10uM,74
CG,A549,6h,1uM,5
CG,A549,6h,3uM,4
CG,A549,6h,70uM,1
CG,A549,6h,80uM,1
CG,A549,6h,90uM,1
CG,A673,6h,10uM,4
CG,A673,6h,1uM,1
CG,A673,6h,90uM,1
CG,AGS,6h,10uM,4
CG,ASC,24h,0.04uM,5
CG,ASC,24h,0.12uM,2
CG,ASC,24h,0.37uM,2
CG,ASC,24h,1.11uM,4
CG,ASC,24h,10uM,58
CG,ASC,24h,3.33uM,4
CG,ASC.C,24h,0.04uM,2
CG,ASC.C,24h,0.12uM,5
CG,ASC.C,24h,0.37uM,4
CG,ASC.C,24h,1.11uM,2
CG,ASC.C,24h,10uM,8
CG,ASC.C,24h,3.33uM,5
CG,BT20,24h,0.04uM,1
CG,BT20,24h,0.12uM,4
CG,BT20,24h,0.1uM,2
CG,BT20,24h,0.37uM,5
CG,BT20,24h,0.5uM,3
CG,BT20,24h,1.11uM,5
CG,BT20,24h,10uM,11
CG,BT20,24h,1uM,3
CG,BT20,24h,3.33uM,4
CG,BT20,3h,0.04uM,1
CG,BT20,3h,0.12uM,2
CG,BT20,3h,0.37uM,3
CG,BT20,3h,1.11uM,3
CG,BT20,3h,10uM,5
CG,BT20,3h,3.33uM,4
CG,BT20,6h,0.1uM,1
CG,BT20,6h,0.5uM,1
CG,BT20,6h,10uM,3
CG,BT20,6h,1uM,1
CG,CD34,24h,0.04uM,5
CG,CD34,24h,0.12uM,7
CG,CD34,24h,0.37uM,7
CG,CD34,24h,0.5uM,1
CG,CD34,24h,1.11uM,10
CG,CD34,24h,10uM,10
CG,CD34,24h,1uM,1
CG,CD34,24h,3.33uM,13
CG,CD34,24h,3uM,1
CG,CD34,6h,1uM,2
CG,CL34,6h,0.5uM,1
CG,CL34,6h,10uM,4
CG,CL34,6h,40uM,1
CG,CORL23,6h,10uM,2
CG,CORL23,6h,30uM,1
CG,COV644,6h,10uM,4
CG,COV644,6h,90uM,1
CG,DV90,6h,100uM,1
CG,DV90,6h,10uM,4
CG,EFO27,6h,0.1uM,1
CG,EFO27,6h,0.5uM,1
CG,EFO27,6h,100uM,1
CG,EFO27,6h,10uM,4
CG,EFO27,6h,30uM,1
CG,EFO27,6h,80uM,2
CG,FIBRNPC,24h,10uM,12
CG,FIBRNPC,6h,10uM,2
CG,H1299,6h,0.5uM,1
CG,H1299,6h,100uM,1
CG,H1299,6h,10uM,8
CG,HA1E,24h,0.04uM,61
CG,HA1E,24h,0.12uM,61
CG,HA1E,24h,0.1uM,1
CG,HA1E,24h,0.37uM,66
CG,HA1E,24h,0.46uM,1
CG,HA1E,24h,0.5uM,5
CG,HA1E,24h,1.11uM,72
CG,HA1E,24h,10uM,180
CG,HA1E,24h,1uM,3
CG,HA1E,24h,20uM,6
CG,HA1E,24h,3.33uM,85
CG,HA1E,24h,3uM,1
CG,HA1E,24h,6.79uM,1
CG,HA1E,24h,8.11uM,1
CG,HA1E,24h,80uM,1
CG,HA1E,6h,0.5uM,2
CG,HA1E,6h,100uM,1
CG,HA1E,6h,10uM,73
CG,HA1E,6h,70uM,1
CG,HA1E,6h,80uM,1
CG,HA1E,6h,90uM,1
CG,HCC15,6h,0.1uM,1
CG,HCC15,6h,0.5uM,1
CG,HCC15,6h,10uM,3
CG,HCC515,24h,0.04uM,7
CG,HCC515,24h,0.12uM,5
CG,HCC515,24h,0.37uM,5
CG,HCC515,24h,0.41uM,1
CG,HCC515,24h,0.5uM,1
CG,HCC515,24h,1.11uM,10
CG,HCC515,24h,10uM,57
CG,HCC515,24h,3.33uM,14
CG,HCC515,24h,3uM,1
CG,HCC515,24h,80uM,1
CG,HCC515,6h,0.001uM,1
CG,HCC515,6h,0.01uM,1
CG,HCC515,6h,0.1uM,1
CG,HCC515,6h,0.5uM,2
CG,HCC515,6h,10uM,93
CG,HCC515,6h,3uM,3
CG,HCT116,6h,0.5uM,1
CG,HCT116,6h,100uM,1
CG,HCT116,6h,10uM,1
CG,HCT116,6h,40uM,1
CG,HCT116,6h,80uM,1
CG,HEC108,6h,10uM,3
CG,HEC108,6h,80uM,2
CG,HEK293T,24h,0.5uM,1
CG,HEK293T,24h,10uM,2
CG,HEK293T,24h,3uM,1
CG,HEK293T,6h,0.5uM,1
CG,HEK293T,6h,10uM,1
CG,HELA,24h,0.04uM,53
CG,HELA,24h,0.12uM,47
CG,HELA,24h,0.37uM,43
CG,HELA,24h,1.11uM,63
CG,HELA,24h,10uM,61
CG,HELA,24h,3.33uM,64
CG,HEPG2,24h,0.04uM,5
CG,HEPG2,24h,0.12uM,5
CG,HEPG2,24h,0.1uM,1
CG,HEPG2,24h,0.37uM,7
CG,HEPG2,24h,1.11uM,10
CG,HEPG2,24h,10uM,13
CG,HEPG2,24h,3.33uM,3
CG,HEPG2,24h,3uM,4
CG,HEPG2,24h,5uM,2
CG,HEPG2,6h,0.1uM,1
CG,HEPG2,6h,0.5uM,1
CG,HEPG2,6h,10uM,65
CG,HEPG2,6h,3uM,2
CG,HL60,24h,0.5uM,1
CG,HL60,24h,10uM,1
CG,HL60,24h,1uM,2
CG,HL60,6h,0.5uM,2
CG,HL60,6h,3uM,1
CG,HME1,24h,0.04uM,1
CG,HME1,24h,0.12uM,3
CG,HME1,24h,0.37uM,9
CG,HME1,24h,1.11uM,7
CG,HME1,24h,10uM,18
CG,HME1,24h,3.33uM,7
