region,cellline,time,concentration,n
OFC,HME1,3h,10uM,2
OFC,HME1,3h,3.33uM,1
OFC,HS578T,3h,0.12uM,1
OFC,JHUEM2,6h,10uM,1
OFC,MCF10A,3h,0.12uM,2
OFC,MCF10A,3h,0.37uM,2
OFC,MCF10A,3h,10uM,4
OFC,MCF10A,3h,3.33uM,2
OFC,MCF10A,6h,0.1uM,1
OFC,MCF10A,6h,0.5uM,1
OFC,MCF10A,6h,10uM,3
OFC,MCF10A,6h,1uM,2
OFC,MCF7,24h,0.04uM,1
OFC,MCF7,24h,0.12uM,1
OFC,MCF7,6h,10uM,6
OFC,MDAMB231,24h,0.1uM,1
OFC,MDAMB231,3h,0.04uM,1
OFC,MDAMB231,3h,0.12uM,1
OFC,MDAMB231,3h,0.37uM,1
OFC,MDAMB231,3h,1.11uM,2
OFC,MDAMB231,3h,10uM,5
OFC,MDAMB231,3h,3.33uM,6
OFC,MDAMB231,6h,0.5uM,1
OFC,MDAMB231,6h,10uM,3
OFC,MDAMB231,6h,1uM,2
OFC,MNEU.E,24h,10uM,2
OFC,NCIH2073,6h,80uM,1
OFC,NCIH596,6h,80uM,1
OFC,NPC,24h,0.12uM,1
OFC,NPC,24h,10uM,2
OFC,NPC.TAK,24h,0.37uM,1
OFC,NPC.TAK,24h,1.11uM,1
OFC,PC3,24h,0.04uM,1
OFC,PC3,24h,10uM,1
OFC,PC3,6h,10uM,2
OFC,SKBR3,24h,10uM,1
OFC,SKBR3,6h,0.1uM,1
OFC,SKBR3,6h,1uM,1
OFC,SKMEL1,6h,80uM,1
OFC,SKMEL28,6h,80uM,1
OFC,SNGM,6h,80uM,1
OFC,SNU1040,6h,80uM,1
OFC,SNUC5,6h,80uM,1
OFC,THP1,6h,10uM,1
OFC,YAPC,24h,10uM,1
SUB,A375,24h,0.04uM,1
SUB,A375,24h,10uM,2
SUB,A375,24h,3.73uM,1
SUB,A375,6h,0.5uM,1
SUB,A375,6h,10uM,1
SUB,A375,6h,80uM,1
SUB,A549,24h,10uM,1
SUB,A549,6h,10uM,1
SUB,A673,6h,10uM,2
SUB,HA1E,24h,20uM,1
SUB,HA1E,6h,20uM,1
SUB,HCC515,24h,1.11uM,1
SUB,HCC515,6h,10uM,2
SUB,HCC515,6h,80uM,1
SUB,HCT116,6h,70uM,1
SUB,HELA,24h,10uM,2
SUB,HS578T,3h,1.11uM,1
SUB,HS578T,3h,3.33uM,1
SUB,HT29,6h,10uM,1
SUB,LNCAP,24h,1.11uM,1
SUB,MCF10A,24h,0.04uM,1
SUB,MCF10A,24h,0.1uM,1
SUB,MCF10A,24h,0.37uM,1
SUB,MCF10A,24h,3.33uM,1
SUB,MCF10A,3h,0.04uM,1
SUB,MCF10A,3h,0.12uM,1
SUB,MCF10A,3h,0.37uM,2
SUB,MCF10A,3h,1.11uM,1
SUB,MCF10A,6h,0.1uM,1
SUB,MCF10A,6h,0.5uM,2
SUB,MCF10A,6h,10uM,1
SUB,MCF10A,6h,1uM,1
SUB,MCF7,24h,0.12uM,1
SUB,MCF7,6h,5uM,1
SUB,MDAMB231,3h,0.04uM,1
SUB,MDAMB231,3h,0.37uM,2
SUB,MDAMB231,3h,3.33uM,1
SUB,PC3,24h,10uM,2
SUB,PC3,24h,3.33uM,2
SUB,PC3,6h,10uM,2
SUB,RMUGS,6h,0.1uM,1
SUB,SKBR3,3h,1.11uM,1
SUB,SNUC5,6h,10uM,1
SUB,SNUC5,6h,80uM,1
SUB,SW620,6h,0.5uM,1
SUB,VCAP,6h,0.5uM,1
SUB,VCAP,6h,10uM,1
SUB,VCAP,6h,1uM,1
SUB,YAPC,24h,0.12uM,1
SUB,YAPC,24h,0.37uM,2
SUB,YAPC,24h,1.11uM,1
SUB,YAPC,24h,3.33uM,2
