compound,num_concordant,num_discordant,ratio,mechanism,HELA,HT29,A375,PC3,HA1E,MCF7,NPC,A549,VCAP,HUH7,FIBRNPC,SKBR3,HEPG2,MDAMB231,BT20,HCC515,MCF10A,NEU,HME1,SKB,ASC,HS578T,LNCAP,YAPC,SW620,AGS,SNGM,WSUDLCL2,HCT116,SW948,RMUGS,HCC15,OV7,H1299,SNUC5,A673,NCIH508,TYKNU,CORL23,SNU1040,U266,NCIH2073,THP1,RMGI,SKMEL28,CL34,NPC.TAK,NPC.CAS9,HUVEC,NCIH596,SKM1,LOVO,MDST8,SKLU1,PHH,HEK293T,PL21,CD34,T3M10,NOMO1,SKMEL1,SKL,ASC.C,SKL.C,HEC108,JHUEM2,U937,COV644,HL60,HT115,JURKAT,EFO27,SNUC4,NCIH1836,HUES3,SW480,NCIH1694,MNEU.E,RKO,DV90,NKDBA,HS27A
Pazopanib,5,11,0.45454545,KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor,NA,NA,-0.53272249,-0.42219153,-0.34571536,0.44770802,NA,-0.72766895,NA,NA,NA,-0.61931385,NA,-0.32793505,NA,NA,-0.45196064,0.40388529,NA,NA,0.53172509,NA,NA,-0.53940034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.42219587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.33774806,NA,NA,NA,-0.51471286,NA,0.39783345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49550945,NA,NA,NA,NA,NA,NA,NA
Sirolimus,10,17,0.58823529,MTOR inhibitor,-0.46364631,-0.43753337,0.49928574,-0.72465634,-0.45366178,0.5609155,0.37507324,-0.47200169,0.59996026,NA,NA,-0.45945224,-0.3266862,-0.48527707,-0.58256777,NA,-0.44070392,NA,-0.42337199,NA,NA,-0.40141649,NA,-0.42322625,NA,NA,NA,NA,NA,-0.38596929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76117089,NA,NA,NA,NA,NA,0.41385765,0.44769901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.42759171,NA,NA,NA,NA,NA,NA
Sirolimus,10,17,0.58823529,FK506-binding protein 1A inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.49742345,NA,NA,NA,0.46984798,0.39181462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.47250344,0.40032043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vorinostat,4,24,0.16666667,Histone deacetylase 1 inhibitor|Histone deacetylase 3 inhibitor|Histone deacetylase 6 inhibitor|Histone deacetylase 2 inhibitor,NA,-0.54334094,-0.53449047,-0.44937668,-0.50909778000000006,-0.61460611,NA,-0.61571217,0.47858768,NA,NA,NA,0.40153881,NA,NA,-0.48614883,NA,0.3739484,-0.49216611,-0.34934088,-0.44299222,NA,NA,NA,-0.44684566,NA,NA,NA,-0.34877577,NA,NA,NA,NA,NA,NA,NA,NA,-0.35117312,NA,-0.72431599,NA,NA,NA,-0.47892381,-0.60287125,NA,NA,NA,NA,NA,-0.36847757,0.41643359,NA,NA,NA,-0.3960279,NA,-0.34594496,NA,-0.42092138,-0.36464496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.40491666,NA,NA,NA,NA,NA,-0.50209726,NA,NA,-0.41702544,NA
clobetasol,0,3,0,Glucocorticoid receptor agonist,-0.71641474,-0.51528785,NA,NA,-0.55265379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dacomitinib,4,4,1,Epidermal growth factor receptor erbB1 inhibitor|Epidermal growth factor receptor inhibitor|Receptor protein-tyrosine kinase erbB-2 inhibitor|Receptor protein-tyrosine kinase erbB-4 inhibitor,0.43579171,0.43778742,-0.35677541,-0.44543002,NA,-0.71250328,0.40107141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.5262647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42121632,NA,NA,NA,NA
Enzastaurin,4,9,0.44444444,PKC inhibitor,NA,-0.41483292,0.44625066,-0.4781612,-0.34005244,0.39915688,NA,-0.36519941,-0.35905645,NA,NA,NA,-0.4044064,-0.4299582,0.42815785,-0.71082053,-0.40321683,NA,NA,NA,NA,0.43920757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Estradiol,4,3,1.33333333,Estrogen receptor alpha agonist,NA,0.5320955,NA,0.49112018,NA,0.54255816,NA,-0.70896076,-0.44950855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.45310208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55656197,NA
Famotidine,0,2,0,Histamine receptor antagonist,NA,-0.45490485,NA,NA,NA,-0.70847197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
noscapine,1,8,0.125,NA,NA,NA,NA,-0.70525321,-0.36110135,-0.44303072,NA,NA,NA,NA,NA,-0.43404853,NA,NA,-0.54786424,NA,-0.46301717,NA,-0.34698712,NA,NA,-0.43422516,0.39721875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
apigenin,4,5,0.8,Casein kinase inhibitor|Cell proliferation inhibitor|Cytochrome P450 inhibitor,NA,-0.51946837,NA,-0.4562426,-0.36838056,NA,NA,NA,NA,NA,NA,0.42983898,0.60069928,0.48089352,-0.42409113,-0.70003533,NA,NA,NA,NA,NA,0.58353155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Patupilone,2,2,1,Microtubule inhibitor,NA,NA,NA,0.39336915,NA,-0.36005752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.69900139,NA,NA,0.40143546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pinaverium bromide,1,2,0.5,NA,NA,-0.69708103,NA,NA,-0.39252746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4100593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nefazodone,1,2,0.5,Adrenergic inhibitor|Norepinephrine reuptake inhibitor|Serotonin receptor antagonist|Serotonin reuptake inhibitor,NA,NA,NA,-0.55142381,-0.69380092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44335063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hesperidin,0,4,0,NA,-0.6899821,NA,-0.38678505,NA,NA,-0.33739606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hesperidin,0,4,0,Flavanone glycoside,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.34348882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ruxolitinib,4,9,0.44444444,JAK inhibitor,NA,0.38768263,NA,-0.54387111,NA,-0.61374917,0.38253254,0.4192955,-0.61106696,NA,NA,-0.4914738,0.3867021,-0.537081,-0.39326685,NA,-0.68259223,NA,NA,NA,NA,-0.53719386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ruxolitinib,4,9,0.44444444,Tyrosine-protein kinase JAK1  inhibitor|Tyrosine-protein kinase JAK2 inhibitor,NA,NA,-0.37311202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lapatinib,1,9,0.11111111,EGFR inhibitor|ErbB2 inhibitor,NA,NA,-0.50075288,-0.53461018,-0.33636104,-0.4680941,NA,-0.68251448,NA,NA,NA,0.41842954,NA,-0.53195043,-0.63214126,NA,NA,NA,-0.45296494,NA,NA,-0.50796268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aliskiren,2,1,2,Antihypertensive agent|Peptidase inhibitor|Protease inhibitor|Renin inhibitor,NA,NA,NA,0.38003503,0.41351028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.67982734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wortmannin,15,8,1.875,PI3K inhibitor,NA,-0.50263226,0.59338588,-0.67749745,-0.42977708,-0.58850603,-0.41314175,0.6244212,0.5929226,NA,0.43165601,NA,0.57993749000000006,NA,NA,0.43086239,NA,-0.51918175,NA,0.51589941,-0.44404173,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53507213,NA,NA,NA,NA,NA,NA,NA,NA,0.38305394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54470042,NA,0.37322796,NA,NA,NA,NA,0.52728835,NA,NA,NA,NA,NA,NA,NA,-0.46148925,NA,NA,0.44295906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37400427,0.40136625,NA
Mirtazapine,1,5,0.2,Adrenergic receptor antagonist|Serotonin receptor antagonist,-0.41659739,NA,0.36879751,NA,-0.49014599,-0.51266246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.67693659,NA,NA,NA,-0.50549347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fadrozole,0,2,0,Aromatase inhibitor,-0.32834733,NA,NA,NA,-0.67352122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MW-STK33-97,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59838664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.67205761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Azacitidine,4,13,0.30769231,DNA (cytosine-5)-methyltransferase 3A inhibitor (DNA|DNA (cytosine-5)-methyltransferase 1 inhibitor (DNA,-0.34269297,-0.41893138,-0.48301641,-0.32466257,-0.46380119,-0.38551821,NA,-0.38264832,0.49526639,NA,NA,NA,NA,NA,NA,-0.33169712,NA,NA,-0.36843292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51693022,0.532363,0.3294785,NA,NA,NA,NA,NA,NA,NA,NA,-0.49160558,NA,NA,NA,-0.34069278,-0.39072232,-0.67047225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glyburide,5,7,0.71428571,Sulfonylurea,0.42833519,0.43087576,NA,-0.39808085,-0.67005862,-0.49891976,NA,-0.3933309,NA,NA,NA,NA,NA,NA,NA,0.4065035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.44023486,NA,NA,NA,NA,NA,NA,NA,NA,0.38088908,NA,NA,NA,0.51658893,NA,NA,NA,NA,NA,NA,NA,NA,-0.51510627,NA,NA,-0.46090972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Erythromycin Estolate,0,3,0,Bacterial 50S ribosomal subunit inhibitor,NA,NA,NA,NA,NA,-0.41903497,NA,NA,-0.36031777,NA,NA,NA,NA,NA,NA,-0.66756123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cnqx,0,3,0,NA,-0.3812377,NA,-0.39033098,-0.66640363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nilotinib,6,6,1,Abl kinase inhibitor|Bcr-Abl kinase inhibitor,NA,-0.47450388,-0.44561989,NA,-0.4453105,0.37065833,NA,0.42153092,0.47040127,NA,NA,0.53979741,NA,0.57958274,0.41282355,-0.66595847,-0.55057343,NA,NA,NA,NA,-0.43367296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Selumetinib,8,12,0.66666667,MEK inhibitor,0.43136124,NA,-0.58173529,-0.39814984,0.49863394,-0.36087188,NA,-0.60716907,0.41682727,NA,NA,0.50077727,-0.50600068,-0.37172136,-0.66480319,-0.59399502,0.58107984,NA,-0.40223072,NA,NA,0.41022547,-0.3813715,0.43240033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.41168938,NA,-0.47187828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41832275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
