triple,mean_rank,AI,CG,DLPFC,NAC,OFC,SUB
SNU1040-6h-80uM,68.33333333333333,100,100,5,100,5,100
YAPC-24h-1.11uM,68.33333333333333,100,100,5,100,100,5
VCAP-6h-10uM,68.33333333333333,100,100,100,5,100,5
HA1E-24h-0.12uM,83.5,1,100,100,100,100,100
HME1-24h-10uM,83.5,100,1,100,100,100,100
MCF7-24h-1.11uM,83.5,100,100,1,100,100,100
ASC-24h-0.12uM,83.5,100,100,100,1,100,100
YAPC-24h-0.37uM,83.5,100,100,100,100,100,1
MNEU.E-24h-0.04uM,83.66666666666667,100,2,100,100,100,100
A375-24h-0.12uM,83.66666666666667,100,100,2,100,100,100
A673-6h-80uM,83.66666666666667,100,100,2,100,100,100
BT20-3h-10uM,83.66666666666667,100,100,2,100,100,100
BT20-3h-3.33uM,83.66666666666667,100,100,2,100,100,100
VCAP-24h-10uM,83.66666666666667,100,100,2,100,100,100
A375-6h-0.1uM,83.66666666666667,100,100,100,100,2,100
A375-24h-3.73uM,83.66666666666667,100,100,100,100,100,2
A549-24h-10uM,83.66666666666667,100,100,100,100,100,2
HA1E-24h-20uM,83.66666666666667,100,100,100,100,100,2
HA1E-6h-20uM,83.66666666666667,100,100,100,100,100,2
HCC515-24h-1.11uM,83.66666666666667,100,100,100,100,100,2
FIBRNPC-6h-10uM,83.83333333333333,3,100,100,100,100,100
HCC515-6h-1uM,83.83333333333333,3,100,100,100,100,100
HELA-24h-0.12uM,83.83333333333333,3,100,100,100,100,100
HME1-24h-0.04uM,83.83333333333333,3,100,100,100,100,100
MNEU.E-24h-0.37uM,83.83333333333333,100,3,100,100,100,100
NKDBA-24h-1uM,83.83333333333333,100,3,100,100,100,100
HCT116-6h-80uM,83.83333333333333,100,100,3,100,100,100
HELA-24h-9.58uM,83.83333333333333,100,100,3,100,100,100
HS578T-24h-0.12uM,83.83333333333333,100,100,3,100,100,100
HT29-24h-0.04uM,83.83333333333333,100,100,3,100,100,100
HELA-24h-1.11uM,83.83333333333333,100,100,100,3,100,100
HCC15-6h-80uM,83.83333333333333,100,100,100,100,3,100
HCT116-6h-70uM,83.83333333333333,100,100,100,100,100,3
LNCAP-24h-1.11uM,83.83333333333333,100,100,100,100,100,3
MCF10A-24h-0.1uM,83.83333333333333,100,100,100,100,100,3
MCF10A-24h-0.37uM,83.83333333333333,100,100,100,100,100,3
MCF10A-24h-3.33uM,83.83333333333333,100,100,100,100,100,3
HME1-3h-0.04uM,84,4,100,100,100,100,100
HS578T-24h-0.37uM,84,4,100,100,100,100,100
HS578T-3h-10uM,84,4,100,100,100,100,100
HT29-24h-0.37uM,84,4,100,100,100,100,100
SNUC4-6h-10uM,84,100,4,100,100,100,100
MCF7-6h-1uM,84,100,100,4,100,100,100
NPC-24h-0.04uM,84,100,100,4,100,100,100
NCIH508-6h-10uM,84,100,100,100,4,100,100
NCIH596-6h-80uM,84,100,100,100,100,4,100
NPC.TAK-24h-0.37uM,84,100,100,100,100,4,100
MCF7-6h-5uM,84,100,100,100,100,100,4
MCF7-6h-0.1uM,84.16666666666667,5,100,100,100,100,100
SKBR3-24h-1.11uM,84.16666666666667,5,100,100,100,100,100
SKBR3-24h-1uM,84.16666666666667,5,100,100,100,100,100
YAPC-24h-0.04uM,84.16666666666667,5,100,100,100,100,100
NPC-24h-0.37uM,84.16666666666667,100,100,5,100,100,100
PC3-24h-0.12uM,84.16666666666667,100,100,5,100,100,100
PC3-24h-1.11uM,84.16666666666667,100,100,5,100,100,100
PC3-24h-40uM,84.16666666666667,100,100,5,100,100,100
U937-6h-80uM,84.16666666666667,100,100,5,100,100,100
NPC.TAK-24h-1.11uM,84.16666666666667,100,100,100,100,5,100
SKBR3-6h-0.1uM,84.16666666666667,100,100,100,100,5,100
SKBR3-6h-1uM,84.16666666666667,100,100,100,100,5,100
THP1-6h-10uM,84.16666666666667,100,100,100,100,5,100
RMUGS-6h-0.1uM,84.16666666666667,100,100,100,100,100,5
SKBR3-3h-1.11uM,84.16666666666667,100,100,100,100,100,5
SNUC5-6h-10uM,84.16666666666667,100,100,100,100,100,5
SW620-6h-0.5uM,84.16666666666667,100,100,100,100,100,5
VCAP-6h-0.5uM,84.16666666666667,100,100,100,100,100,5
VCAP-6h-1uM,84.16666666666667,100,100,100,100,100,5
YAPC-24h-0.12uM,84.16666666666667,100,100,100,100,100,5
