compound,num_concordant,num_discordant,ratio,mechanism,HELA,HT29,A375,PC3,HA1E,MCF7,NPC,A549,VCAP,HUH7,FIBRNPC,SKBR3,HEPG2,MDAMB231,BT20,HCC515,MCF10A,NEU,HME1,SKB,ASC,HS578T,LNCAP,YAPC,SW620,AGS,SNGM,WSUDLCL2,HCT116,SW948,RMUGS,HCC15,OV7,H1299,SNUC5,A673,NCIH508,TYKNU,CORL23,SNU1040,U266,NCIH2073,THP1,RMGI,SKMEL28,CL34,NPC.TAK,NPC.CAS9,HUVEC,NCIH596,SKM1,LOVO,MDST8,SKLU1,PHH,HEK293T,PL21,CD34,T3M10,NOMO1,SKMEL1,SKL,ASC.C,SKL.C,HEC108,JHUEM2,U937,COV644,HL60,HT115,JURKAT,EFO27,SNUC4,NCIH1836,HUES3,SW480,NCIH1694,MNEU.E,RKO,DV90,NKDBA,HS27A
Dexamethasone Acetate,1,3,0.33333333,Corticosteroid agonist|Cytochrome P450 inhibitor|Glucocorticoid receptor agonist,NA,0.39074636,NA,-0.58288013,-0.48719009,-0.41308036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alvocidib,4,12,0.33333333,CDK inhibitor,0.42197829,-0.39963655,-0.34373775,-0.33531222,-0.3296945,-0.46739202,NA,0.58013934,-0.40704368,NA,NA,-0.5101867,-0.44321722,-0.3411286,0.32551755,-0.58113012,-0.49970038,NA,NA,NA,NA,NA,-0.32497467,0.35286237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Canertinib,4,8,0.5,EGFR inhibitor,NA,NA,NA,NA,-0.34500226,0.37960639,-0.33079655,-0.57635607,-0.45874036,NA,NA,0.56988798,NA,0.45777112,NA,-0.57268652,-0.50103919,NA,NA,-0.41699552,-0.4438505,0.39397362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bicalutamide,1,3,0.33333333,Androgen receptor antagonist,NA,NA,NA,-0.32747773,NA,NA,NA,-0.57400614,-0.46585312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33704132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vicriviroc,2,1,2,CC chemokine receptor antagonist,NA,NA,0.59613859,-0.57327782,NA,NA,NA,0.50657154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DIMINAZENE ACETURATE,1,1,1,NA,NA,NA,NA,NA,-0.57092795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.40100932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O-Demethylated Adapalene,9,5,1.8,Retinoid receptor agonist,NA,-0.33508443,0.503387,NA,NA,-0.35501501,NA,-0.56940715,NA,NA,NA,NA,NA,NA,NA,0.58465769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4169344,0.47202565,NA,NA,0.47583261,NA,0.55166274,0.54577723,NA,NA,NA,-0.48487886,NA,0.38118856,NA,NA,NA,NA,NA,0.33473844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.41046873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rifampicin,10,1,10,NA,NA,0.350807,0.44150203,0.33160771,NA,NA,NA,NA,NA,NA,NA,NA,0.43858948,0.50030151,0.44656764,0.37098695,-0.56541132,NA,0.35540621,NA,NA,0.37091151,0.38808641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rosiglitazone,5,4,1.25,Peroxisome proliferator-activated receptor gamma agonist,0.40413468,0.46071729,NA,-0.44828649,0.36756182,-0.39138466,NA,-0.32543306,NA,NA,0.34029412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.56480695,NA,0.32227544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mirtazapine,2,5,0.4,Adrenergic receptor antagonist|Serotonin receptor antagonist,NA,-0.33773086,NA,-0.56364759,-0.33591381,0.57199386,NA,NA,0.38425914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.41263994,NA,NA,NA,-0.35809306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mosapride,2,1,2,Serotonin receptor agonist,NA,NA,NA,NA,NA,NA,0.38042073,NA,0.47018843,NA,NA,NA,NA,NA,NA,-0.5611892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zafirlukast,1,3,0.33333333,Leukotriene receptor antagonist,-0.41082564,-0.3473958,NA,-0.56116572,NA,0.4887282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pioglitazone,3,4,0.75,Peroxisome proliferator-activated receptor gamma agonist,NA,-0.45541724,0.41041265,-0.5590339,0.43036921,-0.37975106,NA,NA,0.40029959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.43478326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Butein,0,2,0,EGFR inhibitor|Src inhibitor,NA,NA,NA,NA,NA,-0.55526728,NA,NA,-0.44496437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPIRONOLACTONE,0,2,0,Mineralocorticoid receptor antagonist,NA,NA,NA,NA,-0.53880411,-0.55352359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pevonedistat,10,5,2,Nedd activating enzyme inhibitor,NA,0.37758385,0.34432247,0.33817835,-0.55303827,0.45921,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.50010634,NA,NA,NA,NA,NA,NA,NA,0.39719938,NA,NA,NA,0.47525653,NA,NA,0.3916941,NA,-0.34591858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36873091,NA,NA,NA,NA,NA,0.327939,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34759259,-0.40450118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.38955592,NA,NA
Methocarbamol,1,2,0.5,Muscle relaxant,NA,NA,NA,-0.5523919,-0.35988527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.40771111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Entinostat,11,6,1.83333333,HDAC inhibitor,0.50253766,-0.55173024,0.62993406,-0.71272516,-0.47836945,0.51451613,0.45272778,0.41139104,NA,NA,NA,NA,0.55335648,NA,NA,-0.36453022,NA,-0.3496546,0.33028725,NA,NA,NA,NA,0.55034535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.40410661,0.33700385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35030694,NA,-0.34391492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Avicin-G,2,5,0.4,NFkB pathway inhibitor,NA,-0.52951042,NA,0.57489858,-0.55170284,0.39058726,NA,-0.43169986,NA,NA,NA,NA,-0.45939501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.55006106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lypressin,2,2,1,Vasopressin receptor agonist,NA,NA,NA,0.3539502,NA,-0.55127871,0.45705174,NA,NA,NA,NA,NA,-0.41285207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sorafenib,3,8,0.375,FLT3 inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|RAF inhibitor|RET tyrosine kinase inhibitor|VEGFR inhibitor,NA,-0.37163097,-0.43211468,-0.34488058,NA,0.33344085,-0.44033684,NA,NA,NA,NA,0.4539848,NA,-0.3468647,-0.5485419,NA,-0.54758361,NA,NA,-0.32988651,NA,0.47817943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Troglitazone,4,7,0.57142857,Peroxisome proliferator-activated receptor gamma agonist,0.4796884,-0.47276492,-0.36787842,-0.54707157,-0.40317357,-0.34572093,-0.39675388,-0.42239615,0.41985887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38923137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43975889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Proglumide,0,4,0,CCK receptor antagonist,-0.33328211,-0.4289568,NA,-0.34157664,NA,-0.54398637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mitoxantrone,8,16,0.5,DNA topoisomerase II alpha inhibitor,0.47128916,-0.62694779,-0.44581122,-0.48437251,0.36300638,-0.49808372,NA,-0.35492748,NA,-0.4387649,NA,0.55154276,-0.40562716,-0.53916172,-0.41382738,0.64569903,0.50531111,NA,-0.34313611,NA,NA,-0.5633031,0.42955303,-0.40734816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.36254698,NA,0.35720675,NA,NA,NA,NA,NA,-0.34899401,NA,NA,NA,NA,NA,NA,-0.42582898,0.36550608,-0.54063048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gefitinib,3,10,0.3,EGFR inhibitor,0.37509397,NA,NA,NA,NA,-0.37673342,-0.37605433,-0.58976022,NA,NA,NA,-0.45293834,-0.5401026,-0.50460591,NA,-0.34376641,0.46401263,NA,0.33755114,-0.46921725,NA,-0.41094244,-0.45955073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terreic-acid,2,2,1,Bruton's tyrosine kinase (BTK) inhibitor,NA,0.32674117,NA,-0.32146778,NA,NA,NA,NA,-0.53943027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36665611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Telatinib,0,3,0,Platelet-derived growth factor receptor beta inhibitor|Stem cell growth factor receptor inhibitor|Vascular endothelial growth factor receptor 2 inhibitor|Vascular endothelial growth factor receptor 3 inhibitor,-0.37807358,NA,NA,-0.38925346,-0.5353227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bifonazole,1,1,1,Sterol demethylase inhibitor,NA,NA,NA,NA,NA,-0.53362566,NA,NA,0.46883937999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oxetane,2,2,1,NA,NA,NA,NA,0.53031316,-0.53255783,NA,NA,0.41033609,NA,NA,NA,NA,-0.39150381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cyclohexanecarboxamide, 4-(1-aminoethyl)-n-4-pyridinyl-, trans-",7,10,0.7,Rho associated kinase inhibitor,-0.32735485,-0.39782732,-0.36713244,-0.532488,-0.51947129,0.35645811,-0.46320553,NA,NA,NA,NA,0.35127794,0.37405523,NA,NA,0.47738848,0.48197368,NA,0.62358152,NA,NA,0.48281814,NA,-0.59698232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.42927353,-0.34129567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.34035996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Auranofin,1,11,0.09090909,NFkB pathway inhibitor,NA,-0.47458238,NA,NA,NA,NA,NA,-0.48284619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.66122334,NA,NA,NA,-0.54381146,NA,NA,NA,NA,NA,NA,NA,NA,-0.32658777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.48755637,NA,NA,-0.39988199,NA,NA,NA,0.34638362,NA,-0.53088665,NA,NA,NA,NA,NA,-0.52737726,-0.35840122,NA,NA,NA,NA,NA,NA,-0.40786244,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hexylcaine,1,1,1,Sodium channel blocker,NA,NA,NA,NA,NA,0.32344438,-0.52826242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
