compound,num_concordant,num_discordant,ratio,mechanism,HELA,HT29,A375,PC3,HA1E,MCF7,NPC,A549,VCAP,HUH7,FIBRNPC,SKBR3,HEPG2,MDAMB231,BT20,HCC515,MCF10A,NEU,HME1,SKB,ASC,HS578T,LNCAP,YAPC,SW620,AGS,SNGM,WSUDLCL2,HCT116,SW948,RMUGS,HCC15,OV7,H1299,SNUC5,A673,NCIH508,TYKNU,CORL23,SNU1040,U266,NCIH2073,THP1,RMGI,SKMEL28,CL34,NPC.TAK,NPC.CAS9,HUVEC,NCIH596,SKM1,LOVO,MDST8,SKLU1,PHH,HEK293T,PL21,CD34,T3M10,NOMO1,SKMEL1,SKL,ASC.C,SKL.C,HEC108,JHUEM2,U937,COV644,HL60,HT115,JURKAT,EFO27,SNUC4,NCIH1836,HUES3,SW480,NCIH1694,MNEU.E,RKO,DV90,NKDBA,HS27A
nifedipine,1,1,1,Voltage-gated L-type calcium channel blocker,NA,NA,0.48219844,NA,NA,NA,NA,-0.65224469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lersivirine,0,2,0,NA,NA,NA,-0.40473508,-0.64715677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorsomorphin,15,4,3.75,AMPK inhibitor,NA,0.47837384,0.33704202,NA,0.48332791,0.47850959,NA,0.39055456,0.52821784,NA,NA,NA,0.35401226,NA,NA,NA,NA,NA,NA,-0.39139773,NA,NA,NA,NA,-0.64517726,-0.63340711,-0.43198169,0.49899572,0.4815439,0.46805173,0.46589062,0.4639562,0.43636955,0.39025121,0.38255166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nifedipine,3,8,0.375,Voltage-gated L-type calcium channel blocker,NA,-0.50645516,NA,-0.3302182,-0.50152972,0.5414324,NA,-0.63534187,0.47537646,NA,NA,NA,-0.42029004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34085423,-0.40349644,NA,NA,NA,NA,NA,-0.61077008,NA,NA,NA,-0.39243681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gallocatechin Gallate,7,3,2.33333333,Nitric oxide synthase inhibitor,NA,0.46891933,0.38990779,NA,0.3950349,NA,NA,0.53634178,-0.62076353,NA,NA,NA,NA,NA,NA,-0.34888198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.51069247,0.49246903,0.36144718,0.35781713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycophenolate Mofetil,0,6,0,Dehydrogenase inhibitor|Hydroxycarboxylic acid receptor agonist|Immunosuppressant|Inosine monophosphate dehydrogenase inhibitor|Inositol monophosphatase inhibitor,-0.61190403,-0.37499552,-0.45468002,NA,NA,-0.48959483,NA,-0.36092443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.50448451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tigecycline,1,4,0.25,Bacterial 30S ribosomal subunit inhibitor,NA,-0.3937399,-0.61182339,NA,NA,0.4014367,NA,NA,NA,NA,NA,NA,-0.41670322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.32172496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Azathioprine,1,5,0.2,Dehydrogenase inhibitor,-0.61061688,-0.56256642,-0.41127757,0.5374603,NA,-0.48711355,NA,-0.34650141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ouabain,1,3,0.33333333,ATPase inhibitor,NA,-0.32215459,-0.49512946,NA,NA,-0.59612389,NA,0.40728127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mebendazole,1,2,0.5,Tubulin inhibitor,NA,NA,0.46676803,NA,NA,-0.59527616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.37243927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Praziquantel,2,2,1,Anthelmintic agent,NA,0.42835774,0.60094007,NA,NA,-0.37176461,NA,-0.59486696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thioguanine,1,4,0.25,NA,-0.58930137,-0.33471495,-0.35226099,-0.3993683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32823386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clofazimine,2,2,1,GK0582 inhibitor,NA,NA,-0.58691822,0.37613736,0.74502252,NA,NA,-0.34259445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Roquinimex,0,2,0,Angiogenesis inhibitor|TNF production inhibitor,NA,NA,NA,NA,-0.44410803,-0.58301205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phloretin,2,8,0.25,Sodium/glucose cotransporter inhibitor,NA,-0.58244209,NA,NA,NA,-0.44193072,NA,0.49630903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.42141382,-0.37292864,NA,NA,NA,NA,NA,NA,NA,NA,-0.32446841,NA,-0.35812453,NA,NA,NA,-0.52482152,-0.32296602,0.45031878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Istaroxime (hydrochloride),2,2,1,NA,-0.58158472,NA,-0.57142635,NA,NA,0.44772079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44197096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fluspirilene,6,5,1.2,Dopamine receptor antagonist,-0.54192229,0.43603227,NA,0.58486277,-0.34380654,NA,NA,NA,NA,NA,0.35594067,NA,NA,NA,NA,-0.39502965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42568427,NA,NA,0.37319159,NA,NA,NA,NA,-0.58069531,NA,NA,NA,NA,NA,NA,NA,-0.42975095,0.63212421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Withaferin A,2,11,0.18181818,IKK inhibitor,NA,NA,-0.43492044,-0.57815015,-0.35036021,-0.51835031,NA,-0.47188794,0.37086113,NA,NA,-0.40356502,NA,-0.37487455,NA,-0.40592808,-0.44793631,NA,0.37489437,NA,NA,-0.34073557,-0.33968171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dovitinib,4,5,0.8,EGFR inhibitor|FGFR inhibitor|FLT3 inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor,NA,-0.36143306,NA,NA,0.361956,0.49845765,NA,-0.38816148,NA,NA,NA,NA,-0.41158946,NA,0.43536355,-0.57692233,-0.34871220000000003,NA,NA,NA,NA,0.41097178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Regorafenib,6,1,6,Discoidin domain-containing receptor 2 inhibitor|Fibroblast growth factor receptor 1 inhibitor|Fibroblast growth factor receptor 2 inhibitor|MAP kinase p38 beta inhibitor|Platelet-derived growth factor receptor inhibitor|Serine/threonine-protein kinase B-raf inhibitor|Serine/threonine-protein kinase RAF inhibitor|Stem cell growth factor receptor inhibitor|Tyrosine-protein kinase ABL inhibitor|Tyrosine-protein kinase FRK inhibitor|Tyrosine-protein kinase receptor RET inhibitor|Tyrosine-protein kinase TIE-2 inhibitor|Vascular endothelial growth factor receptor inhibitor,0.33976112,NA,0.66636564,0.57112822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.57553794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43549662,0.40821141,0.40416794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sepantronium,6,4,1.5,Survivin inhibitor,-0.50804645,NA,0.34115228,0.34898492,0.46057725,-0.3818657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56590037,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39864739,NA,NA,NA,NA,NA,NA,NA,-0.57339648,-0.41336725,0.48979892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Doxorubicin,1,6,0.16666667,DNA topoisomerase II alpha inhibitor,-0.32327987,NA,-0.50010353,NA,-0.38492154,-0.57188412,NA,-0.51740697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43895122,NA,NA,NA,-0.36395973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vorinostat,12,17,0.70588235,Histone deacetylase 1 inhibitor|Histone deacetylase 3 inhibitor|Histone deacetylase 6 inhibitor|Histone deacetylase 2 inhibitor,NA,0.57858683,0.66231411,-0.51402591,-0.44167992,0.59830822,-0.55475331,0.57667413,-0.50214285,NA,-0.38038688,NA,0.35286777,NA,NA,-0.47069344,NA,-0.38257825,NA,0.39586655,NA,NA,NA,NA,NA,-0.57120302,NA,NA,-0.48761336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.37315133,0.57058061,NA,-0.49926662,NA,NA,NA,NA,-0.4495724,0.4836366,-0.36407214,-0.41573434,-0.35500031,-0.44308742,-0.36867664,0.46572253,0.45651837,0.3432453,0.3384164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Radicicol,4,5,0.8,HSP inhibitor,NA,NA,NA,-0.45725933,NA,0.59600134,NA,NA,NA,NA,NA,-0.54138691,NA,0.32712614,-0.5118085,0.38837651,NA,NA,-0.38423253,NA,NA,-0.56756492,0.38389351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vidofludimus,0,4,0,NA,-0.56704962,-0.37750942,NA,-0.33757719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.51179429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brazilin,0,4,0,Nitric oxide production inhibitor,NA,NA,-0.32245556,-0.43892035,NA,-0.56536209,NA,NA,NA,NA,NA,NA,-0.64813274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pilaralisib,2,4,0.5,PI3K inhibitor,-0.37107094,NA,-0.41137505,NA,-0.56428271,-0.52810524,0.50188593,0.37483664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nefazodone,1,3,0.33333333,Adrenergic inhibitor|Norepinephrine reuptake inhibitor|Serotonin receptor antagonist|Serotonin reuptake inhibitor,0.39916546,NA,NA,NA,-0.37753956,-0.56406497,NA,-0.46119776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycophenolic acid,0,5,0,Inosine-5'-monophosphate dehydrogenase (IMPDH) inhibitor (Inosine-5'-monophosphate dehydrogenase,-0.56286444,NA,-0.44460256,NA,NA,-0.3938168,NA,NA,NA,-0.3515923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.46181278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pala,2,4,0.5,Aspartate carbamoyltransferase inhibitor,NA,NA,-0.55796847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.64154836,0.32653646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.49646264,-0.3396407,-0.44178833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genistein,4,3,1.33333333,Tyrosine kinase inhibitor,-0.36799131,0.42091862,NA,-0.35206073,NA,0.35682469,NA,0.35862736,-0.55701375,NA,NA,NA,NA,NA,NA,0.43740533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
