compound,num_concordant,num_discordant,ratio,mechanism,RMGI,EFO27,RMUGS,HA1E,SNGM,HEPG2,NPC,SKB,VCAP,SKLU1,COV644,HEC108,MCF7,A375,HCC515,MDAMB231,LNCAP,BT20,MCF10A,HME1,ASC,SKBR3,HT29,PC3,HS578T,SW620,SW480,CORL23,OV7,THP1,A549,HCT116,LOVO,CD34,NOMO1,PHH,NPC.TAK,HUVEC,HEK293T,RKO,PL21,ASC.C,SKL,HELA,SW948,SNU1040,TYKNU,NCIH1694,AGS,HUH7,DV90,SKMEL1,U937,T3M10,YAPC,NCIH2073,MDST8,NKDBA,NEU,HL60,SNUC4,U266,HUES3,SKL.C,HCC15,A673,WSUDLCL2,SNUC5,SKMEL28,NCIH1836,NPC.CAS9,H1299,JHUEM2,FIBRNPC,NCIH508,NCIH596,SKM1,MNEU.E,JURKAT,HT115,CL34,HS27A
Panobinostat,5,2,2.5,HDAC inhibitor,NA,NA,NA,-0.58207516,NA,0.39512844,NA,NA,NA,NA,NA,NA,0.56766377,0.38959594,NA,NA,NA,NA,NA,NA,NA,NA,0.39325806,0.44376969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.37824386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trichostatin A, Streptomyces Sp.",14,14,1,CDK expression enhancer|HDAC inhibitor|ID1 expression inhibitor,-0.44718594,-0.54795757,-0.44632299,-0.57962231,0.42834182,0.55413286,NA,0.56848529,-0.46761605,-0.51032783,NA,-0.54486321,0.66584059,0.64506566,-0.51610954,NA,NA,NA,NA,NA,0.42522932,NA,0.54459537,0.5945309,NA,-0.3868804,NA,-0.32926418,NA,NA,0.60191738,NA,0.4328992,NA,NA,-0.42073435,NA,NA,0.47687747,0.5132328,NA,NA,NA,NA,0.46053719,NA,NA,NA,NA,NA,NA,NA,NA,-0.41081205,NA,NA,NA,-0.42718532,NA,NA,-0.34217953,0.34663159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vinburnine,0,4,0,Adrenergic receptor antagonist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.57847617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.33261157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.45393519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.38300508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trichostatin,3,5,0.6,CDK expression enhancer|HDAC inhibitor|ID1 expression inhibitor,NA,NA,NA,-0.568291,NA,-0.36414823,NA,NA,-0.37971141,NA,NA,NA,0.44940614,0.38991916,-0.54136023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5106712,NA,NA,NA,NA,-0.51909653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cnqx,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.38434534,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.56810804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.51604455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Triptolide,1,1,1,RNA polymerase inhibitor,NA,NA,NA,-0.56664757,NA,NA,NA,NA,0.42785198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ipatasertib,5,3,1.66666667,Serine/threonine-protein kinase AKT inhibitor,NA,NA,NA,0.44034455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.62835994,NA,NA,NA,NA,NA,-0.46215844,NA,0.51843941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5230382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.61307363,NA,NA,NA,-0.56268761,0.47827229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Purvalanola,1,2,0.5,CDK inhibitor|DYRK inhibitor,NA,NA,NA,-0.55017355,NA,NA,NA,NA,NA,NA,NA,NA,-0.40876213,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44170341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JNK-IN-2,2,2,1,JNK inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.41843759,NA,NA,NA,NA,NA,0.47608366,NA,NA,-0.548119,NA,NA,0.43168581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Duloxetine,4,1,4,Norepinephrine reuptake inhibitor|Serotonin reuptake inhibitor,NA,NA,NA,0.54088362,NA,NA,NA,NA,NA,NA,NA,NA,0.42822248,0.47575648,NA,NA,NA,NA,NA,NA,NA,NA,0.48335065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.54518274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethacrynic acid,1,3,0.33333333,Sodium/potassium/chloride transporter inhibitor,NA,NA,NA,-0.38924091,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.53497602,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45423041,NA,NA,NA,NA,NA,NA,-0.34303326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elliptecine,1,3,0.33333333,Topoisomerase inhibitor,NA,NA,NA,-0.53162388,NA,NA,NA,NA,-0.5458756,NA,NA,NA,NA,NA,-0.55050339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33405975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pracinostat,4,3,1.33333333,NA,NA,NA,NA,-0.5246077,NA,0.48535892,NA,NA,NA,NA,NA,NA,0.42713153,-0.47532063,NA,NA,NA,NA,NA,NA,0.39357197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.33833871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3896717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Piplartine,2,8,0.25,Glutathione transferase inhibitor,-0.523734,-0.43496112,NA,0.4450988,-0.54886245,NA,NA,NA,-0.33399234,-0.48621812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.49395924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.43065917,-0.40768861,0.45178859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Apatinib Hydrochloride,4,3,1.33333333,HDAC inhibitor,NA,NA,NA,-0.52157881,NA,-0.33364905,NA,NA,NA,NA,NA,NA,0.67810501,0.44348199,-0.40238245,NA,NA,NA,NA,NA,NA,NA,NA,0.49449891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56220799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sirolimus,24,4,6,FK506-binding protein 1A inhibitor,NA,NA,NA,-0.52043635,NA,0.45498028,0.51237359,NA,NA,NA,NA,NA,NA,NA,0.52097419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41034165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sirolimus,24,4,6,MTOR inhibitor,0.57531372,NA,NA,NA,NA,NA,NA,NA,0.57659198,0.47555591,NA,0.42793951,0.59351122,-0.45825351,NA,NA,0.4066699,NA,0.50100355,0.41262842,NA,0.59867316,-0.47438054,NA,0.53251734,0.52040484,NA,0.44382476,NA,NA,0.4591197,0.50014271,NA,-0.33191641,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38207326,NA,NA,NA,NA,NA,NA,0.39326064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6385544,0.4412232,0.59353136,0.55663245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lapatinib,5,6,0.83333333,EGFR inhibitor|ErbB2 inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,0.55214132,NA,NA,NA,-0.45059695,0.40363567,0.39782284,-0.51959952,-0.35028968,NA,0.54275725,NA,NA,-0.57643585,NA,NA,0.49434469,NA,NA,NA,NA,NA,-0.40140941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.33490776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pifithrin MU,3,5,0.6,HSP inhibitor,-0.51796036,NA,0.38862751,NA,NA,NA,NA,NA,0.59827851,-0.36365035,NA,NA,0.48841081,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.51373913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.43925735,NA,NA,NA,NA,-0.55080248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dabrafenib,7,1,7,RAF inhibitor,NA,NA,NA,0.35392323,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.64572307,0.37981649,NA,NA,NA,NA,NA,0.43064154,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.5152107,NA,NA,NA,NA,NA,NA,NA,0.46727634,NA,NA,NA,0.43111441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39463731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nalbuphine,1,1,1,Opioid receptor agonist|Opioid receptor antagonist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54881301,NA,NA,NA,NA,NA,NA,-0.51354836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Propentofylline,1,5,0.2,Adenosine reuptake inhibitor|Phosphodiesterase inhibitor,NA,NA,NA,-0.52845196,NA,NA,NA,NA,NA,NA,NA,NA,-0.51351743,-0.4520867,NA,NA,NA,NA,NA,NA,NA,NA,0.41774983,-0.4042788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.48026454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anacardic acid,3,2,1.5,Glyceraldehyde 3-phosphate dehydrogenase inhibitor,NA,NA,NA,NA,NA,0.42629007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.50351562,0.54799053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.419819,NA,NA,NA,-0.51237715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quercetin,3,3,1,Polar auxin transport inhibitor,NA,NA,NA,-0.51142217,NA,NA,0.53711221,NA,0.33811287,NA,NA,NA,NA,-0.42450329,NA,NA,NA,NA,NA,NA,NA,NA,0.33666085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.39801658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pomalidomide,0,3,0,CRL4(CRBN) E3 ubiquitin ligase inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.42759424,-0.38631138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.51115669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Entinostat,4,10,0.4,HDAC inhibitor,NA,NA,NA,0.70224284,NA,NA,NA,-0.36820934,NA,NA,NA,NA,0.36182249,-0.44111434,0.54629395,NA,NA,NA,NA,-0.43191813,-0.42763262,NA,0.51142706,-0.55682417,NA,NA,NA,NA,NA,NA,-0.44067235,NA,NA,NA,NA,-0.36383151,-0.32567219,NA,NA,NA,NA,-0.41893858,-0.51042618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carprofen,0,3,0,Cyclooxygenase inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.51008356,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.51845442,NA,NA,NA,NA,NA,NA,-0.35252587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pantoprazole,1,2,0.5,ATPase inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.50692186,NA,NA,NA,NA,NA,NA,NA,0.51029631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.37382261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
