compound,num_concordant,num_discordant,HELA,HT29,A375,PC3,HA1E,MCF7,NPC,A549,VCAP,HUH7,FIBRNPC,SKBR3,HEPG2,MDAMB231,BT20,HCC515,MCF10A,NEU,HME1,SKB,ASC,HS578T,LNCAP,YAPC,SW620,AGS,SNGM,WSUDLCL2,HCT116,SW948,RMUGS,HCC15,OV7,H1299,SNUC5,A673,NCIH508,TYKNU,CORL23,SNU1040,U266,NCIH2073,THP1,RMGI,SKMEL28,CL34,NPC.TAK,NPC.CAS9,HUVEC,NCIH596,SKM1,LOVO,MDST8,SKLU1,PHH,HEK293T,PL21,CD34,T3M10,NOMO1,SKMEL1,SKL,ASC.C,SKL.C,HEC108,JHUEM2,U937,COV644,HL60,HT115,JURKAT,EFO27,SNUC4,NCIH1836,HUES3,SW480,NCIH1694,MNEU.E,RKO,DV90,NKDBA,HS27A
Mercaptopurine,1,3,-0.6260451,NA,-0.42843922,-0.3879659,NA,0.41318301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Seliciclib,10,4,NA,-0.6202263,NA,-0.3840833,0.43202812,-0.50509673,0.44364175,0.36409696,NA,NA,NA,0.45082473,-0.5225495,0.56458617,0.51258153,0.38985685,0.41879096,NA,NA,NA,NA,0.49795446,NA,0.49860636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pala,3,5,NA,NA,-0.61844649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.38002846,NA,NA,NA,NA,NA,NA,NA,NA,0.5660041,-0.42851186,NA,NA,0.37495943,NA,NA,-0.43371825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6616898,-0.50226595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Necrostatin,1,6,NA,-0.40823405,NA,-0.48528729,NA,-0.61446674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.33889188,NA,NA,NA,NA,NA,NA,NA,-0.33788218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.48685526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32526505,NA,NA,NA
Emedastine,4,1,-0.61062647,NA,NA,0.38892398,0.38406004,0.70366681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39564349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Etizolam,1,2,NA,-0.61025608,NA,NA,0.51606125,-0.40886904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rita,2,6,NA,-0.60867431,NA,NA,-0.59212044,NA,NA,NA,NA,NA,NA,NA,0.44642854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4363186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43718943,NA,NA,NA,NA,NA,NA,-0.39802778,NA,NA,NA,NA,NA,NA,-0.4822755,NA,NA,NA,NA,NA,NA,-0.32694188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moxonidine,4,1,0.34485806,-0.60477031,NA,0.45447853,NA,0.46743257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41790251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CICLESONIDE,2,2,-0.33586918,NA,NA,-0.60020765,NA,0.32268041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38874692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fdurd,0,2,NA,NA,NA,-0.59463954,NA,-0.3384308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trazodone,7,1,0.43607613,0.53963174,0.38838991,-0.59349978,0.45473384,0.49814259,NA,0.56810978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38382251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orphenadrine,4,2,-0.33370601,0.3426295,0.45799049,-0.59085996,NA,0.45295817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48325811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dexamethasone Acetate,1,3,NA,NA,0.47090235,-0.58864772,NA,-0.38012943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.36116135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alpelisib,11,1,NA,0.32792474,0.34035855,0.38748151,NA,0.47764067,NA,0.63667498,NA,NA,NA,0.44677357,-0.58580492,0.43956852,0.46929834,0.41064847,0.43403877,NA,NA,NA,NA,0.64482042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phloretin,9,1,NA,-0.58380515,NA,NA,0.39178658,0.48439913,NA,0.38213167,NA,NA,NA,NA,NA,NA,NA,0.5172142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38330519,NA,0.48040085,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32878205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45713676,NA,NA,NA,NA,0.41335099,NA,NA,NA
Dorsomorphin,18,2,NA,0.64084709,NA,0.56838834,0.54483422,0.5834794,NA,0.67805004,0.38621967,NA,NA,NA,0.59817389,NA,NA,0.44467973,NA,NA,NA,NA,NA,NA,NA,NA,-0.58374881,-0.33926424,NA,NA,NA,0.43819683,NA,0.38442693,0.72429859,NA,NA,NA,NA,NA,NA,NA,NA,0.49288169,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45204493,0.39648919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44648215,NA,NA,NA,NA,NA,0.59248605,0.36274432,NA,NA,NA,NA,NA,0.32576825,NA,NA,NA
Tivozanib,11,6,NA,-0.36002975,0.42452385,-0.55264952,NA,0.57128126,NA,0.41390364,0.40862875,NA,NA,0.45226732,0.4571129,0.39278672,-0.58180166,NA,NA,NA,NA,NA,NA,NA,NA,-0.39485085,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39134458,NA,NA,NA,NA,-0.48478558,NA,NA,NA,NA,NA,0.38384286,0.52222335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.32585614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33939577,NA,NA
Valdecoxib,3,2,NA,NA,-0.38280305,NA,0.51883379,0.44039416,NA,NA,0.48720922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.57939848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Withaferin A,4,12,NA,0.50639037,-0.43568465,-0.57838955,-0.41178825,-0.69199619,NA,0.45968425,-0.62971014,NA,NA,0.61241292,-0.43081271,-0.54396685,-0.42772856,-0.41051455,-0.49238088,NA,-0.37804876,NA,NA,-0.47718131,0.54574932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Resveratrol,11,6,-0.38411466,-0.38786745,0.4897935,-0.57790137,0.47916347,0.55464513,0.43544223,0.412057,0.48682185,NA,NA,NA,-0.32313118,NA,NA,0.43003668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43484586,0.32581787,NA,NA,0.51559643,NA,NA,NA,NA,NA,NA,-0.45400818,NA,NA,NA,NA,NA,-0.45950669,NA,NA,NA,NA,NA,NA,NA,NA,0.37895908,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pyrazolanthrone,4,5,NA,-0.39825244,NA,-0.57761947,-0.42114075,-0.42463529,NA,NA,0.47166809,NA,NA,0.38247423,NA,NA,NA,-0.32626515,NA,NA,NA,NA,0.34493281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38920954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Imatinib,6,7,NA,-0.41076694,-0.38447876,-0.57652733,NA,0.37960258,NA,0.3854344,NA,NA,NA,0.45059192,-0.36118656,0.43876356,0.59085246,NA,-0.48939573,NA,-0.44938819,NA,NA,-0.45385463,0.53798963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteolin,4,1,NA,0.50599421,0.54633281,-0.57568803,0.40696647,0.41445307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mitoxantrone,21,3,NA,0.6892683,0.48849035,0.58309159,0.49396261,0.55337314,0.40513528,0.43879864,NA,0.49088391,NA,NA,0.60857626,0.49187276,0.39117599,0.54639361,0.66556735,NA,0.49823778,NA,0.58000122,-0.5752275,-0.52790165,-0.33292848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3909427,0.33984209,0.39272504,NA,NA,NA,NA,NA,0.49688841,NA,NA,NA,NA,NA,NA,NA,0.43808858,0.47156312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mebendazole,6,2,-0.68338781,0.44382306,0.34848666,NA,0.32165457,-0.57202338,NA,NA,0.38625521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41621995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33881709,NA
Vidofludimus,0,3,NA,-0.38580272,NA,NA,NA,-0.41377963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.57002585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fosinopril,2,2,-0.56987115,NA,NA,-0.37063161,NA,0.56045979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46598634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ESTRAMUSTINE,3,1,NA,-0.56707647,NA,NA,0.64676446,0.46531024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51095592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leflunomide,5,1,0.39694275,NA,NA,-0.56028021,0.51510063,0.5261788,NA,NA,0.41630224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58156848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Memantine,1,2,NA,NA,0.38548153,-0.55898226,NA,NA,NA,NA,-0.44606551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D-Serine,0,2,NA,NA,NA,NA,-0.55524559,-0.45275197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Troglitazone,7,3,NA,0.52372056,0.51225044,-0.57050131,-0.44920426,0.42687037,0.37703274,NA,0.41875952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48107021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54099421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.5550245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Teniposide,7,2,NA,-0.55470618,NA,NA,NA,0.50305397,NA,0.4866486,0.36080346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.34475228,NA,0.50532045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4554531,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.40127873,NA,NA,NA,NA,NA,NA,0.41375138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Torcetrapib,0,3,NA,-0.55334552,NA,-0.39195332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.39607879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Entinostat,16,2,0.50049695,0.63762596,NA,0.67805326,0.67668892,0.73687342,0.47170158,-0.55088206,0.6580279,NA,NA,NA,NA,NA,NA,0.5492984,NA,0.39456118,0.45152293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41960788,0.41492988,-0.33475918,NA,NA,NA,NA,NA,0.41997648,NA,NA,0.46244719,NA,NA,NA,NA,0.41322086,0.39873278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycophenolate Mofetil,2,5,-0.36840121,NA,-0.54890029,NA,0.40437789,-0.44505743,-0.33072061,0.540261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.54139703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
