compound,num_concordant,num_discordant,HELA,HT29,A375,PC3,HA1E,MCF7,NPC,A549,VCAP,HUH7,FIBRNPC,SKBR3,HEPG2,MDAMB231,BT20,HCC515,MCF10A,NEU,HME1,SKB,ASC,HS578T,LNCAP,YAPC,SW620,AGS,SNGM,WSUDLCL2,HCT116,SW948,RMUGS,HCC15,OV7,H1299,SNUC5,A673,NCIH508,TYKNU,CORL23,SNU1040,U266,NCIH2073,THP1,RMGI,SKMEL28,CL34,NPC.TAK,NPC.CAS9,HUVEC,NCIH596,SKM1,LOVO,MDST8,SKLU1,PHH,HEK293T,PL21,CD34,T3M10,NOMO1,SKMEL1,SKL,ASC.C,SKL.C,HEC108,JHUEM2,U937,COV644,HL60,HT115,JURKAT,EFO27,SNUC4,NCIH1836,HUES3,SW480,NCIH1694,MNEU.E,RKO,DV90,NKDBA,HS27A
Novobiocin,0,3,-0.67056967,-0.37827287,NA,-0.43121301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tivozanib,10,8,NA,-0.34095815,0.38731565,-0.51705412,0.58716183,-0.49893475,0.43240192,-0.52237259,NA,NA,NA,NA,-0.35938667,NA,-0.66709528,NA,NA,0.37420196,NA,NA,NA,NA,NA,NA,0.40344185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.33680006,NA,NA,NA,NA,NA,0.37301854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38862942,NA,-0.50244277,0.36313351,NA,NA,NA,NA,0.37543765,NA,0.48723361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alvocidib,5,10,NA,0.44962846,0.38883122,0.39324785,0.39149653,-0.44125505,-0.32735573,-0.3793079,NA,NA,NA,-0.33532173,NA,-0.49300218,-0.66619724,NA,-0.47567765,NA,-0.46298829,NA,NA,-0.43267759,-0.50366992,0.45036407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amuvatinib,3,8,NA,-0.66473494,-0.35063423,NA,-0.6084451,-0.37168527,NA,NA,NA,NA,NA,NA,NA,-0.52223551,NA,-0.42345555,NA,NA,0.46955074,NA,0.36116471,-0.56346383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35242205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.40621734,NA,NA,NA,NA
Foretinib,6,4,NA,NA,0.4081826,-0.41954998,0.69288237,0.69303158,NA,NA,NA,NA,NA,-0.4494264,0.48568652,-0.66321303,-0.46880961,NA,0.49850096,NA,NA,NA,NA,0.46448985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Estradiol,6,4,NA,-0.66283021,-0.36875898,0.48006367,-0.35572251,0.44148498,NA,0.40230856,0.47856397,NA,0.42302238,NA,-0.37590167,NA,NA,0.32662263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fosinopril,0,3,-0.66050308,NA,-0.44128361,NA,NA,-0.44063737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tranilast,2,2,0.4128064,NA,0.4874413,NA,-0.43724876,-0.65983408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Niclosamide,13,3,NA,0.43043365,0.52846395,0.51192439,NA,-0.65888768,NA,0.50650607,0.39908334,NA,NA,NA,0.54125466,NA,NA,0.55139053,NA,NA,NA,NA,0.37017006,NA,NA,NA,0.37213087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.44092917,0.41867303,NA,NA,NA,NA,NA,0.68763853,0.36811069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37978596,NA,NA,NA,NA,NA,NA,NA,-0.56123887,NA,NA,NA,NA,NA,NA,NA,NA
Withaferin A,3,11,NA,-0.35846289,0.43567167,-0.49240445,NA,-0.65722043,NA,-0.5840976,-0.62043097,NA,NA,0.37688807,-0.4030456,-0.43212752,-0.46467983,NA,-0.41376837,NA,-0.47041373,NA,NA,-0.65144697,0.37856295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Penitrem A,4,1,-0.64994107,NA,NA,NA,0.34660268,NA,NA,NA,NA,NA,NA,NA,0.5090807,NA,NA,0.37266518,NA,NA,NA,NA,NA,NA,NA,0.34952788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
L-Sulforaphane,3,14,NA,-0.43326377,-0.50944544,-0.42899141,-0.56772431,-0.64853009,NA,-0.36517602,-0.46838791,NA,NA,NA,0.45723985,NA,NA,-0.54641459,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.56876506,NA,NA,NA,-0.45985377,NA,0.48952041,NA,-0.51623025,NA,NA,0.35552701,NA,NA,NA,-0.34254589,NA,NA,NA,-0.38169638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4408194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tamatinib,4,13,NA,-0.4249182,-0.3766424,-0.39660278,0.47473101,-0.64826958,NA,0.34392574,NA,NA,NA,-0.50885313,-0.32649774,-0.42640227000000003,-0.41333246,0.47182337,-0.41894589,NA,-0.58133029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.38078363,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39815372,NA,-0.37918373,-0.44925574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hbdde,0,3,NA,NA,NA,NA,NA,-0.49657696,-0.41188152,NA,-0.64543244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dactolisib,22,2,0.37120391,NA,0.56966655,0.41922654,0.40509099,0.71611435,0.57805419,0.59164575,NA,NA,NA,0.7878963,-0.37415193,0.56491279,0.6225278,0.42879426,0.51430252,0.45063056,NA,NA,NA,0.48688117,NA,NA,NA,NA,NA,NA,NA,NA,0.46585668,NA,NA,NA,0.33721412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38367886,NA,NA,NA,0.51456874,NA,NA,NA,0.46238557,NA,NA,NA,NA,0.43907829,NA,NA,NA,NA,NA,-0.64185579,NA,0.53544444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52185777,NA,NA,NA
Salermide,10,1,NA,0.39873881,0.40680465,0.37170016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36373764,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41283537,NA,NA,NA,0.66538808,NA,NA,NA,0.49578948,0.3808944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.62123698,0.51662627,NA,NA,NA,NA,NA,NA,NA,-0.63883684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pioglitazone,0,5,NA,-0.63352852,NA,-0.3898097,-0.32199003,-0.58069944,NA,NA,NA,NA,-0.36233327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pazufloxacin,1,1,NA,0.42082584,NA,NA,NA,-0.63253289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dovitinib,4,5,NA,-0.63174428,0.47463011,NA,NA,-0.42381427,NA,NA,NA,NA,NA,-0.43081698,NA,0.48350508,0.39326314,-0.51340609,-0.46106177,NA,NA,NA,NA,0.37019081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moxisylyte,1,3,NA,-0.62838969,-0.43589433,-0.32690835,0.516179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tazarotene,4,1,0.42646294,-0.62729048,0.47332528,NA,0.3947187,0.50683108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Doxorubicin,2,5,0.35743593,-0.40118728,NA,-0.43287451,-0.39993192,-0.62586225,NA,-0.39301932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42891607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saracatinib,7,8,0.41515231,-0.36819032,0.42328152,-0.44122168,0.52474704,-0.51721222,NA,0.42795129,NA,NA,NA,-0.53459806,-0.41519088,NA,-0.45593345,0.37574632,0.37735496,NA,0.45882418,NA,NA,-0.62564817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.47366858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mifobate,1,2,NA,NA,NA,0.41297471,NA,-0.62431305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.33482974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alimta,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.40277424,-0.62313799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Prothiaden Spofa,1,1,NA,NA,NA,-0.6222046,0.41857979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Resveratrol,2,7,NA,NA,NA,-0.46549726,-0.55517624,0.49324576999999997,NA,NA,NA,NA,NA,NA,-0.32479729,NA,NA,-0.35542138,NA,-0.37109341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.47817895,NA,NA,NA,NA,NA,NA,NA,NA,0.38562444,NA,NA,NA,NA,NA,NA,-0.62077017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ercalcitriol,1,1,0.45267917,NA,NA,NA,-0.62047338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cetirizine,2,1,NA,NA,NA,-0.61706417,NA,NA,NA,0.35143442,NA,NA,NA,NA,0.5811048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Erythromycin,2,3,0.36286169,-0.60976554,NA,NA,-0.48589581,-0.33537404,NA,0.40190646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ipratropium,1,1,NA,NA,NA,NA,NA,NA,NA,NA,-0.60919447,NA,NA,NA,NA,NA,NA,0.36696077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acitretin,1,1,NA,NA,NA,NA,NA,0.45049775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.60858534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
