compound,HELA,HT29,A375,PC3,VCAP,HA1E,MCF7,NPC,A549,HUH7,FIBRNPC,SKBR3,HEPG2,MDAMB231,BT20,HCC515,MCF10A,HS578T,HME1,YAPC,SW620,AGS,SNGM,SKB,HCC15,A673,THP1,NCIH508,SKLU1,U266,NCIH2073,NCIH596,TYKNU,SKMEL28,LNCAP,RKO,SKM1,MDST8,NEU,HCT116,PHH,HEK293T,LOVO,NOMO1,T3M10,SKMEL1,ASC,PL21,SKL,ASC.C,SKL.C,HEC108,CORL23,DV90,H1299,JHUEM2,COV644,SNU1040,HL60,CD34,HT115,JURKAT,CL34,EFO27,U937,SNUC4,WSUDLCL2,NPC.CAS9,NPC.TAK,HUVEC,NCIH1694,MNEU.E,RMGI,HUES3,SW948,SW480,NKDBA,OV7,RMUGS,NCIH1836,SNUC5,HS27A
"Trichostatin A, Streptomyces Sp.",NA,-0.45388991,-0.51756342,-0.68598068,-0.37456847,-0.47534712,-0.56967375,NA,-0.53667315,-0.50296867,NA,NA,-0.48380963,NA,NA,-0.69378434,NA,NA,NA,NA,NA,NA,NA,NA,-0.4610471,NA,NA,NA,NA,-0.52429127,-0.64129149,-0.62975359,NA,-0.37598727,NA,NA,NA,NA,-0.42401858,NA,NA,-0.50857648,-0.50938562,NA,-0.39511694,NA,-0.45321926,NA,NA,NA,NA,NA,-0.47416794,NA,NA,NA,NA,NA,NA,-0.47162955,NA,NA,NA,-0.43576673,NA,NA,NA,NA,NA,NA,NA,NA,-0.3979079,NA,NA,NA,-0.51867594,-0.52624493,NA,NA,-0.41509186,NA
Enzastaurin,NA,-0.38250064,-0.45862122,-0.69089606,-0.43308761,NA,-0.5616265,NA,NA,NA,NA,-0.48529584,-0.54584661,NA,-0.37048038,NA,NA,-0.41838741,NA,-0.59999996,NA,NA,NA,-0.41635452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.40830732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Canertinib,-0.57774384,NA,NA,NA,NA,-0.42430821,-0.4999813,NA,-0.39875903,NA,NA,-0.40413436,-0.37310166,NA,-0.62559631,-0.53656313,-0.68496285,NA,-0.46051801,-0.40604736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pioglitazone,NA,-0.61443696,-0.42766384,-0.68474137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.43147908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sorafenib,NA,-0.40774949,-0.66724421,NA,NA,-0.48526884,NA,NA,-0.37019057,NA,NA,-0.41520804,NA,-0.6785147,NA,NA,-0.41561247,-0.42262998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glyburide,NA,-0.47075572,-0.36737582,-0.67396956,-0.39083371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.61914898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rebastinib,NA,-0.72077976,-0.54573372,-0.59987157,NA,NA,-0.44072359,-0.64712591,-0.50921747,NA,NA,NA,NA,NA,NA,-0.40120515,NA,NA,-0.54436352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.66690045,-0.3829392,NA,NA,NA,NA,NA,NA,NA,NA,-0.38288905,NA,NA,NA,NA,NA,NA,NA,-0.67347635,-0.64807075,-0.40779593,NA,-0.64099544,NA,-0.48116408,NA,NA,NA,NA,NA,NA,NA,NA
Neratinib,NA,NA,NA,-0.62535035,NA,NA,NA,NA,-0.47762737,NA,NA,-0.45368443,NA,-0.40612067,-0.61404425,-0.53610847,-0.66788557,NA,NA,NA,NA,NA,NA,NA,NA,-0.42637283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.6340895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pimasertib,-0.51524863,NA,-0.63525589,-0.40336657,NA,-0.47316455,-0.53136361,-0.64880295,-0.46941751,NA,NA,NA,NA,NA,NA,-0.6662679,NA,NA,NA,-0.50571951,NA,NA,NA,-0.60536105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.43349084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fedratinib,NA,NA,NA,NA,NA,NA,-0.54525291,NA,NA,NA,NA,-0.41811152,-0.49028494,NA,NA,-0.44126329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.38099419,NA,NA,-0.66434463,NA,NA,NA,NA,NA,NA,-0.45038637,NA,NA,NA,NA,NA,NA,-0.4185641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chaetocin,NA,NA,NA,NA,NA,NA,-0.46251025,NA,-0.47078702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.54116412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.45485717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.40990775,NA,NA,NA,NA,NA,-0.6623279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.52820836,NA
Inolitazone (dihydrochloride),NA,-0.41561162,NA,-0.66004985,NA,NA,-0.61941549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gliquidone,NA,NA,NA,-0.65503132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.40465956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lapatinib,NA,NA,NA,NA,NA,-0.49609973,NA,NA,NA,NA,NA,-0.56341956,NA,-0.48693391,-0.55502614,-0.60703193,-0.65127865,-0.40660053,NA,-0.62349095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zafirlukast,-0.41758117,NA,-0.46728677,-0.6470201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Veliparib,NA,NA,NA,-0.64527892,NA,NA,NA,NA,-0.54390707,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.44728825,NA,-0.48657398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.40117175,NA,NA,NA,NA,NA,-0.3988114,NA,NA,NA,-0.50292204,NA,-0.45671684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.39488724,-0.37116892,NA,NA,NA,NA,NA,NA,-0.43350493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Regorafenib,-0.55853295,NA,-0.50215122,-0.56921409,NA,-0.64147527,NA,-0.58883412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.52389626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.52979224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.47079055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Infigratinib,NA,-0.44078898,NA,-0.38973368,NA,NA,-0.43731473,-0.57861244,-0.38291158,NA,NA,-0.39383372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.54922999,NA,NA,NA,-0.52375951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.47075768,-0.63955747,-0.39432088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quinacrine,NA,NA,-0.50429538,-0.63688417,NA,-0.4259759,-0.45676579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.50969846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.63697006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
dexamethasone,NA,NA,-0.4590219,-0.6345592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tubastatin A,NA,NA,-0.63336238,NA,NA,NA,-0.39144604,NA,NA,NA,NA,NA,NA,NA,NA,-0.51069457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gefitinib,NA,-0.40687991,-0.44144077,NA,-0.44136783,NA,-0.43156558,NA,-0.48451435,NA,NA,-0.51384798,-0.38363999,-0.45572637,-0.56271278,-0.50808682,-0.63330815,NA,NA,-0.51558548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.54489045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quetiapine,-0.41133028,NA,-0.49714589,-0.63134349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.41959892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trichostatin,NA,-0.46188335,-0.49653311,-0.534426,NA,NA,-0.47700582,NA,-0.66385971,NA,NA,NA,NA,NA,NA,-0.63109903999999994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.37482696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dovitinib,NA,NA,-0.47345097,-0.38532377,NA,-0.50874574,-0.40869453,NA,-0.44623861,NA,NA,NA,NA,-0.47089158,NA,-0.60246729,-0.63103324,-0.3857236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dacinostat,NA,NA,-0.62598589,-0.51735441,-0.37925099,NA,NA,NA,-0.59996328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.42117954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pracinostat,NA,NA,NA,-0.62549242,NA,NA,NA,-0.4134739,-0.4231384,NA,NA,NA,-0.38502093,NA,NA,-0.39236418,NA,NA,-0.46300853,-0.40859335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.57621541,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.39986508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dcebio,NA,-0.36558764,NA,NA,-0.62509362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amoxicillin,NA,NA,NA,NA,-0.41095298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.62396326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vemurafenib,-0.40246685,NA,-0.58936352,-0.43545927,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.41341498,-0.39199948,-0.36545834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.38693645,NA,NA,NA,NA,NA,NA,NA,NA,-0.45001855,NA,NA,NA,NA,NA,NA,NA,-0.38882929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.62285371,NA
Meclizine,-0.38589164,NA,-0.49534956,NA,NA,NA,-0.61975653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ciglitazone,NA,NA,NA,-0.61969348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.39373802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pifithrin MU,NA,NA,-0.49472328,-0.61820434,NA,NA,NA,NA,NA,NA,-0.43438363,NA,NA,NA,NA,-0.49963032,NA,NA,NA,NA,NA,NA,NA,-0.46126966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pazopanib,NA,-0.43611327,NA,-0.51899922,NA,NA,NA,-0.45741131,-0.41144604,NA,NA,NA,-0.38211279,-0.53470804,NA,NA,NA,-0.6003491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.37789892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.45583314,NA,NA,NA,NA,NA,NA,-0.61440753,NA,NA,-0.4196734,NA,-0.42124935,NA,NA,NA,NA,NA,NA,NA,NA
Ponatinib,NA,-0.43132329,NA,-0.48994916,NA,-0.37064853,-0.40322835,-0.57829254,NA,NA,NA,-0.38684645,-0.45865836,-0.61239413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.37954164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.42302084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.52182805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
