compound,num_concordant,num_discordant,ratio,mechanism,RMGI,EFO27,RMUGS,HA1E,SNGM,HEPG2,NPC,SKB,VCAP,SKLU1,COV644,HEC108,MCF7,A375,HCC515,MDAMB231,LNCAP,BT20,MCF10A,HME1,ASC,SKBR3,HT29,PC3,HS578T,SW620,SW480,CORL23,OV7,THP1,A549,HCT116,LOVO,CD34,NOMO1,PHH,NPC.TAK,HUVEC,HEK293T,RKO,PL21,ASC.C,SKL,HELA,SW948,SNU1040,TYKNU,NCIH1694,AGS,HUH7,DV90,SKMEL1,U937,T3M10,YAPC,NCIH2073,MDST8,NKDBA,NEU,HL60,SNUC4,U266,HUES3,SKL.C,HCC15,A673,WSUDLCL2,SNUC5,SKMEL28,NCIH1836,NPC.CAS9,H1299,JHUEM2,FIBRNPC,NCIH508,NCIH596,SKM1,MNEU.E,JURKAT,HT115,CL34,HS27A
"Trichostatin A, Streptomyces Sp.",4,15,0.26666667,CDK expression enhancer|HDAC inhibitor|ID1 expression inhibitor,0.3448578,NA,NA,-0.51370813,NA,-0.63495871,-0.40737818,NA,0.42986531,NA,NA,NA,-0.54178102,-0.48425968,-0.60255983,NA,NA,NA,NA,NA,NA,NA,-0.45440986,-0.55928783,NA,NA,NA,NA,-0.36214102,NA,-0.60019363,NA,NA,-0.37901772,NA,-0.56784332,NA,NA,NA,NA,NA,NA,NA,NA,-0.40795907,NA,NA,NA,NA,NA,NA,0.34479603,NA,NA,NA,NA,-0.46417784,-0.42043669,0.52876676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dacinostat,1,5,0.2,HDAC inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,0.39500168,NA,NA,NA,-0.36761966,-0.33843807,-0.59309863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.41226221,NA,NA,NA,NA,-0.42987208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mevastatin,0,6,0,HMGCR inhibitor,NA,NA,NA,-0.58977365,NA,NA,-0.40119033,NA,NA,NA,NA,NA,-0.4100571,NA,NA,NA,NA,NA,NA,NA,-0.41225917,NA,NA,-0.34775376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.47262942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Latrunculin B,0,6,0,Actin polymerization inhibitor|Unidentified pharmacological activity,NA,NA,NA,NA,NA,NA,NA,NA,-0.40509251,NA,NA,NA,-0.37861859,NA,-0.34315383,NA,NA,NA,NA,NA,-0.5306684,NA,NA,-0.38156868,NA,NA,NA,NA,NA,NA,-0.5859229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rimexolone,0,2,0,Glucocorticoid receptor agonist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.34595885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.57859135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vorinostat,7,16,0.4375,Histone deacetylase 1 inhibitor|Histone deacetylase 3 inhibitor|Histone deacetylase 6 inhibitor|Histone deacetylase 2 inhibitor,NA,NA,NA,-0.39178599,NA,-0.48650561,-0.44344414,NA,0.42159576,0.36491486,NA,NA,-0.62934573,-0.56317402,-0.57492842,NA,NA,NA,NA,NA,0.541554,NA,-0.49394687,-0.38936992,NA,NA,NA,NA,NA,-0.36181687,-0.6626473,NA,NA,-0.45409527,NA,-0.61490048,0.4450024,-0.36638484,NA,NA,NA,0.35012387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.35112306,NA,0.43944761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.40410324,-0.53865188,NA,NA,NA,NA,0.6737369,NA,NA,NA
Dabigatran Etexilate,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.57483625,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3690366,-0.37394104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35690174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Apatinib Hydrochloride,0,6,0,HDAC inhibitor,NA,NA,NA,NA,NA,-0.37786073,NA,NA,NA,NA,NA,NA,-0.57308225,-0.35554027,-0.42614669,NA,NA,NA,NA,NA,NA,NA,-0.4354971,NA,NA,NA,NA,NA,NA,NA,-0.41070315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Infigratinib,5,12,0.41666667,FGFR inhibitor,NA,NA,NA,-0.34730451,NA,-0.52100376,-0.48108774,NA,NA,NA,NA,NA,-0.44392155,NA,-0.41364585,-0.40586106,NA,0.38658764,NA,NA,NA,NA,-0.35432003,NA,-0.38673854,NA,NA,NA,NA,NA,NA,NA,NA,-0.57292017,NA,NA,-0.48020795,0.61546876,NA,NA,NA,-0.58297679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.50280295,0.57242232,NA,NA,NA,NA,NA,NA,0.34656249,NA,NA,NA,NA,NA,NA,-0.3892501,NA,NA,NA,NA
Thalidomide,2,7,0.28571429,TNF production inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.50578805,NA,NA,NA,NA,-0.56881073,NA,NA,NA,NA,NA,NA,NA,NA,0.44173936,NA,-0.38963346,NA,NA,NA,NA,-0.44202817,-0.53792749,NA,NA,NA,NA,NA,NA,NA,0.41054235,NA,NA,NA,-0.37796768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.40404633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Budesonide,2,3,0.66666667,Glucocorticoid receptor agonist,NA,NA,NA,0.39795678,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49066476,-0.44635285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.56829551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.44428072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trichostatin,0,6,0,CDK expression enhancer|HDAC inhibitor|ID1 expression inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.56568378,NA,-0.50433622,NA,NA,NA,NA,NA,NA,NA,NA,-0.47769715,NA,NA,NA,NA,NA,NA,-0.54489387,NA,NA,NA,NA,-0.49035508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.34508294,NA,NA,NA,NA,NA,NA,NA,NA
Cabozantinib,5,7,0.71428571,Hepatocyte growth factor receptor inhibitor|Vascular endothelial growth factor receptor 2 inhibitor,NA,NA,NA,-0.4552102,NA,0.35710963,NA,NA,NA,NA,NA,NA,-0.42872972,NA,NA,NA,NA,NA,NA,0.38450036,-0.47089137,NA,NA,0.44579354,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.55181514,NA,NA,NA,NA,NA,NA,NA,NA,0.36858671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35411117,NA,NA,NA,NA,NA,NA,NA,NA,-0.3894674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.39422929,-0.41300965,NA,NA,NA
Mesoridazine,0,2,0,Dopamine receptor antagonist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.55103683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.41512105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHROMOMYCIN-A3,1,2,0.5,DNA binding agent,NA,NA,NA,0.44918095,NA,NA,NA,NA,NA,NA,NA,NA,-0.54971215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.35611291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sirolimus,16,9,1.77777778,MTOR inhibitor,NA,NA,NA,NA,NA,0.53829431,-0.50695064,NA,0.55259428,NA,NA,NA,NA,0.43030868,-0.54594008,0.43337925,NA,-0.37082697,0.40273799,0.45006038,NA,-0.42210868,NA,-0.4479507,NA,NA,NA,NA,NA,NA,0.72295789,NA,NA,NA,NA,NA,0.44230899,NA,NA,NA,NA,0.47774151,NA,0.4410305,NA,NA,NA,NA,NA,NA,-0.49672349,NA,NA,NA,-0.34459644,NA,NA,NA,0.33167318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41326665,NA,-0.35614677,NA
Sirolimus,16,9,1.77777778,FK506-binding protein 1A inhibitor,NA,NA,NA,0.48710368,NA,NA,NA,0.39463618,NA,NA,NA,NA,0.51639113,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.47777724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34375247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pyroxamide,1,3,0.33333333,HDAC inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4884831,NA,-0.53826298,NA,NA,NA,NA,NA,0.48742306,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.53454689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cyclohexanecarboxamide, 4-(1-aminoethyl)-n-4-pyridinyl-, trans-",2,12,0.16666667,Rho associated kinase inhibitor,NA,NA,NA,NA,NA,-0.41419022,0.38509396,NA,NA,NA,NA,NA,NA,-0.47020809,NA,-0.42348934,NA,NA,NA,-0.35575276,-0.41810408,-0.3895056,0.59648703,NA,-0.40716542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.35897181,NA,NA,NA,NA,NA,-0.53811683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.36075248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.44476656,NA,NA,NA,NA,-0.57793043,NA,NA,NA,NA,NA,NA
Brexpiprazole,0,3,0,Dopamine D2 receptor partial agonist|Serotonin 1a (5-HT1a) receptor partial agonist (Serotonin 1a|Serotonin 2a (5-HT2a) receptor antagonist (Serotonin 2a,NA,NA,NA,-0.42539783,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.53698691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.49702806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Genistein,3,6,0.5,Tyrosine kinase inhibitor,NA,NA,NA,-0.53660036,NA,-0.40998586,0.4199754,NA,0.43799913,NA,NA,NA,0.42878645,-0.47311166,-0.34732798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.46444371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.36201257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptozotocin,1,1,1,DNA alkylating agent,NA,NA,NA,0.32222982,NA,NA,NA,NA,-0.53251153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fedratinib,4,22,0.18181818,FLT3 inhibitor|JAK inhibitor,-0.42257012,NA,NA,NA,NA,-0.33891629,NA,NA,-0.39798777,-0.42156942,NA,NA,0.38871732,NA,-0.35575671,-0.50842484,NA,-0.44047054,-0.43562755,NA,NA,-0.39693595,0.32269809,-0.34617903,-0.45622889,-0.36627507,NA,-0.34391385,0.33316549,NA,-0.3474653,NA,-0.44999268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.42456057,NA,NA,NA,NA,0.45769118,-0.51503464,NA,NA,-0.43653393,-0.53230051,NA,NA,NA,-0.47059785,NA,NA,NA,NA,NA,NA,-0.38625602,NA,NA,NA,NA,-0.34591863,NA,NA,NA,NA,NA,NA,NA,NA,NA
JNK-IN-2,1,3,0.33333333,JNK inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.53200651,NA,NA,0.44432476,NA,-0.4232838,-0.38795568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Linezolid,2,2,1,Bacterial 50S ribosomal subunit inhibitor,NA,NA,NA,NA,NA,0.44183041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.53191298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36417066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.32918094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Camptothecin,1,4,0.25,Topoisomerase inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.52893345,NA,-0.36726368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36230291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.34668635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.44814136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sotalol,0,2,0,Adrenergic receptor antagonist,NA,NA,NA,-0.35442858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.52765926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quizartinib,13,11,1.18181818,FLT3 inhibitor,NA,NA,NA,0.42151352,NA,-0.58914564,0.33152143,NA,NA,NA,NA,NA,0.3932521,-0.35536138,-0.45294751,0.35287938,NA,-0.3539233,-0.4027384,0.43967713,-0.4927676,0.34850985,-0.35954921,-0.49353362,NA,NA,NA,NA,NA,NA,0.50708085,NA,NA,-0.52612768,NA,NA,0.35377882,NA,NA,NA,NA,-0.35794687,0.3660406,0.46959275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4023962,NA,NA,NA,0.34757078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3248408,0.40967306,NA,NA,NA
Ranolazine,1,1,1,Sodium channel blocker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.52370475,0.45313464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BECLOMETHASONE DIPROPIONATE,1,2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.32183811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.5224816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38321145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Medroxyprogesterone,2,2,1,Progesterone receptor agonist,NA,NA,NA,NA,NA,0.34617371,NA,NA,0.39733714,NA,NA,NA,NA,NA,-0.49413553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.52129269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
