compound,num_concordant,num_discordant,ratio,mechanism,RMGI,EFO27,RMUGS,HA1E,SNGM,HEPG2,NPC,SKB,VCAP,SKLU1,COV644,HEC108,MCF7,A375,HCC515,MDAMB231,LNCAP,BT20,MCF10A,HME1,ASC,SKBR3,HT29,PC3,HS578T,SW620,SW480,CORL23,OV7,THP1,A549,HCT116,LOVO,CD34,NOMO1,PHH,NPC.TAK,HUVEC,HEK293T,RKO,PL21,ASC.C,SKL,HELA,SW948,SNU1040,TYKNU,NCIH1694,AGS,HUH7,DV90,SKMEL1,U937,T3M10,YAPC,NCIH2073,MDST8,NKDBA,NEU,HL60,SNUC4,U266,HUES3,SKL.C,HCC15,A673,WSUDLCL2,SNUC5,SKMEL28,NCIH1836,NPC.CAS9,H1299,JHUEM2,FIBRNPC,NCIH508,NCIH596,SKM1,MNEU.E,JURKAT,HT115,CL34,HS27A
Diphenylpyraline,0,3,0,Dopamine uptake inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.70028981,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.42004069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.42023412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vorinostat,30,22,1.36363636,Histone deacetylase 1 inhibitor|Histone deacetylase 3 inhibitor|Histone deacetylase 6 inhibitor|Histone deacetylase 2 inhibitor,-0.57086017,-0.5523863,-0.48183171,-0.54676818,-0.42988355,-0.60170323,0.62499537,0.36955157,-0.4832114,-0.43833575,NA,-0.40158826,0.64312934,0.50170133,-0.48660603,NA,NA,NA,NA,0.54231535,0.39212202,NA,-0.69699511,0.64011982,NA,-0.36252811,-0.56262288,-0.48370114,-0.44365401,0.36902819,0.54176811,-0.34069373,0.48906643,0.37995623,0.40193576,-0.39986965,0.54557754,0.3752212,NA,-0.42672001,0.42108881,0.51437943,NA,NA,NA,NA,0.37581953,NA,0.52687964,NA,NA,0.37799394,0.38495577,0.5027157,NA,0.47134279,0.40558816,-0.50643584,0.48891915,NA,0.52599807,NA,NA,NA,NA,NA,0.38707575,-0.56013202,0.40725981,0.47752614,0.58268073,NA,NA,NA,-0.4228756,NA,NA,NA,NA,0.481596,-0.35865244,NA
Brivanib,0,2,0,FGFR inhibitor|VEGFR inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.69697947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.55480961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Temozolomide,2,5,0.4,DNA alkylating drug,NA,NA,NA,NA,NA,NA,NA,NA,0.38143067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.42551125,NA,NA,0.42920598,NA,NA,NA,NA,-0.42306482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.38154703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.68363776,NA,NA,NA,-0.40652374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pantoprazole,0,4,0,ATPase inhibitor,NA,NA,NA,-0.40520705,NA,NA,NA,NA,NA,NA,NA,NA,-0.68363689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.40839232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.3451847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Felbamate,0,2,0,Glutamate receptor antagonist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.33410406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.68292824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phenoxybenzamine,2,1,2,Adrenergic receptor alpha antagonist,NA,NA,NA,NA,NA,0.4300792,0.57224923,NA,NA,NA,NA,NA,NA,NA,-0.67976119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adapalene,1,2,0.5,Retinoid receptor agonist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.67077887,0.39574108,NA,NA,NA,NA,NA,NA,NA,NA,-0.46975605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esmolol,1,3,0.33333333,Adrenergic receptor antagonist,NA,NA,NA,-0.36666734,NA,NA,NA,NA,NA,NA,NA,NA,-0.3920288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44668139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.67046044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trichostatin A, Streptomyces Sp.",16,17,0.94117647,CDK expression enhancer|HDAC inhibitor|ID1 expression inhibitor,-0.57248896,-0.51072205,-0.36388213,-0.55022045,NA,-0.67041218,0.59158111,NA,-0.44730835,-0.4373558,NA,-0.40432189,0.55850235,0.41394377,-0.47486934,NA,NA,NA,NA,NA,-0.36847413,NA,-0.62140171,0.58879722,NA,-0.38162989,0.40689562,-0.34259098,NA,NA,0.41719651,NA,0.48462385,0.64447171,NA,NA,NA,NA,NA,0.3730013,NA,NA,NA,NA,NA,NA,NA,NA,-0.3486165,NA,NA,0.4432781,0.46805871,-0.42152316,NA,NA,0.42538595,-0.53884991,0.50051626,0.3897743,0.55993163,NA,NA,NA,NA,NA,NA,-0.55407303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37535,NA,NA,NA
Rilpivirine,3,1,3,Human immunodeficiency virus type 1 reverse transcriptase inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46366186,0.47096327,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.66938575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.50397209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dacinostat,4,6,0.66666667,HDAC inhibitor,NA,NA,NA,-0.42639395,NA,-0.65741772,NA,NA,NA,NA,NA,NA,0.39575077,0.46127627,-0.39579158,NA,NA,NA,NA,NA,-0.32534631,NA,-0.50184838,0.45780535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53096522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.32910414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Medetomidine,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.65417688,-0.39923808,NA,NA,NA,NA,NA,NA,NA,NA,-0.45780839,-0.3467874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.3807278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anacetrapib (MK-0859),0,3,0,NA,NA,NA,NA,-0.41613269,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.35931442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.64819099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cholic acid,1,5,0.2,Bile acid,NA,NA,NA,-0.54063534,NA,NA,NA,NA,NA,NA,NA,NA,-0.6456055,-0.44944669,-0.41066707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.42641123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43269269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Enzastaurin,2,10,0.2,PKC inhibitor,NA,NA,NA,0.63911517,NA,-0.43051552,NA,NA,NA,NA,NA,NA,-0.50197233,-0.44723814,-0.4862971,NA,NA,NA,-0.44405932,NA,NA,-0.57164567,-0.64366532,-0.5057135,NA,NA,NA,NA,NA,NA,0.38043011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.64013661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.52448884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Minaprine,1,1,1,Serotonin reuptake inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.6409853,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41497392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Remacemide,0,2,0,Glutamate receptor antagonist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.40232565,NA,NA,NA,NA,NA,NA,NA,NA,-0.63839765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paroxetine,1,3,0.33333333,Selective serotonin reuptake inhibitor (SSRI),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.63771222,-0.37119056,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.43105911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44494935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Famciclovir,1,3,0.33333333,DNA polymerase inhibitor,NA,NA,NA,-0.37804293,NA,-0.63112848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.60292932,NA,NA,NA,NA,NA,NA,-0.44446546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Voriconazole,1,3,0.33333333,Cytochrome P450 inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.36794729,-0.36772139,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.63088186,NA,NA,NA,NA,NA,NA,0.34935449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Apafant,1,3,0.33333333,Platelet activating factor receptor antagonist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.42856695,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.40232368,-0.63002616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32625302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glyburide,2,10,0.2,Sulfonylurea,NA,-0.3994058,NA,NA,NA,NA,NA,NA,-0.41033622,NA,NA,NA,-0.6276721,0.50861179,-0.54043205,NA,NA,NA,NA,NA,NA,NA,-0.32733905,NA,NA,NA,NA,NA,NA,NA,NA,-0.45973906,-0.46106509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37599368,NA,NA,NA,NA,NA,NA,NA,NA,-0.38358457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.46591232,-0.42030161,NA,NA,NA,NA,NA
Apremilast (CC-10004),0,2,0,Phosphodiesterase 4 inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.62135643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.37041015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Naftopidil,0,3,0,Adrenergic receptor antagonist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.61804632,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.45650077,-0.46322135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Licarbazepine,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.61514143,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.43701207,-0.38081512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hydroxyl,2,2,1,NA,NA,NA,NA,NA,NA,-0.4697568,NA,NA,NA,NA,NA,NA,0.41881545,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.61366977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33909573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Benfluorex,0,3,0,Gluconeogenesis inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.61314618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.37864124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.35752376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lesinurad,0,2,0,Solute carrier family 22 member 12 inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.38092938,-0.60986443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Candesartan,2,2,1,Angiotensin receptor antagonist,NA,NA,NA,0.42655784,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38538996,NA,NA,NA,NA,NA,NA,NA,NA,-0.60655535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.32671174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pyridostigmine,0,3,0,Cholinesterase inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.56061035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4737555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.60511224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Olprinone (Hydrochloride),0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.60327029,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.46026065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.33300269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Duloxetine,1,4,0.25,Norepinephrine reuptake inhibitor|Serotonin reuptake inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,-0.52125187,NA,NA,NA,NA,0.57533669,NA,NA,NA,NA,NA,NA,NA,NA,-0.37413862,-0.37264565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.59981508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
