compound,num_concordant,num_discordant,ratio,mechanism,HELA,HT29,A375,PC3,HA1E,MCF7,NPC,A549,VCAP,HUH7,FIBRNPC,SKBR3,HEPG2,MDAMB231,BT20,HCC515,MCF10A,NEU,HME1,SKB,ASC,HS578T,LNCAP,YAPC,SW620,AGS,SNGM,WSUDLCL2,HCT116,SW948,RMUGS,HCC15,OV7,H1299,SNUC5,A673,NCIH508,TYKNU,CORL23,SNU1040,U266,NCIH2073,THP1,RMGI,SKMEL28,CL34,NPC.TAK,NPC.CAS9,HUVEC,NCIH596,SKM1,LOVO,MDST8,SKLU1,PHH,HEK293T,PL21,CD34,T3M10,NOMO1,SKMEL1,SKL,ASC.C,SKL.C,HEC108,JHUEM2,U937,COV644,HL60,HT115,JURKAT,EFO27,SNUC4,NCIH1836,HUES3,SW480,NCIH1694,MNEU.E,RKO,DV90,NKDBA,HS27A
Enzastaurin,3,8,0.375,PKC inhibitor,-0.4235263,NA,-0.42846532,-0.46213336,0.58612356,-0.56991592,NA,-0.39317833,NA,NA,NA,NA,-0.3689353,-0.4350724,0.400391,-0.52341478,0.53183623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mexiletine,1,1,1,Sodium channel blocker,NA,NA,NA,NA,NA,NA,0.35206702,NA,NA,NA,NA,NA,NA,NA,NA,-0.56142721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Temozolomide,1,4,0.25,DNA alkylating drug,-0.45377767,NA,NA,NA,NA,NA,NA,-0.34087768,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4747615,NA,NA,NA,NA,NA,NA,-0.4277235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.5602756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Minoxidil,4,2,2,KATP activator|Kir6 channel (KATP) activator|Vasodilator,NA,NA,NA,0.3292743,NA,-0.55990292,NA,NA,0.50939835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.44060358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39819415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.40930088,NA,NA,NA
Mecamylamine,2,1,2,Acetylcholine receptor antagonist,NA,NA,-0.55645784,NA,0.53165923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.57741938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Treprostinil,0,3,0,Prostacyclin analog,NA,NA,NA,NA,NA,-0.34173858,NA,NA,-0.55537168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.40308533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coumarin,1,3,0.33333333,Vitamin K antagonist,NA,NA,NA,NA,-0.46974808,NA,NA,0.37672589,-0.55112091,NA,NA,NA,NA,NA,NA,-0.39072012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Epigalocatechin Gallate,7,4,1.75,Bacterial DNA gyrase inhibitor,NA,0.42554289,0.37736556,-0.51967483,0.39625182,NA,0.53479981,NA,NA,NA,NA,NA,-0.36310276,NA,NA,NA,NA,0.61959332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.55018232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.40533081,0.60971601,0.46650374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flutamide,4,4,1,Androgen Receptor antagonist,NA,NA,-0.41380595,-0.54980206,NA,0.60995032,NA,0.36133362,NA,NA,NA,NA,NA,NA,NA,0.4962281,NA,NA,NA,NA,NA,NA,NA,NA,-0.44916204,NA,-0.38048367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41470481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
(E)-5-((4-((2-Carboxyethyl)carbamoyl)phenyl)diazenyl)-2-hydroxybenzoic acid,1,1,1,Cyclooxygenase inhibitor,NA,-0.5486722,NA,0.34642362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Panobinostat,1,4,0.25,HDAC inhibitor,NA,NA,NA,NA,-0.44170693,-0.54455631,NA,NA,-0.33420937,NA,NA,NA,NA,NA,NA,0.40003078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.50031411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pergolide,0,2,0,Dopamine receptor agonist,NA,NA,NA,NA,NA,NA,NA,-0.34898273,-0.54342431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adapalene,2,1,2,Retinoid receptor agonist,NA,NA,NA,0.71147463,NA,-0.54305694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4391576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diacerein,1,2,0.5,Interleukin inhibitor,NA,0.53566599,-0.46071642,-0.53988734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evodiamine,1,2,0.5,ATPase inhibitor|TRPV agonist,NA,NA,NA,0.4577088,-0.33689123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.53930479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pazopanib,7,12,0.58333333,KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor,NA,0.45532468,NA,0.55834611,-0.38306991,-0.46808158,-0.41177735,-0.36679052,NA,NA,NA,-0.3501194,-0.39224058,-0.34761708,-0.35333829,NA,-0.53751412,0.63189908,0.35192799,NA,-0.39499397,NA,NA,0.56082059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.44577208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.43005302,NA,NA,NA,NA,0.35758313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38781546,NA,NA,NA,NA
Cerulenin,1,13,0.07692308,Fatty acid synthase inhibitor,NA,-0.57324421,-0.37694183,NA,NA,-0.51356017,0.39745436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.40174046,NA,-0.43454629,NA,-0.51507819,NA,NA,NA,-0.3737641,NA,NA,NA,NA,NA,NA,NA,NA,-0.36773319,NA,NA,NA,NA,NA,NA,NA,NA,-0.33276299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.53507635,-0.35282647,NA,NA,NA,NA,NA,NA,-0.57426128,NA,-0.53643569,NA,NA,NA,NA,NA,NA
Apigenin Triacetate,1,3,0.33333333,Casein kinase inhibitor|Cell proliferation inhibitor|Cytochrome P450 inhibitor,NA,NA,NA,NA,0.46381853,-0.35037756,-0.53599991,NA,NA,NA,NA,NA,-0.3908299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Furosemide,0,3,0,Diuretic,NA,NA,-0.53488587,-0.36653596,NA,-0.33438645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pidotimod,2,2,1,Interferon receptor agonist|Interleukin receptor agonist,-0.5344956,NA,NA,NA,-0.47684778,0.43216714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34768039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ponalrestat,0,2,0,Aldose reductase inhibitor,NA,NA,NA,-0.53292921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.43511908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rita,0,4,0,MDM inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,-0.36055512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.53096436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.40342983,NA,NA,-0.49383561,NA,NA,NA,NA,NA
Trichostatin,1,1,1,CDK expression enhancer|HDAC inhibitor|ID1 expression inhibitor,NA,NA,NA,NA,NA,-0.52754444,NA,0.48006664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Probucol,1,1,1,Atherogenesis inhibitor,NA,NA,0.44608783,NA,NA,NA,-0.52724785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amiodarone,6,6,1,HERG blocker,-0.3986765,-0.4556909,0.62002755,-0.54376639,-0.50025503,0.44761131,0.39408559,NA,0.49175926,NA,NA,NA,NA,NA,NA,NA,NA,0.56486516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.33994805,NA,NA,-0.52708766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45382838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dacinostat,3,2,1.5,HDAC inhibitor,NA,NA,0.35688818,NA,NA,-0.52447857,0.36140773,0.57814323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.39404603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Valproic acid,5,6,0.83333333,Succinate semialdehyde dehydrogenase inhibitor,NA,NA,-0.33875118,NA,0.43453323,-0.38405962,0.37135515,-0.34512676,-0.52313309,NA,0.38336212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.53465595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.44466503,NA,NA,NA,NA,NA,NA,NA,0.41158817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59682726,NA,NA,NA,NA,NA,NA,NA,NA
Gliclazide,2,2,1,ATP channel blocker|Insulin secretagogue,-0.52234785,NA,0.39663371,0.46916568,-0.39922756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Foretinib,7,4,1.75,VEGFR inhibitor,0.33876663,NA,0.47657222,-0.37776357,-0.52181214,0.50378867,NA,0.35733593,NA,NA,NA,0.49819356,NA,0.38345077,NA,-0.48969116,-0.37983567,NA,NA,NA,NA,0.6422965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Withaferin A,4,9,0.44444444,IKK inhibitor,NA,-0.37095224,-0.41161112,NA,NA,-0.54878789,NA,0.614425,-0.58818583,NA,NA,-0.46986064,-0.33992605,0.50708219,-0.45024363,-0.52145678,-0.42434394,NA,0.33396251,NA,NA,0.56740026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dabrafenib,7,9,0.77777778,RAF inhibitor,NA,NA,0.35324583,0.53792622,-0.49900479,-0.46166337,-0.3911485,NA,NA,NA,NA,NA,-0.37572249,NA,NA,0.42811792,NA,-0.45336841,-0.33671995,NA,NA,NA,NA,-0.52121062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4856338,0.64283897,0.65671869,NA,NA,NA,NA,NA,NA,NA,NA,-0.38168884,NA,NA,NA,NA,0.49892978,0.43098172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Flavoxate,1,1,1,Acetylcholine receptor antagonist,NA,NA,NA,0.35343393,NA,NA,NA,NA,-0.51977326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Molsidomine,1,1,1,Guanylyl cyclase activator,NA,NA,NA,0.36756383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.51810463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
